adm0_name,adm1_name,adm2_name,adm3_name,latitude,longitude,name_alt,population,area_km2,pop_density_km2
CHN,Fujian,Sanming,Taining,26.862274289586846,117.11321358804184,,,1948.7313866042377,
CHN,Fujian,Sanming,Yong'an,25.915491594325466,117.31716858065722,,,3630.2469916602276,
CHN,Fujian,Sanming,Youxi,26.146646754690817,118.23776940912443,,,4210.798447020041,
CHN,Fujian,Xiamen,Tong'an,24.745251211560348,118.15875508933354,,,1180.346369482191,
CHN,Fujian,Xiamen,Xiamen,24.570932539552494,118.02898523034669,,,672.3556820845347,
CHN,Fujian,Zhangzhou,Changtai,24.737835239600923,117.80266627574336,,,1095.678680752664,
CHN,Fujian,Zhangzhou,Dongshan,23.939963897687498,117.33862907617868,,,1393.4840286436508,
CHN,Fujian,Zhangzhou,Hua'an,24.91590745333595,117.53253580230391,,,1626.7135065977757,
CHN,Fujian,Zhangzhou,Longhai,24.402798892553378,117.78983836804032,,,1693.478334427452,
CHN,Fujian,Zhangzhou,Nanjing,24.661043630865983,117.27919147063699,,,2396.305411258742,
CHN,Fujian,Zhangzhou,Pinghe,24.317682308051058,117.18625040543698,,,2756.9374469639306,
CHN,Fujian,Zhangzhou,Zhangpu,24.128824548845074,117.67800323103789,,,2267.3998638489015,
CHN,Fujian,Zhangzhou,Zhangzhou,24.595818626134527,117.6095587077177,,,313.93609379633835,
CHN,Fujian,Zhangzhou,Zhao'an,23.86880820133186,117.12463050872319,,,1530.3856068527955,
CHN,Gansu,Baiyin,Baiyin,36.570055654538024,104.14446407556652,,,2198.210620170195,
CHN,Gansu,Baiyin,Huining,35.95572687732216,105.09325403697885,,,8636.408952346917,
CHN,Gansu,Baiyin,Jingtai,37.13960264098413,104.05154961711189,,,8491.05700865673,
CHN,Gansu,Baiyin,Jingyuan,36.748008306291474,104.72415830982388,,,9263.746799490164,
CHN,Gansu,Baiyin,Pingchuan,36.65809549291831,104.943124829998,,,2537.7069174777525,
CHN,Gansu,Dingxi,Dingxi,35.640063824535034,104.62812898178107,,,5495.946836074726,
CHN,Gansu,Dingxi,Lintao,35.52689222797989,103.9021186079895,,,4335.650471513373,
CHN,Gansu,Dingxi,Longxi,35.10641044870133,104.62526092745864,,,3598.095967487315,
CHN,Gansu,Dingxi,Min,34.42446824608743,104.24002274566575,,,5234.176195372261,
CHN,Gansu,Dingxi,Tongwei,35.208630540690024,105.18551960484459,,,4350.222873796655,
CHN,Gansu,Dingxi,Weiyuan,35.136200071220344,104.13782450314538,,,3094.184998924166,
CHN,Gansu,Dingxi,Zhang,34.724584002368154,104.35309311336209,,,3255.031904891598,
CHN,Gansu,Gannan Tibetan,Jonê,34.611453989436704,103.38215851573459,,,7582.71439191369,
CHN,Gansu,Gannan Tibetan,Lintan,34.74090071655635,103.62682236056885,,,2158.5259549991047,
CHN,Gansu,Gannan Tibetan,Luqu,34.3907381335476,102.46674577999218,,,6265.164006002628,
CHN,Gansu,Gannan Tibetan,Maqu,33.835999095108775,101.670439860345,,,13921.625238557262,
CHN,Gansu,Gannan Tibetan,Têwo,34.00066028603843,103.56087648450419,,,6960.537271510218,
CHN,Gansu,Gannan Tibetan,Xiahe,35.005248028586394,102.62602585211583,,,12819.534551563866,
CHN,Gansu,Gannan Tibetan,Zhugqu,33.662217646435415,104.31411335852205,,,3721.2854855173255,
CHN,Gansu,Jiayuguan,Jiayuguan,39.816527903507975,98.19598992426003,,,2197.7276531154876,
CHN,Gansu,Jinchang,Jinchuan,38.50994082840217,102.28518336005118,,,1956.610816253425,
CHN,Gansu,Jinchang,Yongchang,38.41117717565041,102.00492297472789,,,10002.536322486203,
CHN,Gansu,Jiuquan,Aksai Kazakh,39.4924302245023,93.67159201843569,,,12632.835039846594,
CHN,Gansu,Jiuquan,Anxi,40.755144802418386,95.75512559618078,,,41649.408128305244,
CHN,Gansu,Jiuquan,Dunhuang,40.36941532074562,94.16358275927554,,,43778.262276876674,
CHN,Gansu,Jiuquan,Jinta,40.382826877522376,99.14884335864502,,,25784.811778494495,
CHN,Gansu,Jiuquan,Subei Mongol,40.62728595904756,96.51275466978247,,,98219.64853161859,
CHN,Gansu,Jiuquan,Suzhou,39.596427921333486,98.78887770209495,,,5843.901142239391,
CHN,Gansu,Jiuquan,Yumen,40.23572570158544,97.45335869285833,,,23086.008951002997,
CHN,Gansu,Lanzhou,Gaolan,36.38351925295448,103.87535125963795,,,3772.389105510669,
CHN,Gansu,Lanzhou,Liangzhou,36.13276884265953,103.49459108945602,,,2589.4326090257923,
CHN,Gansu,Lanzhou,Yongdeng,36.61213145862085,103.24244386515275,,,9085.20162628989,
CHN,Gansu,Lanzhou,Yuzhong,35.995470488955426,104.23391112820717,,,4966.196824732564,
CHN,Gansu,Linxia Hui,Dongxiang,35.68907922296183,103.44276242794005,,,2306.992923002306,
CHN,Gansu,Linxia Hui,Guanghe,35.4692414301677,103.61251435447284,,,783.4120755264852,
CHN,Gansu,Linxia Hui,Hezheng,35.338624204211904,103.2872787897499,,,1404.885323864559,
CHN,Gansu,Linxia Hui,"Jishishan Bonan, Dongxiang and Salar",35.71332264210091,102.8928143561591,,,1410.5411683637767,
CHN,Gansu,Linxia Hui,Kangle,35.25501838424241,103.61949217875316,,,1499.5228490394454,
CHN,Gansu,Linxia Hui,Linxia,35.51241500846974,103.02745617206392,,,1744.9587862278534,
CHN,Gansu,Linxia Hui,Linxia Shi,35.57823572992521,103.17780486662593,,,176.09222443668085,
CHN,Gansu,Linxia Hui,Yongjing,36.0008821658514,103.21455878078095,,,2877.8161074442773,
CHN,Gansu,Longnan,Cheng,33.74226012703155,105.67852495909743,,,2399.9525168378905,
CHN,Gansu,Longnan,Dangchang,34.00933425736709,104.44297378563637,,,4820.609003975008,
CHN,Gansu,Longnan,Hui,33.89343508254783,106.01754504222721,,,4061.6720572006448,
CHN,Gansu,Longnan,Kang,33.28028829153663,105.62985128366458,,,4202.992282424653,
CHN,Gansu,Longnan,Li,34.109173513123146,105.05795387377803,,,6288.609032622415,
CHN,Gansu,Longnan,Liangdang,33.89711340803619,106.39690903342638,,,2013.5363923657383,
CHN,Gansu,Longnan,Wen,32.9786297089947,104.74153962188129,,,7743.262741246417,
CHN,Gansu,Longnan,Wudu,33.28851835693395,105.12621734304398,,,6743.303521761133,
CHN,Gansu,Longnan,Xihe,33.913497315000626,105.32887099764093,,,2662.629119424943,
CHN,Gansu,Pingliang,Chongxin,35.249405017486055,106.99326550670725,,,1287.31334917373,
CHN,Gansu,Pingliang,Huating,35.20049361778137,106.60145713085936,,,1758.6449922669797,
CHN,Gansu,Pingliang,Jingchuan,35.34769590182698,107.43625166021896,,,2226.8601443681423,
CHN,Gansu,Pingliang,Jingning,35.42929774246254,105.66941191022056,,,3290.6777632118346,
CHN,Gansu,Pingliang,Lingtai,35.06820548155975,107.39812015125958,,,2923.5822182087336,
CHN,Gansu,Pingliang,Pingliang,35.511964234933515,106.74165110176821,,,2874.9124786214866,
CHN,Gansu,Pingliang,Zhuanglang,35.250504529651565,106.05540773097312,,,2223.719889643539,
CHN,Gansu,Qingyang,Hezheng,36.01000461353458,108.30696800780566,,,4546.793742699374,
CHN,Gansu,Qingyang,Huachi,36.43815184584614,108.02333831332126,,,5889.834266333012,
CHN,Gansu,Qingyang,Huan,36.60709576016735,107.06120418336435,,,14389.368303220255,
CHN,Gansu,Qingyang,Ning,35.56677661230689,108.10336749581133,,,3948.7540537870314,
CHN,Gansu,Qingyang,Qingyang,36.03699978938185,107.67255347439857,,,4058.1703848689267,
CHN,Gansu,Qingyang,Xifeng,35.6715787100338,107.66556554829414,,,1466.4334508031768,
CHN,Gansu,Qingyang,Zhengning,35.41410215908513,108.36659966394996,,,1996.7408014071848,
CHN,Gansu,Qingyang,Zhenyuan,35.78230896430459,107.1691054030103,,,5294.2380525983635,
CHN,Gansu,Tianshui,Gangu,34.805576024321574,105.26557496545571,,,2339.0171258964924,
CHN,Gansu,Tianshui,Qin'an,34.94799994930466,105.69187627321294,,,2397.787914763441,
CHN,Gansu,Tianshui,Qingcheng,34.73726080057557,106.13455920096467,,,2893.9110483888303,
CHN,Gansu,Tianshui,Tianshui,34.41106347421031,105.92898208302218,,,8509.593486721178,
CHN,Gansu,Tianshui,Wushan,34.67343244256813,104.87892403196878,,,2943.3942354892874,
CHN,Gansu,Tianshui,Zhangjiachuan Hui,34.991506940368154,106.26971028755894,,,1899.292613363144,
CHN,Gansu,Wuwei,Heshui,37.52468831909051,103.33076592555874,,,8055.267613873259,
CHN,Gansu,Wuwei,Minqin,38.826578339184806,103.18795156086436,,,26274.5770377446,
CHN,Gansu,Wuwei,Tianzhu Tibetan,37.19511128524652,102.8270206625563,,,8852.011752990396,
CHN,Gansu,Wuwei,Wuwei,37.877726455237195,102.66965556522908,,,9613.787134378608,
CHN,Gansu,Zhangye,Gaotai,39.543479565418664,99.60459525084424,,,7121.398383970081,
CHN,Gansu,Zhangye,Linze,39.34903137544477,100.17635746534039,,,4551.4060299853245,
CHN,Gansu,Zhangye,Minle,38.426914558535366,100.76885530334792,,,4719.86123323399,
CHN,Gansu,Zhangye,Shandan,38.527979037367025,101.1986302115743,,,8147.571607796491,
CHN,Gansu,Zhangye,Sunan Yugur,38.881832878523255,99.38042314775932,,,34613.678367063825,
CHN,Gansu,Zhangye,Zhangye,39.00511274796055,100.50694253871967,,,6097.531082681839,
CHN,Guangdong,Chaozhou,Chaonan,23.69750100901595,116.6641024871825,,,175.43370168723942,
CHN,Guangdong,Chaozhou,Chaozhou,23.72048730891552,116.62201625107397,,,1509.6127150678337,
CHN,Guangdong,Chaozhou,Raoping,23.83526819318854,116.9022884733605,,,2138.700358546155,
CHN,Guangdong,Dongguan,Dongyuan,22.935404268138516,113.87631757536094,,,2848.9188387008858,
CHN,Guangdong,Foshan,Futian,23.02734676598318,113.10522548732557,,,115.10181543847469,
CHN,Guangdong,Foshan,Gaoming,22.82045087191196,112.67084542304596,,,1100.9287775532275,
CHN,Guangdong,Foshan,Nanhai,23.066544057356673,113.02879424104083,,,1343.2289012655242,
CHN,Guangdong,Foshan,Sanshui,23.29627020274782,112.8917472612604,,,1057.1470487185127,
CHN,Guangdong,Foshan,Shunde,22.846601869953084,113.18146334429115,,,962.0618177596034,
CHN,Guangdong,Guangzhou,Conghua,23.67983927721423,113.67456567953417,,,2356.9672870596173,
CHN,Guangdong,Guangzhou,Guangzhou,23.23215823024119,113.36582372425933,,,1585.5558913596453,
CHN,Guangdong,Guangzhou,Huaxian,23.446549347803593,113.2074859647249,,,1133.205120269737,
CHN,Guangdong,Guangzhou,Nansha,22.687729423853867,113.57221863274933,,,234.88084132665438,
CHN,Guangdong,Guangzhou,Panyu,22.91277622212505,113.42755787506715,,,1093.7656446186716,
CHN,Guangdong,Guangzhou,Zengcheng,23.337284740804797,113.74401594412281,,,2053.19532512696,
CHN,Guangdong,Heyuan,Dongyuan,23.928638394271626,114.81200589143117,,,4773.570539115001,
CHN,Guangdong,Heyuan,Heping,24.44502083987723,115.00000787789095,,,2764.5092610900483,
