date,adm0_name,adm1_name,adm2_name,school_closure,travel_ban_local_opt,no_gathering,work_from_home,testing_regime,home_isolation,cum_confirmed_cases,cum_confirmed_cases_imputed
2020-02-21,IRN,1,Golestan,0,0,0,0,0,0,0.0,0
2020-02-21,IRN,4,Hamedan,0,0,0,0,0,0,0.0,0
2020-02-21,IRN,2,Hormozgan,0,0,0,0,0,0,0.0,0
2020-02-21,IRN,4,Ilam,0,0,0,0,0,0,0.0,0
2020-02-21,IRN,5,Kerman,0,0,0,0,0,0,0.0,0
2020-02-21,IRN,4,Kermanshah,0,0,0,0,0,0,0.0,0
2020-02-21,IRN,4,Khuzistan,0,0,0,0,0,0,0.0,0
2020-02-21,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,0,0,0,0,0,0,0.0,0
2020-02-21,IRN,3,Kurdistan,0,0,0,0,0,0,0.0,0
2020-02-21,IRN,4,Lorestan,0,0,0,0,0,0,0.0,0
2020-02-21,IRN,4,Markazi,0,0,0,0,0,0,1.0,1
2020-02-21,IRN,1,Mazandaran,0,0,0,0,0,0,0.0,0
2020-02-21,IRN,5,North.Khorasan,0,0,0,0,0,0,0.0,0
2020-02-21,IRN,1,Qazvin,0,0,0,0,0,0,0.0,0
2020-02-21,IRN,1,Qom,1,1,0,0,0,0,11.0,11
2020-02-21,IRN,5,Razavi.Khorasan,0,0,0,0,0,0,0.0,0
2020-02-21,IRN,1,Semnan,0,0,0,0,0,0,0.0,0
2020-02-21,IRN,5,Sistan.and.Baluchestan,0,0,0,0,0,0,0.0,0
2020-02-21,IRN,5,South.Khorasan,0,0,0,0,0,0,0.0,0
2020-02-21,IRN,1,Tehran,0,0,0,0,0,0,4.0,4
2020-02-21,IRN,3,West.Azerbaijan,0,0,0,0,0,0,0.0,0
2020-02-21,IRN,5,Yazd,0,0,0,0,0,0,0.0,0
2020-02-21,IRN,3,Zanjan,0,0,0,0,0,0,0.0,0
2020-02-22,IRN,1,Alburz,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,3,Ardebil,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,2,Bushehr,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,2,Chaharmahal.and.Bakhtiari,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,3,East.Azerbaijan,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,2,Esfahan,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,2,Fars,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,3,Gilan,0,0,1,0,0,0,2.0,2
2020-02-22,IRN,1,Golestan,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,4,Hamedan,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,2,Hormozgan,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,4,Ilam,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,5,Kerman,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,4,Kermanshah,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,4,Khuzistan,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,3,Kurdistan,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,4,Lorestan,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,4,Markazi,0,0,1,0,0,0,1.0,1
2020-02-22,IRN,1,Mazandaran,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,5,North.Khorasan,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,1,Qazvin,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,1,Qom,1,1,1,0,0,0,19.0,19
2020-02-22,IRN,5,Razavi.Khorasan,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,1,Semnan,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,5,Sistan.and.Baluchestan,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,5,South.Khorasan,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,1,Tehran,0,0,1,0,0,0,6.0,6
2020-02-22,IRN,3,West.Azerbaijan,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,5,Yazd,0,0,1,0,0,0,0.0,0
2020-02-22,IRN,3,Zanjan,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,1,Alburz,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,3,Ardebil,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,2,Bushehr,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,2,Chaharmahal.and.Bakhtiari,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,3,East.Azerbaijan,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,2,Esfahan,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,2,Fars,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,3,Gilan,0,0,1,0,0,0,4.0,4
2020-02-23,IRN,1,Golestan,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,4,Hamedan,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,2,Hormozgan,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,4,Ilam,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,5,Kerman,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,4,Kermanshah,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,4,Khuzistan,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,3,Kurdistan,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,4,Lorestan,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,4,Markazi,0,0,1,0,0,0,2.0,2
2020-02-23,IRN,1,Mazandaran,0,0,1,0,0,0,1.0,1
2020-02-23,IRN,5,North.Khorasan,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,1,Qazvin,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,1,Qom,1,1,1,0,0,0,26.0,26
2020-02-23,IRN,5,Razavi.Khorasan,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,1,Semnan,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,5,Sistan.and.Baluchestan,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,5,South.Khorasan,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,1,Tehran,0,0,1,0,0,0,10.0,10
2020-02-23,IRN,3,West.Azerbaijan,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,5,Yazd,0,0,1,0,0,0,0.0,0
2020-02-23,IRN,3,Zanjan,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,1,Alburz,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,3,Ardebil,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,2,Bushehr,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,2,Chaharmahal.and.Bakhtiari,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,3,East.Azerbaijan,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,2,Esfahan,0,0,1,0,0,0,2.0,2
2020-02-24,IRN,2,Fars,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,3,Gilan,0,0,1,0,0,0,6.0,6
2020-02-24,IRN,1,Golestan,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,4,Hamedan,0,0,1,0,0,0,1.0,1
2020-02-24,IRN,2,Hormozgan,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,4,Ilam,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,5,Kerman,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,4,Kermanshah,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,4,Khuzistan,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,3,Kurdistan,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,4,Lorestan,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,4,Markazi,0,0,1,0,0,0,4.0,4
2020-02-24,IRN,1,Mazandaran,0,0,1,0,0,0,1.0,1
2020-02-24,IRN,5,North.Khorasan,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,1,Qazvin,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,1,Qom,1,1,1,0,0,0,34.0,34
2020-02-24,IRN,5,Razavi.Khorasan,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,1,Semnan,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,5,Sistan.and.Baluchestan,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,5,South.Khorasan,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,1,Tehran,0,0,1,0,0,0,13.0,13
2020-02-24,IRN,3,West.Azerbaijan,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,5,Yazd,0,0,1,0,0,0,0.0,0
2020-02-24,IRN,3,Zanjan,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,1,Alburz,0,0,1,0,0,0,2.0,2
2020-02-25,IRN,3,Ardebil,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,2,Bushehr,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,2,Chaharmahal.and.Bakhtiari,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,3,East.Azerbaijan,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,2,Esfahan,0,0,1,0,0,0,2.0,2
2020-02-25,IRN,2,Fars,0,0,1,0,0,0,1.0,1
2020-02-25,IRN,3,Gilan,0,0,1,0,0,0,8.0,8
2020-02-25,IRN,1,Golestan,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,4,Hamedan,0,0,1,0,0,0,1.0,1
2020-02-25,IRN,2,Hormozgan,0,0,1,0,0,0,1.0,1
2020-02-25,IRN,4,Ilam,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,5,Kerman,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,4,Kermanshah,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,4,Khuzistan,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,3,Kurdistan,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,4,Lorestan,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,4,Markazi,0,0,1,0,0,0,4.0,4
2020-02-25,IRN,1,Mazandaran,0,0,1,0,0,0,3.0,3
2020-02-25,IRN,5,North.Khorasan,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,1,Qazvin,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,1,Qom,1,1,1,0,0,0,50.0,50
2020-02-25,IRN,5,Razavi.Khorasan,0,0,1,0,0,0,1.0,1
2020-02-25,IRN,1,Semnan,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,5,Sistan.and.Baluchestan,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,5,South.Khorasan,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,1,Tehran,0,0,1,0,0,0,21.0,21
2020-02-25,IRN,3,West.Azerbaijan,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,5,Yazd,0,0,1,0,0,0,0.0,0
2020-02-25,IRN,3,Zanjan,0,0,1,0,0,0,0.0,0
2020-02-26,IRN,1,Alburz,0,0,1,0,0,0,2.0,2
2020-02-26,IRN,3,Ardebil,0,0,1,0,0,0,0.0,0
2020-02-26,IRN,2,Bushehr,0,0,1,0,0,0,0.0,0
2020-02-26,IRN,2,Chaharmahal.and.Bakhtiari,0,0,1,0,0,0,0.0,0
2020-02-26,IRN,3,East.Azerbaijan,0,0,1,0,0,0,0.0,0
2020-02-26,IRN,2,Esfahan,0,0,1,0,0,0,2.0,2
2020-02-26,IRN,2,Fars,0,0,1,0,0,0,3.0,3
2020-02-26,IRN,3,Gilan,0,0,1,0,0,0,9.0,9
2020-02-26,IRN,1,Golestan,0,0,1,0,0,0,0.0,0
2020-02-26,IRN,4,Hamedan,0,0,1,0,0,0,1.0,1
2020-02-26,IRN,2,Hormozgan,0,0,1,0,0,0,2.0,2
2020-02-26,IRN,4,Ilam,0,0,1,0,0,0,0.0,0
2020-02-26,IRN,5,Kerman,0,0,1,0,0,0,0.0,0
2020-02-26,IRN,4,Kermanshah,0,0,1,0,0,0,1.0,1
2020-02-26,IRN,4,Khuzistan,0,0,1,0,0,0,3.0,3
2020-02-26,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,0,0,1,0,0,0,2.0,2
2020-02-26,IRN,3,Kurdistan,0,0,1,0,0,0,0.0,0
2020-02-26,IRN,4,Lorestan,0,0,1,0,0,0,1.0,1
2020-02-26,IRN,4,Markazi,0,0,1,0,0,0,5.0,5
2020-02-26,IRN,1,Mazandaran,0,0,1,0,0,0,4.0,4
2020-02-26,IRN,5,North.Khorasan,0,0,1,0,0,0,0.0,0
2020-02-26,IRN,1,Qazvin,0,0,1,0,0,0,0.0,0
2020-02-26,IRN,1,Qom,1,1,1,0,0,0,65.0,65
2020-02-26,IRN,5,Razavi.Khorasan,0,0,1,0,0,0,1.0,1
2020-02-26,IRN,1,Semnan,0,0,1,0,0,0,1.0,1
2020-02-26,IRN,5,Sistan.and.Baluchestan,0,0,1,0,0,0,2.0,2
2020-02-26,IRN,5,South.Khorasan,0,0,1,0,0,0,0.0,0
2020-02-26,IRN,1,Tehran,0,0,1,0,0,0,25.0,25
2020-02-26,IRN,3,West.Azerbaijan,0,0,1,0,0,0,0.0,0
2020-02-26,IRN,5,Yazd,0,0,1,0,0,0,0.0,0
2020-02-26,IRN,3,Zanjan,0,0,1,0,0,0,0.0,0
2020-02-27,IRN,1,Alburz,0,0,1,0,0,0,5.0,5
2020-02-27,IRN,3,Ardebil,0,0,1,0,0,0,5.0,5
2020-02-27,IRN,2,Bushehr,0,0,1,0,0,0,0.0,0
2020-02-27,IRN,2,Chaharmahal.and.Bakhtiari,0,0,1,0,0,0,0.0,0
2020-02-27,IRN,3,East.Azerbaijan,0,0,1,0,0,0,2.0,2
2020-02-27,IRN,2,Esfahan,0,0,1,0,0,0,10.0,10
2020-02-27,IRN,2,Fars,0,0,1,0,0,0,3.0,3
2020-02-27,IRN,3,Gilan,0,0,1,0,0,0,32.0,32
2020-02-27,IRN,1,Golestan,0,0,1,0,0,0,0.0,0
2020-02-27,IRN,4,Hamedan,0,0,1,0,0,0,2.0,2
2020-02-27,IRN,2,Hormozgan,0,0,1,0,0,0,2.0,2
2020-02-27,IRN,4,Ilam,0,0,1,0,0,0,0.0,0
2020-02-27,IRN,5,Kerman,0,0,1,0,0,0,0.0,0
2020-02-27,IRN,4,Kermanshah,0,0,1,0,0,0,3.0,3
2020-02-27,IRN,4,Khuzistan,0,0,1,0,0,0,3.0,3
2020-02-27,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,0,0,1,0,0,0,2.0,2
2020-02-27,IRN,3,Kurdistan,0,0,1,0,0,0,1.0,1
2020-02-27,IRN,4,Lorestan,0,0,1,0,0,0,4.0,4
2020-02-27,IRN,4,Markazi,0,0,1,0,0,0,5.0,5
2020-02-27,IRN,1,Mazandaran,0,0,1,0,0,0,11.0,11
2020-02-27,IRN,5,North.Khorasan,0,0,1,0,0,0,0.0,0
2020-02-27,IRN,1,Qazvin,0,0,1,0,0,0,0.0,0
2020-02-27,IRN,1,Qom,1,1,1,0,0,0,72.0,72
2020-02-27,IRN,5,Razavi.Khorasan,0,0,1,0,0,0,2.0,2
2020-02-27,IRN,1,Semnan,0,0,1,0,0,0,4.0,4
2020-02-27,IRN,5,Sistan.and.Baluchestan,0,0,1,0,0,0,2.0,2
2020-02-27,IRN,5,South.Khorasan,0,0,1,0,0,0,0.0,0
2020-02-27,IRN,1,Tehran,0,0,1,0,0,0,63.0,63
2020-02-27,IRN,3,West.Azerbaijan,0,0,1,0,0,0,1.0,1
2020-02-27,IRN,5,Yazd,0,0,1,0,0,0,1.0,1
2020-02-27,IRN,3,Zanjan,0,0,1,0,0,0,0.0,0
2020-02-28,IRN,1,Alburz,0,0,1,0,0,0,8.0,8
2020-02-28,IRN,3,Ardebil,0,0,1,0,0,0,6.0,6
2020-02-28,IRN,2,Bushehr,0,0,1,0,0,0,0.0,0
2020-02-28,IRN,2,Chaharmahal.and.Bakhtiari,0,0,1,0,0,0,0.0,0
2020-02-28,IRN,3,East.Azerbaijan,0,0,1,0,0,0,6.0,6
2020-02-28,IRN,2,Esfahan,0,0,1,0,0,0,20.0,20
2020-02-28,IRN,2,Fars,0,0,1,0,0,0,3.0,3
2020-02-28,IRN,3,Gilan,0,0,1,0,0,0,57.0,57
2020-02-28,IRN,1,Golestan,0,0,1,0,0,0,2.0,2
2020-02-28,IRN,4,Hamedan,0,0,1,0,0,0,2.0,2
2020-02-28,IRN,2,Hormozgan,0,0,1,0,0,0,2.0,2
2020-02-28,IRN,4,Ilam,0,0,1,0,0,0,0.0,0
2020-02-28,IRN,5,Kerman,0,0,1,0,0,0,0.0,0
2020-02-28,IRN,4,Kermanshah,0,0,1,0,0,0,3.0,3
2020-02-28,IRN,4,Khuzistan,0,0,1,0,0,0,6.0,6
2020-02-28,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,0,0,1,0,0,0,2.0,2
2020-02-28,IRN,3,Kurdistan,0,0,1,0,0,0,3.0,3
2020-02-28,IRN,4,Lorestan,0,0,1,0,0,0,4.0,4
2020-02-28,IRN,4,Markazi,0,0,1,0,0,0,5.0,5
2020-02-28,IRN,1,Mazandaran,0,0,1,0,0,0,20.0,20
2020-02-28,IRN,5,North.Khorasan,0,0,1,0,0,0,0.0,0
2020-02-28,IRN,1,Qazvin,0,0,1,0,0,0,2.0,2
2020-02-28,IRN,1,Qom,1,1,1,0,0,0,88.0,88
2020-02-28,IRN,5,Razavi.Khorasan,0,0,1,0,0,0,2.0,2
2020-02-28,IRN,1,Semnan,0,0,1,0,0,0,6.0,6
2020-02-28,IRN,5,Sistan.and.Baluchestan,0,0,1,0,0,0,2.0,2
2020-02-28,IRN,5,South.Khorasan,0,0,1,0,0,0,0.0,0
2020-02-28,IRN,1,Tehran,0,0,1,0,0,0,127.0,127
2020-02-28,IRN,3,West.Azerbaijan,0,0,1,0,0,0,1.0,1
2020-02-28,IRN,5,Yazd,0,0,1,0,0,0,1.0,1
2020-02-28,IRN,3,Zanjan,0,0,1,0,0,0,0.0,0
2020-02-29,IRN,1,Alburz,0,0,1,0,0,0,16.0,16
2020-02-29,IRN,3,Ardebil,0,0,1,0,0,0,9.0,9
2020-02-29,IRN,2,Bushehr,0,0,1,0,0,0,0.0,0
2020-02-29,IRN,2,Chaharmahal.and.Bakhtiari,0,0,1,0,0,0,0.0,0
2020-02-29,IRN,3,East.Azerbaijan,0,0,1,0,0,0,12.0,12
2020-02-29,IRN,2,Esfahan,0,0,1,0,0,0,32.0,32
2020-02-29,IRN,2,Fars,0,0,1,0,0,0,11.0,11
2020-02-29,IRN,3,Gilan,0,0,1,0,0,0,74.0,74
2020-02-29,IRN,1,Golestan,0,0,1,0,0,0,24.0,24
2020-02-29,IRN,4,Hamedan,0,0,1,0,0,0,2.0,2
2020-02-29,IRN,2,Hormozgan,0,0,1,0,0,0,2.0,2
2020-02-29,IRN,4,Ilam,0,0,1,0,0,0,1.0,1
2020-02-29,IRN,5,Kerman,0,0,1,0,0,0,0.0,0
2020-02-29,IRN,4,Kermanshah,0,0,1,0,0,0,3.0,3
2020-02-29,IRN,4,Khuzistan,0,0,1,0,0,0,10.0,10
2020-02-29,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,0,0,1,0,0,0,2.0,2
2020-02-29,IRN,3,Kurdistan,0,0,1,0,0,0,8.0,8
2020-02-29,IRN,4,Lorestan,0,0,1,0,0,0,4.0,4
2020-02-29,IRN,4,Markazi,0,0,1,0,0,0,23.0,23
2020-02-29,IRN,1,Mazandaran,0,0,1,0,0,0,32.0,32
2020-02-29,IRN,5,North.Khorasan,0,0,1,0,0,0,0.0,0
2020-02-29,IRN,1,Qazvin,0,0,1,0,0,0,8.0,8
2020-02-29,IRN,1,Qom,1,1,1,0,0,0,109.0,109
2020-02-29,IRN,5,Razavi.Khorasan,0,0,1,0,0,0,2.0,2
2020-02-29,IRN,1,Semnan,0,0,1,0,0,0,10.0,10
2020-02-29,IRN,5,Sistan.and.Baluchestan,0,0,1,0,0,0,3.0,3
2020-02-29,IRN,5,South.Khorasan,0,0,1,0,0,0,1.0,1
2020-02-29,IRN,1,Tehran,0,0,1,0,0,0,179.0,179
