date,adm0_name,adm1_name,adm2_name,school_closure,travel_ban_local_opt,no_gathering,work_from_home,testing_regime,home_isolation,cum_confirmed_cases,cum_confirmed_cases_imputed
2020-03-01,IRN,4,Ilam,0,1,1,0,0,0,2.0,2
2020-03-01,IRN,5,Kerman,0,1,1,0,0,0,2.0,2
2020-03-01,IRN,4,Kermanshah,0,1,1,0,0,0,5.0,5
2020-03-01,IRN,4,Khuzistan,0,1,1,0,0,0,19.0,19
2020-03-01,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,0,1,1,0,0,0,2.0,2
2020-03-01,IRN,3,Kurdistan,0,1,1,0,0,0,8.0,8
2020-03-01,IRN,4,Lorestan,0,1,1,0,0,0,12.0,12
2020-03-01,IRN,4,Markazi,0,1,1,0,0,0,67.0,67
2020-03-01,IRN,1,Mazandaran,0,1,1,0,0,0,43.0,43
2020-03-01,IRN,5,North.Khorasan,0,1,1,0,0,0,0.0,0
2020-03-01,IRN,1,Qazvin,0,1,1,0,0,0,8.0,8
2020-03-01,IRN,1,Qom,1,1,1,0,0,0,139.0,139
2020-03-01,IRN,5,Razavi.Khorasan,0,1,1,0,0,0,19.0,19
2020-03-01,IRN,1,Semnan,0,1,1,0,0,0,13.0,13
2020-03-01,IRN,5,Sistan.and.Baluchestan,0,1,1,0,0,0,5.0,5
2020-03-01,IRN,5,South.Khorasan,0,1,1,0,0,0,3.0,3
2020-03-01,IRN,1,Tehran,0,1,1,0,0,0,349.0,349
2020-03-01,IRN,3,West.Azerbaijan,0,1,1,0,0,0,1.0,1
2020-03-01,IRN,5,Yazd,0,1,1,0,0,0,5.0,5
2020-03-01,IRN,3,Zanjan,0,1,1,0,0,0,0.0,0
2020-03-02,IRN,1,Alburz,0,1,1,0,0,0,,89
2020-03-02,IRN,3,Ardebil,0,1,1,0,0,0,,9
2020-03-02,IRN,2,Bushehr,0,1,1,0,0,0,,0
2020-03-02,IRN,2,Chaharmahal.and.Bakhtiari,0,1,1,0,0,0,,0
2020-03-02,IRN,3,East.Azerbaijan,0,1,1,0,0,0,,12
2020-03-02,IRN,2,Esfahan,0,1,1,0,0,0,,63
2020-03-02,IRN,2,Fars,0,1,1,0,0,0,,30
2020-03-02,IRN,3,Gilan,0,1,1,0,0,0,,140
2020-03-02,IRN,1,Golestan,0,1,1,0,0,0,,24
2020-03-02,IRN,4,Hamedan,0,1,1,0,0,0,,9
2020-03-02,IRN,2,Hormozgan,0,1,1,0,0,0,,7
2020-03-02,IRN,4,Ilam,0,1,1,0,0,0,,3
2020-03-02,IRN,5,Kerman,0,1,1,0,0,0,,5
2020-03-02,IRN,4,Kermanshah,0,1,1,0,0,0,,8
2020-03-02,IRN,4,Khuzistan,0,1,1,0,0,0,,31
2020-03-02,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,0,1,1,0,0,0,,2
2020-03-02,IRN,3,Kurdistan,0,1,1,0,0,0,,8
2020-03-02,IRN,4,Lorestan,0,1,1,0,0,0,,23
2020-03-02,IRN,4,Markazi,0,1,1,0,0,0,,127
2020-03-02,IRN,1,Mazandaran,0,1,1,0,0,0,,58
2020-03-02,IRN,5,North.Khorasan,0,1,1,0,0,0,,0
2020-03-02,IRN,1,Qazvin,0,1,1,0,0,0,,8
2020-03-02,IRN,1,Qom,1,1,1,0,0,0,,180
2020-03-02,IRN,5,Razavi.Khorasan,0,1,1,0,0,0,,42
2020-03-02,IRN,1,Semnan,0,1,1,0,0,0,,17
2020-03-02,IRN,5,Sistan.and.Baluchestan,0,1,1,0,0,0,,8
2020-03-02,IRN,5,South.Khorasan,0,1,1,0,0,0,,6
2020-03-02,IRN,1,Tehran,0,1,1,0,0,0,,579
2020-03-02,IRN,3,West.Azerbaijan,0,1,1,0,0,0,,1
2020-03-02,IRN,5,Yazd,0,1,1,0,0,0,,5
2020-03-02,IRN,3,Zanjan,0,1,1,0,0,0,,0
2020-03-03,IRN,1,Alburz,0,1,1,1,0,0,,156
2020-03-03,IRN,3,Ardebil,0,1,1,1,0,0,,9
2020-03-03,IRN,2,Bushehr,0,1,1,1,0,0,,0
2020-03-03,IRN,2,Chaharmahal.and.Bakhtiari,0,1,1,1,0,0,,0
2020-03-03,IRN,3,East.Azerbaijan,0,1,1,1,0,0,,12
2020-03-03,IRN,2,Esfahan,0,1,1,1,0,0,,91
2020-03-03,IRN,2,Fars,0,1,1,1,0,0,,47
2020-03-03,IRN,3,Gilan,0,1,1,1,0,0,,201
2020-03-03,IRN,1,Golestan,0,1,1,1,0,0,,24
2020-03-03,IRN,4,Hamedan,0,1,1,1,0,0,,15
2020-03-03,IRN,2,Hormozgan,0,1,1,1,0,0,,11
2020-03-03,IRN,4,Ilam,0,1,1,1,0,0,,5
2020-03-03,IRN,5,Kerman,0,1,1,1,0,0,,9
2020-03-03,IRN,4,Kermanshah,0,1,1,1,0,0,,12
2020-03-03,IRN,4,Khuzistan,0,1,1,1,0,0,,50
2020-03-03,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,0,1,1,1,0,0,,2
2020-03-03,IRN,3,Kurdistan,0,1,1,1,0,0,,8
2020-03-03,IRN,4,Lorestan,0,1,1,1,0,0,,40
2020-03-03,IRN,4,Markazi,0,1,1,1,0,0,,222
2020-03-03,IRN,1,Mazandaran,0,1,1,1,0,0,,82
2020-03-03,IRN,5,North.Khorasan,0,1,1,1,0,0,,0
2020-03-03,IRN,1,Qazvin,0,1,1,1,0,0,,8
2020-03-03,IRN,1,Qom,1,1,1,1,0,0,,245
2020-03-03,IRN,5,Razavi.Khorasan,0,1,1,1,0,0,,79
2020-03-03,IRN,1,Semnan,0,1,1,1,0,0,,23
2020-03-03,IRN,5,Sistan.and.Baluchestan,0,1,1,1,0,0,,12
2020-03-03,IRN,5,South.Khorasan,0,1,1,1,0,0,,10
2020-03-03,IRN,1,Tehran,0,1,1,1,0,0,,947
2020-03-03,IRN,3,West.Azerbaijan,0,1,1,1,0,0,,1
2020-03-03,IRN,5,Yazd,0,1,1,1,0,0,,5
2020-03-03,IRN,3,Zanjan,0,1,1,1,0,0,,0
2020-03-04,IRN,1,Alburz,0,1,1,1,0,0,66.0,175
2020-03-04,IRN,3,Ardebil,0,1,1,1,0,0,9.0,9
2020-03-04,IRN,2,Bushehr,0,1,1,1,0,0,0.0,0
2020-03-04,IRN,2,Chaharmahal.and.Bakhtiari,0,1,1,1,0,0,1.0,1
2020-03-04,IRN,3,East.Azerbaijan,0,1,1,1,0,0,21.0,21
2020-03-04,IRN,2,Esfahan,0,1,1,1,0,0,45.0,91
2020-03-04,IRN,2,Fars,0,1,1,1,0,0,33.0,61
2020-03-04,IRN,3,Gilan,0,1,1,1,0,0,137.0,236
2020-03-04,IRN,1,Golestan,0,1,1,1,0,0,33.0,33
2020-03-04,IRN,4,Hamedan,0,1,1,1,0,0,5.0,15
2020-03-04,IRN,2,Hormozgan,0,1,1,1,0,0,4.0,11
2020-03-04,IRN,4,Ilam,0,1,1,1,0,0,9.0,12
2020-03-04,IRN,5,Kerman,0,1,1,1,0,0,16.0,23
2020-03-04,IRN,4,Kermanshah,0,1,1,1,0,0,20.0,27
2020-03-04,IRN,4,Khuzistan,0,1,1,1,0,0,46.0,77
2020-03-04,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,0,1,1,1,0,0,2.0,2
2020-03-04,IRN,3,Kurdistan,0,1,1,1,0,0,12.0,12
2020-03-04,IRN,4,Lorestan,0,1,1,1,0,0,17.0,45
2020-03-04,IRN,4,Markazi,0,1,1,1,0,0,75.0,230
2020-03-04,IRN,1,Mazandaran,0,1,1,1,0,0,52.0,91
2020-03-04,IRN,5,North.Khorasan,0,1,1,1,0,0,1.0,1
2020-03-04,IRN,1,Qazvin,0,1,1,1,0,0,33.0,33
2020-03-04,IRN,1,Qom,1,1,1,1,0,0,240.0,346
2020-03-04,IRN,5,Razavi.Khorasan,0,1,1,1,0,0,27.0,87
2020-03-04,IRN,1,Semnan,0,1,1,1,0,0,21.0,31
2020-03-04,IRN,5,Sistan.and.Baluchestan,0,1,1,1,0,0,13.0,20
2020-03-04,IRN,5,South.Khorasan,0,1,1,1,0,0,3.0,10
2020-03-04,IRN,1,Tehran,0,1,1,1,0,0,602.0,1200
2020-03-04,IRN,3,West.Azerbaijan,0,1,1,1,0,0,1.0,1
2020-03-04,IRN,5,Yazd,0,1,1,1,0,0,5.0,5
2020-03-04,IRN,3,Zanjan,0,1,1,1,0,0,6.0,6
2020-03-05,IRN,1,Alburz,1,1,1,1,0,0,127.0,236
2020-03-05,IRN,3,Ardebil,1,1,1,1,0,0,26.0,26
2020-03-05,IRN,2,Bushehr,1,1,1,1,0,0,3.0,3
2020-03-05,IRN,2,Chaharmahal.and.Bakhtiari,1,1,1,1,0,0,9.0,9
2020-03-05,IRN,3,East.Azerbaijan,1,1,1,1,0,0,31.0,31
2020-03-05,IRN,2,Esfahan,1,1,1,1,0,0,163.0,209
2020-03-05,IRN,2,Fars,1,1,1,1,0,0,52.0,80
2020-03-05,IRN,3,Gilan,1,1,1,1,0,0,217.0,316
2020-03-05,IRN,1,Golestan,1,1,1,1,0,0,37.0,37
2020-03-05,IRN,4,Hamedan,1,1,1,1,0,0,11.0,21
2020-03-05,IRN,2,Hormozgan,1,1,1,1,0,0,6.0,13
2020-03-05,IRN,4,Ilam,1,1,1,1,0,0,9.0,12
2020-03-05,IRN,5,Kerman,1,1,1,1,0,0,16.0,23
2020-03-05,IRN,4,Kermanshah,1,1,1,1,0,0,20.0,27
2020-03-05,IRN,4,Khuzistan,1,1,1,1,0,0,47.0,78
2020-03-05,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,1,1,1,1,0,0,2.0,2
2020-03-05,IRN,3,Kurdistan,1,1,1,1,0,0,18.0,18
2020-03-05,IRN,4,Lorestan,1,1,1,1,0,0,28.0,56
2020-03-05,IRN,4,Markazi,1,1,1,1,0,0,106.0,261
2020-03-05,IRN,1,Mazandaran,1,1,1,1,0,0,102.0,141
2020-03-05,IRN,5,North.Khorasan,1,1,1,1,0,0,3.0,3
2020-03-05,IRN,1,Qazvin,1,1,1,1,0,0,64.0,64
2020-03-05,IRN,1,Qom,1,1,1,1,0,0,272.0,378
2020-03-05,IRN,5,Razavi.Khorasan,1,1,1,1,0,0,80.0,140
2020-03-05,IRN,1,Semnan,1,1,1,1,0,0,43.0,53
2020-03-05,IRN,5,Sistan.and.Baluchestan,1,1,1,1,0,0,18.0,25
2020-03-05,IRN,5,South.Khorasan,1,1,1,1,0,0,12.0,19
2020-03-05,IRN,1,Tehran,1,1,1,1,0,0,658.0,1256
2020-03-05,IRN,3,West.Azerbaijan,1,1,1,1,0,0,6.0,6
2020-03-05,IRN,5,Yazd,1,1,1,1,0,0,5.0,5
2020-03-05,IRN,3,Zanjan,1,1,1,1,0,0,13.0,13
2020-03-06,IRN,1,Alburz,1,1,1,1,0,0,256.0,365
2020-03-06,IRN,3,Ardebil,1,1,1,1,0,0,37.0,37
2020-03-06,IRN,2,Bushehr,1,1,1,1,0,0,5.0,5
2020-03-06,IRN,2,Chaharmahal.and.Bakhtiari,1,1,1,1,0,0,14.0,14
2020-03-06,IRN,3,East.Azerbaijan,1,1,1,1,0,0,41.0,41
2020-03-06,IRN,2,Esfahan,1,1,1,1,0,0,313.0,359
2020-03-06,IRN,2,Fars,1,1,1,1,0,0,65.0,93
2020-03-06,IRN,3,Gilan,1,1,1,1,0,0,308.0,407
2020-03-06,IRN,1,Golestan,1,1,1,1,0,0,104.0,104
2020-03-06,IRN,4,Hamedan,1,1,1,1,0,0,18.0,28
2020-03-06,IRN,2,Hormozgan,1,1,1,1,0,0,12.0,19
2020-03-06,IRN,4,Ilam,1,1,1,1,0,0,11.0,14
2020-03-06,IRN,5,Kerman,1,1,1,1,0,0,23.0,30
2020-03-06,IRN,4,Kermanshah,1,1,1,1,0,0,25.0,32
2020-03-06,IRN,4,Khuzistan,1,1,1,1,0,0,47.0,78
2020-03-06,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,1,1,1,1,0,0,6.0,6
2020-03-06,IRN,3,Kurdistan,1,1,1,1,0,0,42.0,42
2020-03-06,IRN,4,Lorestan,1,1,1,1,0,0,78.0,106
2020-03-06,IRN,4,Markazi,1,1,1,1,0,0,154.0,309
2020-03-06,IRN,1,Mazandaran,1,1,1,1,0,0,282.0,321
2020-03-06,IRN,5,North.Khorasan,1,1,1,1,0,0,15.0,15
2020-03-06,IRN,1,Qazvin,1,1,1,1,0,0,129.0,129
2020-03-06,IRN,1,Qom,1,1,1,1,1,0,409.0,515
2020-03-06,IRN,5,Razavi.Khorasan,1,1,1,1,0,0,80.0,140
2020-03-06,IRN,1,Semnan,1,1,1,1,0,0,97.0,107
2020-03-06,IRN,5,Sistan.and.Baluchestan,1,1,1,1,0,0,20.0,27
2020-03-06,IRN,5,South.Khorasan,1,1,1,1,0,0,15.0,22
2020-03-06,IRN,1,Tehran,1,1,1,1,0,0,719.0,1317
2020-03-06,IRN,3,West.Azerbaijan,1,1,1,1,0,0,7.0,7
2020-03-06,IRN,5,Yazd,1,1,1,1,0,0,55.0,55
2020-03-06,IRN,3,Zanjan,1,1,1,1,0,0,48.0,48
2020-03-07,IRN,1,Alburz,1,1,1,1,0,0,259.0,368
2020-03-07,IRN,3,Ardebil,1,1,1,1,0,0,38.0,38
2020-03-07,IRN,2,Bushehr,1,1,1,1,0,0,8.0,8
2020-03-07,IRN,2,Chaharmahal.and.Bakhtiari,1,1,1,1,0,0,16.0,16
2020-03-07,IRN,3,East.Azerbaijan,1,1,1,1,0,0,43.0,43
2020-03-07,IRN,2,Esfahan,1,1,1,1,0,0,409.0,455
2020-03-07,IRN,2,Fars,1,1,1,1,0,0,79.0,107
2020-03-07,IRN,3,Gilan,1,1,1,1,0,0,378.0,477
2020-03-07,IRN,1,Golestan,1,1,1,1,0,0,162.0,162
2020-03-07,IRN,4,Hamedan,1,1,1,1,0,0,29.0,39
2020-03-07,IRN,2,Hormozgan,1,1,1,1,0,0,23.0,30
2020-03-07,IRN,4,Ilam,1,1,1,1,0,0,13.0,16
2020-03-07,IRN,5,Kerman,1,1,1,1,0,0,38.0,33
2020-03-07,IRN,4,Kermanshah,1,1,1,1,0,0,29.0,36
2020-03-07,IRN,4,Khuzistan,1,1,1,1,0,0,48.0,79
2020-03-07,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,1,1,1,1,0,0,6.0,6
2020-03-07,IRN,3,Kurdistan,1,1,1,1,0,0,44.0,44
2020-03-07,IRN,4,Lorestan,1,1,1,1,0,0,105.0,133
2020-03-07,IRN,4,Markazi,1,1,1,1,0,0,191.0,346
2020-03-07,IRN,1,Mazandaran,1,1,1,1,0,0,587.0,626
2020-03-07,IRN,5,North.Khorasan,1,1,1,1,0,0,23.0,23
2020-03-07,IRN,1,Qazvin,1,1,1,1,0,0,131.0,131
2020-03-07,IRN,1,Qom,1,1,1,1,1,0,554.0,660
2020-03-07,IRN,5,Razavi.Khorasan,1,1,1,1,0,0,126.0,186
2020-03-07,IRN,1,Semnan,1,1,1,1,0,0,121.0,131
2020-03-07,IRN,5,Sistan.and.Baluchestan,1,1,1,1,0,0,33.0,40
2020-03-07,IRN,5,South.Khorasan,1,1,1,1,0,0,15.0,22
2020-03-07,IRN,1,Tehran,1,1,1,1,0,0,845.0,1443
2020-03-07,IRN,3,West.Azerbaijan,1,1,1,1,0,0,29.0,29
2020-03-07,IRN,5,Yazd,1,1,1,1,0,0,79.0,79
2020-03-07,IRN,3,Zanjan,1,1,1,1,0,0,50.0,50
2020-03-08,IRN,1,Alburz,1,1,1,1,0,0,261.0,370
2020-03-08,IRN,3,Ardebil,1,1,1,1,0,0,47.0,47
2020-03-08,IRN,2,Bushehr,1,1,1,1,0,0,10.0,10
2020-03-08,IRN,2,Chaharmahal.and.Bakhtiari,1,1,1,1,0,0,21.0,21
2020-03-08,IRN,3,East.Azerbaijan,1,1,1,1,0,0,73.0,73
2020-03-08,IRN,2,Esfahan,1,1,1,1,0,0,489.0,535
2020-03-08,IRN,2,Fars,1,1,1,1,0,0,88.0,116
2020-03-08,IRN,3,Gilan,1,1,1,1,0,0,380.0,479
2020-03-08,IRN,1,Golestan,1,1,1,1,0,0,175.0,175
2020-03-08,IRN,4,Hamedan,1,1,1,1,0,0,55.0,65
2020-03-08,IRN,2,Hormozgan,1,1,1,1,0,0,28.0,35
2020-03-08,IRN,4,Ilam,1,1,1,1,0,0,13.0,16
2020-03-08,IRN,5,Kerman,1,1,1,1,0,0,39.0,37
2020-03-08,IRN,4,Kermanshah,1,1,1,1,0,0,31.0,38
2020-03-08,IRN,4,Khuzistan,1,1,1,1,0,0,53.0,84
2020-03-08,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,1,1,1,1,0,0,9.0,9
2020-03-08,IRN,3,Kurdistan,1,1,1,1,0,0,63.0,63
2020-03-08,IRN,4,Lorestan,1,1,1,1,0,0,142.0,170
2020-03-08,IRN,4,Markazi,1,1,1,1,0,0,261.0,416
2020-03-08,IRN,1,Mazandaran,1,1,1,1,0,0,601.0,640
2020-03-08,IRN,5,North.Khorasan,1,1,1,1,0,0,24.0,24
2020-03-08,IRN,1,Qazvin,1,1,1,1,0,0,160.0,160
2020-03-08,IRN,1,Qom,1,1,1,1,1,0,571.0,677
2020-03-08,IRN,5,Razavi.Khorasan,1,1,1,1,0,0,145.0,205
2020-03-08,IRN,1,Semnan,1,1,1,1,0,0,158.0,168
2020-03-08,IRN,5,Sistan.and.Baluchestan,1,1,1,1,0,0,33.0,40
2020-03-08,IRN,5,South.Khorasan,1,1,1,1,0,0,41.0,30
2020-03-08,IRN,1,Tehran,1,1,1,1,0,0,1111.0,1709
2020-03-08,IRN,3,West.Azerbaijan,1,1,1,1,0,0,36.0,36
2020-03-08,IRN,5,Yazd,1,1,1,1,0,0,85.0,85
2020-03-08,IRN,3,Zanjan,1,1,1,1,0,0,51.0,51
2020-03-09,IRN,1,Alburz,1,1,1,1,0,0,261.0,370
2020-03-09,IRN,3,Ardebil,1,1,1,1,0,0,69.0,69
2020-03-09,IRN,2,Bushehr,1,1,1,1,0,0,11.0,11
2020-03-09,IRN,2,Chaharmahal.and.Bakhtiari,1,1,1,1,0,0,26.0,26
2020-03-09,IRN,3,East.Azerbaijan,1,1,1,1,0,0,95.0,95
2020-03-09,IRN,2,Esfahan,1,1,1,1,0,0,526.0,572
2020-03-09,IRN,2,Fars,1,1,1,1,0,0,117.0,145
2020-03-09,IRN,3,Gilan,1,1,1,1,0,0,408.0,507
2020-03-09,IRN,1,Golestan,1,1,1,1,0,0,175.0,175
2020-03-09,IRN,4,Hamedan,1,1,1,1,0,0,55.0,65
2020-03-09,IRN,2,Hormozgan,1,1,1,1,0,0,45.0,52
2020-03-09,IRN,4,Ilam,1,1,1,1,0,0,29.0,32
2020-03-09,IRN,5,Kerman,1,1,1,1,0,0,34.0,41
2020-03-09,IRN,4,Kermanshah,1,1,1,1,0,0,42.0,49
2020-03-09,IRN,4,Khuzistan,1,1,1,1,0,0,57.0,88
2020-03-09,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,1,1,1,1,0,0,9.0,9
2020-03-09,IRN,3,Kurdistan,1,1,1,1,0,0,66.0,66
2020-03-09,IRN,4,Lorestan,1,1,1,1,0,0,149.0,177
2020-03-09,IRN,4,Markazi,1,1,1,1,0,0,315.0,470
2020-03-09,IRN,1,Mazandaran,1,1,1,1,0,0,614.0,653
2020-03-09,IRN,5,North.Khorasan,1,1,1,1,0,0,34.0,34
2020-03-09,IRN,1,Qazvin,1,1,1,1,0,0,200.0,200
2020-03-09,IRN,1,Qom,1,1,1,1,1,0,598.0,704
2020-03-09,IRN,5,Razavi.Khorasan,1,1,1,1,0,0,174.0,234
2020-03-09,IRN,1,Semnan,1,1,1,1,0,0,203.0,213
2020-03-09,IRN,5,Sistan.and.Baluchestan,1,1,1,1,0,0,33.0,40
2020-03-09,IRN,5,South.Khorasan,1,1,1,1,0,0,34.0,41
2020-03-09,IRN,1,Tehran,1,1,1,1,0,0,1251.0,1849
2020-03-09,IRN,3,West.Azerbaijan,1,1,1,1,0,0,65.0,65
2020-03-09,IRN,5,Yazd,1,1,1,1,0,0,88.0,88
2020-03-09,IRN,3,Zanjan,1,1,1,1,0,0,66.0,66
2020-03-10,IRN,1,Alburz,1,1,1,1,0,0,293.0,402
2020-03-10,IRN,3,Ardebil,1,1,1,1,0,0,88.0,88
2020-03-10,IRN,2,Bushehr,1,1,1,1,0,0,18.0,18
2020-03-10,IRN,2,Chaharmahal.and.Bakhtiari,1,1,1,1,0,0,37.0,37
2020-03-10,IRN,3,East.Azerbaijan,1,1,1,1,0,0,112.0,112
2020-03-10,IRN,2,Esfahan,1,1,1,1,0,0,543.0,589
2020-03-10,IRN,2,Fars,1,1,1,1,0,0,135.0,163
2020-03-10,IRN,3,Gilan,1,1,1,1,0,0,408.0,507
2020-03-10,IRN,1,Golestan,1,1,1,1,0,0,179.0,179
2020-03-10,IRN,4,Hamedan,1,1,1,1,0,0,72.0,82
2020-03-10,IRN,2,Hormozgan,1,1,1,1,0,0,62.0,69
2020-03-10,IRN,4,Ilam,1,1,1,1,0,0,54.0,57
2020-03-10,IRN,5,Kerman,1,1,1,1,0,0,38.0,45
2020-03-10,IRN,4,Kermanshah,1,1,1,1,0,0,49.0,56
2020-03-10,IRN,4,Khuzistan,1,1,1,1,0,0,94.0,125
2020-03-10,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,1,1,1,1,0,0,11.0,11
2020-03-10,IRN,3,Kurdistan,1,1,1,1,0,0,78.0,78
2020-03-10,IRN,4,Lorestan,1,1,1,1,0,0,174.0,202
2020-03-10,IRN,4,Markazi,1,1,1,1,0,0,342.0,497
2020-03-10,IRN,1,Mazandaran,1,1,1,1,0,0,867.0,906
2020-03-10,IRN,5,North.Khorasan,1,1,1,1,0,0,34.0,34
2020-03-10,IRN,1,Qazvin,1,1,1,1,0,0,210.0,210
2020-03-10,IRN,1,Qom,1,1,1,1,1,0,637.0,743
2020-03-10,IRN,5,Razavi.Khorasan,1,1,1,1,0,0,213.0,273
2020-03-10,IRN,1,Semnan,1,1,1,1,0,0,204.0,214
2020-03-10,IRN,5,Sistan.and.Baluchestan,1,1,1,1,0,0,39.0,46
2020-03-10,IRN,5,South.Khorasan,1,1,1,1,0,0,48.0,55
2020-03-10,IRN,1,Tehran,1,1,1,1,0,0,1420.0,2018
2020-03-10,IRN,3,West.Azerbaijan,1,1,1,1,0,0,69.0,69
2020-03-10,IRN,5,Yazd,1,1,1,1,0,0,125.0,125
2020-03-10,IRN,3,Zanjan,1,1,1,1,0,0,77.0,77
2020-03-11,IRN,1,Alburz,1,1,1,1,0,0,338.0,447
2020-03-11,IRN,3,Ardebil,1,1,1,1,0,0,89.0,89
2020-03-11,IRN,2,Bushehr,1,1,1,1,0,0,18.0,18
2020-03-11,IRN,2,Chaharmahal.and.Bakhtiari,1,1,1,1,0,0,38.0,38
2020-03-11,IRN,3,East.Azerbaijan,1,1,1,1,0,0,141.0,141
2020-03-11,IRN,2,Esfahan,1,1,1,1,0,0,713.0,759
2020-03-11,IRN,2,Fars,1,1,1,1,0,0,154.0,182
2020-03-11,IRN,3,Gilan,1,1,1,1,0,0,413.0,512
2020-03-11,IRN,1,Golestan,1,1,1,1,0,0,188.0,188
2020-03-11,IRN,4,Hamedan,1,1,1,1,0,0,79.0,89
2020-03-11,IRN,2,Hormozgan,1,1,1,1,0,0,72.0,79
2020-03-11,IRN,4,Ilam,1,1,1,1,0,0,60.0,63
2020-03-11,IRN,5,Kerman,1,1,1,1,0,0,56.0,63
2020-03-11,IRN,4,Kermanshah,1,1,1,1,0,0,57.0,64
2020-03-11,IRN,4,Khuzistan,1,1,1,1,0,0,111.0,142
2020-03-11,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,1,1,1,1,0,0,11.0,11
2020-03-11,IRN,3,Kurdistan,1,1,1,1,0,0,84.0,84
2020-03-11,IRN,4,Lorestan,1,1,1,1,0,0,183.0,211
2020-03-11,IRN,4,Markazi,1,1,1,1,0,0,373.0,528
2020-03-11,IRN,1,Mazandaran,1,1,1,1,0,0,899.0,938
2020-03-11,IRN,5,North.Khorasan,1,1,1,1,0,0,45.0,45
2020-03-11,IRN,1,Qazvin,1,1,1,1,0,0,237.0,237
2020-03-11,IRN,1,Qom,1,1,1,1,1,0,690.0,796
2020-03-11,IRN,5,Razavi.Khorasan,1,1,1,1,0,0,247.0,307
2020-03-11,IRN,1,Semnan,1,1,1,1,0,0,267.0,277
2020-03-11,IRN,5,Sistan.and.Baluchestan,1,1,1,1,0,0,43.0,50
2020-03-11,IRN,5,South.Khorasan,1,1,1,1,0,0,63.0,70
2020-03-11,IRN,1,Tehran,1,1,1,1,0,0,1676.0,2274
2020-03-11,IRN,3,West.Azerbaijan,1,1,1,1,0,0,96.0,96
2020-03-11,IRN,5,Yazd,1,1,1,1,0,0,148.0,148
2020-03-11,IRN,3,Zanjan,1,1,1,1,0,0,99.0,99
2020-03-12,IRN,1,Alburz,1,1,1,1,0,0,412.0,521
2020-03-12,IRN,3,Ardebil,1,1,1,1,0,0,103.0,103
2020-03-12,IRN,2,Bushehr,1,1,1,1,0,0,21.0,21
2020-03-12,IRN,2,Chaharmahal.and.Bakhtiari,1,1,1,1,0,0,49.0,49
2020-03-12,IRN,3,East.Azerbaijan,1,1,1,1,0,0,148.0,148
2020-03-12,IRN,2,Esfahan,1,1,1,1,0,0,717.0,763
2020-03-12,IRN,2,Fars,1,1,1,1,0,0,183.0,211
2020-03-12,IRN,3,Gilan,1,1,1,1,0,0,497.0,596
2020-03-12,IRN,1,Golestan,1,1,1,1,0,0,213.0,213
2020-03-12,IRN,4,Hamedan,1,1,1,1,0,0,91.0,101
2020-03-12,IRN,2,Hormozgan,1,1,1,1,0,0,72.0,79
2020-03-12,IRN,4,Ilam,1,1,1,1,0,0,67.0,70
2020-03-12,IRN,5,Kerman,1,1,1,1,0,0,63.0,70
2020-03-12,IRN,4,Kermanshah,1,1,1,1,0,0,77.0,84
2020-03-12,IRN,4,Khuzistan,1,1,1,1,0,0,142.0,173
2020-03-12,IRN,2,Kohgiluyeh.and.Boyer_Ahmad,1,1,1,1,0,0,26.0,26
2020-03-12,IRN,3,Kurdistan,1,1,1,1,0,0,93.0,93
2020-03-12,IRN,4,Lorestan,1,1,1,1,0,0,208.0,236
2020-03-12,IRN,4,Markazi,1,1,1,1,0,0,461.0,616
2020-03-12,IRN,1,Mazandaran,1,1,1,1,0,0,978.0,1017
2020-03-12,IRN,5,North.Khorasan,1,1,1,1,0,0,45.0,45
2020-03-12,IRN,1,Qazvin,1,1,1,1,0,0,279.0,279
2020-03-12,IRN,1,Qom,1,1,1,1,1,0,732.0,838
2020-03-12,IRN,5,Razavi.Khorasan,1,1,1,1,0,0,276.0,336
2020-03-12,IRN,1,Semnan,1,1,1,1,0,0,307.0,317
2020-03-12,IRN,5,Sistan.and.Baluchestan,1,1,1,1,0,0,49.0,56
2020-03-12,IRN,5,South.Khorasan,1,1,1,1,0,0,75.0,82
2020-03-12,IRN,1,Tehran,1,1,1,1,0,0,1979.0,2577
2020-03-12,IRN,3,West.Azerbaijan,1,1,1,1,0,0,115.0,115
2020-03-12,IRN,5,Yazd,1,1,1,1,0,0,169.0,169
2020-03-12,IRN,3,Zanjan,1,1,1,1,0,0,116.0,116
2020-03-13,IRN,1,Alburz,1,1,1,1,1,1,418.0,527
2020-03-13,IRN,3,Ardebil,1,1,1,1,1,1,118.0,118
2020-03-13,IRN,2,Bushehr,1,1,1,1,1,1,21.0,21
2020-03-13,IRN,2,Chaharmahal.and.Bakhtiari,1,1,1,1,1,1,49.0,49
