date,adm0_name,adm1_name,adm2_name,lat,lon,cum_confirmed_cases,cum_confirmed_cases_imputed,population,travel_ban_intl_out,business_closure,business_closure_popwt,no_gathering,no_gathering_popwt,school_closure,school_closure_popwt,social_distance,social_distance_popwt,transit_suspension,transit_suspension_popwt,travel_ban_local,travel_ban_local_popwt,work_from_home,work_from_home_popwt,testing_regime,social_distance_opt,social_distance_opt_popwt,work_from_home_opt,work_from_home_opt_popwt,home_isolation,home_isolation_popwt,pos_cases_quarantine,pos_cases_quarantine_popwt,travel_ban_intl_in,policies_enacted,no_gathering_size,t,dow,month,year,day,adm1_id,adm2_id,longest_series,l_cum_confirmed_cases,D_l_cum_confirmed_cases,testing_regime_change_26feb2020,sample_avg,day_avg,p_1,p_2,p_3,p_4
"2020-02-25","ITA","Sicilia","Agrigento",37.30971,13.58457,,0,434870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25feb2020,2,2,2020,25,"Sicilia","Agrigento",0,,,0,,,0,0,0,0
"2020-02-26","ITA","Sicilia","Agrigento",37.30971,13.58457,,0,434870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,26feb2020,3,2,2020,26,"Sicilia","Agrigento",0,,,1,,,0,0,0,0
"2020-02-27","ITA","Sicilia","Agrigento",37.30971,13.58457,,0,434870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,27feb2020,4,2,2020,27,"Sicilia","Agrigento",0,,,0,,,0,0,0,0
"2020-02-28","ITA","Sicilia","Agrigento",37.30971,13.58457,,0,434870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,28feb2020,5,2,2020,28,"Sicilia","Agrigento",0,,,0,,,0,0,0,0
"2020-02-29","ITA","Sicilia","Agrigento",37.30971,13.58457,,0,434870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,29feb2020,6,2,2020,29,"Sicilia","Agrigento",0,,,0,,,0,0,0,0
"2020-03-01","ITA","Sicilia","Agrigento",37.30971,13.58457,,0,434870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,01mar2020,0,3,2020,1,"Sicilia","Agrigento",0,,,0,,,0,0,0,0
"2020-03-02","ITA","Sicilia","Agrigento",37.30971,13.58457,,0,434870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,02mar2020,1,3,2020,2,"Sicilia","Agrigento",0,,,0,,,0,0,0,0
"2020-03-03","ITA","Sicilia","Agrigento",37.30971,13.58457,,0,434870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,03mar2020,2,3,2020,3,"Sicilia","Agrigento",0,,,0,,,0,0,0,0
"2020-03-04","ITA","Sicilia","Agrigento",37.30971,13.58457,,0,434870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,04mar2020,3,3,2020,4,"Sicilia","Agrigento",0,,,0,,,0,0,0,0
"2020-03-05","ITA","Sicilia","Agrigento",37.30971,13.58457,,0,434870,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,05mar2020,4,3,2020,5,"Sicilia","Agrigento",0,,,0,,,0,0,0,1
"2020-03-06","ITA","Sicilia","Agrigento",37.30971,13.58457,,0,434870,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,06mar2020,5,3,2020,6,"Sicilia","Agrigento",0,,,0,,,0,0,0,1
"2020-03-07","ITA","Sicilia","Agrigento",37.30971,13.58457,,1,434870,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,07mar2020,6,3,2020,7,"Sicilia","Agrigento",0,,,0,,,0,0,0,1
"2020-03-08","ITA","Sicilia","Agrigento",37.30971,13.58457,,1,434870,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,.33,.33,1,1,0,8.33,0,08mar2020,0,3,2020,8,"Sicilia","Agrigento",0,,,0,,,.666,0,1,1
"2020-03-09","ITA","Sicilia","Agrigento",37.30971,13.58457,,1,434870,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,.33,.33,1,1,0,8.33,0,09mar2020,1,3,2020,9,"Sicilia","Agrigento",0,,,0,,,.666,0,1,1
"2020-03-10","ITA","Sicilia","Agrigento",37.30971,13.58457,11,11,434870,1,0,0,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.33,.33,1,1,1,9.83,0,10mar2020,2,3,2020,10,"Sicilia","Agrigento",0,2.397895,,0,,,.666,.5,1,1
"2020-03-11","ITA","Sicilia","Agrigento",37.30971,13.58457,16,16,434870,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,11mar2020,3,3,2020,11,"Sicilia","Agrigento",0,2.772589,.3746934,0,,,.834,.5,1,1
"2020-03-12","ITA","Sicilia","Agrigento",37.30971,13.58457,17,17,434870,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,12mar2020,4,3,2020,12,"Sicilia","Agrigento",0,2.833213,.0606246,0,,,.834,.5,1,1
"2020-03-13","ITA","Sicilia","Agrigento",37.30971,13.58457,17,17,434870,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,13mar2020,5,3,2020,13,"Sicilia","Agrigento",0,2.833213,0,0,,,.834,.5,1,1
"2020-03-14","ITA","Sicilia","Agrigento",37.30971,13.58457,17,17,434870,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,14mar2020,6,3,2020,14,"Sicilia","Agrigento",0,2.833213,0,0,,,.834,.5,1,1
"2020-03-15","ITA","Sicilia","Agrigento",37.30971,13.58457,20,20,434870,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,15mar2020,0,3,2020,15,"Sicilia","Agrigento",0,2.995732,.162519,0,,,.834,.5,1,1
"2020-03-16","ITA","Sicilia","Agrigento",37.30971,13.58457,22,22,434870,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,16mar2020,1,3,2020,16,"Sicilia","Agrigento",0,3.091043,.0953102,0,,,.834,.5,1,1
"2020-03-17","ITA","Sicilia","Agrigento",37.30971,13.58457,22,22,434870,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,17mar2020,2,3,2020,17,"Sicilia","Agrigento",0,3.091043,0,0,,,.834,.5,1,1
"2020-03-18","ITA","Sicilia","Agrigento",37.30971,13.58457,24,24,434870,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,18mar2020,3,3,2020,18,"Sicilia","Agrigento",0,3.178054,.0870113,0,,,.834,.5,1,1
"2020-03-19","ITA","Sicilia","Agrigento",37.30971,13.58457,27,27,434870,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,19mar2020,4,3,2020,19,"Sicilia","Agrigento",0,3.295837,.1177831,0,,,.834,.5,1,1
"2020-03-20","ITA","Sicilia","Agrigento",37.30971,13.58457,31,31,434870,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,20mar2020,5,3,2020,20,"Sicilia","Agrigento",0,3.433987,.1381502,0,,,.834,.5,1,1
"2020-03-21","ITA","Sicilia","Agrigento",37.30971,13.58457,36,36,434870,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,21mar2020,6,3,2020,21,"Sicilia","Agrigento",0,3.583519,.1495318,0,,,.834,.5,1,1
"2020-03-22","ITA","Sicilia","Agrigento",37.30971,13.58457,41,41,434870,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,22mar2020,0,3,2020,22,"Sicilia","Agrigento",0,3.713572,.130053,0,,,.934,1,1,1
"2020-03-23","ITA","Sicilia","Agrigento",37.30971,13.58457,45,45,434870,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,23mar2020,1,3,2020,23,"Sicilia","Agrigento",0,3.806663,.0930905,0,,,.934,1,1,1
"2020-03-24","ITA","Sicilia","Agrigento",37.30971,13.58457,47,47,434870,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,24mar2020,2,3,2020,24,"Sicilia","Agrigento",0,3.850147,.0434849,0,,,.934,1,1,1
"2020-03-25","ITA","Sicilia","Agrigento",37.30971,13.58457,50,50,434870,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,25mar2020,3,3,2020,25,"Sicilia","Agrigento",0,3.912023,.0618756,0,,,.934,1,1,1
"2020-03-26","ITA","Sicilia","Agrigento",37.30971,13.58457,55,55,434870,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,26mar2020,4,3,2020,26,"Sicilia","Agrigento",0,4.007333,.0953102,0,,,.934,1,1,1
"2020-03-27","ITA","Sicilia","Agrigento",37.30971,13.58457,58,58,434870,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,27mar2020,5,3,2020,27,"Sicilia","Agrigento",0,4.060443,.0531096,0,,,.934,1,1,1
"2020-02-25","ITA","Piemonte","Alessandria",44.91298,8.615401,,0,421284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25feb2020,2,2,2020,25,"Piemonte","Alessandria",0,,,0,,,0,0,0,0
"2020-02-26","ITA","Piemonte","Alessandria",44.91298,8.615401,,0,421284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,26feb2020,3,2,2020,26,"Piemonte","Alessandria",0,,,1,,,0,0,0,0
"2020-02-27","ITA","Piemonte","Alessandria",44.91298,8.615401,,0,421284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,27feb2020,4,2,2020,27,"Piemonte","Alessandria",0,,,0,,,0,0,0,0
"2020-02-28","ITA","Piemonte","Alessandria",44.91298,8.615401,,0,421284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,28feb2020,5,2,2020,28,"Piemonte","Alessandria",0,,,0,,,0,0,0,0
"2020-02-29","ITA","Piemonte","Alessandria",44.91298,8.615401,,0,421284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,29feb2020,6,2,2020,29,"Piemonte","Alessandria",0,,,0,,,0,0,0,0
"2020-03-01","ITA","Piemonte","Alessandria",44.91298,8.615401,,0,421284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,01mar2020,0,3,2020,1,"Piemonte","Alessandria",0,,,0,,,0,0,0,0
"2020-03-02","ITA","Piemonte","Alessandria",44.91298,8.615401,,0,421284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,02mar2020,1,3,2020,2,"Piemonte","Alessandria",0,,,0,,,0,0,0,0
"2020-03-03","ITA","Piemonte","Alessandria",44.91298,8.615401,,1,421284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,03mar2020,2,3,2020,3,"Piemonte","Alessandria",0,,,0,,,0,0,0,0
"2020-03-04","ITA","Piemonte","Alessandria",44.91298,8.615401,16,16,421284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,04mar2020,3,3,2020,4,"Piemonte","Alessandria",0,2.772589,,0,,,0,0,0,0
"2020-03-05","ITA","Piemonte","Alessandria",44.91298,8.615401,22,22,421284,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,05mar2020,4,3,2020,5,"Piemonte","Alessandria",0,3.091043,.3184538,0,,,0,0,0,1
"2020-03-06","ITA","Piemonte","Alessandria",44.91298,8.615401,32,32,421284,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,06mar2020,5,3,2020,6,"Piemonte","Alessandria",0,3.465736,.3746934,0,,,0,0,0,1
"2020-03-07","ITA","Piemonte","Alessandria",44.91298,8.615401,40,40,421284,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,07mar2020,6,3,2020,7,"Piemonte","Alessandria",0,3.688879,.2231436,0,,,0,0,0,1
"2020-03-08","ITA","Piemonte","Alessandria",44.91298,8.615401,60,60,421284,1,0,0,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.33,.33,1,1,0,8.83,0,08mar2020,0,3,2020,8,"Piemonte","Alessandria",0,4.094345,.4054651,0,,,.666,.5,1,1
"2020-03-09","ITA","Piemonte","Alessandria",44.91298,8.615401,63,63,421284,1,0,0,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.33,.33,1,1,0,8.83,0,09mar2020,1,3,2020,9,"Piemonte","Alessandria",0,4.143135,.04879,0,,,.666,.5,1,1
"2020-03-10","ITA","Piemonte","Alessandria",44.91298,8.615401,65,65,421284,1,0,0,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.33,.33,1,1,1,9.83,0,10mar2020,2,3,2020,10,"Piemonte","Alessandria",0,4.174387,.0312529,0,,,.666,.5,1,1
"2020-03-11","ITA","Piemonte","Alessandria",44.91298,8.615401,105,105,421284,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,11mar2020,3,3,2020,11,"Piemonte","Alessandria",0,4.65396,.4795728,0,,,.834,.5,1,1
"2020-03-12","ITA","Piemonte","Alessandria",44.91298,8.615401,132,132,421284,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,12mar2020,4,3,2020,12,"Piemonte","Alessandria",0,4.882802,.2288418,0,,,.834,.5,1,1
"2020-03-13","ITA","Piemonte","Alessandria",44.91298,8.615401,136,136,421284,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,13mar2020,5,3,2020,13,"Piemonte","Alessandria",0,4.912655,.0298529,0,,,.834,.5,1,1
"2020-03-14","ITA","Piemonte","Alessandria",44.91298,8.615401,182,182,421284,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,14mar2020,6,3,2020,14,"Piemonte","Alessandria",0,5.204007,.2913518,0,,,.834,.5,1,1
"2020-03-15","ITA","Piemonte","Alessandria",44.91298,8.615401,207,207,421284,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,15mar2020,0,3,2020,15,"Piemonte","Alessandria",0,5.332719,.1287122,0,,,.834,.5,1,1
"2020-03-16","ITA","Piemonte","Alessandria",44.91298,8.615401,273,273,421284,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,16mar2020,1,3,2020,16,"Piemonte","Alessandria",0,5.609472,.2767529,0,,,.834,.5,1,1
"2020-03-17","ITA","Piemonte","Alessandria",44.91298,8.615401,323,323,421284,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,17mar2020,2,3,2020,17,"Piemonte","Alessandria",0,5.777652,.1681805,0,,,.834,.5,1,1
"2020-03-18","ITA","Piemonte","Alessandria",44.91298,8.615401,374,374,421284,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,18mar2020,3,3,2020,18,"Piemonte","Alessandria",0,5.924256,.1466036,0,,,.834,.5,1,1
"2020-03-19","ITA","Piemonte","Alessandria",44.91298,8.615401,374,374,421284,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,19mar2020,4,3,2020,19,"Piemonte","Alessandria",0,5.924256,0,0,,,.834,.5,1,1
"2020-03-20","ITA","Piemonte","Alessandria",44.91298,8.615401,595,595,421284,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,20mar2020,5,3,2020,20,"Piemonte","Alessandria",0,6.388561,.4643054,0,,,.834,.5,1,1
"2020-03-21","ITA","Piemonte","Alessandria",44.91298,8.615401,654,654,421284,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,21mar2020,6,3,2020,21,"Piemonte","Alessandria",0,6.483108,.0945463,0,,,.834,.5,1,1
"2020-03-22","ITA","Piemonte","Alessandria",44.91298,8.615401,760,760,421284,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,22mar2020,0,3,2020,22,"Piemonte","Alessandria",0,6.633318,.1502109,0,,,.934,1,1,1
"2020-03-23","ITA","Piemonte","Alessandria",44.91298,8.615401,817,817,421284,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,23mar2020,1,3,2020,23,"Piemonte","Alessandria",0,6.705639,.0723205,0,,,.934,1,1,1
"2020-03-24","ITA","Piemonte","Alessandria",44.91298,8.615401,946,946,421284,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,24mar2020,2,3,2020,24,"Piemonte","Alessandria",0,6.852242,.1466036,0,,,.934,1,1,1
"2020-03-25","ITA","Piemonte","Alessandria",44.91298,8.615401,946,946,421284,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,25mar2020,3,3,2020,25,"Piemonte","Alessandria",0,6.852242,0,0,,,.934,1,1,1
"2020-03-26","ITA","Piemonte","Alessandria",44.91298,8.615401,980,980,421284,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,26mar2020,4,3,2020,26,"Piemonte","Alessandria",0,6.887553,.0353103,0,,,.934,1,1,1
"2020-03-27","ITA","Piemonte","Alessandria",44.91298,8.615401,1106,1106,421284,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,27mar2020,5,3,2020,27,"Piemonte","Alessandria",0,7.008505,.1209526,0,,,.934,1,1,1
"2020-02-25","ITA","Marche","Ancona",43.61676,13.51888,,0,471228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25feb2020,2,2,2020,25,"Marche","Ancona",0,,,0,,,0,0,0,0
"2020-02-26","ITA","Marche","Ancona",43.61676,13.51888,,0,471228,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,26feb2020,3,2,2020,26,"Marche","Ancona",0,,,1,,,0,0,0,1
"2020-02-27","ITA","Marche","Ancona",43.61676,13.51888,,0,471228,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,27feb2020,4,2,2020,27,"Marche","Ancona",0,,,0,,,0,0,0,1
"2020-02-28","ITA","Marche","Ancona",43.61676,13.51888,,0,471228,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,28feb2020,5,2,2020,28,"Marche","Ancona",0,,,0,,,0,0,0,1
"2020-02-29","ITA","Marche","Ancona",43.61676,13.51888,,0,471228,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,29feb2020,6,2,2020,29,"Marche","Ancona",0,,,0,,,0,0,0,1
"2020-03-01","ITA","Marche","Ancona",43.61676,13.51888,,1,471228,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,01mar2020,0,3,2020,1,"Marche","Ancona",0,,,0,,,0,0,0,1
"2020-03-02","ITA","Marche","Ancona",43.61676,13.51888,,2,471228,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,02mar2020,1,3,2020,2,"Marche","Ancona",0,,,0,,,0,0,0,1
"2020-03-03","ITA","Marche","Ancona",43.61676,13.51888,,5,471228,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,03mar2020,2,3,2020,3,"Marche","Ancona",0,,,0,,,0,0,0,1
"2020-03-04","ITA","Marche","Ancona",43.61676,13.51888,,9,471228,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,04mar2020,3,3,2020,4,"Marche","Ancona",0,,,0,,,0,0,0,1
"2020-03-05","ITA","Marche","Ancona",43.61676,13.51888,19,19,471228,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,05mar2020,4,3,2020,5,"Marche","Ancona",0,2.944439,,0,,,0,0,0,1
"2020-03-06","ITA","Marche","Ancona",43.61676,13.51888,23,23,471228,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,06mar2020,5,3,2020,6,"Marche","Ancona",0,3.135494,.1910553,0,,,0,0,0,1
"2020-03-07","ITA","Marche","Ancona",43.61676,13.51888,38,38,471228,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,07mar2020,6,3,2020,7,"Marche","Ancona",0,3.637586,.5020919,0,,,0,0,0,1
"2020-03-08","ITA","Marche","Ancona",43.61676,13.51888,54,54,471228,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,.33,.33,1,1,0,8.33,0,08mar2020,0,3,2020,8,"Marche","Ancona",0,3.988984,.351398,0,,,.666,0,1,1
"2020-03-09","ITA","Marche","Ancona",43.61676,13.51888,63,63,471228,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,.33,.33,1,1,0,8.33,0,09mar2020,1,3,2020,9,"Marche","Ancona",0,4.143135,.1541505,0,,,.666,0,1,1
"2020-03-10","ITA","Marche","Ancona",43.61676,13.51888,81,81,471228,1,0,0,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.33,.33,1,1,1,9.83,0,10mar2020,2,3,2020,10,"Marche","Ancona",0,4.394449,.2513146,0,,,.666,.5,1,1
"2020-03-11","ITA","Marche","Ancona",43.61676,13.51888,110,110,471228,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,11mar2020,3,3,2020,11,"Marche","Ancona",0,4.70048,.3060312,0,,,.834,.5,1,1
"2020-03-12","ITA","Marche","Ancona",43.61676,13.51888,142,142,471228,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,12mar2020,4,3,2020,12,"Marche","Ancona",0,4.955827,.2553468,0,,,.834,.5,1,1
"2020-03-13","ITA","Marche","Ancona",43.61676,13.51888,158,158,471228,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,13mar2020,5,3,2020,13,"Marche","Ancona",0,5.062595,.1067677,0,,,.834,.5,1,1
"2020-03-14","ITA","Marche","Ancona",43.61676,13.51888,215,215,471228,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,14mar2020,6,3,2020,14,"Marche","Ancona",0,5.370638,.308043,0,,,.834,.5,1,1
"2020-03-15","ITA","Marche","Ancona",43.61676,13.51888,267,267,471228,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,15mar2020,0,3,2020,15,"Marche","Ancona",0,5.587249,.2166109,0,,,.834,.5,1,1
"2020-03-16","ITA","Marche","Ancona",43.61676,13.51888,323,323,471228,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,16mar2020,1,3,2020,16,"Marche","Ancona",0,5.777652,.1904035,0,,,.834,.5,1,1
"2020-03-17","ITA","Marche","Ancona",43.61676,13.51888,356,356,471228,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,17mar2020,2,3,2020,17,"Marche","Ancona",0,5.874931,.0972786,0,,,.834,.5,1,1
"2020-03-18","ITA","Marche","Ancona",43.61676,13.51888,403,403,471228,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,18mar2020,3,3,2020,18,"Marche","Ancona",0,5.998937,.1240058,0,,,.834,.5,1,1
"2020-03-19","ITA","Marche","Ancona",43.61676,13.51888,447,447,471228,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,19mar2020,4,3,2020,19,"Marche","Ancona",0,6.102559,.103622,0,,,.834,.5,1,1
"2020-03-20","ITA","Marche","Ancona",43.61676,13.51888,513,513,471228,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,20mar2020,5,3,2020,20,"Marche","Ancona",0,6.240276,.1377172,0,,,.834,.5,1,1
"2020-03-21","ITA","Marche","Ancona",43.61676,13.51888,564,564,471228,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,21mar2020,6,3,2020,21,"Marche","Ancona",0,6.335054,.0947785,0,,,.834,.5,1,1
"2020-03-22","ITA","Marche","Ancona",43.61676,13.51888,676,676,471228,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,22mar2020,0,3,2020,22,"Marche","Ancona",0,6.516193,.1811385,0,,,.934,1,1,1
"2020-03-23","ITA","Marche","Ancona",43.61676,13.51888,702,702,471228,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,23mar2020,1,3,2020,23,"Marche","Ancona",0,6.553934,.0377407,0,,,.934,1,1,1
