date,adm0_name,adm1_name,adm2_name,lat,lon,cum_confirmed_cases,cum_confirmed_cases_imputed,population,travel_ban_intl_out,business_closure,business_closure_popwt,no_gathering,no_gathering_popwt,school_closure,school_closure_popwt,social_distance,social_distance_popwt,transit_suspension,transit_suspension_popwt,travel_ban_local,travel_ban_local_popwt,work_from_home,work_from_home_popwt,testing_regime,social_distance_opt,social_distance_opt_popwt,work_from_home_opt,work_from_home_opt_popwt,home_isolation,home_isolation_popwt,pos_cases_quarantine,pos_cases_quarantine_popwt,travel_ban_intl_in,policies_enacted,no_gathering_size,t,dow,month,year,day,adm1_id,adm2_id,longest_series,l_cum_confirmed_cases,D_l_cum_confirmed_cases,testing_regime_change_26feb2020,sample_avg,day_avg,p_1,p_2,p_3,p_4
"2020-03-27","ITA","Campania","Caserta",41.07466,14.33241,179,179,922965,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,27mar2020,5,3,2020,27,"Campania","Caserta",0,5.187386,.0112362,0,,,.934,1,1,1
"2020-02-25","ITA","Sicilia","Catania",37.50288,15.08705,,0,1107702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25feb2020,2,2,2020,25,"Sicilia","Catania",0,,,0,,,0,0,0,0
"2020-02-26","ITA","Sicilia","Catania",37.50288,15.08705,,0,1107702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,26feb2020,3,2,2020,26,"Sicilia","Catania",0,,,1,,,0,0,0,0
"2020-02-27","ITA","Sicilia","Catania",37.50288,15.08705,,1,1107702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,27feb2020,4,2,2020,27,"Sicilia","Catania",0,,,0,,,0,0,0,0
"2020-02-28","ITA","Sicilia","Catania",37.50288,15.08705,,1,1107702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,28feb2020,5,2,2020,28,"Sicilia","Catania",0,,,0,,,0,0,0,0
"2020-02-29","ITA","Sicilia","Catania",37.50288,15.08705,,1,1107702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,29feb2020,6,2,2020,29,"Sicilia","Catania",0,,,0,,,0,0,0,0
"2020-03-01","ITA","Sicilia","Catania",37.50288,15.08705,,1,1107702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,01mar2020,0,3,2020,1,"Sicilia","Catania",0,,,0,,,0,0,0,0
"2020-03-02","ITA","Sicilia","Catania",37.50288,15.08705,,1,1107702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,02mar2020,1,3,2020,2,"Sicilia","Catania",0,,,0,,,0,0,0,0
"2020-03-03","ITA","Sicilia","Catania",37.50288,15.08705,,1,1107702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,03mar2020,2,3,2020,3,"Sicilia","Catania",0,,,0,,,0,0,0,0
"2020-03-04","ITA","Sicilia","Catania",37.50288,15.08705,,1,1107702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,04mar2020,3,3,2020,4,"Sicilia","Catania",0,,,0,,,0,0,0,0
"2020-03-05","ITA","Sicilia","Catania",37.50288,15.08705,,1,1107702,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,05mar2020,4,3,2020,5,"Sicilia","Catania",0,,,0,,,0,0,0,1
"2020-03-06","ITA","Sicilia","Catania",37.50288,15.08705,15,15,1107702,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,06mar2020,5,3,2020,6,"Sicilia","Catania",0,2.70805,,0,,,0,0,0,1
"2020-03-07","ITA","Sicilia","Catania",37.50288,15.08705,23,23,1107702,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,07mar2020,6,3,2020,7,"Sicilia","Catania",0,3.135494,.427444,0,,,0,0,0,1
"2020-03-08","ITA","Sicilia","Catania",37.50288,15.08705,23,23,1107702,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,.33,.33,1,1,0,8.33,0,08mar2020,0,3,2020,8,"Sicilia","Catania",0,3.135494,0,0,,,.666,0,1,1
"2020-03-09","ITA","Sicilia","Catania",37.50288,15.08705,23,23,1107702,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,.33,.33,1,1,0,8.33,0,09mar2020,1,3,2020,9,"Sicilia","Catania",0,3.135494,0,0,,,.666,0,1,1
"2020-03-10","ITA","Sicilia","Catania",37.50288,15.08705,35,35,1107702,1,0,0,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.33,.33,1,1,1,9.83,0,10mar2020,2,3,2020,10,"Sicilia","Catania",0,3.555348,.4198539,0,,,.666,.5,1,1
"2020-03-11","ITA","Sicilia","Catania",37.50288,15.08705,41,41,1107702,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,11mar2020,3,3,2020,11,"Sicilia","Catania",0,3.713572,.1582239,0,,,.834,.5,1,1
"2020-03-12","ITA","Sicilia","Catania",37.50288,15.08705,49,49,1107702,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,12mar2020,4,3,2020,12,"Sicilia","Catania",0,3.89182,.1782482,0,,,.834,.5,1,1
"2020-03-13","ITA","Sicilia","Catania",37.50288,15.08705,49,49,1107702,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,13mar2020,5,3,2020,13,"Sicilia","Catania",0,3.89182,0,0,,,.834,.5,1,1
"2020-03-14","ITA","Sicilia","Catania",37.50288,15.08705,49,49,1107702,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,14mar2020,6,3,2020,14,"Sicilia","Catania",0,3.89182,0,0,,,.834,.5,1,1
"2020-03-15","ITA","Sicilia","Catania",37.50288,15.08705,91,91,1107702,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,15mar2020,0,3,2020,15,"Sicilia","Catania",0,4.510859,.6190393,0,,,.834,.5,1,1
"2020-03-16","ITA","Sicilia","Catania",37.50288,15.08705,96,96,1107702,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,16mar2020,1,3,2020,16,"Sicilia","Catania",0,4.564348,.0534887,0,,,.834,.5,1,1
"2020-03-17","ITA","Sicilia","Catania",37.50288,15.08705,108,108,1107702,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,17mar2020,2,3,2020,17,"Sicilia","Catania",0,4.682131,.1177831,0,,,.834,.5,1,1
"2020-03-18","ITA","Sicilia","Catania",37.50288,15.08705,131,131,1107702,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,18mar2020,3,3,2020,18,"Sicilia","Catania",0,4.875197,.1930661,0,,,.834,.5,1,1
"2020-03-19","ITA","Sicilia","Catania",37.50288,15.08705,151,151,1107702,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,19mar2020,4,3,2020,19,"Sicilia","Catania",0,5.01728,.1420822,0,,,.834,.5,1,1
"2020-03-20","ITA","Sicilia","Catania",37.50288,15.08705,162,162,1107702,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,20mar2020,5,3,2020,20,"Sicilia","Catania",0,5.087596,.0703168,0,,,.834,.5,1,1
"2020-03-21","ITA","Sicilia","Catania",37.50288,15.08705,189,189,1107702,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,21mar2020,6,3,2020,21,"Sicilia","Catania",0,5.241747,.1541505,0,,,.834,.5,1,1
"2020-03-22","ITA","Sicilia","Catania",37.50288,15.08705,234,234,1107702,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,22mar2020,0,3,2020,22,"Sicilia","Catania",0,5.455321,.2135744,0,,,.934,1,1,1
"2020-03-23","ITA","Sicilia","Catania",37.50288,15.08705,274,274,1107702,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,23mar2020,1,3,2020,23,"Sicilia","Catania",0,5.613128,.1578069,0,,,.934,1,1,1
"2020-03-24","ITA","Sicilia","Catania",37.50288,15.08705,286,286,1107702,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,24mar2020,2,3,2020,24,"Sicilia","Catania",0,5.655992,.0428638,0,,,.934,1,1,1
"2020-03-25","ITA","Sicilia","Catania",37.50288,15.08705,308,308,1107702,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,25mar2020,3,3,2020,25,"Sicilia","Catania",0,5.7301,.0741076,0,,,.934,1,1,1
"2020-03-26","ITA","Sicilia","Catania",37.50288,15.08705,346,346,1107702,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,26mar2020,4,3,2020,26,"Sicilia","Catania",0,5.846439,.1163392,0,,,.934,1,1,1
"2020-03-27","ITA","Sicilia","Catania",37.50288,15.08705,365,365,1107702,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,27mar2020,5,3,2020,27,"Sicilia","Catania",0,5.899898,.0534587,0,,,.934,1,1,1
"2020-02-25","ITA","Calabria","Catanzaro",38.90598,16.5944,,0,358316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25feb2020,2,2,2020,25,"Calabria","Catanzaro",0,,,0,,,0,0,0,0
"2020-02-26","ITA","Calabria","Catanzaro",38.90598,16.5944,,0,358316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,26feb2020,3,2,2020,26,"Calabria","Catanzaro",0,,,1,,,0,0,0,0
"2020-02-27","ITA","Calabria","Catanzaro",38.90598,16.5944,,0,358316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,27feb2020,4,2,2020,27,"Calabria","Catanzaro",0,,,0,,,0,0,0,0
"2020-02-28","ITA","Calabria","Catanzaro",38.90598,16.5944,,0,358316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,28feb2020,5,2,2020,28,"Calabria","Catanzaro",0,,,0,,,0,0,0,0
"2020-02-29","ITA","Calabria","Catanzaro",38.90598,16.5944,,0,358316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,29feb2020,6,2,2020,29,"Calabria","Catanzaro",0,,,0,,,0,0,0,0
"2020-03-01","ITA","Calabria","Catanzaro",38.90598,16.5944,,0,358316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,01mar2020,0,3,2020,1,"Calabria","Catanzaro",0,,,0,,,0,0,0,0
"2020-03-02","ITA","Calabria","Catanzaro",38.90598,16.5944,,0,358316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,02mar2020,1,3,2020,2,"Calabria","Catanzaro",0,,,0,,,0,0,0,0
"2020-03-03","ITA","Calabria","Catanzaro",38.90598,16.5944,,0,358316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,03mar2020,2,3,2020,3,"Calabria","Catanzaro",0,,,0,,,0,0,0,0
"2020-03-04","ITA","Calabria","Catanzaro",38.90598,16.5944,,0,358316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,04mar2020,3,3,2020,4,"Calabria","Catanzaro",0,,,0,,,0,0,0,0
"2020-03-05","ITA","Calabria","Catanzaro",38.90598,16.5944,,1,358316,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,05mar2020,4,3,2020,5,"Calabria","Catanzaro",0,,,0,,,0,0,0,1
"2020-03-06","ITA","Calabria","Catanzaro",38.90598,16.5944,,2,358316,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,06mar2020,5,3,2020,6,"Calabria","Catanzaro",0,,,0,,,0,0,0,1
"2020-03-07","ITA","Calabria","Catanzaro",38.90598,16.5944,,2,358316,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,07mar2020,6,3,2020,7,"Calabria","Catanzaro",0,,,0,,,0,0,0,1
"2020-03-08","ITA","Calabria","Catanzaro",38.90598,16.5944,,2,358316,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,.33,.33,1,1,0,8.33,0,08mar2020,0,3,2020,8,"Calabria","Catanzaro",0,,,0,,,.666,0,1,1
"2020-03-09","ITA","Calabria","Catanzaro",38.90598,16.5944,,2,358316,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,.33,.33,1,1,0,8.33,0,09mar2020,1,3,2020,9,"Calabria","Catanzaro",0,,,0,,,.666,0,1,1
"2020-03-10","ITA","Calabria","Catanzaro",38.90598,16.5944,,2,358316,1,0,0,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.33,.33,1,1,1,9.83,0,10mar2020,2,3,2020,10,"Calabria","Catanzaro",0,,,0,,,.666,.5,1,1
"2020-03-11","ITA","Calabria","Catanzaro",38.90598,16.5944,,2,358316,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,11mar2020,3,3,2020,11,"Calabria","Catanzaro",0,,,0,,,.834,.5,1,1
"2020-03-12","ITA","Calabria","Catanzaro",38.90598,16.5944,,3,358316,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,12mar2020,4,3,2020,12,"Calabria","Catanzaro",0,,,0,,,.834,.5,1,1
"2020-03-13","ITA","Calabria","Catanzaro",38.90598,16.5944,,3,358316,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,13mar2020,5,3,2020,13,"Calabria","Catanzaro",0,,,0,,,.834,.5,1,1
"2020-03-14","ITA","Calabria","Catanzaro",38.90598,16.5944,,5,358316,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,14mar2020,6,3,2020,14,"Calabria","Catanzaro",0,,,0,,,.834,.5,1,1
"2020-03-15","ITA","Calabria","Catanzaro",38.90598,16.5944,,6,358316,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,15mar2020,0,3,2020,15,"Calabria","Catanzaro",0,,,0,,,.834,.5,1,1
"2020-03-16","ITA","Calabria","Catanzaro",38.90598,16.5944,,6,358316,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,16mar2020,1,3,2020,16,"Calabria","Catanzaro",0,,,0,,,.834,.5,1,1
"2020-03-17","ITA","Calabria","Catanzaro",38.90598,16.5944,14,14,358316,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,17mar2020,2,3,2020,17,"Calabria","Catanzaro",0,2.639057,,0,,,.834,.5,1,1
"2020-03-18","ITA","Calabria","Catanzaro",38.90598,16.5944,20,20,358316,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,18mar2020,3,3,2020,18,"Calabria","Catanzaro",0,2.995732,.3566749,0,,,.834,.5,1,1
"2020-03-19","ITA","Calabria","Catanzaro",38.90598,16.5944,27,27,358316,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,19mar2020,4,3,2020,19,"Calabria","Catanzaro",0,3.295837,.3001046,0,,,.834,.5,1,1
"2020-03-20","ITA","Calabria","Catanzaro",38.90598,16.5944,34,34,358316,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,20mar2020,5,3,2020,20,"Calabria","Catanzaro",0,3.526361,.2305236,0,,,.834,.5,1,1
"2020-03-21","ITA","Calabria","Catanzaro",38.90598,16.5944,38,38,358316,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,21mar2020,6,3,2020,21,"Calabria","Catanzaro",0,3.637586,.1112256,0,,,.834,.5,1,1
"2020-03-22","ITA","Calabria","Catanzaro",38.90598,16.5944,45,45,358316,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,22mar2020,0,3,2020,22,"Calabria","Catanzaro",0,3.806663,.1690764,0,,,.934,1,1,1
"2020-03-23","ITA","Calabria","Catanzaro",38.90598,16.5944,46,46,358316,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,23mar2020,1,3,2020,23,"Calabria","Catanzaro",0,3.828641,.0219789,0,,,.934,1,1,1
"2020-03-24","ITA","Calabria","Catanzaro",38.90598,16.5944,49,49,358316,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,24mar2020,2,3,2020,24,"Calabria","Catanzaro",0,3.89182,.0631788,0,,,.934,1,1,1
"2020-03-25","ITA","Calabria","Catanzaro",38.90598,16.5944,51,51,358316,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,25mar2020,3,3,2020,25,"Calabria","Catanzaro",0,3.931826,.0400054,0,,,.934,1,1,1
"2020-03-26","ITA","Calabria","Catanzaro",38.90598,16.5944,53,53,358316,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,26mar2020,4,3,2020,26,"Calabria","Catanzaro",0,3.970292,.0384662,0,,,.934,1,1,1
"2020-03-27","ITA","Calabria","Catanzaro",38.90598,16.5944,115,115,358316,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,27mar2020,5,3,2020,27,"Calabria","Catanzaro",0,4.744932,.7746403,0,,,.934,1,1,1
"2020-02-25","ITA","Abruzzo","Chieti",42.35103,14.16755,,0,385588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25feb2020,2,2,2020,25,"Abruzzo","Chieti",0,,,0,,,0,0,0,0
"2020-02-26","ITA","Abruzzo","Chieti",42.35103,14.16755,,0,385588,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,26feb2020,3,2,2020,26,"Abruzzo","Chieti",0,,,1,,,0,0,0,1
"2020-02-27","ITA","Abruzzo","Chieti",42.35103,14.16755,,0,385588,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,27feb2020,4,2,2020,27,"Abruzzo","Chieti",0,,,0,,,0,0,0,1
"2020-02-28","ITA","Abruzzo","Chieti",42.35103,14.16755,,0,385588,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,28feb2020,5,2,2020,28,"Abruzzo","Chieti",0,,,0,,,0,0,0,1
"2020-02-29","ITA","Abruzzo","Chieti",42.35103,14.16755,,0,385588,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,29feb2020,6,2,2020,29,"Abruzzo","Chieti",0,,,0,,,0,0,0,1
"2020-03-01","ITA","Abruzzo","Chieti",42.35103,14.16755,,0,385588,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,01mar2020,0,3,2020,1,"Abruzzo","Chieti",0,,,0,,,0,0,0,1
"2020-03-02","ITA","Abruzzo","Chieti",42.35103,14.16755,,0,385588,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,02mar2020,1,3,2020,2,"Abruzzo","Chieti",0,,,0,,,0,0,0,1
"2020-03-03","ITA","Abruzzo","Chieti",42.35103,14.16755,,0,385588,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,03mar2020,2,3,2020,3,"Abruzzo","Chieti",0,,,0,,,0,0,0,1
"2020-03-04","ITA","Abruzzo","Chieti",42.35103,14.16755,,0,385588,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,04mar2020,3,3,2020,4,"Abruzzo","Chieti",0,,,0,,,0,0,0,1
"2020-03-05","ITA","Abruzzo","Chieti",42.35103,14.16755,,2,385588,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,05mar2020,4,3,2020,5,"Abruzzo","Chieti",0,,,0,,,0,0,0,1
"2020-03-06","ITA","Abruzzo","Chieti",42.35103,14.16755,,3,385588,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,06mar2020,5,3,2020,6,"Abruzzo","Chieti",0,,,0,,,0,0,0,1
"2020-03-07","ITA","Abruzzo","Chieti",42.35103,14.16755,,4,385588,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,07mar2020,6,3,2020,7,"Abruzzo","Chieti",0,,,0,,,0,0,0,1
"2020-03-08","ITA","Abruzzo","Chieti",42.35103,14.16755,,4,385588,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,.33,.33,1,1,0,8.33,0,08mar2020,0,3,2020,8,"Abruzzo","Chieti",0,,,0,,,.666,0,1,1
"2020-03-09","ITA","Abruzzo","Chieti",42.35103,14.16755,,7,385588,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,.33,.33,1,1,0,8.33,0,09mar2020,1,3,2020,9,"Abruzzo","Chieti",0,,,0,,,.666,0,1,1
"2020-03-10","ITA","Abruzzo","Chieti",42.35103,14.16755,,9,385588,1,0,0,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.33,.33,1,1,1,9.83,0,10mar2020,2,3,2020,10,"Abruzzo","Chieti",0,,,0,,,.666,.5,1,1
"2020-03-11","ITA","Abruzzo","Chieti",42.35103,14.16755,,14,385588,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,11mar2020,3,3,2020,11,"Abruzzo","Chieti",0,,,0,,,.834,.5,1,1
"2020-03-12","ITA","Abruzzo","Chieti",42.35103,14.16755,20,20,385588,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,12mar2020,4,3,2020,12,"Abruzzo","Chieti",0,2.995732,,0,,,.834,.5,1,1
"2020-03-13","ITA","Abruzzo","Chieti",42.35103,14.16755,23,23,385588,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,13mar2020,5,3,2020,13,"Abruzzo","Chieti",0,3.135494,.1397619,0,,,.834,.5,1,1
"2020-03-14","ITA","Abruzzo","Chieti",42.35103,14.16755,25,25,385588,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,14mar2020,6,3,2020,14,"Abruzzo","Chieti",0,3.218876,.0833817,0,,,.834,.5,1,1
"2020-03-15","ITA","Abruzzo","Chieti",42.35103,14.16755,30,30,385588,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,15mar2020,0,3,2020,15,"Abruzzo","Chieti",0,3.401197,.1823215,0,,,.834,.5,1,1
"2020-03-16","ITA","Abruzzo","Chieti",42.35103,14.16755,38,38,385588,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,16mar2020,1,3,2020,16,"Abruzzo","Chieti",0,3.637586,.2363887,0,,,.834,.5,1,1
"2020-03-17","ITA","Abruzzo","Chieti",42.35103,14.16755,41,41,385588,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,17mar2020,2,3,2020,17,"Abruzzo","Chieti",0,3.713572,.0759859,0,,,.834,.5,1,1
"2020-03-18","ITA","Abruzzo","Chieti",42.35103,14.16755,44,44,385588,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,18mar2020,3,3,2020,18,"Abruzzo","Chieti",0,3.78419,.0706177,0,,,.834,.5,1,1
"2020-03-19","ITA","Abruzzo","Chieti",42.35103,14.16755,69,69,385588,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,19mar2020,4,3,2020,19,"Abruzzo","Chieti",0,4.234107,.4499168,0,,,.834,.5,1,1
"2020-03-20","ITA","Abruzzo","Chieti",42.35103,14.16755,80,80,385588,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,20mar2020,5,3,2020,20,"Abruzzo","Chieti",0,4.382027,.1479201,0,,,.834,.5,1,1
"2020-03-21","ITA","Abruzzo","Chieti",42.35103,14.16755,91,91,385588,1,.5,.5,1,1,1,1,1,1,0,0,.5,.5,0,0,1,1,1,1,1,.67,.67,1,1,1,10.67,0,21mar2020,6,3,2020,21,"Abruzzo","Chieti",0,4.510859,.1288328,0,,,.834,.5,1,1
"2020-03-22","ITA","Abruzzo","Chieti",42.35103,14.16755,102,102,385588,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,22mar2020,0,3,2020,22,"Abruzzo","Chieti",0,4.624973,.1141133,0,,,.934,1,1,1
"2020-03-23","ITA","Abruzzo","Chieti",42.35103,14.16755,129,129,385588,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,.67,.67,1,1,1,11.67,0,23mar2020,1,3,2020,23,"Abruzzo","Chieti",0,4.859812,.2348394,0,,,.934,1,1,1
