adm0_name,adm1_name,adm2_name,date,cum_confirmed_cases,cum_deaths,cum_recoveries,travel_ban_local,home_isolation,emergency_declaration,testing_regime,cum_confirmed_cases_imputed,cum_deaths_imputed,cum_recoveries_imputed,population,pop_is_imputed,active_cases,active_cases_imputed,lat,lon,t,dow,month,year,day,adm2_id,adm1_id,adm12_id,ever_policy1,ever_policy2,ever_policy3,ever_policy,adm1_adm2_name,longest_series,l_active_cases,D_l_active_cases,transmissionrate,D_l_active_cases_raw,testing_regime_change_18jan2020,testing_regime_change_28jan2020,testing_regime_change_06feb2020,testing_regime_change_13feb2020,testing_regime_change_20feb2020,testing_regime_change_05mar2020,sample_avg,day_avg,home_isolation_L0_to_L7,home_isolation_L8_to_L14,home_isolation_L15_to_L21,home_isolation_L22_to_L28,home_isolation_L29_to_L70,travel_ban_local_L0_to_L7,travel_ban_local_L8_to_L14,travel_ban_local_L15_to_L21,travel_ban_local_L22_to_L28,travel_ban_local_L29_to_L70,emergency_declaration_L0_to_L7,emergency_declaration_L8_to_L14,emergency_declaration_L15_to_L21,emergency_declaration_L22_to_L28,emergency_declaration_L29_to_L70
"CHN","Anhui","Anqing","2020-01-10",,0,0,0,0,0,0,0,0,0,6158800,0,,,30.61075,116.5945,10jan2020,5,1,2020,10,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Anqing","2020-01-11",,0,0,0,0,0,0,0,0,0,6158800,0,,,30.61075,116.5945,11jan2020,6,1,2020,11,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Anqing","2020-01-12",,0,0,0,0,0,0,0,0,0,6158800,0,,,30.61075,116.5945,12jan2020,0,1,2020,12,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Anqing","2020-01-13",,0,0,0,0,0,0,0,0,0,6158800,0,,,30.61075,116.5945,13jan2020,1,1,2020,13,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Anqing","2020-01-14",,0,0,0,0,0,0,0,0,0,6158800,0,,,30.61075,116.5945,14jan2020,2,1,2020,14,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Anqing","2020-01-15",,0,0,0,0,0,0,0,0,0,6158800,0,,,30.61075,116.5945,15jan2020,3,1,2020,15,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Anqing","2020-01-16",,0,0,0,0,0,0,0,0,0,6158800,0,,0,30.61075,116.5945,16jan2020,4,1,2020,16,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Anqing","2020-01-17",,0,0,0,0,0,0,0,0,0,6158800,0,,0,30.61075,116.5945,17jan2020,5,1,2020,17,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Anqing","2020-01-18",,0,0,0,0,0,1,0,0,0,6158800,0,,0,30.61075,116.5945,18jan2020,6,1,2020,18,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,1,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Anqing","2020-01-19",,0,0,0,0,0,1,0,0,0,6158800,0,,0,30.61075,116.5945,19jan2020,0,1,2020,19,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Anqing","2020-01-20",,0,0,0,0,0,1,0,0,0,6158800,0,,0,30.61075,116.5945,20jan2020,1,1,2020,20,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Anqing","2020-01-21",,0,0,0,0,0,1,0,0,0,6158800,0,,0,30.61075,116.5945,21jan2020,2,1,2020,21,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Anqing","2020-01-22",,0,0,0,0,0,1,0,0,0,6158800,0,,0,30.61075,116.5945,22jan2020,3,1,2020,22,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Anqing","2020-01-23",,0,0,0,0,0,1,0,0,0,6158800,0,,0,30.61075,116.5945,23jan2020,4,1,2020,23,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Anqing","2020-01-24",,0,0,0,0,1,1,1,0,0,6158800,0,,1,30.61075,116.5945,24jan2020,5,1,2020,24,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CHN","Anhui","Anqing","2020-01-25",,0,0,0,0,1,1,4,0,0,6158800,0,,4,30.61075,116.5945,25jan2020,6,1,2020,25,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CHN","Anhui","Anqing","2020-01-26",,0,0,0,0,1,1,5,0,0,6158800,0,,5,30.61075,116.5945,26jan2020,0,1,2020,26,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CHN","Anhui","Anqing","2020-01-27",,0,0,1,0,1,1,8,0,0,6158800,0,,8,30.61075,116.5945,27jan2020,1,1,2020,27,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"CHN","Anhui","Anqing","2020-01-28",,0,0,1,0,1,2,8,0,0,6158800,0,,8,30.61075,116.5945,28jan2020,2,1,2020,28,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,0,1,0,0,0,0,.0572363,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"CHN","Anhui","Anqing","2020-01-29",14,0,0,1,0,1,2,14,0,0,6158800,0,14,14,30.61075,116.5945,29jan2020,3,1,2020,29,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,2.639057,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"CHN","Anhui","Anqing","2020-01-30",18,0,0,1,0,1,2,18,0,0,6158800,0,18,18,30.61075,116.5945,30jan2020,4,1,2020,30,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,2.890372,.2513144,.2857143,.2513144,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"CHN","Anhui","Anqing","2020-01-31",18,0,0,1,0,1,2,18,0,0,6158800,0,18,18,30.61075,116.5945,31jan2020,5,1,2020,31,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,2.890372,,0,0,0,0,0,0,0,0,.0572363,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"CHN","Anhui","Anqing","2020-02-01",31,0,0,1,0,1,2,31,0,0,6158800,0,31,31,30.61075,116.5945,01feb2020,6,2,2020,1,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,3.433987,.5436153,.7222222,.5436153,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CHN","Anhui","Anqing","2020-02-02",43,0,0,1,0,1,2,43,0,0,6158800,0,43,43,30.61075,116.5945,02feb2020,0,2,2020,2,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,3.7612,.327213,.3870968,.327213,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CHN","Anhui","Anqing","2020-02-03",47,0,0,1,0,1,2,47,0,0,6158800,0,47,47,30.61075,116.5945,03feb2020,1,2,2020,3,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,3.850147,.0889473,.0930233,.0889473,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CHN","Anhui","Anqing","2020-02-04",55,0,3,1,0,1,2,55,0,3,6158800,0,52,52,30.61075,116.5945,04feb2020,2,2,2020,4,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,3.951244,.1010962,.1702128,.1010962,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CHN","Anhui","Anqing","2020-02-05",56,0,3,1,0,1,2,56,0,3,6158800,0,53,53,30.61075,116.5945,05feb2020,3,2,2020,5,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,3.970292,.0192308,.0192308,.0190482,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CHN","Anhui","Anqing","2020-02-06",60,0,3,1,0,1,3,60,0,3,6158800,0,57,57,30.61075,116.5945,06feb2020,4,2,2020,6,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,4.043051,.0727594,.0754717,.0727594,0,0,1,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CHN","Anhui","Anqing","2020-02-07",66,0,6,1,1,1,3,66,0,6,6158800,0,60,60,30.61075,116.5945,07feb2020,5,2,2020,7,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,4.094345,.0512934,.1052632,.0512934,0,0,0,0,0,0,,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CHN","Anhui","Anqing","2020-02-08",71,0,6,1,1,1,3,71,0,6,6158800,0,65,65,30.61075,116.5945,08feb2020,6,2,2020,8,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,4.174387,.0800428,.0833333,.0800428,0,0,0,0,0,0,,,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CHN","Anhui","Anqing","2020-02-09",75,0,12,1,1,1,3,75,0,12,6158800,0,63,63,30.61075,116.5945,09feb2020,0,2,2020,9,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,4.143135,.0615385,.0615385,-.0312529,0,0,0,0,0,0,,,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CHN","Anhui","Anqing","2020-02-10",78,0,15,1,1,1,3,78,0,15,6158800,0,63,63,30.61075,116.5945,10feb2020,1,2,2020,10,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,4.143135,.047619,.047619,0,0,0,0,0,0,0,,,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CHN","Anhui","Anqing","2020-02-11",80,0,15,1,1,1,3,80,0,15,6158800,0,65,65,30.61075,116.5945,11feb2020,2,2,2020,11,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,4.174387,.031746,.031746,.0312529,0,0,0,0,0,0,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"CHN","Anhui","Anqing","2020-02-12",80,0,15,1,1,1,3,80,0,15,6158800,0,65,65,30.61075,116.5945,12feb2020,3,2,2020,12,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,4.174387,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"CHN","Anhui","Anqing","2020-02-13",80,0,29,1,1,1,4,80,0,29,6158800,0,51,51,30.61075,116.5945,13feb2020,4,2,2020,13,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,3.931826,0,0,-.2425618,0,0,0,1,0,0,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"CHN","Anhui","Anqing","2020-02-14",81,0,32,1,1,1,4,81,0,32,6158800,0,49,49,30.61075,116.5945,14feb2020,5,2,2020,14,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,3.89182,.0196078,.0196078,-.0400054,0,0,0,0,0,0,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"CHN","Anhui","Anqing","2020-02-15",82,0,33,1,1,1,4,82,0,33,6158800,0,49,49,30.61075,116.5945,15feb2020,6,2,2020,15,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,3.89182,.0204082,.0204082,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"CHN","Anhui","Anqing","2020-02-16",82,0,34,1,1,1,4,82,0,34,6158800,0,48,48,30.61075,116.5945,16feb2020,0,2,2020,16,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,3.871201,0,0,-.0206192,0,0,0,0,0,0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"CHN","Anhui","Anqing","2020-02-17",83,0,34,1,1,1,4,83,0,34,6158800,0,49,49,30.61075,116.5945,17feb2020,1,2,2020,17,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,3.89182,.0208333,.0208333,.0206192,0,0,0,0,0,0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"CHN","Anhui","Anqing","2020-02-18",83,0,39,1,1,1,4,83,0,39,6158800,0,44,44,30.61075,116.5945,18feb2020,2,2,2020,18,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,3.78419,0,0,-.1076305,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"CHN","Anhui","Anqing","2020-02-19",83,0,44,1,1,1,4,83,0,44,6158800,0,39,39,30.61075,116.5945,19feb2020,3,2,2020,19,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,3.663562,0,0,-.1206281,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"CHN","Anhui","Anqing","2020-02-20",83,0,53,1,1,1,5,83,0,53,6158800,0,30,30,30.61075,116.5945,20feb2020,4,2,2020,20,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,3.401197,0,0,-.2623641,0,0,0,0,1,0,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"CHN","Anhui","Anqing","2020-02-21",83,0,55,1,1,1,5,83,0,55,6158800,0,28,28,30.61075,116.5945,21feb2020,5,2,2020,21,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,3.332205,0,0,-.0689929,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"CHN","Anhui","Anqing","2020-02-22",83,0,61,1,1,1,5,83,0,61,6158800,0,22,22,30.61075,116.5945,22feb2020,6,2,2020,22,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,3.091043,0,0,-.2411621,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"CHN","Anhui","Anqing","2020-02-23",83,0,65,1,1,1,5,83,0,65,6158800,0,18,18,30.61075,116.5945,23feb2020,0,2,2020,23,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,2.890372,0,0,-.2006707,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"CHN","Anhui","Anqing","2020-02-24",83,0,69,1,1,1,5,83,0,69,6158800,0,14,14,30.61075,116.5945,24feb2020,1,2,2020,24,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,2.639057,0,0,-.2513144,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"CHN","Anhui","Anqing","2020-02-25",83,0,69,1,1,1,5,83,0,69,6158800,0,14,14,30.61075,116.5945,25feb2020,2,2,2020,25,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,2.639057,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"CHN","Anhui","Anqing","2020-02-26",83,0,74,1,1,1,5,83,0,74,6158800,0,9,9,30.61075,116.5945,26feb2020,3,2,2020,26,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,2.197225,0,0,-.4418328,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"CHN","Anhui","Anqing","2020-02-27",83,0,79,1,1,1,5,83,0,79,6158800,0,4,4,30.61075,116.5945,27feb2020,4,2,2020,27,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,1.386294,0,0,-.8109303,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"CHN","Anhui","Anqing","2020-02-28",83,0,79,1,1,1,5,83,0,79,6158800,0,4,4,30.61075,116.5945,28feb2020,5,2,2020,28,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,1.386294,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"CHN","Anhui","Anqing","2020-02-29",83,0,80,1,1,1,5,83,0,80,6158800,0,3,3,30.61075,116.5945,29feb2020,6,2,2020,29,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,1.098612,0,0,-.2876821,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"CHN","Anhui","Anqing","2020-03-01",83,0,82,1,1,1,5,83,0,82,6158800,0,1,1,30.61075,116.5945,01mar2020,0,3,2020,1,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,0,0,0,-1.098612,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"CHN","Anhui","Anqing","2020-03-02",83,0,82,1,1,1,5,83,0,82,6158800,0,1,1,30.61075,116.5945,02mar2020,1,3,2020,2,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"CHN","Anhui","Anqing","2020-03-03",83,0,82,1,1,1,5,83,0,82,6158800,0,1,1,30.61075,116.5945,03mar2020,2,3,2020,3,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"CHN","Anhui","Anqing","2020-03-04",83,0,83,1,1,1,5,83,0,83,6158800,0,0,0,30.61075,116.5945,04mar2020,3,3,2020,4,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,0,,0,0,0,0,0,0,.0572363,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"CHN","Anhui","Anqing","2020-03-05",83,0,83,1,1,1,6,83,0,83,6158800,0,0,0,30.61075,116.5945,05mar2020,4,3,2020,5,"Anqing","Anhui",1003,1,1,1,2,"Anqing, Anhui",0,,,,,0,0,0,0,0,1,.0572363,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"CHN","Anhui","Bengbu","2020-01-10",,0,0,0,0,0,0,0,0,0,3606400,0,,,33.1118,117.3274,10jan2020,5,1,2020,10,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-11",,0,0,0,0,0,0,0,0,0,3606400,0,,,33.1118,117.3274,11jan2020,6,1,2020,11,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-12",,0,0,0,0,0,0,0,0,0,3606400,0,,,33.1118,117.3274,12jan2020,0,1,2020,12,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-13",,0,0,0,0,0,0,0,0,0,3606400,0,,,33.1118,117.3274,13jan2020,1,1,2020,13,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-14",,0,0,0,0,0,0,0,0,0,3606400,0,,,33.1118,117.3274,14jan2020,2,1,2020,14,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-15",,0,0,0,0,0,0,0,0,0,3606400,0,,,33.1118,117.3274,15jan2020,3,1,2020,15,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-16",,0,0,0,0,0,0,0,0,0,3606400,0,,0,33.1118,117.3274,16jan2020,4,1,2020,16,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-17",,0,0,0,0,0,0,0,0,0,3606400,0,,0,33.1118,117.3274,17jan2020,5,1,2020,17,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-18",,0,0,0,0,0,1,0,0,0,3606400,0,,0,33.1118,117.3274,18jan2020,6,1,2020,18,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,1,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-19",,0,0,0,0,0,1,0,0,0,3606400,0,,0,33.1118,117.3274,19jan2020,0,1,2020,19,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-20",,0,0,0,0,0,1,0,0,0,3606400,0,,0,33.1118,117.3274,20jan2020,1,1,2020,20,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-21",,0,0,0,0,0,1,0,0,0,3606400,0,,0,33.1118,117.3274,21jan2020,2,1,2020,21,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-22",,0,0,0,0,0,1,0,0,0,3606400,0,,0,33.1118,117.3274,22jan2020,3,1,2020,22,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-23",,0,0,0,0,0,1,0,0,0,3606400,0,,0,33.1118,117.3274,23jan2020,4,1,2020,23,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-24",,0,0,0,0,1,1,1,0,0,3606400,0,,1,33.1118,117.3274,24jan2020,5,1,2020,24,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-25",,0,0,0,0,1,1,1,0,0,3606400,0,,1,33.1118,117.3274,25jan2020,6,1,2020,25,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-26",,0,0,0,0,1,1,1,0,0,3606400,0,,1,33.1118,117.3274,26jan2020,0,1,2020,26,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-27",,0,0,1,0,1,1,3,0,0,3606400,0,,3,33.1118,117.3274,27jan2020,1,1,2020,27,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-28",,0,0,1,0,1,2,3,0,0,3606400,0,,3,33.1118,117.3274,28jan2020,2,1,2020,28,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,1,0,0,0,0,.0572363,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-29",,0,0,1,0,1,2,3,0,0,3606400,0,,3,33.1118,117.3274,29jan2020,3,1,2020,29,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-30",,0,0,1,0,1,2,8,0,0,3606400,0,,8,33.1118,117.3274,30jan2020,4,1,2020,30,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"CHN","Anhui","Bengbu","2020-01-31",15,0,0,1,0,1,2,15,0,0,3606400,0,15,15,33.1118,117.3274,31jan2020,5,1,2020,31,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,2.70805,,,,0,0,0,0,0,0,.0572363,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"CHN","Anhui","Bengbu","2020-02-01",16,0,0,1,0,1,2,16,0,0,3606400,0,16,16,33.1118,117.3274,01feb2020,6,2,2020,1,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,2.772589,.0645385,.0666667,.0645385,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CHN","Anhui","Bengbu","2020-02-02",26,0,0,1,1,1,2,26,0,0,3606400,0,26,26,33.1118,117.3274,02feb2020,0,2,2020,2,"Bengbu","Anhui",1020,1,1,1,2,"Bengbu, Anhui",0,3.258096,.4855077,.625,.4855077,0,0,0,0,0,0,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
