adm0_name,adm1_id,adm1_name,date,cum_confirmed_cases,cum_confirmed_cases_imputed,population,cum_hospitalized,event_cancel,event_cancel_popwt,home_isolation,home_isolation_popwt,no_gathering_inside,no_gathering_inside_popwt,social_distance,social_distance_popwt,social_distance_opt,business_closure,no_gathering,no_gathering_size,school_closure,school_closure_popwt,t,dow,month,year,day,longest_series,l_cum_confirmed_cases,D_l_cum_confirmed_cases,l_cum_hospitalized,D_l_cum_hospitalized,sample_avg,day_avg,testing_regime_15mar2020,national_lockdown,no_gathering_5000,no_gathering_1000,no_gathering_100,pck_social_distance
"France",28,"Normandie","2020-04-06",,,3303500,672,0,0,1,1,1,.2093092,1,.6046546,0,1,1,100,1,1,22011,1,4,2020,6,0,,,6.510258,.0225739,,,0,1,1,1,1,.8
"France",32,"HautsdeFrance","2020-02-29",,17,5962662,0,0,0,0,0,0,0,0,0,0,0,1,5000,1,.1383739,21974,6,2,2020,29,0,,,,,,,0,0,1,0,0,0
"France",32,"HautsdeFrance","2020-03-01",,23,5962662,3,0,0,0,0,0,0,0,0,0,0,1,5000,1,.2767479,21975,0,3,2020,1,0,,,1.098612,,,,0,0,1,0,0,0
"France",32,"HautsdeFrance","2020-03-02",45,45,5962662,8,0,0,0,0,0,0,0,0,0,0,1,5000,1,.2767479,21976,1,3,2020,2,0,3.806663,,2.079442,.9808292,,,0,0,1,0,0,0
"France",32,"HautsdeFrance","2020-03-03",59,59,5962662,9,1,.1383739,0,0,0,0,0,0,0,0,1,5000,1,.2767479,21977,2,3,2020,3,0,4.077538,.270875,2.197225,.1177831,.2057971,,0,0,1,0,0,.2
"France",32,"HautsdeFrance","2020-03-04",65,65,5962662,10,1,.1383739,0,0,0,0,0,0,0,0,1,5000,1,.2767479,21978,3,3,2020,4,0,4.174387,.0968499,2.302585,.1053605,.2057971,,0,0,1,0,0,.2
"France",32,"HautsdeFrance","2020-03-05",74,74,5962662,13,1,.1383739,0,0,0,0,0,0,0,0,1,5000,1,.2767479,21979,4,3,2020,5,0,4.304065,.1296778,2.564949,.2623641,.2057971,,0,0,1,0,0,.2
"France",32,"HautsdeFrance","2020-03-06",97,97,5962662,15,1,.1383739,0,0,0,0,0,0,0,0,1,5000,1,.7109479,21980,5,3,2020,6,0,4.574711,.2706456,2.70805,.143101,.2057971,,0,0,1,0,0,.2
"France",32,"HautsdeFrance","2020-03-07",173,173,5962662,18,1,.1383739,0,0,0,0,0,0,0,0,1,5000,1,.7109479,21981,6,3,2020,7,0,5.153292,.5785809,2.890372,.1823215,.2057971,,0,0,1,0,0,.2
"France",32,"HautsdeFrance","2020-03-08",173,173,5962662,21,1,.1383739,0,0,0,0,0,0,0,0,1,1000,1,1,21982,0,3,2020,8,0,5.153292,0,3.044523,.1541507,.2057971,,0,0,1,1,0,.4
"France",32,"HautsdeFrance","2020-03-09",181,181,5962662,27,1,.1383739,0,0,1,.1383739,0,0,0,0,1,1000,1,1,21983,1,3,2020,9,0,5.198497,.0452051,3.295837,.2513144,.2057971,,0,0,1,1,0,.6
"France",32,"HautsdeFrance","2020-03-10",209,209,5962662,37,1,.1383739,0,0,1,.1383739,0,0,0,0,1,1000,1,1,21984,2,3,2020,10,0,5.342334,.1438375,3.610918,.3150809,.2057971,,0,0,1,1,0,.6
"France",32,"HautsdeFrance","2020-03-11",263,263,5962662,50,1,.1383739,0,0,1,.1383739,.5,.5,0,0,1,1000,1,1,21985,3,3,2020,11,0,5.572154,.2298198,3.912023,.3011053,.2057971,,0,0,1,1,0,.7
"France",32,"HautsdeFrance","2020-03-12",349,349,5962662,60,1,.1383739,0,0,1,.1383739,.5,.5,0,0,1,1000,1,1,21986,4,3,2020,12,0,5.855072,.282918,4.094345,.1823215,.2057971,,0,0,1,1,0,.7
"France",32,"HautsdeFrance","2020-03-13",417,417,5962662,80,1,.1383739,0,0,1,.1383739,.5,.5,0,0,1,100,1,1,21987,5,3,2020,13,0,6.033086,.1780143,4.382027,.2876821,.2057971,,0,0,1,1,1,.9
"France",32,"HautsdeFrance","2020-03-14",466,466,5962662,100,1,.1383739,0,0,1,.1383739,.5,.5,0,0,1,100,1,1,21988,6,3,2020,14,0,6.144186,.1110992,4.60517,.2231436,.2057971,,0,0,1,1,1,.9
"France",32,"HautsdeFrance","2020-03-15",507,507,5962662,120,1,.1383739,0,0,1,.1383739,.5,.5,0,1,1,100,1,1,21989,0,3,2020,15,0,6.228511,.0843253,4.787492,.1823215,.2057971,,1,.5,1,1,1,.9
"France",32,"HautsdeFrance","2020-03-16",585,585,5962662,153,1,.1383739,0,0,1,.1383739,.5,.5,0,1,1,100,1,1,21990,1,3,2020,16,0,6.371612,.1431012,5.030438,.2429461,.2057971,,0,.5,1,1,1,.9
"France",32,"HautsdeFrance","2020-03-17",612,612,5962662,195,1,.1383739,.8,.8,1,.1383739,.5,.5,0,1,1,100,1,1,21991,2,3,2020,17,0,6.416732,.0451202,5.273,.2425618,.2057971,,0,.9,1,1,1,.9
"France",32,"HautsdeFrance","2020-03-18",665,665,5962662,245,1,.1383739,.8,.8,1,.1383739,.5,.5,0,1,1,100,1,1,21992,3,3,2020,18,0,6.499787,.0830545,5.501258,.2282586,.2057971,,0,.9,1,1,1,.9
"France",32,"HautsdeFrance","2020-03-19",700,700,5962662,295,1,.1383739,.8,.8,1,.1383739,.5,.5,0,1,1,100,1,1,21993,4,3,2020,19,0,6.55108,.0512934,5.686975,.1857171,.2057971,,0,.9,1,1,1,.9
"France",32,"HautsdeFrance","2020-03-20",759,759,5962662,353,1,.1383739,.8,.8,1,.1383739,.5,.5,0,1,1,100,1,1,21994,5,3,2020,20,0,6.632002,.0809216,5.866468,.1794925,.2057971,,0,.9,1,1,1,.9
"France",32,"HautsdeFrance","2020-03-21",791,791,5962662,405,1,.1383739,.8,.8,1,.1383739,.5,.5,0,1,1,100,1,1,21995,6,3,2020,21,0,6.673298,.041296,6.003887,.1374192,.2057971,,0,.9,1,1,1,.9
"France",32,"HautsdeFrance","2020-03-22",936,936,5962662,453,1,.1383739,.8,.8,1,.1383739,.5,.5,0,1,1,100,1,1,21996,0,3,2020,22,0,6.841616,.1683178,6.115892,.1120048,.2057971,,0,.9,1,1,1,.9
"France",32,"HautsdeFrance","2020-03-23",1269,1269,5962662,565,1,.1383739,1,1,1,.1383739,.5,.5,0,1,1,100,1,1,21997,1,3,2020,23,0,7.145985,.304369,6.336826,.2209339,.2057971,,0,1,1,1,1,.9
"France",32,"HautsdeFrance","2020-03-24",1532,1532,5962662,663,1,.1383739,1,1,1,.1383739,.5,.5,0,1,1,100,1,1,21998,2,3,2020,24,0,7.334329,.1883445,6.496775,.1599493,.2057971,,0,1,1,1,1,.9
"France",32,"HautsdeFrance","2020-03-25",1753,1753,5962662,770,1,.1383739,1,1,1,.1383739,.5,.5,0,1,1,100,1,1,21999,3,3,2020,25,0,7.469084,.1347547,6.64639,.1496153,.2057971,,0,1,1,1,1,.9
"France",32,"HautsdeFrance","2020-03-26",,,5962662,894,1,.1383739,1,1,1,.1383739,.5,.5,0,1,1,100,1,1,22000,4,3,2020,26,0,,,6.795706,.1493154,,,0,1,1,1,1,.9
"France",32,"HautsdeFrance","2020-03-27",,,5962662,1032,1,.1383739,1,1,1,.1383739,.5,.5,0,1,1,100,1,1,22001,5,3,2020,27,0,,,6.939254,.143548,,,0,1,1,1,1,.9
"France",32,"HautsdeFrance","2020-03-28",,,5962662,1146,1,.1383739,1,1,1,.1383739,.5,.5,0,1,1,100,1,1,22002,6,3,2020,28,0,,,7.044033,.1047792,,,0,1,1,1,1,.9
"France",32,"HautsdeFrance","2020-03-29",,,5962662,1241,1,.1383739,1,1,1,.1383739,.5,.5,0,1,1,100,1,1,22003,0,3,2020,29,0,,,7.123673,.0796399,,,0,1,1,1,1,.9
"France",32,"HautsdeFrance","2020-03-30",,,5962662,1378,1,.1383739,1,1,1,.1383739,.5,.5,0,1,1,100,1,1,22004,1,3,2020,30,0,,,7.228388,.1047153,,,0,1,1,1,1,.9
"France",32,"HautsdeFrance","2020-03-31",,,5962662,1492,1,.1383739,1,1,1,.1383739,.5,.5,0,1,1,100,1,1,22005,2,3,2020,31,0,,,7.307873,.0794845,,,0,1,1,1,1,.9
"France",32,"HautsdeFrance","2020-04-01",,,5962662,1583,1,.1383739,1,1,1,.1383739,.5,.5,0,1,1,100,1,1,22006,3,4,2020,1,0,,,7.367077,.0592041,,,0,1,1,1,1,.9
"France",32,"HautsdeFrance","2020-04-02",,,5962662,1689,1,.1383739,1,1,1,.1383739,.5,.5,0,1,1,100,1,1,22007,4,4,2020,2,0,,,7.431892,.064815,,,0,1,1,1,1,.9
"France",32,"HautsdeFrance","2020-04-03",,,5962662,1803,1,.1383739,1,1,1,.1383739,.5,.5,0,1,1,100,1,1,22008,5,4,2020,3,0,,,7.497207,.0653152,,,0,1,1,1,1,.9
"France",32,"HautsdeFrance","2020-04-04",,,5962662,1886,1,.1383739,1,1,1,.1383739,.5,.5,0,1,1,100,1,1,22009,6,4,2020,4,0,,,7.542213,.0450063,,,0,1,1,1,1,.9
"France",32,"HautsdeFrance","2020-04-05",,,5962662,1956,1,.1383739,1,1,1,.1383739,.5,.5,0,1,1,100,1,1,22010,0,4,2020,5,0,,,7.578657,.0364432,,,0,1,1,1,1,.9
"France",32,"HautsdeFrance","2020-04-06",,,5962662,2013,1,.1383739,1,1,1,.1383739,.5,.5,0,1,1,100,1,1,22011,1,4,2020,6,0,,,7.607381,.0287247,,,0,1,1,1,1,.9
"France",44,"GrandEst","2020-02-29",,2,5511747,1,0,0,0,0,0,0,0,0,0,0,1,5000,0,0,21974,6,2,2020,29,0,,,0,,,,0,0,1,0,0,0
"France",44,"GrandEst","2020-03-01",,5,5511747,1,0,0,0,0,0,0,0,0,0,0,1,5000,0,0,21975,0,3,2020,1,0,,,0,0,,,0,0,1,0,0,0
"France",44,"GrandEst","2020-03-02",12,12,5511747,2,0,0,0,0,0,0,0,0,0,0,1,5000,0,0,21976,1,3,2020,2,0,2.484907,,.6931472,.6931472,,,0,0,1,0,0,0
"France",44,"GrandEst","2020-03-03",13,13,5511747,4,0,0,0,0,0,0,0,0,0,0,1,5000,0,0,21977,2,3,2020,3,0,2.564949,.0800426,1.386294,.6931472,.2057971,,0,0,1,0,0,0
"France",44,"GrandEst","2020-03-04",38,38,5511747,8,0,0,0,0,0,0,0,0,0,0,1,5000,1,.1384686,21978,3,3,2020,4,0,3.637586,1.072637,2.079442,.6931472,.2057971,,0,0,1,0,0,0
"France",44,"GrandEst","2020-03-05",77,77,5511747,16,0,0,0,0,0,0,0,0,0,0,1,5000,1,.1384686,21979,4,3,2020,5,0,4.343805,.7062192,2.772589,.6931472,.2057971,,0,0,1,0,0,0
"France",44,"GrandEst","2020-03-06",136,136,5511747,30,1,.1384686,0,0,1,.1384686,.5,.1384686,0,0,1,5000,1,.1384686,21980,5,3,2020,6,0,4.912655,.5688496,3.401197,.6286087,.2057971,,0,0,1,0,0,.5
"France",44,"GrandEst","2020-03-07",250,250,5511747,53,1,.1384686,0,0,1,.1384686,.5,.1384686,0,0,1,5000,1,1,21981,6,3,2020,7,0,5.521461,.6088061,3.970292,.5690944,.2057971,,0,0,1,0,0,.5
"France",44,"GrandEst","2020-03-08",250,250,5511747,66,1,.1384686,0,0,1,.1384686,.5,.1384686,0,0,1,1000,1,1,21982,0,3,2020,8,0,5.521461,0,4.189655,.219363,.2057971,,0,0,1,1,0,.7
"France",44,"GrandEst","2020-03-09",310,310,5511747,86,1,.1384686,0,0,1,.1384686,.5,.1384686,0,0,1,1000,1,1,21983,1,3,2020,9,0,5.736572,.2151113,4.454347,.2646923,.2057971,,0,0,1,1,0,.7
"France",44,"GrandEst","2020-03-10",464,464,5511747,116,1,.1384686,0,0,1,.1384686,.5,.1384686,0,0,1,1000,1,1,21984,2,3,2020,10,0,6.139884,.4033122,4.75359,.299243,.2057971,,0,0,1,1,0,.7
"France",44,"GrandEst","2020-03-11",578,578,5511747,152,1,.1384686,0,0,1,.1384686,1,.6384686,0,0,1,1000,1,1,21985,3,3,2020,11,0,6.359574,.2196894,5.02388,.2702904,.2057971,,0,0,1,1,0,.8
"France",44,"GrandEst","2020-03-12",699,699,5511747,181,1,.1384686,0,0,1,.1384686,1,.6384686,0,0,1,1000,1,1,21986,4,3,2020,12,0,6.549651,.1900768,5.198497,.1746163,.2057971,,0,0,1,1,0,.8
"France",44,"GrandEst","2020-03-13",911,911,5511747,238,1,.1384686,0,0,1,.1384686,1,.6384686,0,0,1,100,1,1,21987,5,3,2020,13,0,6.814543,.2648921,5.47227,.2737737,.2057971,,0,0,1,1,1,1
"France",44,"GrandEst","2020-03-14",1085,1085,5511747,301,1,.1384686,0,0,1,.3439583,1,.6384686,0,0,1,100,1,1,21988,6,3,2020,14,0,6.989335,.1747923,5.70711,.2348399,.2057971,,0,0,1,1,1,1
"France",44,"GrandEst","2020-03-15",1378,1378,5511747,378,1,.1384686,0,0,1,.3439583,1,.6384686,0,1,1,100,1,1,21989,0,3,2020,15,0,7.228388,.2390532,5.934894,.2277837,.2057971,,1,.5,1,1,1,1
"France",44,"GrandEst","2020-03-16",1543,1543,5511747,503,1,.1384686,0,0,1,.3439583,1,.6384686,0,1,1,100,1,1,21990,1,3,2020,16,0,7.341484,.1130958,6.22059,.285696,.2057971,,0,.5,1,1,1,1
"France",44,"GrandEst","2020-03-17",1820,1820,5511747,605,1,.1384686,.8,.8,1,.3439583,1,.6384686,0,1,1,100,1,1,21991,2,3,2020,17,0,7.506592,.1651077,6.405229,.1846385,.2057971,,0,.9,1,1,1,1
"France",44,"GrandEst","2020-03-18",2163,2163,5511747,753,1,.1384686,.8,.8,1,.3439583,1,.6384686,0,1,1,100,1,1,21992,3,3,2020,18,0,7.679251,.1726594,6.624065,.2188368,.2057971,,0,.9,1,1,1,1
"France",44,"GrandEst","2020-03-19",2643,2643,5511747,899,1,.1384686,.8,.8,1,.3439583,1,.6384686,0,1,1,100,1,1,21993,4,3,2020,19,0,7.87967,.2004189,6.801283,.1772175,.2057971,,0,.9,1,1,1,1
"France",44,"GrandEst","2020-03-20",3006,3006,5511747,1111,1,.1384686,.8,.8,1,.3439583,1,.6384686,0,1,1,100,1,1,21994,5,3,2020,20,0,8.008366,.1286955,7.013016,.2117329,.2057971,,0,.9,1,1,1,1
"France",44,"GrandEst","2020-03-21",3089,3089,5511747,1301,1,.1384686,.8,.8,1,.3439583,1,.6384686,0,1,1,100,1,1,21995,6,3,2020,21,0,8.035603,.0272369,7.170888,.1578727,.2057971,,0,.9,1,1,1,1
"France",44,"GrandEst","2020-03-22",3395,3395,5511747,1508,1,.1384686,.8,.8,1,.3439583,1,.6384686,0,1,1,100,1,1,21996,0,3,2020,22,0,8.130059,.0944567,7.31854,.1476512,.2057971,,0,.9,1,1,1,1
"France",44,"GrandEst","2020-03-23",4256,4256,5511747,1871,1,.1384686,1,1,1,.3439583,1,.6384686,0,1,1,100,1,1,21997,1,3,2020,23,0,8.356085,.2260256,7.534228,.2156887,.2057971,,0,1,1,1,1,1
"France",44,"GrandEst","2020-03-24",4922,4922,5511747,2157,1,.1384686,1,1,1,.3439583,1,.6384686,0,1,1,100,1,1,21998,2,3,2020,24,0,8.501471,.1453857,7.676474,.1422453,.2057971,,0,1,1,1,1,1
"France",44,"GrandEst","2020-03-25",5479,5479,5511747,2437,1,.1384686,1,1,1,.3439583,1,.6384686,0,1,1,100,1,1,21999,3,3,2020,25,0,8.608678,.1072073,7.798523,.1220493,.2057971,,0,1,1,1,1,1
"France",44,"GrandEst","2020-03-26",,,5511747,2738,1,.1384686,1,1,1,.3439583,1,.6384686,0,1,1,100,1,1,22000,4,3,2020,26,0,,,7.914983,.1164598,,,0,1,1,1,1,1
"France",44,"GrandEst","2020-03-27",,,5511747,3088,1,.1384686,1,1,1,.3439583,1,.6384686,0,1,1,100,1,1,22001,5,3,2020,27,0,,,8.035279,.1202965,,,0,1,1,1,1,1
"France",44,"GrandEst","2020-03-28",,,5511747,3362,1,.1384686,1,1,1,.3439583,1,.6384686,0,1,1,100,1,1,22002,6,3,2020,28,0,,,8.120292,.0850124,,,0,1,1,1,1,1
"France",44,"GrandEst","2020-03-29",,,5511747,3564,1,.1384686,1,1,1,.3439583,1,.6384686,0,1,1,100,1,1,22003,0,3,2020,29,0,,,8.178638,.0583467,,,0,1,1,1,1,1
"France",44,"GrandEst","2020-03-30",,,5511747,3887,1,.1384686,1,1,1,.3439583,1,.6384686,0,1,1,100,1,1,22004,1,3,2020,30,0,,,8.265393,.0867548,,,0,1,1,1,1,1
"France",44,"GrandEst","2020-03-31",,,5511747,4150,1,.1384686,1,1,1,.3439583,1,.6384686,0,1,1,100,1,1,22005,2,3,2020,31,0,,,8.330864,.0654707,,,0,1,1,1,1,1
"France",44,"GrandEst","2020-04-01",,,5511747,4370,1,.1384686,1,1,1,.3439583,1,.6384686,0,1,1,100,1,1,22006,3,4,2020,1,0,,,8.382518,.0516539,,,0,1,1,1,1,1
"France",44,"GrandEst","2020-04-02",,,5511747,4590,1,.1384686,1,1,1,.3439583,1,.6384686,0,1,1,100,1,1,22007,4,4,2020,2,0,,,8.431635,.0491171,,,0,1,1,1,1,1
"France",44,"GrandEst","2020-04-03",,,5511747,4831,1,.1384686,1,1,1,.3439583,1,.6384686,0,1,1,100,1,1,22008,5,4,2020,3,0,,,8.482809,.0511742,,,0,1,1,1,1,1
"France",44,"GrandEst","2020-04-04",,,5511747,4976,1,.1384686,1,1,1,.3439583,1,.6384686,0,1,1,100,1,1,22009,6,4,2020,4,0,,,8.512382,.0295725,,,0,1,1,1,1,1
"France",44,"GrandEst","2020-04-05",,,5511747,5079,1,.1384686,1,1,1,.3439583,1,.6384686,0,1,1,100,1,1,22010,0,4,2020,5,0,,,8.532869,.0204878,,,0,1,1,1,1,1
"France",44,"GrandEst","2020-04-06",,,5511747,5221,1,.1384686,1,1,1,.3439583,1,.6384686,0,1,1,100,1,1,22011,1,4,2020,6,0,,,8.560444,.0275745,,,0,1,1,1,1,1
"France",52,"PaysdelaLoire","2020-02-29",,2,3801797,0,0,0,0,0,0,0,0,0,0,0,1,5000,0,0,21974,6,2,2020,29,0,,,,,,,0,0,1,0,0,0
"France",52,"PaysdelaLoire","2020-03-01",,3,3801797,0,0,0,0,0,0,0,0,0,0,0,1,5000,0,0,21975,0,3,2020,1,0,,,,,,,0,0,1,0,0,0
"France",52,"PaysdelaLoire","2020-03-06",16,16,3801797,48,0,0,0,0,0,0,0,0,0,0,1,5000,0,0,21980,5,3,2020,6,0,2.772589,,3.871201,,,,0,0,1,0,0,0
"France",52,"PaysdelaLoire","2020-03-07",18,18,3801797,52,0,0,0,0,0,0,0,0,0,0,1,5000,0,0,21981,6,3,2020,7,0,2.890372,.1177831,3.951244,.0800426,.2057971,,0,0,1,0,0,0
"France",52,"PaysdelaLoire","2020-03-08",25,25,3801797,65,0,0,0,0,0,0,0,0,0,0,1,1000,0,0,21982,0,3,2020,8,0,3.218876,.3285041,4.174387,.2231438,.2057971,,0,0,1,1,0,.2
"France",52,"PaysdelaLoire","2020-03-09",26,26,3801797,73,0,0,0,0,0,0,0,0,0,0,1,1000,0,0,21983,1,3,2020,9,0,3.258096,.0392206,4.29046,.1160722,.2057971,,0,0,1,1,0,.2
"France",52,"PaysdelaLoire","2020-03-10",27,27,3801797,80,0,0,0,0,0,0,0,0,0,0,1,1000,0,0,21984,2,3,2020,10,0,3.295837,.0377405,4.382027,.091567,.2057971,,0,0,1,1,0,.2
"France",52,"PaysdelaLoire","2020-03-11",34,34,3801797,89,0,0,0,0,0,0,.5,.5,0,0,1,1000,0,0,21985,3,3,2020,11,0,3.526361,.2305236,4.488636,.1066098,.2057971,,0,0,1,1,0,.3
"France",52,"PaysdelaLoire","2020-03-12",41,41,3801797,97,0,0,0,0,0,0,.5,.5,0,0,1,1000,0,0,21986,4,3,2020,12,0,3.713572,.1872115,4.574711,.0860744,.2057971,,0,0,1,1,0,.3
"France",52,"PaysdelaLoire","2020-03-13",55,55,3801797,106,0,0,0,0,0,0,.5,.5,0,0,1,100,0,0,21987,5,3,2020,13,0,4.007333,.2937613,4.663439,.0887284,.2057971,,0,0,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-14",82,82,3801797,112,0,0,0,0,0,0,.5,.5,0,0,1,100,0,0,21988,6,3,2020,14,0,4.406719,.3993859,4.718499,.0550594,.2057971,,0,0,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-15",98,98,3801797,127,0,0,0,0,0,0,.5,.5,0,1,1,100,0,0,21989,0,3,2020,15,0,4.584968,.1782484,4.844187,.1256886,.2057971,,1,.5,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-16",108,108,3801797,143,0,0,0,0,0,0,.5,.5,0,1,1,100,1,1,21990,1,3,2020,16,0,4.682131,.0971637,4.962845,.1186576,.2057971,,0,.5,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-17",126,126,3801797,169,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21991,2,3,2020,17,0,4.836282,.1541505,5.129899,.1670537,.2057971,,0,.9,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-18",128,128,3801797,189,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21992,3,3,2020,18,0,4.85203,.0157485,5.241747,.1118484,.2057971,,0,.9,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-19",160,160,3801797,217,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21993,4,3,2020,19,0,5.075174,.2231436,5.379897,.1381502,.2057971,,0,.9,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-20",190,190,3801797,258,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21994,5,3,2020,20,0,5.247024,.1718502,5.552959,.1730623,.2057971,,0,.9,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-21",234,234,3801797,294,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21995,6,3,2020,21,0,5.455321,.2082973,5.68358,.1306205,.2057971,,0,.9,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-22",270,270,3801797,342,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21996,0,3,2020,22,0,5.598422,.1431007,5.834811,.1512308,.2057971,,0,.9,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-23",293,293,3801797,406,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,21997,1,3,2020,23,0,5.680172,.0817504,6.006353,.1715426,.2057971,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-24",343,343,3801797,474,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,21998,2,3,2020,24,0,5.83773,.157558,6.161207,.1548538,.2057971,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-25",368,368,3801797,569,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,21999,3,3,2020,25,0,5.908083,.0703526,6.343881,.1826735,.2057971,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-26",,,3801797,660,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22000,4,3,2020,26,0,,,6.49224,.1483593,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-27",,,3801797,765,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22001,5,3,2020,27,0,,,6.639876,.1476359,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-28",,,3801797,857,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22002,6,3,2020,28,0,,,6.753438,.1135621,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-29",,,3801797,941,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22003,0,3,2020,29,0,,,6.846943,.0935049,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-30",,,3801797,1045,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22004,1,3,2020,30,0,,,6.951772,.1048293,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-31",,,3801797,1122,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22005,2,3,2020,31,0,,,7.022868,.0710959,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-04-01",,,3801797,1212,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22006,3,4,2020,1,0,,,7.100027,.0771589,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-04-02",,,3801797,1283,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22007,4,4,2020,2,0,,,7.156956,.0569291,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-04-03",,,3801797,1361,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22008,5,4,2020,3,0,,,7.215975,.0590186,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-04-04",,,3801797,1429,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22009,6,4,2020,4,0,,,7.26473,.0487552,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-04-05",,,3801797,1493,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22010,0,4,2020,5,0,,,7.308543,.0438128,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-04-06",,,3801797,1568,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22011,1,4,2020,6,0,,,7.357556,.0490136,,,0,1,1,1,1,.5
"France",53,"Bretagne","2020-02-29",,3,3340379,0,0,0,0,0,0,0,0,0,0,0,1,5000,0,0,21974,6,2,2020,29,0,,,,,,,0,0,1,0,0,0
"France",53,"Bretagne","2020-03-01",,4,3340379,0,0,0,0,0,0,0,0,0,0,0,1,5000,1,.2261917,21975,0,3,2020,1,0,,,,,,,0,0,1,0,0,0
"France",53,"Bretagne","2020-03-02",13,13,3340379,0,0,0,0,0,0,0,0,0,0,0,1,5000,1,.2261917,21976,1,3,2020,2,0,2.564949,,,,,,0,0,1,0,0,0
"France",53,"Bretagne","2020-03-03",19,19,3340379,1,0,0,0,0,0,0,0,0,0,0,1,5000,1,.2261917,21977,2,3,2020,3,0,2.944439,.3794897,0,,.2057971,,0,0,1,0,0,0
"France",53,"Bretagne","2020-03-04",23,23,3340379,1,0,0,0,0,0,0,0,0,0,0,1,5000,1,.2261917,21978,3,3,2020,4,0,3.135494,.1910553,0,0,.2057971,,0,0,1,0,0,0
"France",53,"Bretagne","2020-03-05",29,29,3340379,1,0,0,0,0,0,0,0,0,0,0,1,5000,1,.2261917,21979,4,3,2020,5,0,3.367296,.2318015,0,0,.2057971,,0,0,1,0,0,0
"France",53,"Bretagne","2020-03-06",32,32,3340379,3,0,0,0,0,0,0,0,0,0,0,1,5000,1,.2261917,21980,5,3,2020,6,0,3.465736,.0984402,1.098612,1.098612,.2057971,,0,0,1,0,0,0
"France",53,"Bretagne","2020-03-07",40,40,3340379,3,0,0,0,0,0,0,0,0,0,0,1,5000,1,.2261917,21981,6,3,2020,7,0,3.688879,.2231436,1.098612,0,.2057971,,0,0,1,0,0,0
"France",53,"Bretagne","2020-03-08",59,59,3340379,3,0,0,0,0,0,0,0,0,0,0,1,1000,1,.2261917,21982,0,3,2020,8,0,4.077538,.388658,1.098612,0,.2057971,,0,0,1,1,0,.2
"France",53,"Bretagne","2020-03-09",71,71,3340379,3,0,0,0,0,0,0,0,0,0,0,1,1000,1,.2261917,21983,1,3,2020,9,0,4.26268,.1851425,1.098612,0,.2057971,,0,0,1,1,0,.2
"France",53,"Bretagne","2020-03-10",81,81,3340379,4,0,0,0,0,0,0,0,0,0,0,1,1000,1,.2261917,21984,2,3,2020,10,0,4.394449,.1317692,1.386294,.2876821,.2057971,,0,0,1,1,0,.2
