adm0_name,adm1_id,adm1_name,date,cum_confirmed_cases,cum_confirmed_cases_imputed,population,cum_hospitalized,event_cancel,event_cancel_popwt,home_isolation,home_isolation_popwt,no_gathering_popwt,no_gathering_inside,no_gathering_inside_popwt,social_distance,social_distance_popwt,social_distance_opt,business_closure,no_gathering,testing_regime,no_gathering_size,school_closure,school_closure_popwt,t,dow,month,year,day,longest_series,l_cum_confirmed_cases,D_l_cum_confirmed_cases,l_cum_hospitalized,D_l_cum_hospitalized,sample_avg,day_avg,testing_regime_15mar2020,national_lockdown,no_gathering_5000,no_gathering_1000,no_gathering_100,pck_social_distance,_reghdfe_resid,__hdfe1__,__hdfe2__,e,y_actual,lb_y_actual,ub_y_actual,treatment,y_counter,lb_counter,ub_counter,_est_base,_est_nlcom,m_y_actual,m_y_counter,t_random,t_random2,testing_regime_06apr2020,mask_opt
"FRA",76,"Occitanie","2020-03-21",611,611,5924858,459,1,1,.67,.7143248,0,1,1,1,1,0,1,1,1,2,1,1,21995,6,3,2020,21,0,6.415097,.1290989,6.12905,.0935688,.2057971,,0,.8571624,1,1,1,1,-.06332799,.01641364,.02242208,-.06332799,.1924269,.1714127,.213441,-.180913,.3733398,.3308346,.4158451,1,1,,,21994.87,21995.1,0,0
"FRA",76,"Occitanie","2020-03-22",671,671,5924858,491,1,1,.67,.7143248,0,1,1,1,1,0,1,1,1,2,1,1,21996,0,3,2020,22,0,6.508769,.0936723,6.196444,.0673938,.2057971,,0,.8571624,1,1,1,1,-.10293132,.01641364,.02659879,-.10293132,.1966036,.1755894,.2176177,-.180913,.3775166,.3350113,.4200218,1,1,,,21996.02,21995.96,0,0
"FRA",76,"Occitanie","2020-03-23",767,767,5924858,561,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,21997,1,3,2020,23,0,6.642487,.1337175,6.329721,.1332769,.2057971,,0,1,1,1,1,1,.00730074,.01641364,-.0554617,.00730074,.1264168,.0949232,.1579104,-.1690393,.2954561,.2529508,.3379613,1,1,,,21996.95,21997.02,0,0
"FRA",76,"Occitanie","2020-03-24",900,900,5924858,622,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,21998,2,3,2020,24,0,6.802395,.1599083,6.43294,.103219,.2057971,,0,1,1,1,1,1,.02421495,.01641364,-.04618515,.02421495,.1356933,.1041998,.1671869,-.1690393,.3047326,.2622273,.3472379,1,1,,,21998.04,21997.87,0,0
"FRA",76,"Occitanie","2020-03-25",1082,1082,5924858,681,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,21999,3,3,2020,25,0,6.986567,.1841717,6.523562,.0906224,.2057971,,0,1,1,1,1,1,.01066313,.01641364,-.00836996,.01066313,.1735085,.142015,.2050021,-.1690393,.3425478,.3000425,.3850531,1,1,,,21998.85,21999.12,0,0
"FRA",76,"Occitanie","2020-03-26",,,5924858,750,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22000,4,3,2020,26,0,,,6.620073,.0965109,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,21999.94,21999.9,0,0
"FRA",76,"Occitanie","2020-03-27",,,5924858,825,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22001,5,3,2020,27,0,,,6.715384,.0953102,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22000.97,22000.99,0,0
"FRA",76,"Occitanie","2020-03-28",,,5924858,957,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22002,6,3,2020,28,0,,,6.863803,.1484199,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22002.16,22001.9,0,0
"FRA",76,"Occitanie","2020-03-29",,,5924858,1079,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22003,0,3,2020,29,0,,,6.98379,.1199865,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22003.1,22003.05,0,0
"FRA",76,"Occitanie","2020-03-30",,,5924858,1215,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22004,1,3,2020,30,0,,,7.102499,.1187096,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22004.13,22004.07,0,0
"FRA",76,"Occitanie","2020-03-31",,,5924858,1328,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22005,2,3,2020,31,0,,,7.191429,.0889297,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22004.99,22004.98,0,0
"FRA",76,"Occitanie","2020-04-01",,,5924858,1431,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22006,3,4,2020,1,0,,,7.266129,.0746999,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22006.08,22005.85,0,0
"FRA",76,"Occitanie","2020-04-02",,,5924858,1540,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22007,4,4,2020,2,0,,,7.339538,.0734086,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22007.19,22006.96,0,0
"FRA",76,"Occitanie","2020-04-03",,,5924858,1622,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22008,5,4,2020,3,0,,,7.391415,.0518775,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22007.96,22007.93,0,1
"FRA",76,"Occitanie","2020-04-04",,,5924858,1691,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22009,6,4,2020,4,0,,,7.433075,.0416603,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22008.97,22009.04,0,1
"FRA",76,"Occitanie","2020-04-05",,,5924858,1762,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22010,0,4,2020,5,0,,,7.474205,.0411296,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22009.84,22010.03,0,1
"FRA",76,"Occitanie","2020-04-06",,,5924858,1840,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22011,1,4,2020,6,0,,,7.517521,.0433159,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22010.96,22010.85,1,1
"FRA",84,"AuvergneRhôneAlpes","2020-03-03",40,40,8032377,12,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1031332,21977,2,3,2020,3,0,3.688879,.0779617,2.484907,.1823215,.2057971,,0,0,1,0,0,0,-.15960579,-.04979619,-.04618515,-.15960579,.2375675,.1925225,.2826125,-.0009553,.2385228,.1960175,.2810281,1,1,,,21977.07,21977.12,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-04",49,49,8032377,14,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1031332,21978,3,3,2020,4,0,3.89182,.2029407,2.639057,.1541507,.2057971,,0,0,1,0,0,0,-.07244197,-.04979619,-.00836996,-.07244197,.2753827,.2303377,.3204277,-.0009553,.276338,.2338327,.3188433,1,1,,,21978.03,21977.88,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-05",64,64,8032377,15,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1031332,21979,4,3,2020,5,0,4.158883,.2670629,2.70805,.0689929,.2057971,,0,0,1,0,0,0,-.05520332,-.04979619,.03851358,-.05520332,.3222662,.2772212,.3673112,-.0009553,.3232215,.2807162,.3657268,1,1,,,21979.13,21979.12,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-06",75,75,8032377,18,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1031332,21980,5,3,2020,6,0,4.317488,.1586051,2.890372,.1823215,.2057971,,0,0,1,0,0,0,-.16684069,-.04979619,.04169315,-.16684069,.3254458,.2804008,.3704908,-.0009553,.3264011,.2838958,.3689064,1,1,,,21979.89,21979.91,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-07",102,102,8032377,22,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1031332,21981,6,3,2020,7,0,4.624973,.3074846,3.091043,.2006707,.2057971,,0,0,1,0,0,0,.00130991,-.04979619,.02242208,.00130991,.3061747,.2611297,.3512197,-.0009553,.30713,.2646247,.3496353,1,1,,,21980.9,21981.04,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-08",146,146,8032377,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.1031332,21982,0,3,2020,8,0,4.983607,.358634,3.218876,.1278334,.2057971,,0,0,1,1,0,.2,.0968633,-.04979619,.02659879,.0968633,.2617707,.2410034,.282538,-.049536,.3113067,.2688015,.353812,1,1,,,21981.86,21982.1,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-09",182,182,8032377,39,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.1031332,21983,1,3,2020,9,0,5.204007,.2203999,3.663562,.4446857,.2057971,,0,0,1,1,0,.2,.04068966,-.04979619,-.0554617,.04068966,.1797102,.1589429,.2004775,-.049536,.2292462,.186741,.2717515,1,1,,,21982.96,21982.86,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-10",211,211,8032377,53,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.1031332,21984,2,3,2020,10,0,5.351858,.1478515,3.970292,.3067303,.2057971,,0,0,1,1,0,.2,-.04113527,-.04979619,-.04618515,-.04113527,.1889867,.1682194,.2097541,-.049536,.2385228,.1960175,.2810281,1,1,,,21984.17,21984.03,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-11",264,264,8032377,66,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.1031332,21985,3,3,2020,11,0,5.575949,.2240911,4.189655,.219363,.2057971,,0,0,1,1,0,.3,.02157949,-.04979619,-.00836996,.02157949,.2025116,.1873953,.2176279,-.0738264,.276338,.2338327,.3188433,1,1,,,21984.94,21985.01,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-12",329,329,8032377,93,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.1031332,21986,4,3,2020,12,0,5.796058,.2201085,4.532599,.3429446,.2057971,,0,0,1,1,0,.3,-.0292866,-.04979619,.03851358,-.0292866,.2493951,.2342788,.2645114,-.0738264,.3232215,.2807162,.3657268,1,1,,,21986.26,21986.1,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-13",416,416,8032377,130,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,1,.1031332,21987,5,3,2020,13,0,6.030685,.2346277,4.867535,.3349352,.2057971,,0,0,1,1,1,.5,.03063378,-.04979619,.04169315,.03063378,.2039939,.1721324,.2358555,-.1224071,.3264011,.2838958,.3689064,1,1,,,21987.03,21987,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-14",454,454,8032377,170,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,1,.1031332,21988,6,3,2020,14,0,6.118097,.0874119,5.135798,.2682638,.2057971,,0,0,1,1,1,.5,-.09731099,-.04979619,.02242208,-.09731099,.1847229,.1528613,.2165844,-.1224071,.30713,.2646247,.3496353,1,1,,,21987.93,21987.88,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-15",523,523,8032377,199,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,1,.1031332,21989,0,3,2020,15,0,6.259582,.1414843,5.293305,.1575065,.2057971,,1,.5,1,1,1,.5,.02265943,-.04979619,.02659879,.02265943,.1188248,.0971212,.1405284,-.0808435,.1996684,.1614089,.2379279,1,1,,,21988.83,21989.04,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-16",618,618,8032377,245,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,1,1,21990,1,3,2020,16,0,6.426488,.1669068,5.501258,.2079535,.2057971,,0,.5,1,1,1,.5,.02681165,-.04979619,-.0554617,.02681165,.1400952,.088424,.1917664,-.0891511,.2292462,.186741,.2717515,1,1,,,21990.03,21989.99,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-17",710,710,8032377,307,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21991,2,3,2020,17,0,6.565265,.1387768,5.726848,.2255893,.2057971,,0,.665,1,1,1,1,.0971409,-.04979619,-.04618515,.0971409,.0416359,.0221478,.061124,-.1968869,.2385228,.1960175,.2810281,1,1,,,21991.04,21991.02,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-18",858,858,8032377,364,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21992,3,3,2020,18,0,6.754604,.1893387,5.897154,.1703062,.2057971,,0,.665,1,1,1,1,.1098876,-.04979619,-.00836996,.1098876,.0794511,.059963,.0989392,-.1968869,.276338,.2338327,.3188433,1,1,,,21992.07,21992,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-19",1014,1014,8032377,446,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21993,4,3,2020,19,0,6.921658,.1670542,6.100319,.2031651,.2057971,,0,.665,1,1,1,1,.04071955,-.04979619,.03851358,.04071955,.1263346,.1068465,.1458227,-.1968869,.3232215,.2807162,.3657268,1,1,,,21992.74,21992.91,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-20",1101,1101,8032377,563,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21994,5,3,2020,20,0,7.003974,.0823159,6.33328,.2329607,.2057971,,0,.665,1,1,1,1,-.04719827,-.04979619,.04169315,-.04719827,.1295142,.1100261,.1490023,-.1968869,.3264011,.2838958,.3689064,1,1,,,21993.96,21994.1,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-21",1266,1266,8032377,668,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21995,6,3,2020,21,0,7.143618,.1396437,6.504288,.1710086,.2057971,,0,.665,1,1,1,1,.02940055,-.04979619,.02242208,.02940055,.1102431,.090755,.1297313,-.1968869,.30713,.2646247,.3496353,1,1,,,21994.94,21994.96,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-22",1431,1431,8032377,788,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21996,0,3,2020,22,0,7.266129,.1225114,6.669498,.1652098,.2057971,,0,.665,1,1,1,1,.00809155,-.04979619,.02659879,.00809155,.1144198,.0949317,.133908,-.1968869,.3113067,.2688015,.353812,1,1,,,21995.95,21996.03,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-23",1730,1730,8032377,1008,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,21997,1,3,2020,23,0,7.455877,.1897478,6.915723,.2462254,.2057971,,0,1,1,1,1,1,.12954085,-.04979619,-.0554617,.12954085,.060207,.0287134,.0917005,-.1690393,.2292462,.186741,.2717515,1,1,,,21997,21996.75,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-24",1857,1857,8032377,1229,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,21998,2,3,2020,24,0,7.526718,.0708408,7.113956,.1982327,.2057971,,0,1,1,1,1,1,.00135733,-.04979619,-.04618515,.00135733,.0694835,.0379899,.1009771,-.1690393,.2385228,.1960175,.2810281,1,1,,,21997.91,21997.89,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-25",2093,2093,8032377,1466,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,21999,3,3,2020,25,0,7.646354,.1196361,7.290293,.1763368,.2057971,,0,1,1,1,1,1,.01233735,-.04979619,-.00836996,.01233735,.1072987,.0758051,.1387923,-.1690393,.276338,.2338327,.3188433,1,1,,,21999.13,21998.9,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-26",,,8032377,1734,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22000,4,3,2020,26,0,,,7.458186,.1678934,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,21999.93,22000.04,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-27",,,8032377,2076,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22001,5,3,2020,27,0,,,7.638198,.1800122,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22000.84,22001.03,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-28",,,8032377,2308,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22002,6,3,2020,28,0,,,7.744137,.1059384,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22002.01,22001.99,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-29",,,8032377,2508,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22003,0,3,2020,29,0,,,7.827241,.0831041,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22002.95,22003.04,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-30",,,8032377,2778,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22004,1,3,2020,30,0,,,7.929487,.1022458,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22003.99,22003.91,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-03-31",,,8032377,3008,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22005,2,3,2020,31,0,,,8.00903,.0795436,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22004.98,22004.96,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-04-01",,,8032377,3163,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22006,3,4,2020,1,0,,,8.059277,.0502462,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22005.99,22006.15,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-04-02",,,8032377,3326,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22007,4,4,2020,2,0,,,8.109526,.0502491,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22007.06,22007.08,0,0
"FRA",84,"AuvergneRhôneAlpes","2020-04-03",,,8032377,3513,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22008,5,4,2020,3,0,,,8.164226,.0546999,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22008.13,22008.07,0,1
"FRA",84,"AuvergneRhôneAlpes","2020-04-04",,,8032377,3648,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22009,6,4,2020,4,0,,,8.201935,.0377092,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22008.76,22009.14,0,1
"FRA",84,"AuvergneRhôneAlpes","2020-04-05",,,8032377,3758,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22010,0,4,2020,5,0,,,8.231642,.029707,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22010.02,22009.87,0,1
"FRA",84,"AuvergneRhôneAlpes","2020-04-06",,,8032377,3907,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22011,1,4,2020,6,0,,,8.270525,.0388832,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22010.97,22010.93,1,1
"FRA",93,"Paca","2020-03-03",10,10,5055651,16,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,21977,2,3,2020,3,0,2.302585,,2.772589,,,,0,0,1,0,0,0,,,,,,,,,,,,0,0,,,21977.03,21977.08,0,0
"FRA",93,"Paca","2020-03-04",13,13,5055651,22,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.4024148,21978,3,3,2020,4,0,2.564949,.2623641,3.091043,.3184538,.2057971,,0,0,1,0,0,0,-.07689456,.01685202,-.00836996,-.07689456,.3392587,.280273,.3982444,-.0037275,.3429862,.3004809,.3854915,1,1,,,21978.05,21978.07,0,0
"FRA",93,"Paca","2020-03-05",18,18,5055651,34,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.4024148,21979,4,3,2020,5,0,2.890372,.3254225,3.526361,.435318,.2057971,,0,0,1,0,0,0,-.06071973,.01685202,.03851358,-.06071973,.3861422,.3271566,.4451279,-.0037275,.3898697,.3473645,.432375,1,1,,,21978.99,21978.94,0,0
"FRA",93,"Paca","2020-03-06",26,26,5055651,56,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.4024148,21980,5,3,2020,6,0,3.258096,.3677247,4.025352,.498991,.2057971,,0,0,1,0,0,0,-.02159716,.01685202,.04169315,-.02159716,.3893218,.3303362,.4483075,-.0037275,.3930493,.350544,.4355546,1,1,,,21980.09,21979.89,0,0
"FRA",93,"Paca","2020-03-07",38,38,5055651,75,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.4024148,21981,6,3,2020,7,0,3.637586,.3794897,4.317488,.2921367,.2057971,,0,0,1,0,0,0,.00943892,.01685202,.02242208,.00943892,.3700507,.3110651,.4290364,-.0037275,.3737782,.3312729,.4162835,1,1,,,21981.08,21981.06,0,0
"FRA",93,"Paca","2020-03-08",52,52,5055651,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.614818,21982,0,3,2020,8,0,3.951244,.3136575,4.60517,.2876821,.2057971,,0,0,1,1,0,.2,-.01002175,.01685202,.02659879,-.01002175,.3236792,.2756875,.371671,-.0542757,.3779549,.3354497,.4204602,1,1,,,21982.05,21981.99,0,0
"FRA",93,"Paca","2020-03-09",72,72,5055651,135,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.614818,21983,1,3,2020,9,0,4.276666,.3254225,4.905275,.3001046,.2057971,,0,0,1,1,0,.2,.08380376,.01685202,-.0554617,.08380376,.2416188,.193627,.2896105,-.0542757,.2958944,.2533892,.3383997,1,1,,,21982.96,21983.11,0,0
"FRA",93,"Paca","2020-03-10",89,89,5055651,157,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.614818,21984,2,3,2020,10,0,4.488636,.2119703,5.056246,.1509709,.2057971,,0,0,1,1,0,.2,-.03892499,.01685202,-.04618515,-.03892499,.2508953,.2029035,.2988871,-.0542757,.305171,.2626657,.3476763,1,1,,,21983.98,21983.82,0,0
"FRA",93,"Paca","2020-03-11",111,111,5055651,200,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.614818,21985,3,3,2020,11,0,4.70953,.2208939,5.298317,.2420716,.2057971,,0,0,1,1,0,.3,-.04352629,.01685202,-.00836996,-.04352629,.2644201,.2265598,.3022805,-.0785661,.3429862,.3004809,.3854915,1,1,,,21985.11,21985.08,0,0
"FRA",93,"Paca","2020-03-12",147,147,5055651,220,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.614818,21986,4,3,2020,12,0,4.990433,.2809024,5.393628,.0953102,.2057971,,0,0,1,1,0,.3,-.03040131,.01685202,.03851358,-.03040131,.3113037,.2734433,.349164,-.0785661,.3898697,.3473645,.432375,1,1,,,21985.99,21986.21,0,0
"FRA",93,"Paca","2020-03-13",212,212,5055651,277,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,1,.614818,21987,5,3,2020,13,0,5.356586,.3661537,5.624018,.2303901,.2057971,,0,0,1,1,1,.5,.10025119,.01685202,.04169315,.10025119,.2659025,.2361365,.2956685,-.1271468,.3930493,.350544,.4355546,1,1,,,21986.9,21987.06,0,0
"FRA",93,"Paca","2020-03-14",281,281,5055651,318,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,1,.614818,21988,6,3,2020,14,0,5.638355,.2817683,5.762052,.1380339,.2057971,,0,0,1,1,1,.5,.03513687,.01685202,.02242208,.03513687,.2466314,.2168654,.2763974,-.1271468,.3737782,.3312729,.4162835,1,1,,,21988.12,21988.08,0,0
"FRA",93,"Paca","2020-03-15",330,330,5055651,357,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,1,.614818,21989,0,3,2020,15,0,5.799093,.160738,5.877736,.115684,.2057971,,1,.5,1,1,1,.5,-.01999542,.01685202,.02659879,-.01999542,.1807334,.1453268,.21614,-.0855832,.2663166,.2280571,.3045761,1,1,,,21989.03,21989,0,0
"FRA",93,"Paca","2020-03-16",405,405,5055651,401,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,1,1,21990,1,3,2020,16,0,6.003887,.2047944,5.993961,.1162257,.2057971,,0,.5,1,1,1,.5,-.001949,.01685202,-.0554617,-.001949,.2067434,.1550722,.2584146,-.0891511,.2958944,.2533892,.3383997,1,1,,,21990.1,21989.93,0,0
"FRA",93,"Paca","2020-03-17",478,478,5055651,459,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21991,2,3,2020,17,0,6.169611,.1657233,6.12905,.1350889,.2057971,,0,.665,1,1,1,1,.05743921,.01685202,-.04618515,.05743921,.1082841,.088796,.1277722,-.1968869,.305171,.2626657,.3476763,1,1,,,21990.97,21990.87,0,0
"FRA",93,"Paca","2020-03-18",574,574,5055651,515,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21992,3,3,2020,18,0,6.352629,.1830187,6.244167,.1151166,.2057971,,0,.665,1,1,1,1,.03691938,.01685202,-.00836996,.03691938,.1460993,.1266112,.1655874,-.1968869,.3429862,.3004809,.3854915,1,1,,,21992.1,21992.03,0,0
"FRA",93,"Paca","2020-03-19",693,693,5055651,585,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21993,4,3,2020,19,0,6.54103,.1884007,6.371612,.1274452,.2057971,,0,.665,1,1,1,1,-.00458211,.01685202,.03851358,-.00458211,.1929828,.1734947,.212471,-.1968869,.3898697,.3473645,.432375,1,1,,,21993.03,21993.01,0,0
"FRA",93,"Paca","2020-03-20",826,826,5055651,667,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21994,5,3,2020,20,0,6.716595,.1755648,6.50279,.1311779,.2057971,,0,.665,1,1,1,1,-.02059765,.01685202,.04169315,-.02059765,.1961624,.1766743,.2156505,-.1968869,.3930493,.350544,.4355546,1,1,,,21993.97,21994.04,0,0
"FRA",93,"Paca","2020-03-21",1041,1041,5055651,759,1,1,.67,.8835029,0,1,1,1,1,0,1,1,1,2,1,1,21995,6,3,2020,21,0,6.947937,.2313423,6.632002,.1292119,.2057971,,0,.9417515,1,1,1,1,.03144539,.01685202,.02242208,.03144539,.1998969,.1731476,.2266462,-.1738813,.3737782,.3312729,.4162835,1,1,,,21994.94,21995.15,0,0
"FRA",93,"Paca","2020-03-22",1372,1372,5055651,849,1,1,.67,.8835029,0,1,1,1,1,0,1,1,1,2,1,1,21996,0,3,2020,22,0,7.224025,.2760878,6.744059,.1120572,.2057971,,0,.9417515,1,1,1,1,.07201412,.01685202,.02659879,.07201412,.2040736,.1773243,.230823,-.1738813,.3779549,.3354497,.4204602,1,1,,,21995.95,21995.87,0,0
"FRA",93,"Paca","2020-03-23",1510,1510,5055651,994,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,21997,1,3,2020,23,0,7.319865,.09584,6.901737,.1576781,.2057971,,0,1,1,1,1,1,-.03101521,.01685202,-.0554617,-.03101521,.1268552,.0953616,.1583487,-.1690393,.2958944,.2533892,.3383997,1,1,,,21997.1,21996.89,0,0
"FRA",93,"Paca","2020-03-24",1595,1595,5055651,1112,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,21998,2,3,2020,24,0,7.374629,.0547643,7.013916,.1121783,.2057971,,0,1,1,1,1,1,-.08136746,.01685202,-.04618515,-.08136746,.1361317,.1046381,.1676253,-.1690393,.305171,.2626657,.3476763,1,1,,,21998.05,21997.99,0,0
"FRA",93,"Paca","2020-03-25",1927,1927,5055651,1251,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,21999,3,3,2020,25,0,7.56372,.1890907,7.131699,.1177831,.2057971,,0,1,1,1,1,1,.0151438,.01685202,-.00836996,.0151438,.1739469,.1424533,.2054405,-.1690393,.3429862,.3004809,.3854915,1,1,,,21999.05,21998.87,0,0
"FRA",93,"Paca","2020-03-26",,,5055651,1403,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,22000,4,3,2020,26,0,,,7.246368,.1146693,,,0,1,1,1,1,1,,,,,,,,,,,,0,0,,,22000.1,21999.94,0,0
