date,adm0_name,adm1_name,cum_confirmed_cases,cum_confirmed_cases_imputed,cum_deaths,cum_deaths_imputed,population,lat,lon,social_distance,emergency_declaration,work_from_home,pos_cases_quarantine,school_closure,business_closure,no_gathering,travel_ban_local,event_cancel,home_isolation,travel_ban_intl_in,travel_ban_intl_out,paid_sick_leave,transit_suspension,religious_closure,social_distance_popwt,emergency_declaration_popwt,work_from_home_popwt,pos_cases_quarantine_popwt,school_closure_popwt,business_closure_popwt,no_gathering_popwt,travel_ban_local_popwt,event_cancel_popwt,home_isolation_popwt,paid_sick_leave_popwt,transit_suspension_popwt,religious_closure_popwt,social_distance_opt,social_distance_opt_popwt,work_from_home_opt,work_from_home_opt_popwt,pos_cases_quarantine_opt,pos_cases_quarantine_opt_popwt,school_closure_opt,school_closure_opt_popwt,business_closure_opt,business_closure_opt_popwt,no_gathering_opt,no_gathering_opt_popwt,travel_ban_local_opt,travel_ban_local_opt_popwt,home_isolation_opt,home_isolation_opt_popwt,paid_sick_leave_opt,paid_sick_leave_opt_popwt,transit_suspension_opt,transit_suspension_opt_popwt,religious_closure_opt,religious_closure_opt_popwt,policies_enacted,testing_regime,t,dow,month,year,day,adm1_id,adm1_abb,longest_series,l_cum_confirmed_cases,D_l_cum_confirmed_cases,testing_regime_13mar2020_NY,testing_regime_16mar2020_CA,testing_regime_18mar2020_NC,testing_regime_19mar2020_CT,testing_regime_19mar2020_NV,testing_regime_19mar2020_UT,testing_regime_20mar2020_IA,testing_regime_21mar2020_TN,testing_regime_22mar2020_AL,testing_regime_23mar2020_HI,testing_regime_24mar2020_KS,testing_regime_24mar2020_NJ,testing_regime_25mar2020_OH,testing_regime_27mar2020_AZ,testing_regime_28mar2020_MD,testing_regime_28mar2020_MO,testing_regime_30mar2020_DE,sample_avg,day_avg,school_closure_comb_popwt,travel_ban_local_comb_popwt,business_closure_comb_popwt,social_distance_comb_popwt,home_isolation_comb_popwt,work_from_home_comb_popwt,pos_cases_quarantine_comb_popwt,no_gathering_comb_popwt,paid_sick_leave_comb_popwt,transit_suspension_comb_popwt,religious_closure_comb_popwt,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9
"2020-03-23","USA","Colorado",720,720,7,7,5845526,38.999,-105.548,.4,1,1,0,1,.67,1,0,1,0,1,1,1,0,0,.4,1,1,0,1,.67,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9.07,0,23mar2020,1,3,2020,23,"Colorado","CO",0,6.579251,.1974354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,.5,.67,.4,0,1,0,1,1,0,0,1,.2,0,1,1,1,.25,.67,0
"2020-03-24","USA","Colorado",911,911,11,11,5845526,38.999,-105.548,.4,1,1,0,1,.67,1,0,1,0,1,1,1,0,0,.4,1,1,0,1,.67,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9.07,0,24mar2020,2,3,2020,24,"Colorado","CO",0,6.814543,.2352915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,.5,.67,.4,0,1,0,1,1,0,0,1,.2,0,1,1,1,.25,.67,0
"2020-03-25","USA","Colorado",1086,1086,19,19,5845526,38.999,-105.548,.4,1,1,0,1,.67,1,0,1,0,1,1,1,0,0,.4,1,1,0,1,.67,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9.07,0,25mar2020,3,3,2020,25,"Colorado","CO",0,6.990256,.1757135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,.5,.67,.4,0,1,0,1,1,0,0,1,.2,0,1,1,1,.25,.67,0
"2020-03-26","USA","Colorado",1429,1429,24,24,5845526,38.999,-105.548,.6,1,1,0,1,1,1,0,1,1,1,1,1,0,0,.6,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10.6,0,26mar2020,4,3,2020,26,"Colorado","CO",0,7.26473,.2744737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,.5,1,.6,1,1,0,1,1,0,0,1,.3,0,1,1,1,.25,1,1
"2020-03-27","USA","Colorado",1732,1732,31,31,5845526,38.999,-105.548,.8,1,1,0,1,1,1,0,1,1,1,1,1,0,0,.8,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10.8,0,27mar2020,5,3,2020,27,"Colorado","CO",0,7.457032,.1923022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,.5,1,.8,1,1,0,1,1,0,0,1,.4,0,1,1,1,.25,1,1
"2020-03-28","USA","Colorado",2061,2061,44,44,5845526,38.999,-105.548,.8,1,1,0,1,1,1,0,1,1,1,1,1,0,0,.8,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10.8,0,28mar2020,6,3,2020,28,"Colorado","CO",0,7.630947,.1739144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,.5,1,.8,1,1,0,1,1,0,0,1,.4,0,1,1,1,.25,1,1
"2020-03-29","USA","Colorado",2306,2306,47,47,5845526,38.999,-105.548,.8,1,1,0,1,1,1,0,1,1,1,1,1,0,0,.8,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10.8,0,29mar2020,0,3,2020,29,"Colorado","CO",0,7.74327,.1123233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,.5,1,.8,1,1,0,1,1,0,0,1,.4,0,1,1,1,.25,1,1
"2020-03-30","USA","Colorado",2624,2624,54,54,5845526,38.999,-105.548,.8,1,1,0,1,1,1,0,1,1,1,1,1,0,0,.8,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10.8,0,30mar2020,1,3,2020,30,"Colorado","CO",0,7.872455,.1291852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,.5,1,.8,1,1,0,1,1,0,0,1,.4,0,1,1,1,.25,1,1
"2020-03-31","USA","Colorado",2965,2965,69,69,5845526,38.999,-105.548,.8,1,1,0,1,1,1,0,1,1,1,1,1,0,0,.8,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10.8,0,31mar2020,2,3,2020,31,"Colorado","CO",0,7.994632,.1221771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,.5,1,.8,1,1,0,1,1,0,0,1,.4,0,1,1,1,.25,1,1
"2020-04-01","USA","Colorado",3341,3341,80,80,5845526,38.999,-105.548,.8,1,1,0,1,1,1,0,1,1,1,1,1,0,0,.8,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10.8,0,01apr2020,3,4,2020,1,"Colorado","CO",0,8.114025,.1193929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,.5,1,.8,1,1,0,1,1,0,0,1,.4,0,1,1,1,.25,1,1
"2020-04-02","USA","Colorado",3724,3724,97,97,5845526,38.999,-105.548,.8,1,1,0,1,1,1,0,1,1,1,1,1,0,0,.8,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10.8,0,02apr2020,4,4,2020,2,"Colorado","CO",0,8.222553,.1085281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,.5,1,.8,1,1,0,1,1,0,0,1,.4,0,1,1,1,.25,1,1
"2020-04-03","USA","Colorado",4173,4173,111,111,5845526,38.999,-105.548,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,0,03apr2020,5,4,2020,3,"Colorado","CO",0,8.33639,.1138372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,.5,1,1,1,1,0,1,1,0,0,1,.5,0,1,1,1,.25,1,1
"2020-04-04","USA","Colorado",4565,4565,126,126,5845526,38.999,-105.548,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,0,04apr2020,6,4,2020,4,"Colorado","CO",0,8.426174,.0897837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,.5,1,1,1,1,0,1,1,0,0,1,.5,0,1,1,1,.25,1,1
"2020-04-05","USA","Colorado",4950,4950,139,139,5845526,38.999,-105.548,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,0,05apr2020,0,4,2020,5,"Colorado","CO",0,8.507143,.0809689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,.5,1,1,1,1,0,1,1,0,0,1,.5,0,1,1,1,.25,1,1
"2020-04-06","USA","Colorado",5172,5172,150,150,5845526,38.999,-105.548,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,0,06apr2020,1,4,2020,6,"Colorado","CO",0,8.551015,.0438719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,.5,1,1,1,1,0,1,1,0,0,1,.5,0,1,1,1,.25,1,1
"2020-03-14","USA","Connecticut",20,20,0,0,3563077,41.622,-72.728,.2,1,0,0,0,0,.33,1,1,0,1,1,1,0,0,.2,1,0,0,0,0,.33,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53,0,14mar2020,6,3,2020,14,"Connecticut","CT",0,2.995732,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2070827,,0,1,0,.2,0,.5,0,.33,1,0,0,.665,.1,0,1,.5,0,.5,0,0
"2020-03-15","USA","Connecticut",26,26,0,0,3563077,41.622,-72.728,.2,1,0,0,0,0,.33,1,1,0,1,1,1,0,0,.2,1,0,0,0,0,.33,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53,0,15mar2020,0,3,2020,15,"Connecticut","CT",0,3.258096,.2623641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,.2,0,.5,0,.33,1,0,0,.665,.1,0,1,.5,0,.5,0,0
"2020-03-16","USA","Connecticut",41,41,0,0,3563077,41.622,-72.728,.2,1,0,0,0,.5,.67,1,1,0,1,1,1,0,0,.2,1,0,0,0,.5,.67,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37,0,16mar2020,1,3,2020,16,"Connecticut","CT",0,3.713572,.4554756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,.5,.2,0,.5,0,.67,1,0,0,.835,.1,0,1,.5,0,.5,.5,0
"2020-03-17","USA","Connecticut",68,68,0,0,3563077,41.622,-72.728,.2,1,0,0,1,.5,.67,1,1,0,1,1,1,0,0,.2,1,0,0,1,.5,.67,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37,0,17mar2020,2,3,2020,17,"Connecticut","CT",0,4.219508,.5059357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,.5,.2,0,.5,0,.67,1,0,0,.835,.1,0,1,.5,1,.5,.5,0
"2020-03-18","USA","Connecticut",96,96,1,1,3563077,41.622,-72.728,.2,1,0,0,1,.5,.67,1,1,0,1,1,1,0,0,.2,1,0,0,1,.5,.67,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37,0,18mar2020,3,3,2020,18,"Connecticut","CT",0,4.564348,.3448405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,.5,.2,0,.5,0,.67,1,0,0,.835,.1,0,1,.5,1,.5,.5,0
"2020-03-19","USA","Connecticut",159,159,3,3,3563077,41.622,-72.728,.3,1,0,0,1,.5,.67,1,1,0,1,1,1,0,0,.3,1,0,0,1,.5,.67,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47,1,19mar2020,4,3,2020,19,"Connecticut","CT",0,5.068904,.5045562,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,.5,.3,0,.5,0,.67,1,0,0,.835,.15,0,1,.5,1,.5,.5,0
"2020-03-20","USA","Connecticut",194,194,4,4,3563077,41.622,-72.728,.3,1,0,0,1,.5,.67,1,1,0,1,1,1,0,0,.3,1,0,0,1,.5,.67,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47,1,20mar2020,5,3,2020,20,"Connecticut","CT",0,5.267858,.1989536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,.5,.3,0,.5,0,.67,1,0,0,.835,.15,0,1,.5,1,.5,.5,0
"2020-03-21","USA","Connecticut",223,223,5,5,3563077,41.622,-72.728,.3,1,0,0,1,.5,.67,1,1,0,1,1,1,0,0,.3,1,0,0,1,.5,.67,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47,1,21mar2020,6,3,2020,21,"Connecticut","CT",0,5.407172,.1393137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,.5,.3,0,.5,0,.67,1,0,0,.835,.15,0,1,.5,1,.5,.5,0
"2020-03-22","USA","Connecticut",327,327,8,8,3563077,41.622,-72.728,.3,1,0,0,1,.5,.67,1,1,0,1,1,1,0,0,.3,1,0,0,1,.5,.67,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47,1,22mar2020,0,3,2020,22,"Connecticut","CT",0,5.78996,.3827887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,.5,.3,0,.5,0,.67,1,0,0,.835,.15,0,1,.5,1,.5,.5,0
"2020-03-23","USA","Connecticut",415,415,10,10,3563077,41.622,-72.728,.4,1,0,1,1,1,.67,1,1,0,1,1,1,0,0,.4,1,0,1,1,1,.67,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10.07,1,23mar2020,1,3,2020,23,"Connecticut","CT",0,6.028278,.238318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,.4,0,.5,1,.67,1,.5,0,.835,.2,1,1,.5,1,.75,1,0
"2020-03-24","USA","Connecticut",618,618,12,12,3563077,41.622,-72.728,.4,1,0,1,1,1,.67,1,1,0,1,1,1,0,0,.4,1,0,1,1,1,.67,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10.07,1,24mar2020,2,3,2020,24,"Connecticut","CT",0,6.426488,.39821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,.4,0,.5,1,.67,1,.5,0,.835,.2,1,1,.5,1,.75,1,0
"2020-03-25","USA","Connecticut",875,875,19,19,3563077,41.622,-72.728,.4,1,1,1,1,1,.67,1,1,0,1,1,1,0,0,.4,1,1,1,1,1,.67,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.07,1,25mar2020,3,3,2020,25,"Connecticut","CT",0,6.774224,.3477354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,.4,0,1,1,.67,1,.5,0,.835,.2,1,1,1,1,.75,1,0
"2020-03-26","USA","Connecticut",1012,1012,21,21,3563077,41.622,-72.728,.5,1,1,1,1,1,1,1,1,0,1,1,1,0,0,.5,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.5,1,26mar2020,4,3,2020,26,"Connecticut","CT",0,6.919684,.1454601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,.5,0,1,1,1,1,.5,0,1,.25,1,1,1,1,.75,1,0
"2020-03-27","USA","Connecticut",1291,1291,27,27,3563077,41.622,-72.728,.5,1,1,1,1,1,1,1,1,0,1,1,1,0,0,.5,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.5,1,27mar2020,5,3,2020,27,"Connecticut","CT",0,7.163172,.2434883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,.5,0,1,1,1,1,.5,0,1,.25,1,1,1,1,.75,1,0
"2020-03-28","USA","Connecticut",1524,1524,33,33,3563077,41.622,-72.728,.5,1,1,1,1,1,1,1,1,0,1,1,1,0,0,.5,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.5,1,28mar2020,6,3,2020,28,"Connecticut","CT",0,7.329094,.1659217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,.5,0,1,1,1,1,.5,0,1,.25,1,1,1,1,.75,1,0
"2020-03-29","USA","Connecticut",1993,1993,34,34,3563077,41.622,-72.728,.6,1,1,1,1,1,1,1,1,0,1,1,1,0,0,.6,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.6,1,29mar2020,0,3,2020,29,"Connecticut","CT",0,7.597396,.2683024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,.6,0,1,1,1,1,.5,0,1,.3,1,1,1,1,.75,1,0
"2020-03-30","USA","Connecticut",2571,2571,36,36,3563077,41.622,-72.728,.7,1,1,1,1,1,1,1,1,0,1,1,1,0,0,.7,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.7,1,30mar2020,1,3,2020,30,"Connecticut","CT",0,7.85205,.2546539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,.7,0,1,1,1,1,.5,0,1,.35,1,1,1,1,.75,1,0
"2020-03-31","USA","Connecticut",3128,3128,69,69,3563077,41.622,-72.728,.7,1,1,1,1,1,1,1,1,0,1,1,1,0,0,.7,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.7,1,31mar2020,2,3,2020,31,"Connecticut","CT",0,8.048149,.1960988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,.7,0,1,1,1,1,.5,0,1,.35,1,1,1,1,.75,1,0
"2020-04-01","USA","Connecticut",3557,3557,85,85,3563077,41.622,-72.728,.8,1,1,1,1,1,1,1,1,0,1,1,1,0,0,.8,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.8,1,01apr2020,3,4,2020,1,"Connecticut","CT",0,8.176673,.1285238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,.8,0,1,1,1,1,.5,0,1,.4,1,1,1,1,.75,1,0
"2020-04-02","USA","Connecticut",3824,3824,111,111,3563077,41.622,-72.728,.9,1,1,1,1,1,1,1,1,0,1,1,1,0,0,.9,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.9,1,02apr2020,4,4,2020,2,"Connecticut","CT",0,8.249052,.0723791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,.9,0,1,1,1,1,.5,0,1,.45,1,1,1,1,.75,1,0
"2020-04-03","USA","Connecticut",4915,4915,133,133,3563077,41.622,-72.728,.9,1,1,1,1,1,1,1,1,0,1,1,1,0,0,.9,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.9,1,03apr2020,5,4,2020,3,"Connecticut","CT",0,8.500047,.2509947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,.9,0,1,1,1,1,.5,0,1,.45,1,1,1,1,.75,1,0
"2020-04-04","USA","Connecticut",5276,5276,165,165,3563077,41.622,-72.728,.9,1,1,1,1,1,1,1,1,0,1,1,1,0,0,.9,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.9,1,04apr2020,6,4,2020,4,"Connecticut","CT",0,8.570924,.0708771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,.9,0,1,1,1,1,.5,0,1,.45,1,1,1,1,.75,1,0
"2020-04-05","USA","Connecticut",5675,5675,189,189,3563077,41.622,-72.728,.9,1,1,1,1,1,1,1,1,0,1,1,1,0,0,.9,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.9,1,05apr2020,0,4,2020,5,"Connecticut","CT",0,8.643826,.0729017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,.9,0,1,1,1,1,.5,0,1,.45,1,1,1,1,.75,1,0
"2020-04-06","USA","Connecticut",6906,6906,206,206,3563077,41.622,-72.728,.9,1,1,1,1,1,1,1,1,0,1,1,1,0,0,.9,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.9,1,06apr2020,1,4,2020,6,"Connecticut","CT",0,8.840146,.1963205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,.9,0,1,1,1,1,.5,0,1,.45,1,1,1,1,.75,1,0
"2020-03-17","USA","Delaware",17,17,0,0,982895,39.01,-75.506,0,1,0,0,1,.25,1,0,1,0,1,1,1,0,0,0,1,0,0,1,.25,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,0,17mar2020,2,3,2020,17,"Delaware","DE",0,2.833213,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2070827,,1,0,.25,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,.25,0
"2020-03-18","USA","Delaware",26,26,0,0,982895,39.01,-75.506,0,1,0,0,1,.5,1,0,1,0,1,1,1,0,0,0,1,0,0,1,.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,18mar2020,3,3,2020,18,"Delaware","DE",0,3.258096,.4248831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,.5,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,.5,0
"2020-03-19","USA","Delaware",30,30,0,0,982895,39.01,-75.506,0,1,0,0,1,.5,1,0,1,0,1,1,1,0,0,0,1,0,0,1,.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,19mar2020,4,3,2020,19,"Delaware","DE",0,3.401197,.143101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,.5,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,.5,0
"2020-03-20","USA","Delaware",39,39,0,0,982895,39.01,-75.506,0,1,0,0,1,.5,1,0,1,0,1,1,1,0,0,0,1,0,0,1,.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,20mar2020,5,3,2020,20,"Delaware","DE",0,3.663562,.2623641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,.5,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,.5,0
"2020-03-21","USA","Delaware",45,45,0,0,982895,39.01,-75.506,.25,1,0,0,1,.5,1,0,1,0,1,1,1,0,0,.25,1,0,0,1,.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,0,21mar2020,6,3,2020,21,"Delaware","DE",0,3.806663,.143101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,.5,.25,0,0,0,1,1,0,0,1,.125,0,1,0,1,0,.5,0
"2020-03-22","USA","Delaware",56,56,0,0,982895,39.01,-75.506,.25,1,0,0,1,.5,1,0,1,0,1,1,1,0,0,.25,1,0,0,1,.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,0,22mar2020,0,3,2020,22,"Delaware","DE",0,4.025352,.218689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,.5,.25,0,0,0,1,1,0,0,1,.125,0,1,0,1,0,.5,0
"2020-03-23","USA","Delaware",87,87,0,0,982895,39.01,-75.506,.25,1,0,0,1,.5,1,0,1,0,1,1,1,0,0,.25,1,0,0,1,.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,0,23mar2020,1,3,2020,23,"Delaware","DE",0,4.465908,.4405565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,.5,.25,0,0,0,1,1,0,0,1,.125,0,1,0,1,0,.5,0
"2020-03-24","USA","Delaware",104,104,0,0,982895,39.01,-75.506,.5,1,0,0,1,.75,1,0,1,1,1,1,1,0,0,.5,1,0,0,1,.75,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,0,24mar2020,2,3,2020,24,"Delaware","DE",0,4.644391,.178483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,.75,.5,1,0,0,1,1,0,0,1,.25,0,1,0,1,0,.75,1
"2020-03-25","USA","Delaware",119,119,0,0,982895,39.01,-75.506,.5,1,0,0,1,.75,1,0,1,1,1,1,1,0,0,.5,1,0,0,1,.75,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,0,25mar2020,3,3,2020,25,"Delaware","DE",0,4.779123,.1347322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,.75,.5,1,0,0,1,1,0,0,1,.25,0,1,0,1,0,.75,1
