adm0_name,e
"ITA",.22360947
"ITA",-.10537114
"ITA",-.15980883
"ITA",-.14683482
"ITA",-.01780749
"ITA",-.04291541
"ITA",-.14367872
"ITA",-.06407258
"ITA",-.04821267
"ITA",-.02165861
"ITA",.00269702
"ITA",.06889439
"ITA",.07403273
"ITA",.01897402
"ITA",.02995947
"ITA",.04848228
"ITA",.01246863
"ITA",-.02766701
"ITA",.23510742
"ITA",.11286968
"ITA",.03014751
"ITA",-.01086279
"ITA",-.02620853
"ITA",-.02043837
"ITA",-.00786444
"ITA",-.0133028
"ITA",-.00053841
"ITA",.03208161
"ITA",.09450813
"ITA",-.04406768
"ITA",.16158484
"ITA",-.15298946
"ITA",-.17597967
"ITA",.2914885
"ITA",.02584569
"ITA",-.16695631
"ITA",.10751662
"ITA",-.08861465
"ITA",.10152697
"ITA",-.01249861
"ITA",-.04148069
"ITA",-.2029961
"ITA",.26749622
"ITA",-.08928886
"ITA",.05205184
"ITA",.0162623
"ITA",.08509232
"ITA",-.06891646
"ITA",-.04851801
"ITA",.04331124
"ITA",.01440082
"ITA",-.05084151
"ITA",-.03633379
"ITA",-.03301499
"ITA",-.02363982
"ITA",-.04818661
"ITA",-.03446901
"ITA",.00024829
"ITA",.00449497
"ITA",.0208819
"ITA",-.07851377
"ITA",.24549682
"ITA",.04439887
"ITA",-.11074779
"ITA",.05469831
"ITA",.12856315
"ITA",.06296688
"ITA",-.07942533
"ITA",.13482403
"ITA",.00990028
"ITA",.02579369
"ITA",-.07278428
"ITA",-.05346228
"ITA",-.08875794
"ITA",-.04847573
"ITA",-.07844044
"ITA",.0935957
"ITA",-.00770125
"ITA",.01657692
"ITA",.02959847
"ITA",-.01517337
"ITA",-.02643345
"ITA",-.01185966
"ITA",-.01109199
"ITA",-.00599465
"ITA",.00058666
"ITA",-.00763441
"ITA",-.04218238
"ITA",-.02498196
"ITA",-.03289867
"ITA",-.03764562
"ITA",-.01279483
"ITA",-.09932292
"ITA",-.04281876
"ITA",.07985506
"ITA",-.17769499
"ITA",.20437648
"ITA",.07080124
"ITA",.41842954
"ITA",.06076211
"ITA",-.01204703
"ITA",.04444275
"ITA",-.00875135
"ITA",-.03083441
"ITA",.03553795
"ITA",.00334424
"ITA",-.06110983
"ITA",-.08367321
"ITA",-.0837759
"ITA",.00752025
"ITA",.04076651
"ITA",.01811909
"ITA",-.07331163
"ITA",-.00612574
"ITA",-.08140442
"ITA",-.04409923
"ITA",-.02132172
"ITA",-.04237911
"ITA",-.07096077
"ITA",-.04432422
"ITA",-.1233513
"ITA",-.11013752
"ITA",-.19915746
"ITA",-.05943922
"ITA",.34325165
"ITA",.20424691
"ITA",-.12375918
"ITA",.32463942
"ITA",-.10007695
"ITA",-.08762317
"ITA",.02997724
"ITA",.21413265
"ITA",-.00911916
"ITA",.01678605
"ITA",.00374105
"ITA",-.07380273
"ITA",.02752061
"ITA",-.05114802
"ITA",.03537832
"ITA",.01088988
"ITA",-.0324822
"ITA",-.03998444
"ITA",-.07100513
"ITA",-.02785878
"ITA",-.07292947
"ITA",-.02868905
"ITA",.20673381
"ITA",-.11321271
"ITA",-.12820797
"ITA",-.1495404
"ITA",.24504874
"ITA",-.05651764
"ITA",-.0083359
"ITA",.00595867
"ITA",-.03700721
"ITA",.13072177
"ITA",.22017006
"ITA",-.03999234
"ITA",.23489258
"ITA",-.02802832
"ITA",.01625406
"ITA",.03445733
"ITA",-.08345345
"ITA",-.09402939
"ITA",-.07935954
"ITA",-.08387163
"ITA",-.11311705
"ITA",-.0795635
"ITA",-.11427239
"ITA",-.17494674
"ITA",-.16692293
"ITA",-.11941688
"ITA",-.13351459
"ITA",-.02363934
"ITA",-.12995835
"ITA",-.13541145
"ITA",.04280158
"ITA",-.11657616
"ITA",-.11059953
"ITA",.10539886
"ITA",-.14550574
"ITA",-.10340489
"ITA",-.07495629
"ITA",-.00095252
"ITA",-.13117501
"ITA",.27717112
"ITA",-.01730612
"ITA",.0601713
"ITA",.15960038
"ITA",.12756123
"ITA",.10783932
"ITA",.06537966
"ITA",.06600523
"ITA",.05547259
"ITA",.00462407
"ITA",.21920121
"ITA",.08690227
"ITA",.06325838
"ITA",.07120089
"ITA",.03715515
"ITA",.07550881
"ITA",.0359661
"ITA",.03734076
"ITA",-.06328388
"ITA",.10092093
"ITA",.42852662
"ITA",.08505098
"ITA",-.06777317
"ITA",-.12006064
"ITA",.04111006
"ITA",-.05626393
"ITA",.01724809
"ITA",-.01544529
"ITA",.01452734
"ITA",-.0589911
"ITA",-.08721704
"ITA",-.02660939
"ITA",-.04393626
"ITA",-.02059419
"ITA",-.05522924
"ITA",.04288247
"ITA",.01246772
"ITA",.06079798
"ITA",-.05345199
"ITA",-.10745288
"ITA",-.02722318
"ITA",-.02797401
"ITA",.1032967
"ITA",.19968977
"ITA",-.10596287
"ITA",.08323511
"ITA",-.04567373
"ITA",-.02372508
"ITA",-.03305588
"ITA",-.04413402
"ITA",.05418929
"ITA",.07030014
"ITA",.04231791
"ITA",.0089556
"ITA",.03527399
"ITA",.0375475
"ITA",-.03210055
"ITA",-.02099791
"ITA",.05863479
"ITA",-.04735513
"ITA",-.02973926
"ITA",-.03959469
"ITA",-.04293212
"ITA",-.05893265
"ITA",-.08428422
"ITA",-.05697867
"ITA",.32495461
"ITA",.01866394
"ITA",-.2099227
"ITA",-.10223229
"ITA",-.07554663
"ITA",-.14113512
"ITA",.30608685
"ITA",.10782076
"ITA",-.0337529
"ITA",-.04350175
"ITA",.16259711
"ITA",-.02034246
"ITA",-.04394616
"ITA",-.09937804
"ITA",-.02813529
"ITA",-.00854824
"ITA",-.04669513
"ITA",-.02297503
"ITA",-.07594931
"ITA",-.08650578
"ITA",-.05255597
"ITA",.17099954
"ITA",.42552894
"ITA",-.0381676
"ITA",-.20168717
"ITA",-.14863722
"ITA",.27255288
"ITA",.01507269
"ITA",.10088166
"ITA",-.16177125
"ITA",.0387206
"ITA",-.09890604
"ITA",.0677553
"ITA",-.12845764
"ITA",.07110058
"ITA",-.09470311
"ITA",-.02866501
"ITA",.06628656
"ITA",.01617146
"ITA",.02425059
"ITA",-.02917298
"ITA",-.02224172
