adm0_name,t,y_actual,lb_y_actual,ub_y_actual,y_counter,lb_counter,ub_counter,m_y_actual,m_y_counter,day_avg
"ITA",30mar2020,.0734787,.0571368,.0898205,.3779224,.2405532,.5152915,,,
"ITA",31mar2020,.078604,.0622621,.0949458,.3830477,.2456785,.5204169,,,
"ITA",01apr2020,.0858189,.069477,.1021607,.3902625,.2528934,.5276317,,,
"ITA",02apr2020,.1014286,.0850867,.1177704,.4058723,.2685031,.5432414,,,
"ITA",03apr2020,.095302,.0789602,.1116439,.3997457,.2623765,.5371149,,,
"ITA",04apr2020,.0823669,.0660251,.0987088,.3868106,.2494414,.5241798,,,
"ITA",05apr2020,.1154959,.099154,.1318377,.4199395,.2825704,.5573087,,,
"ITA",06apr2020,.0734787,.0571368,.0898205,.3779224,.2405532,.5152915,,,
"ITA",10mar2020,.2033051,.1656149,.2409954,.3619285,.2245593,.4992976,,,
"ITA",11mar2020,.1835171,.1643841,.2026501,.3691433,.2317742,.5065125,,,
"ITA",12mar2020,.1991268,.1799938,.2182598,.384753,.2473839,.5221222,,,
"ITA",13mar2020,.1930003,.1738673,.2121332,.3786265,.2412573,.5159957,,,
"ITA",14mar2020,.1800652,.1609322,.1991981,.3656914,.2283222,.5030606,,,
"ITA",15mar2020,.2131941,.1940611,.2323271,.3988203,.2614512,.5361895,,,
"ITA",16mar2020,.1711769,.1520439,.1903099,.3568031,.219434,.4941723,,,
"ITA",17mar2020,.1763022,.1571693,.1954352,.3619285,.2245593,.4992976,,,
"ITA",20mar2020,.1930003,.1738673,.2121332,.3786265,.2412573,.5159957,,,
"ITA",21mar2020,.1800652,.1609322,.1991981,.3656914,.2283222,.5030606,,,
"ITA",22mar2020,.0943766,.0780348,.1107185,.3988203,.2614512,.5361895,,,
"ITA",23mar2020,.0523594,.0360176,.0687013,.3568031,.219434,.4941723,,,
"ITA",24mar2020,.0574848,.0411429,.0738266,.3619285,.2245593,.4992976,,,
"ITA",25mar2020,.0646996,.0483578,.0810415,.3691433,.2317742,.5065125,,,
"ITA",26mar2020,.0803093,.0639675,.0966512,.384753,.2473839,.5221222,,,
"ITA",27mar2020,.0741828,.0578409,.0905247,.3786265,.2412573,.5159957,,,
"ITA",28mar2020,.0612477,.0449058,.0775896,.3656914,.2283222,.5030606,,,
"ITA",29mar2020,.0943766,.0780348,.1107185,.3988203,.2614512,.5361895,,,
