adm0_name,t,y_actual,lb_y_actual,ub_y_actual,y_counter,lb_counter,ub_counter,m_y_actual,m_y_counter,day_avg
"ITA",11mar2020,.1509853,.064689,.2372817,.2341175,.1502109,.3180242,,,
"ITA",12mar2020,.165898,.0796017,.2521943,.2490302,.1651236,.3329369,,,
"ITA",13mar2020,.1596871,.0733908,.2459835,.2428193,.1589127,.326726,,,
"ITA",14mar2020,.1467135,.0604172,.2330098,.2298457,.145939,.3137524,,,
"ITA",15mar2020,.1801727,.0938763,.266469,.2633049,.1793982,.3472115,,,
"ITA",16mar2020,.1380671,.0517707,.2243634,.2211993,.1372926,.3051059,,,
"ITA",17mar2020,.1435623,.057266,.2298586,.2266945,.1427878,.3106011,,,
"ITA",18mar2020,.1509853,.064689,.2372817,.2341175,.1502109,.3180242,,,
"ITA",19mar2020,.165898,.0796017,.2521943,.2490302,.1651236,.3329369,,,
"ITA",20mar2020,.1596871,.0733908,.2459835,.2428193,.1589127,.326726,,,
"ITA",21mar2020,.1467135,.0604172,.2330098,.2298457,.145939,.3137524,,,
"ITA",22mar2020,.0612146,0,.1455001,.2633049,.1793982,.3472115,,,
"ITA",23mar2020,.019109,0,.1033945,.2211993,.1372926,.3051059,,,
"ITA",24mar2020,.0246042,0,.1088897,.2266945,.1427878,.3106011,,,
"ITA",25mar2020,.0320273,0,.1163128,.2341175,.1502109,.3180242,,,
"ITA",26mar2020,.0469399,0,.1312254,.2490302,.1651236,.3329369,,,
"ITA",27mar2020,.0407291,0,.1250145,.2428193,.1589127,.326726,,,
"ITA",28mar2020,.0277554,0,.1120409,.2298457,.145939,.3137524,,,
"ITA",29mar2020,.0612146,0,.1455001,.2633049,.1793982,.3472115,,,
"ITA",30mar2020,.019109,0,.1033945,.2211993,.1372926,.3051059,,,
"ITA",31mar2020,.0246042,0,.1088897,.2266945,.1427878,.3106011,,,
"ITA",01apr2020,.0320273,0,.1163128,.2341175,.1502109,.3180242,,,
"ITA",02apr2020,.0469399,0,.1312254,.2490302,.1651236,.3329369,,,
"ITA",03apr2020,.0407291,0,.1250145,.2428193,.1589127,.326726,,,
"ITA",04apr2020,.0277554,0,.1120409,.2298457,.145939,.3137524,,,
"ITA",05apr2020,.0612146,0,.1455001,.2633049,.1793982,.3472115,,,
"ITA",06apr2020,.019109,0,.1033945,.2211993,.1372926,.3051059,,,
"ITA",05mar2020,.2860571,.2021504,.3699638,.2860571,.2021504,.3699638,,,
"ITA",06mar2020,.2798462,.1959396,.3637529,.2798462,.1959396,.3637529,,,
"ITA",07mar2020,.2668726,.1829659,.3507792,.2668726,.1829659,.3507792,,,
"ITA",08mar2020,.2439616,.1525119,.3354113,.3003318,.2164251,.3842384,,,
"ITA",09mar2020,.201856,.1104063,.2933057,.2582262,.1743195,.3421328,,,
"ITA",10mar2020,.2073512,.1159015,.2988009,.2637214,.1798147,.347628,,,
"ITA",11mar2020,.1880122,.1017159,.2743086,.2711444,.1872378,.3550511,,,
"ITA",12mar2020,.2029249,.1166286,.2892213,.2860571,.2021504,.3699638,,,
"ITA",13mar2020,.196714,.1104177,.2830104,.2798462,.1959396,.3637529,,,
"ITA",14mar2020,.1837404,.0974441,.2700367,.2668726,.1829659,.3507792,,,
"ITA",15mar2020,.2171996,.1309032,.3034959,.3003318,.2164251,.3842384,,,
"ITA",16mar2020,.175094,.0887976,.2613903,.2582262,.1743195,.3421328,,,
"ITA",17mar2020,.1805892,.0942928,.2668855,.2637214,.1798147,.347628,,,
"ITA",18mar2020,.1880122,.1017159,.2743086,.2711444,.1872378,.3550511,,,
"ITA",19mar2020,.2029249,.1166286,.2892213,.2860571,.2021504,.3699638,,,
"ITA",20mar2020,.196714,.1104177,.2830104,.2798462,.1959396,.3637529,,,
"ITA",21mar2020,.1837404,.0974441,.2700367,.2668726,.1829659,.3507792,,,
"ITA",22mar2020,.0982415,.013956,.182527,.3003318,.2164251,.3842384,,,
"ITA",23mar2020,.0561359,0,.1404214,.2582262,.1743195,.3421328,,,
"ITA",24mar2020,.0616311,0,.1459166,.2637214,.1798147,.347628,,,
"ITA",25mar2020,.0690542,0,.1533396,.2711444,.1872378,.3550511,,,
"ITA",26mar2020,.0839668,0,.1682523,.2860571,.2021504,.3699638,,,
"ITA",27mar2020,.0777559,0,.1620414,.2798462,.1959396,.3637529,,,
"ITA",28mar2020,.0647823,0,.1490678,.2668726,.1829659,.3507792,,,
"ITA",29mar2020,.0982415,.013956,.182527,.3003318,.2164251,.3842384,,,
"ITA",30mar2020,.0561359,0,.1404214,.2582262,.1743195,.3421328,,,
"ITA",31mar2020,.0616311,0,.1459166,.2637214,.1798147,.347628,,,
"ITA",01apr2020,.0690542,0,.1533396,.2711444,.1872378,.3550511,,,
"ITA",02apr2020,.0839668,0,.1682523,.2860571,.2021504,.3699638,,,
"ITA",03apr2020,.0777559,0,.1620414,.2798462,.1959396,.3637529,,,
"ITA",04apr2020,.0647823,0,.1490678,.2668726,.1829659,.3507792,,,
"ITA",05apr2020,.0982415,.013956,.182527,.3003318,.2164251,.3842384,,,
"ITA",06apr2020,.0561359,0,.1404214,.2582262,.1743195,.3421328,,,
"ITA",06mar2020,.2692064,.1776323,.3607805,.3777113,.2938046,.4616179,,,
"ITA",07mar2020,.2562328,.1646587,.3478069,.3647376,.280831,.4486443,,,
"ITA",08mar2020,.3072764,.2172741,.3972787,.3981968,.3142902,.4821035,,,
"ITA",09mar2020,.2651708,.1751685,.3551731,.3560912,.2721846,.4399979,,,
"ITA",10mar2020,.1967114,.1142353,.2791876,.3615864,.2776798,.4454931,,,
"ITA",11mar2020,.1773725,.1025001,.2522448,.3690095,.2851028,.4529161,,,
"ITA",12mar2020,.1922851,.1174128,.2671575,.3839222,.3000155,.4678288,,,
"ITA",13mar2020,.1860742,.1112019,.2609466,.3777113,.2938046,.4616179,,,
"ITA",14mar2020,.1731006,.0982283,.247973,.3647376,.280831,.4486443,,,
"ITA",15mar2020,.2065598,.1316874,.2814322,.3981968,.3142902,.4821035,,,
"ITA",16mar2020,.1644542,.0895818,.2393266,.3560912,.2721846,.4399979,,,
"ITA",17mar2020,.1699494,.095077,.2448218,.3615864,.2776798,.4454931,,,
"ITA",18mar2020,.1773725,.1025001,.2522448,.3690095,.2851028,.4529161,,,
"ITA",19mar2020,.1922851,.1174128,.2671575,.3839222,.3000155,.4678288,,,
"ITA",20mar2020,.1860742,.1112019,.2609466,.3777113,.2938046,.4616179,,,
"ITA",21mar2020,.1731006,.0982283,.247973,.3647376,.280831,.4486443,,,
"ITA",22mar2020,.0876017,.0119596,.1632438,.3981968,.3142902,.4821035,,,
"ITA",23mar2020,.0454961,0,.1211382,.3560912,.2721846,.4399979,,,
"ITA",24mar2020,.0509913,0,.1266334,.3615864,.2776798,.4454931,,,
"ITA",25mar2020,.0584144,0,.1340565,.3690095,.2851028,.4529161,,,
"ITA",26mar2020,.0733271,0,.1489692,.3839222,.3000155,.4678288,,,
"ITA",27mar2020,.0671162,0,.1427583,.3777113,.2938046,.4616179,,,
"ITA",28mar2020,.0541425,0,.1297846,.3647376,.280831,.4486443,,,
"ITA",29mar2020,.0876017,.0119596,.1632438,.3981968,.3142902,.4821035,,,
"ITA",30mar2020,.0454961,0,.1211382,.3560912,.2721846,.4399979,,,
"ITA",31mar2020,.0509913,0,.1266334,.3615864,.2776798,.4454931,,,
"ITA",01apr2020,.0584144,0,.1340565,.3690095,.2851028,.4529161,,,
"ITA",02apr2020,.0733271,0,.1489692,.3839222,.3000155,.4678288,,,
"ITA",03apr2020,.0671162,0,.1427583,.3777113,.2938046,.4616179,,,
"ITA",04apr2020,.0541425,0,.1297846,.3647376,.280831,.4486443,,,
"ITA",05apr2020,.0876017,.0119596,.1632438,.3981968,.3142902,.4821035,,,
"ITA",06apr2020,.0454961,0,.1211382,.3560912,.2721846,.4399979,,,
"ITA",10mar2020,.2245748,.1331251,.3160245,.280945,.1970384,.3648517,,,
"ITA",11mar2020,.2052359,.1189395,.2915322,.2883681,.2044614,.3722747,,,
"ITA",12mar2020,.2201485,.1338522,.3064449,.3032807,.2193741,.3871874,,,
"ITA",13mar2020,.2139377,.1276413,.300234,.2970698,.2131632,.3809765,,,
"ITA",14mar2020,.200964,.1146677,.2872604,.2840962,.2001896,.3680029,,,
"ITA",15mar2020,.2344232,.1481269,.3207196,.3175554,.2336487,.4014621,,,
"ITA",16mar2020,.1923176,.1060213,.2786139,.2754498,.1915431,.3593564,,,
"ITA",17mar2020,.1978128,.1115165,.2841092,.280945,.1970384,.3648517,,,
"ITA",18mar2020,.2052359,.1189395,.2915322,.2883681,.2044614,.3722747,,,
"ITA",19mar2020,.2201485,.1338522,.3064449,.3032807,.2193741,.3871874,,,
"ITA",20mar2020,.2139377,.1276413,.300234,.2970698,.2131632,.3809765,,,
"ITA",21mar2020,.200964,.1146677,.2872604,.2840962,.2001896,.3680029,,,
"ITA",22mar2020,.1154651,.0311797,.1997506,.3175554,.2336487,.4014621,,,
"ITA",23mar2020,.0733595,0,.157645,.2754498,.1915431,.3593564,,,
"ITA",24mar2020,.0788548,0,.1631402,.280945,.1970384,.3648517,,,
"ITA",25mar2020,.0862778,.0019923,.1705633,.2883681,.2044614,.3722747,,,
"ITA",26mar2020,.1011905,.016905,.1854759,.3032807,.2193741,.3871874,,,
"ITA",27mar2020,.0949796,.0106941,.1792651,.2970698,.2131632,.3809765,,,
"ITA",28mar2020,.082006,0,.1662914,.2840962,.2001896,.3680029,,,
"ITA",29mar2020,.1154651,.0311797,.1997506,.3175554,.2336487,.4014621,,,
"ITA",30mar2020,.0733595,0,.157645,.2754498,.1915431,.3593564,,,
"ITA",31mar2020,.0788548,0,.1631402,.280945,.1970384,.3648517,,,
"ITA",01apr2020,.0862778,.0019923,.1705633,.2883681,.2044614,.3722747,,,
"ITA",02apr2020,.1011905,.016905,.1854759,.3032807,.2193741,.3871874,,,
"ITA",03apr2020,.0949796,.0106941,.1792651,.2970698,.2131632,.3809765,,,
"ITA",04apr2020,.082006,0,.1662914,.2840962,.2001896,.3680029,,,
