date,adm0_name,adm1_id,adm1_name,lat,lon,cum_hospitalized_symptom,cum_intensive_care,cum_hospitalized,cum_home_confinement,active_cases,active_cases_new,cum_recoveries,cum_deaths,cum_confirmed_cases,cum_tests,cum_hospitalized_symptom_imputed,cum_intensive_care_imputed,cum_hospitalized_imputed,cum_home_confinement_imputed,cum_recoveries_imputed,cum_deaths_imputed,cum_confirmed_cases_imputed,cum_tests_imputed,population,travel_ban_intl_out,business_closure,business_closure_popwt,no_gathering,no_gathering_popwt,school_closure,school_closure_popwt,social_distance,social_distance_popwt,work_from_home,work_from_home_popwt,transit_suspension,transit_suspension_popwt,travel_ban_local,travel_ban_local_popwt,testing_regime,social_distance_opt,social_distance_opt_popwt,work_from_home_opt,work_from_home_opt_popwt,home_isolation,home_isolation_popwt,pos_cases_quarantine,pos_cases_quarantine_popwt,travel_ban_intl_in,policies_enacted,no_gathering_size
2020-03-09,ITA,7,Liguria,44.41149315,8.9326992,,17.0,77.0,20.0,97,30,5.0,7.0,109.0,611.0,47,17,77,20,5,7,109,611,1550640.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,0,8.5,0
2020-03-09,ITA,3,Lombardia,45.46679409,9.190347404,2802.0,440.0,3242.0,1248.0,4490,1118,646.0,333.0,5469.0,20135.0,2802,440,3242,1248,646,333,5469,20135,10060574.0,1,1,0.00502794854646,1,1.0,1,1.0,1,1.0,1,0.00502794854646,1,0.00502794854646,1,1.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,0,12.5,0
2020-03-09,ITA,11,Marche,43.61675973,13.5188753,136.0,47.0,183.0,130.0,313,48,0.0,10.0,323.0,1250.0,136,47,183,130,0,10,323,1250,1525271.0,1,0,0.0,1,0.2350992297,1,1.0,1,0.2350992297,0,0.0,0,0.0,1,0.2350992297,1,1,0.2350992297,1,0.2350992297,0.5,0.11754961485,1,0.2350992297,0,9.5,0
2020-03-09,ITA,14,Molise,41.55774754,14.65916051,,2.0,6.0,,14,0,0.0,0.0,14.0,212.0,3,2,6,7,0,0,14,212,305617.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,0,8.5,0
2020-03-09,ITA,1,Piemonte,45.0732745,7.680687483,222.0,50.0,272.0,,337,-18,0.0,13.0,350.0,1681.0,222,50,272,61,0,13,350,1681,4356406.0,1,0,0.0,1,0.30647843872,1,1.0,1,0.30647843872,0,0.0,0,0.0,1,0.30647843872,1,1,0.30647843872,1,0.30647843872,0.5,0.15323921936,1,0.30647843872,0,9.5,0
2020-03-09,ITA,16,Puglia,41.12559576,16.86736689,20.0,,26.0,20.0,46,10,1.0,3.0,50.0,685.0,20,2,26,20,1,3,50,685,4029053.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,0,8.5,0
2020-03-09,ITA,20,Sardegna,39.21531192,9.110616306,8.0,0.0,8.0,11.0,19,8,0.0,0.0,19.0,185.0,8,0,8,11,0,0,19,185,1639591.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,0,8.5,0
2020-03-09,ITA,19,Sicilia,38.11569725,13.362356699999998,,0.0,19.0,33.0,52,1,2.0,0.0,54.0,836.0,13,0,19,33,2,0,54,836,4999891.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,0,8.5,0
2020-03-09,ITA,9,Toscana,43.76923077,11.25588885,,9.0,116.0,90.0,206,41,1.0,1.0,208.0,2018.0,69,9,116,90,1,1,208,2018,3729641.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,0,8.5,0
2020-03-09,ITA,4,P.A. Trento,46.06893511,11.12123097,10.0,2.0,12.0,21.0,33,10,0.0,0.0,33.0,267.0,10,2,12,21,0,0,33,267,541098.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,0,8.5,0
2020-03-09,ITA,10,Umbria,43.10675841,12.38824698,4.0,2.0,6.0,22.0,28,2,0.0,0.0,28.0,183.0,4,2,6,22,0,0,28,183,882015.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,0,8.5,0
2020-03-09,ITA,2,Valle d'Aosta,45.73750286,7.320149366,,0.0,,11.0,15,6,0.0,0.0,15.0,67.0,2,0,2,11,0,0,15,67,125666.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,0,8.5,0
2020-03-09,ITA,5,Veneto,45.43490485,12.33845213,186.0,51.0,237.0,457.0,694,71,30.0,20.0,744.0,15956.0,186,51,237,457,30,20,744,15956,4905854.0,1,1,0.0006811416922000001,1,0.19097655449999998,1,1.0,1,0.19097655449999998,1,0.0006811416922000001,1,0.0006811416922000001,1,0.0006811416922000001,1,1,0.19097655449999998,1,0.19097655449999998,0.5,0.5,1,1.0,0,12.5,0
2020-03-10,ITA,13,Abruzzo,42.35122196,13.39843823,17.0,9.0,26.0,11.0,37,7,0.0,1.0,38.0,310.0,17,9,26,11,0,1,38,310,1311580.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,1,10.5,0
2020-03-10,ITA,17,Basilicata,40.63947052,15.80514834,,0.0,2.0,5.0,7,2,0.0,0.0,7.0,148.0,0,0,2,5,0,0,7,148,562869.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,1,10.5,0
2020-03-10,ITA,4,P.A. Bolzano,46.49933453,11.35662422,,1.0,,20.0,38,29,0.0,0.0,38.0,36.0,8,1,10,20,0,0,38,36,531178.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,1,10.5,0
2020-03-10,ITA,18,Calabria,38.90597598,16.59440194,8.0,2.0,10.0,1.0,11,2,,0.0,13.0,360.0,8,2,10,1,0,0,13,360,1947131.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,1,10.5,0
2020-03-10,ITA,15,Campania,40.83956555,14.25084984,33.0,8.0,41.0,,126,7,1.0,0.0,127.0,1141.0,33,8,41,75,1,0,127,1141,5801692.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,1,10.5,0
2020-03-10,ITA,8,Emilia Romagna,44.49436681,11.341720800000001,669.0,98.0,767.0,650.0,1417,131,31.0,85.0,1533.0,5494.0,669,98,767,650,31,85,1533,5494,4459477.0,1,0,0.0,1,0.5185359117099999,1,1.0,1,0.5185359117099999,0,0.0,0,0.0,1,1.0,1,1,0.5185359117099999,1,0.5185359117099999,0.5,0.5,1,0.5185359117099999,1,10.5,0
2020-03-10,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,,,,77.0,110,21,3.0,3.0,116.0,1602.0,12,2,20,77,3,3,116,1602,1215220.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,1,10.5,0
2020-03-10,ITA,12,Lazio,41.89277044,12.48366722,50.0,15.0,65.0,34.0,99,5,11.0,6.0,116.0,3591.0,50,15,65,34,11,6,116,3591,5879082.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,1,10.5,0
2020-03-10,ITA,7,Liguria,44.41149315,8.9326992,57.0,29.0,86.0,42.0,128,31,5.0,8.0,141.0,694.0,57,29,86,42,5,8,141,694,1550640.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,1,10.5,0
2020-03-10,ITA,3,Lombardia,45.46679409,9.190347404,,,,,4427,-63,,,,,3285,496,3782,1299,763,453,6310,22717,10060574.0,1,1,0.00502794854646,1,1.0,1,1.0,1,1.0,1,0.00502794854646,1,0.00502794854646,1,1.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,1,13.5,0
2020-03-10,ITA,11,Marche,43.61675973,13.5188753,152.0,54.0,206.0,175.0,381,68,0.0,13.0,394.0,1437.0,152,54,206,175,0,13,394,1437,1525271.0,1,0,0.0,1,0.2350992297,1,1.0,1,0.2350992297,0,0.0,0,0.0,1,1.0,1,1,0.2350992297,1,0.2350992297,0.5,0.5,1,0.2350992297,1,10.5,0
2020-03-10,ITA,14,Molise,41.55774754,14.65916051,3.0,3.0,6.0,,15,1,0.0,0.0,15.0,225.0,3,3,6,7,0,0,15,225,305617.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,1,10.5,0
2020-03-10,ITA,1,Piemonte,45.0732745,7.680687483,306.0,66.0,372.0,64.0,436,99,0.0,17.0,453.0,2374.0,306,66,372,64,0,17,453,2374,4356406.0,1,0,0.0,1,0.30647843872,1,1.0,1,0.30647843872,0,0.0,0,0.0,1,1.0,1,1,0.30647843872,1,0.30647843872,0.5,0.5,1,0.30647843872,1,10.5,0
2020-03-10,ITA,16,Puglia,41.12559576,16.86736689,28.0,,34.0,21.0,55,9,1.0,3.0,59.0,747.0,28,2,34,21,1,3,59,747,4029053.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,1,10.5,0
2020-03-10,ITA,20,Sardegna,39.21531192,9.110616306,9.0,0.0,9.0,11.0,20,1,0.0,0.0,20.0,204.0,9,0,9,11,0,0,20,204,1639591.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,1,10.5,0
2020-03-10,ITA,19,Sicilia,38.11569725,13.362356699999998,17.0,,19.0,41.0,60,8,2.0,0.0,62.0,955.0,17,0,19,41,2,0,62,955,4999891.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,1,10.5,0
2020-03-10,ITA,9,Toscana,43.76923077,11.25588885,,40.0,131.0,129.0,260,54,3.0,1.0,264.0,2573.0,77,40,131,129,3,1,264,2573,3729641.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,1,10.5,0
2020-03-10,ITA,4,P.A. Trento,46.06893511,11.12123097,19.0,3.0,22.0,28.0,50,17,2.0,0.0,52.0,399.0,19,3,22,28,2,0,52,399,541098.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,1,10.5,0
2020-03-10,ITA,10,Umbria,43.10675841,12.38824698,,2.0,10.0,27.0,37,9,0.0,0.0,37.0,260.0,5,2,10,27,0,0,37,260,882015.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,1,10.5,0
2020-03-10,ITA,2,Valle d'Aosta,45.73750286,7.320149366,2.0,0.0,2.0,15.0,17,2,0.0,0.0,17.0,89.0,2,0,2,15,0,0,17,89,125666.0,1,0,0.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,0.5,0.5,1,1.0,1,10.5,0
2020-03-10,ITA,5,Veneto,45.43490485,12.33845213,204.0,67.0,271.0,512.0,783,89,47.0,26.0,856.0,16643.0,204,67,271,512,47,26,856,16643,4905854.0,1,1,0.0006811416922000001,1,0.19097655449999998,1,1.0,1,0.19097655449999998,1,0.0006811416922000001,1,0.0006811416922000001,1,1.0,1,1,0.19097655449999998,1,0.19097655449999998,0.5,0.5,1,1.0,1,13.5,0
2020-03-11,ITA,13,Abruzzo,42.35122196,13.39843823,,,,,37,0,,,,,23,10,34,15,1,2,57,519,1311580.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-11,ITA,17,Basilicata,40.63947052,15.80514834,,1.0,2.0,6.0,8,1,0.0,0.0,8.0,155.0,0,1,2,6,0,0,8,155,562869.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-11,ITA,4,P.A. Bolzano,46.49933453,11.35662422,8.0,4.0,12.0,63.0,75,37,0.0,0.0,75.0,75.0,8,4,12,63,0,0,75,75,531178.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-11,ITA,18,Calabria,38.90597598,16.59440194,10.0,2.0,12.0,5.0,17,6,,0.0,19.0,405.0,10,2,12,5,1,0,19,405,1947131.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-11,ITA,15,Campania,40.83956555,14.25084984,56.0,11.0,67.0,82.0,149,23,4.0,1.0,154.0,1375.0,56,11,67,82,4,1,154,1375,5801692.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-11,ITA,8,Emilia Romagna,44.49436681,11.341720800000001,745.0,104.0,849.0,739.0,1588,171,38.0,113.0,1739.0,6640.0,745,104,849,739,38,113,1739,6640,4459477.0,1,1,1.0,1,0.5185359117099999,1,1.0,1,0.5185359117099999,0,0.0,0,0.0,1,1.0,1,1,0.5185359117099999,1,0.5185359117099999,1.0,1.0,1,0.5185359117099999,1,12.0,0
2020-03-11,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,16.0,5.0,21.0,89.0,110,0,10.0,6.0,126.0,2073.0,16,5,21,89,10,6,126,2073,1215220.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-11,ITA,12,Lazio,41.89277044,12.48366722,67.0,18.0,85.0,40.0,125,26,19.0,6.0,150.0,3591.0,67,18,85,40,19,6,150,3591,5879082.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-11,ITA,7,Liguria,44.41149315,8.9326992,74.0,34.0,108.0,73.0,181,53,5.0,8.0,194.0,1025.0,74,34,108,73,5,8,194,1025,1550640.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-11,ITA,3,Lombardia,45.46679409,9.190347404,3852.0,560.0,4412.0,1351.0,5763,1336,900.0,617.0,7280.0,25629.0,3852,560,4412,1351,900,617,7280,25629,10060574.0,1,1,1.0,1,1.0,1,1.0,1,1.0,1,0.00502794854646,1,0.00502794854646,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,14.0,0
2020-03-11,ITA,11,Marche,43.61675973,13.5188753,212.0,66.0,278.0,183.0,461,80,0.0,18.0,479.0,1656.0,212,66,278,183,0,18,479,1656,1525271.0,1,1,1.0,1,0.2350992297,1,1.0,1,0.2350992297,0,0.0,0,0.0,1,1.0,1,1,0.2350992297,1,0.2350992297,1.0,1.0,1,0.2350992297,1,12.0,0
2020-03-11,ITA,14,Molise,41.55774754,14.65916051,,3.0,7.0,,16,1,0.0,0.0,16.0,233.0,3,3,7,7,0,0,16,233,305617.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-11,ITA,1,Piemonte,45.0732745,7.680687483,319.0,75.0,394.0,86.0,480,44,0.0,21.0,501.0,2431.0,319,75,394,86,0,21,501,2431,4356406.0,1,1,1.0,1,0.30647843872,1,1.0,1,0.30647843872,0,0.0,0,0.0,1,1.0,1,1,0.30647843872,1,0.30647843872,1.0,1.0,1,0.30647843872,1,12.0,0
2020-03-11,ITA,16,Puglia,41.12559576,16.86736689,38.0,,42.0,29.0,71,16,1.0,5.0,77.0,909.0,38,2,42,29,1,5,77,909,4029053.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-11,ITA,20,Sardegna,39.21531192,9.110616306,10.0,0.0,10.0,27.0,37,17,0.0,0.0,37.0,283.0,10,0,10,27,0,0,37,283,1639591.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-11,ITA,19,Sicilia,38.11569725,13.362356699999998,23.0,1.0,24.0,57.0,81,21,2.0,0.0,83.0,1194.0,23,1,24,57,2,0,83,1194,4999891.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-11,ITA,9,Toscana,43.76923077,11.25588885,87.0,54.0,141.0,173.0,314,54,5.0,1.0,320.0,2804.0,87,54,141,173,5,1,320,2804,3729641.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-11,ITA,4,P.A. Trento,46.06893511,11.12123097,28.0,4.0,32.0,42.0,74,24,3.0,0.0,77.0,527.0,28,4,32,42,3,0,77,527,541098.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-11,ITA,10,Umbria,43.10675841,12.38824698,7.0,5.0,12.0,32.0,44,7,2.0,0.0,46.0,340.0,7,5,12,32,2,0,46,340,882015.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-11,ITA,2,Valle d'Aosta,45.73750286,7.320149366,2.0,0.0,2.0,17.0,19,2,0.0,1.0,20.0,99.0,2,0,2,17,0,1,20,99,125666.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-11,ITA,5,Veneto,45.43490485,12.33845213,262.0,68.0,330.0,610.0,940,157,54.0,29.0,1023.0,21400.0,262,68,330,610,54,29,1023,21400,4905854.0,1,1,1.0,1,0.19097655449999998,1,1.0,1,0.19097655449999998,1,0.0006811416922000001,1,0.0006811416922000001,1,1.0,1,1,0.19097655449999998,1,0.19097655449999998,1.0,1.0,1,1.0,1,14.0,0
2020-03-12,ITA,13,Abruzzo,42.35122196,13.39843823,,12.0,,19.0,78,41,4.0,2.0,84.0,867.0,31,12,43,19,4,2,84,867,1311580.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-12,ITA,17,Basilicata,40.63947052,15.80514834,,1.0,2.0,6.0,8,0,0.0,0.0,8.0,155.0,0,1,2,6,0,0,8,155,562869.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-12,ITA,4,P.A. Bolzano,46.49933453,11.35662422,,4.0,25.0,78.0,103,28,0.0,1.0,104.0,607.0,13,4,25,78,0,1,104,607,531178.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-12,ITA,18,Calabria,38.90597598,16.59440194,14.0,2.0,16.0,16.0,32,15,1.0,0.0,33.0,483.0,14,2,16,16,1,0,33,483,1947131.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-12,ITA,15,Campania,40.83956555,14.25084984,56.0,11.0,67.0,107.0,174,25,4.0,1.0,179.0,1551.0,56,11,67,107,4,1,179,1551,5801692.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-12,ITA,8,Emilia Romagna,44.49436681,11.341720800000001,814.0,112.0,926.0,832.0,1758,170,43.0,146.0,1947.0,7600.0,814,112,926,832,43,146,1947,7600,4459477.0,1,1,1.0,1,0.5185359117099999,1,1.0,1,0.5185359117099999,0,0.0,0,0.0,1,1.0,1,1,0.5185359117099999,1,0.5185359117099999,1.0,1.0,1,0.5185359117099999,1,12.0,0
2020-03-12,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,23.0,,33.0,115.0,148,38,11.0,8.0,167.0,2604.0,23,6,33,115,11,8,167,2604,1215220.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-12,ITA,12,Lazio,41.89277044,12.48366722,85.0,20.0,105.0,67.0,172,47,19.0,9.0,200.0,5592.0,85,20,105,67,19,9,200,5592,5879082.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-12,ITA,7,Liguria,44.41149315,8.9326992,100.0,36.0,136.0,107.0,243,62,20.0,11.0,274.0,1174.0,100,36,136,107,20,11,274,1174,1550640.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-12,ITA,3,Lombardia,45.46679409,9.190347404,4247.0,605.0,4852.0,2044.0,6896,1133,1085.0,744.0,8725.0,29534.0,4247,605,4852,2044,1085,744,8725,29534,10060574.0,1,1,1.0,1,1.0,1,1.0,1,1.0,1,0.00502794854646,1,0.00502794854646,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,14.0,0
2020-03-12,ITA,11,Marche,43.61675973,13.5188753,254.0,76.0,330.0,240.0,570,109,0.0,22.0,592.0,1907.0,254,76,330,240,0,22,592,1907,1525271.0,1,1,1.0,1,0.2350992297,1,1.0,1,0.2350992297,0,0.0,0,0.0,1,1.0,1,1,0.2350992297,1,0.2350992297,1.0,1.0,1,0.2350992297,1,12.0,0
2020-03-12,ITA,14,Molise,41.55774754,14.65916051,,3.0,7.0,,16,0,0.0,0.0,16.0,238.0,3,3,7,7,0,0,16,238,305617.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-12,ITA,1,Piemonte,45.0732745,7.680687483,368.0,97.0,465.0,89.0,554,74,0.0,26.0,580.0,2879.0,368,97,465,89,0,26,580,2879,4356406.0,1,1,1.0,1,0.30647843872,1,1.0,1,0.30647843872,0,0.0,0,0.0,1,1.0,1,1,0.30647843872,1,0.30647843872,1.0,1.0,1,0.30647843872,1,12.0,0
2020-03-12,ITA,16,Puglia,41.12559576,16.86736689,58.0,2.0,60.0,38.0,98,27,1.0,5.0,104.0,1269.0,58,2,60,38,1,5,104,1269,4029053.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-12,ITA,20,Sardegna,39.21531192,9.110616306,12.0,0.0,12.0,27.0,39,2,0.0,0.0,39.0,302.0,12,0,12,27,0,0,39,302,1639591.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-12,ITA,19,Sicilia,38.11569725,13.362356699999998,28.0,5.0,33.0,78.0,111,30,2.0,2.0,115.0,1477.0,28,5,33,78,2,2,115,1477,4999891.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-12,ITA,9,Toscana,43.76923077,11.25588885,100.0,59.0,159.0,193.0,352,38,7.0,5.0,364.0,3165.0,100,59,159,193,7,5,364,3165,3729641.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-12,ITA,4,P.A. Trento,46.06893511,11.12123097,43.0,5.0,48.0,54.0,102,28,4.0,1.0,107.0,593.0,43,5,48,54,4,1,107,593,541098.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-12,ITA,10,Umbria,43.10675841,12.38824698,8.0,8.0,16.0,46.0,62,18,2.0,0.0,64.0,458.0,8,8,16,46,2,0,64,458,882015.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-12,ITA,2,Valle d'Aosta,45.73750286,7.320149366,,0.0,,19.0,26,7,0.0,1.0,27.0,118.0,4,0,4,19,0,1,27,118,125666.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
2020-03-12,ITA,5,Veneto,45.43490485,12.33845213,360.0,85.0,445.0,852.0,1297,357,55.0,32.0,1384.0,23438.0,360,85,445,852,55,32,1384,23438,4905854.0,1,1,1.0,1,0.19097655449999998,1,1.0,1,0.19097655449999998,1,0.0006811416922000001,1,0.0006811416922000001,1,1.0,1,1,0.19097655449999998,1,0.19097655449999998,1.0,1.0,1,1.0,1,14.0,0
2020-03-13,ITA,13,Abruzzo,42.35122196,13.39843823,42.0,14.0,56.0,27.0,83,5,4.0,2.0,89.0,958.0,42,14,56,27,4,2,89,958,1311580.0,1,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1,1.0,1,1.0,1.0,1.0,1,1.0,1,12.0,0
