"date","adm1_name","adm0_name","cum_confirmed_cases","cum_deaths","cum_recoveries","active_cases","lat","lon","active_cases_new","population","business_closure_opt","emergency_declaration","event_cancel","no_demonstration","no_gathering_opt","pos_cases_quarantine","religious_closure","school_closure","social_distance_opt","testing_regime","travel_ban_intl_in_opt","travel_ban_intl_out_opt","welfare_services_closure","work_from_home_opt","travel_ban_intl_in_opt_country_list","travel_ban_intl_out_opt_country_list","policies_enacted"
2020-01-22,"Daejeon","KOR",0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-22,"Gangwon-do","KOR",0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-22,"Gwangju","KOR",0,0,0,0,35.134,126.855,0,1456121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-22,"Gyeonggi-do","KOR",0,0,0,0,37.491,127.186,0,13265377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-22,"Gyeongsangbuk-do","KOR",0,0,0,0,36.314,128.749,0,2658956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-22,"Gyeongsangnam-do","KOR",0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-22,"Incheon","KOR",1,0,0,1,37.543,126.491,0,2954955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-22,"Jeju","KOR",0,0,0,0,33.385,126.555,0,670876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-22,"Jeollabuk-do","KOR",0,0,0,0,35.698,127.155,0,1815112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-22,"Jeollanam-do","KOR",0,0,0,0,34.868,126.901,0,1861894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-22,"Sejong","KOR",0,0,0,0,36.548,127.239,0,343788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-22,"Seoul","KOR",0,0,0,0,37.533,126.991,0,9736962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-22,"Ulsan","KOR",0,0,0,0,35.536,129.241,0,1145710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-23,"Busan","KOR",0,0,0,0,35.202,129.081,0,3410925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-23,"Chungcheongbuk-do","KOR",0,0,0,0,36.701,127.818,0,1598599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-23,"Chungcheongnam-do","KOR",0,0,0,0,36.525,126.831,0,2120995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-23,"Daegu","KOR",0,0,0,0,35.781,128.58,0,2432883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-23,"Daejeon","KOR",0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-23,"Gangwon-do","KOR",0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-23,"Gwangju","KOR",0,0,0,0,35.134,126.855,0,1456121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-23,"Gyeonggi-do","KOR",0,0,0,0,37.491,127.186,0,13265377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-23,"Gyeongsangbuk-do","KOR",0,0,0,0,36.314,128.749,0,2658956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-23,"Gyeongsangnam-do","KOR",0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-23,"Incheon","KOR",1,0,0,1,37.543,126.491,0,2954955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-23,"Jeju","KOR",0,0,0,0,33.385,126.555,0,670876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-23,"Jeollabuk-do","KOR",0,0,0,0,35.698,127.155,0,1815112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-23,"Jeollanam-do","KOR",0,0,0,0,34.868,126.901,0,1861894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-23,"Sejong","KOR",0,0,0,0,36.548,127.239,0,343788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-23,"Seoul","KOR",1,0,0,1,37.533,126.991,1,9736962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-23,"Ulsan","KOR",0,0,0,0,35.536,129.241,0,1145710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-24,"Busan","KOR",0,0,0,0,35.202,129.081,0,3410925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-24,"Chungcheongbuk-do","KOR",0,0,0,0,36.701,127.818,0,1598599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-24,"Chungcheongnam-do","KOR",0,0,0,0,36.525,126.831,0,2120995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-24,"Daegu","KOR",0,0,0,0,35.781,128.58,0,2432883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-24,"Daejeon","KOR",0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-24,"Gangwon-do","KOR",0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-24,"Gwangju","KOR",0,0,0,0,35.134,126.855,0,1456121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-24,"Gyeonggi-do","KOR",0,0,0,0,37.491,127.186,0,13265377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-24,"Gyeongsangbuk-do","KOR",0,0,0,0,36.314,128.749,0,2658956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-24,"Gyeongsangnam-do","KOR",0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-24,"Incheon","KOR",1,0,0,1,37.543,126.491,0,2954955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-24,"Jeju","KOR",0,0,0,0,33.385,126.555,0,670876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-24,"Jeollabuk-do","KOR",0,0,0,0,35.698,127.155,0,1815112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-24,"Jeollanam-do","KOR",0,0,0,0,34.868,126.901,0,1861894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-24,"Sejong","KOR",0,0,0,0,36.548,127.239,0,343788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-24,"Seoul","KOR",1,0,0,1,37.533,126.991,0,9736962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-24,"Ulsan","KOR",0,0,0,0,35.536,129.241,0,1145710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-25,"Busan","KOR",0,0,0,0,35.202,129.081,0,3410925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-25,"Chungcheongbuk-do","KOR",0,0,0,0,36.701,127.818,0,1598599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-25,"Chungcheongnam-do","KOR",0,0,0,0,36.525,126.831,0,2120995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-25,"Daegu","KOR",0,0,0,0,35.781,128.58,0,2432883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-25,"Daejeon","KOR",0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-25,"Gangwon-do","KOR",0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-25,"Gwangju","KOR",0,0,0,0,35.134,126.855,0,1456121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-25,"Gyeonggi-do","KOR",0,0,0,0,37.491,127.186,0,13265377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-25,"Gyeongsangbuk-do","KOR",0,0,0,0,36.314,128.749,0,2658956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-25,"Gyeongsangnam-do","KOR",0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-25,"Incheon","KOR",1,0,0,1,37.543,126.491,0,2954955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-25,"Jeju","KOR",0,0,0,0,33.385,126.555,0,670876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-25,"Jeollabuk-do","KOR",0,0,0,0,35.698,127.155,0,1815112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-25,"Jeollanam-do","KOR",0,0,0,0,34.868,126.901,0,1861894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-25,"Sejong","KOR",0,0,0,0,36.548,127.239,0,343788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-25,"Seoul","KOR",1,0,0,1,37.533,126.991,0,9736962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-25,"Ulsan","KOR",0,0,0,0,35.536,129.241,0,1145710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-26,"Busan","KOR",0,0,0,0,35.202,129.081,0,3410925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-26,"Chungcheongbuk-do","KOR",0,0,0,0,36.701,127.818,0,1598599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-26,"Chungcheongnam-do","KOR",0,0,0,0,36.525,126.831,0,2120995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-26,"Daegu","KOR",0,0,0,0,35.781,128.58,0,2432883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-26,"Daejeon","KOR",0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-26,"Gangwon-do","KOR",0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-26,"Gwangju","KOR",0,0,0,0,35.134,126.855,0,1456121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-26,"Gyeonggi-do","KOR",1,0,0,1,37.491,127.186,1,13265377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-26,"Gyeongsangbuk-do","KOR",0,0,0,0,36.314,128.749,0,2658956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-26,"Gyeongsangnam-do","KOR",0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-26,"Incheon","KOR",1,0,0,1,37.543,126.491,0,2954955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-26,"Jeju","KOR",0,0,0,0,33.385,126.555,0,670876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-26,"Jeollabuk-do","KOR",0,0,0,0,35.698,127.155,0,1815112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-26,"Jeollanam-do","KOR",0,0,0,0,34.868,126.901,0,1861894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-26,"Sejong","KOR",0,0,0,0,36.548,127.239,0,343788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-26,"Seoul","KOR",1,0,0,1,37.533,126.991,0,9736962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-26,"Ulsan","KOR",0,0,0,0,35.536,129.241,0,1145710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-27,"Busan","KOR",0,0,0,0,35.202,129.081,0,3410925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-27,"Chungcheongbuk-do","KOR",0,0,0,0,36.701,127.818,0,1598599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-27,"Chungcheongnam-do","KOR",0,0,0,0,36.525,126.831,0,2120995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-27,"Daegu","KOR",0,0,0,0,35.781,128.58,0,2432883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-27,"Daejeon","KOR",0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-27,"Gangwon-do","KOR",0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-27,"Gwangju","KOR",0,0,0,0,35.134,126.855,0,1456121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-27,"Gyeonggi-do","KOR",2,0,0,2,37.491,127.186,1,13265377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-27,"Gyeongsangbuk-do","KOR",0,0,0,0,36.314,128.749,0,2658956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-27,"Gyeongsangnam-do","KOR",0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-27,"Incheon","KOR",1,0,0,1,37.543,126.491,0,2954955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-27,"Jeju","KOR",0,0,0,0,33.385,126.555,0,670876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-27,"Jeollabuk-do","KOR",0,0,0,0,35.698,127.155,0,1815112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-27,"Jeollanam-do","KOR",0,0,0,0,34.868,126.901,0,1861894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-27,"Sejong","KOR",0,0,0,0,36.548,127.239,0,343788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-27,"Seoul","KOR",1,0,0,1,37.533,126.991,0,9736962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-27,"Ulsan","KOR",0,0,0,0,35.536,129.241,0,1145710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-28,"Busan","KOR",0,0,0,0,35.202,129.081,0,3410925,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-28,"Chungcheongbuk-do","KOR",0,0,0,0,36.701,127.818,0,1598599,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-28,"Chungcheongnam-do","KOR",0,0,0,0,36.525,126.831,0,2120995,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-28,"Daegu","KOR",0,0,0,0,35.781,128.58,0,2432883,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-28,"Daejeon","KOR",0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-28,"Gangwon-do","KOR",0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-28,"Gwangju","KOR",0,0,0,0,35.134,126.855,0,1456121,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-28,"Gyeonggi-do","KOR",2,0,0,2,37.491,127.186,0,13265377,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-28,"Gyeongsangbuk-do","KOR",0,0,0,0,36.314,128.749,0,2658956,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-28,"Gyeongsangnam-do","KOR",0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-28,"Incheon","KOR",1,0,0,1,37.543,126.491,0,2954955,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-28,"Jeju","KOR",0,0,0,0,33.385,126.555,0,670876,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-28,"Jeollabuk-do","KOR",0,0,0,0,35.698,127.155,0,1815112,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-28,"Jeollanam-do","KOR",0,0,0,0,34.868,126.901,0,1861894,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-28,"Sejong","KOR",0,0,0,0,36.548,127.239,0,343788,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-28,"Seoul","KOR",1,0,0,1,37.533,126.991,0,9736962,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-28,"Ulsan","KOR",0,0,0,0,35.536,129.241,0,1145710,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-29,"Busan","KOR",0,0,0,0,35.202,129.081,0,3410925,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-29,"Chungcheongbuk-do","KOR",0,0,0,0,36.701,127.818,0,1598599,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-29,"Chungcheongnam-do","KOR",0,0,0,0,36.525,126.831,0,2120995,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-29,"Daegu","KOR",0,0,0,0,35.781,128.58,0,2432883,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-29,"Daejeon","KOR",0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-29,"Gangwon-do","KOR",0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-29,"Gwangju","KOR",0,0,0,0,35.134,126.855,0,1456121,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-29,"Gyeonggi-do","KOR",2,0,0,2,37.491,127.186,0,13265377,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-29,"Gyeongsangbuk-do","KOR",0,0,0,0,36.314,128.749,0,2658956,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-29,"Gyeongsangnam-do","KOR",0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-29,"Incheon","KOR",1,0,0,1,37.543,126.491,0,2954955,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-29,"Jeju","KOR",0,0,0,0,33.385,126.555,0,670876,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-29,"Jeollabuk-do","KOR",0,0,0,0,35.698,127.155,0,1815112,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-29,"Jeollanam-do","KOR",0,0,0,0,34.868,126.901,0,1861894,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-29,"Sejong","KOR",0,0,0,0,36.548,127.239,0,343788,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-29,"Seoul","KOR",1,0,0,1,37.533,126.991,0,9736962,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-29,"Ulsan","KOR",0,0,0,0,35.536,129.241,0,1145710,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-30,"Busan","KOR",0,0,0,0,35.202,129.081,0,3410925,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
