t,m_y_actual,y_actual,lb_y_actual,ub_y_actual,m_y_counter,y_counter,lb_counter,ub_counter
09mar2020,,.2273353,.1662423,.2884282,,.4565799,.3269327,.5862271
10mar2020,,.2104696,.1493766,.2715626,,.4397142,.310067,.5693614
11mar2020,,.186894,.125801,.247987,,.4161386,.2864914,.5457858
12mar2020,,.2502533,.1891604,.3113463,,.479498,.3498508,.6091452
13mar2020,,.1142718,0,.2779728,,.4932682,.208954,.7775823
14mar2020,,.0784496,.035721,.1211781,,.4574459,.3277987,.5870931
15mar2020,,.0606685,.0179399,.103397,,.4396648,.3100176,.569312
16mar2020,,.0775835,.034855,.1203121,,.4565799,.3269327,.5862271
17mar2020,,.0607179,.0179893,.1034464,,.4397142,.310067,.5693614
18mar2020,,.0371422,0,.0798708,,.4161386,.2864914,.5457858
19mar2020,,.1005016,.0577731,.1432302,,.479498,.3498508,.6091452
20mar2020,,.1938864,.1511578,.2366149,,.5728827,.4432355,.7025299
21mar2020,,.0784496,.035721,.1211781,,.4574459,.3277987,.5870931
22mar2020,,.0606685,.0179399,.103397,,.4396648,.3100176,.569312
28feb2020,,.5227211,.3930739,.6523682,,.5227211,.3930739,.6523682
29feb2020,,.4072843,.2776371,.5369315,,.4072843,.2776371,.5369315
01mar2020,,.4224319,.3718292,.4730347,,.3895032,.259856,.5191503
05mar2020,,.2000917,.1389987,.2611847,,.4293363,.2996891,.5589835
06mar2020,,.2934764,.2323834,.3545694,,.5227211,.3930739,.6523682
07mar2020,,.1780396,.1169466,.2391326,,.4072843,.2776371,.5369315
08mar2020,,.1602585,.0991655,.2213515,,.3895032,.259856,.5191503
09mar2020,,.1771736,.1160806,.2382666,,.4064182,.276771,.5360654
10mar2020,,.1603079,.0992149,.2214009,,.3895525,.2599053,.5191997
11mar2020,,.1367323,.0756393,.1978253,,.3659769,.2363297,.4956241
12mar2020,,.2000917,.1389987,.2611847,,.4293363,.2996891,.5589835
13mar2020,,.0641101,0,.2278111,,.4431065,.1587923,.7274207
14mar2020,,.0282879,0,.0710165,,.4072843,.2776371,.5369315
15mar2020,,.0105068,0,.0532354,,.3895032,.259856,.5191503
16mar2020,,.0274219,0,.0701504,,.4064182,.276771,.5360654
17mar2020,,.0105562,0,.0532848,,.3895525,.2599053,.5191997
18mar2020,,0,0,.0297091,,.3659769,.2363297,.4956241
19mar2020,,.0503399,.0076114,.0930685,,.4293363,.2996891,.5589835
20mar2020,,.1437247,.1009961,.1864533,,.5227211,.3930739,.6523682
21mar2020,,.0282879,0,.0710165,,.4072843,.2776371,.5369315
22mar2020,,.0105068,0,.0532354,,.3895032,.259856,.5191503
01mar2020,,.4320569,.3814541,.4826596,,.399128,.2694809,.5287753
05mar2020,,.2097166,.1486236,.2708096,,.4389612,.309314,.5686084
06mar2020,,.3031013,.2420084,.3641943,,.532346,.4026988,.6619931
07mar2020,,.1876645,.1265716,.2487575,,.4169092,.287262,.5465564
08mar2020,,.1698834,.1087905,.2309764,,.399128,.2694809,.5287753
09mar2020,,.1867985,.1257055,.2478915,,.4160431,.2863959,.5456903
10mar2020,,.1699328,.1088399,.2310258,,.3991775,.2695303,.5288246
11mar2020,,.1463572,.0852642,.2074502,,.3756018,.2459546,.505249
12mar2020,,.2097166,.1486236,.2708096,,.4389612,.309314,.5686084
13mar2020,,.0737351,0,.2374361,,.4527314,.1684172,.7370456
14mar2020,,.0379128,0,.0806414,,.4169092,.287262,.5465564
15mar2020,,.0201317,0,.0628603,,.399128,.2694809,.5287753
16mar2020,,.0370468,0,.0797753,,.4160431,.2863959,.5456903
17mar2020,,.0201811,0,.0629097,,.3991775,.2695303,.5288246
18mar2020,,0,0,.0393341,,.3756018,.2459546,.505249
19mar2020,,.0599649,.0172363,.1026934,,.4389612,.309314,.5686084
20mar2020,,.1533496,.1106211,.1960782,,.532346,.4026988,.6619931
21mar2020,,.0379128,0,.0806414,,.4169092,.287262,.5465564
22mar2020,,.0201317,0,.0628603,,.399128,.2694809,.5287753
06mar2020,,.3564823,.2953894,.4175753,,.5857269,.4560798,.7153741
07mar2020,,.2410455,.1799525,.3021385,,.4702902,.340643,.5999373
08mar2020,,.2232644,.1621714,.2843574,,.452509,.3228619,.5821562
09mar2020,,.2401795,.1790865,.3012725,,.4694241,.3397769,.5990713
10mar2020,,.2233138,.1622208,.2844068,,.4525584,.3229112,.5822057
11mar2020,,.1997382,.1386452,.2608312,,.4289828,.2993356,.55863
12mar2020,,.2630976,.2020046,.3241906,,.4923422,.362695,.6219894
13mar2020,,.127116,0,.290817,,.5061124,.2217982,.7904266
14mar2020,,.0912938,.0485652,.1340224,,.4702902,.340643,.5999373
15mar2020,,.0735127,.0307841,.1162413,,.452509,.3228619,.5821562
16mar2020,,.0904278,.0476992,.1331563,,.4694241,.3397769,.5990713
17mar2020,,.0735621,.0308335,.1162907,,.4525584,.3229112,.5822057
18mar2020,,.0499865,.0072579,.092715,,.4289828,.2993356,.55863
19mar2020,,.1133458,.0706173,.1560744,,.4923422,.362695,.6219894
20mar2020,,.2067306,.164002,.2494592,,.5857269,.4560798,.7153741
21mar2020,,.0912938,.0485652,.1340224,,.4702902,.340643,.5999373
22mar2020,,.0735127,.0307841,.1162413,,.452509,.3228619,.5821562
07mar2020,,.2461976,.1851046,.3072906,,.4754422,.345795,.6050894
08mar2020,,.2284165,.1673235,.2895094,,.4576611,.3280139,.5873083
09mar2020,,.2453315,.1842385,.3064245,,.4745761,.344929,.6042233
10mar2020,,.2284659,.1673729,.2895588,,.4577105,.3280633,.5873576
11mar2020,,.2048902,.1437972,.2659832,,.4341348,.3044877,.563782
12mar2020,,.2682496,.2071566,.3293426,,.4974942,.367847,.6271414
13mar2020,,.1322681,0,.2959691,,.5112644,.2269502,.7955786
14mar2020,,.0964458,.0537173,.1391744,,.4754422,.345795,.6050894
15mar2020,,.0786647,.0359362,.1213933,,.4576611,.3280139,.5873083
16mar2020,,.0955798,.0528512,.1383084,,.4745761,.344929,.6042233
17mar2020,,.0787141,.0359856,.1214427,,.4577105,.3280633,.5873576
18mar2020,,.0551385,.0124099,.0978671,,.4341348,.3044877,.563782
19mar2020,,.1184979,.0757693,.1612265,,.4974942,.367847,.6271414
20mar2020,,.2118826,.1691541,.2546112,,.590879,.4612318,.7205262
21mar2020,,.0964458,.0537173,.1391744,,.4754422,.345795,.6050894
22mar2020,,.0786647,.0359362,.1213933,,.4576611,.3280139,.5873083
07mar2020,,.2672443,.2061513,.3283373,,.4964889,.3668417,.6261361
08mar2020,,.2494632,.1883702,.3105562,,.4787078,.3490606,.608355
09mar2020,,.2663783,.2052853,.3274713,,.4956229,.3659757,.6252701
10mar2020,,.2495126,.1884196,.3106056,,.4787572,.34911,.6084044
11mar2020,,.225937,.164844,.28703,,.4551816,.3255344,.5848288
12mar2020,,.2892964,.2282034,.3503893,,.518541,.3888938,.6481882
13mar2020,,.1533148,0,.3170158,,.5323112,.247997,.8166254
14mar2020,,.1174926,.074764,.1602212,,.4964889,.3668417,.6261361
15mar2020,,.0997115,.0569829,.1424401,,.4787078,.3490606,.608355
16mar2020,,.1166266,.073898,.1593551,,.4956229,.3659757,.6252701
17mar2020,,.0997609,.0570323,.1424894,,.4787572,.34911,.6084044
18mar2020,,.0761853,.0334567,.1189138,,.4551816,.3255344,.5848288
19mar2020,,.1395446,.0968161,.1822732,,.518541,.3888938,.6481882
20mar2020,,.2329294,.1902008,.275658,,.6119257,.4822786,.7415729
21mar2020,,.1174926,.074764,.1602212,,.4964889,.3668417,.6261361
