t,y_actual,lb_y_actual,ub_y_actual,y_counter,lb_counter,ub_counter,m_y_actual,m_y_counter,day_avg
21mar2020,.2040812,.1200218,.2881405,.2874573,.2060709,.3688436,,,
22mar2020,.118405,.0369061,.1999039,.3209489,.2395625,.4023353,,,
23mar2020,.0763041,0,.1578031,.2788481,.1974616,.3602344,,,
24mar2020,.0817572,.0002583,.1632562,.2843011,.2029147,.3656875,,,
25mar2020,.0891624,.0076635,.1706614,.2917064,.21032,.3730927,,,
26mar2020,.1040743,.0225753,.1855732,.3066182,.2252318,.3880045,,,
27mar2020,.0978873,.0163884,.1793863,.3004313,.2190449,.3818176,,,
28mar2020,.0849133,.0034144,.1664123,.2874573,.2060709,.3688436,,,
29mar2020,.118405,.0369061,.1999039,.3209489,.2395625,.4023353,,,
30mar2020,.0763041,0,.1578031,.2788481,.1974616,.3602344,,,
31mar2020,.0817572,.0002583,.1632562,.2843011,.2029147,.3656875,,,
01apr2020,.0891624,.0076635,.1706614,.2917064,.21032,.3730927,,,
02apr2020,.1040743,.0225753,.1855732,.3066182,.2252318,.3880045,,,
03apr2020,.0978873,.0163884,.1793863,.3004313,.2190449,.3818176,,,
04apr2020,.0849133,.0034144,.1664123,.2874573,.2060709,.3688436,,,
05apr2020,.118405,.0369061,.1999039,.3209489,.2395625,.4023353,,,
06apr2020,.0763041,0,.1578031,.2788481,.1974616,.3602344,,,
27feb2020,.3106348,.2292484,.3920212,.3106348,.2292484,.3920212,,,
28feb2020,.3044479,.2230615,.3858343,.3044479,.2230615,.3858343,,,
29feb2020,.2914739,.2100875,.3728603,.2914739,.2100875,.3728603,,,
01mar2020,.2656759,.1819762,.3493757,.3249656,.2435792,.406352,,,
02mar2020,.2235751,.1398753,.3072748,.2828647,.2014783,.3642511,,,
03mar2020,.2290282,.1453284,.3127279,.2883178,.2069314,.3697042,,,
04mar2020,.2364334,.1527336,.3201331,.295723,.2143366,.3771094,,,
05mar2020,.2513452,.1676455,.3350449,.3106348,.2292484,.3920212,,,
06mar2020,.2451583,.1614585,.328858,.3044479,.2230615,.3858343,,,
07mar2020,.2321843,.1484845,.315884,.2914739,.2100875,.3728603,,,
08mar2020,.1621825,.0807434,.2436217,.3249656,.2435792,.406352,,,
09mar2020,.1200817,.0386425,.2015208,.2828647,.2014783,.3642511,,,
12mar2020,.1212983,.0478602,.1947365,.3106348,.2292484,.3920212,,,
13mar2020,.1151114,.0416733,.1885495,.3044479,.2230615,.3858343,,,
14mar2020,.1021374,.0286993,.1755755,.2914739,.2100875,.3728603,,,
15mar2020,.1356291,.062191,.2090672,.3249656,.2435792,.406352,,,
16mar2020,.0935282,.0200901,.1669663,.2828647,.2014783,.3642511,,,
17mar2020,.0989813,.0255432,.1724194,.2883178,.2069314,.3697042,,,
18mar2020,.1063865,.0329484,.1798246,.295723,.2143366,.3771094,,,
19mar2020,.1212983,.0478602,.1947365,.3106348,.2292484,.3920212,,,
20mar2020,.1151114,.0416733,.1885495,.3044479,.2230615,.3858343,,,
21mar2020,.1021374,.0286993,.1755755,.2914739,.2100875,.3728603,,,
22mar2020,.0361216,0,.1160414,.3249656,.2435792,.406352,,,
23mar2020,0,0,.0739405,.2828647,.2014783,.3642511,,,
24mar2020,0,0,.0793936,.2883178,.2069314,.3697042,,,
25mar2020,.006879,0,.0867988,.295723,.2143366,.3771094,,,
26mar2020,.0217908,0,.1017106,.3106348,.2292484,.3920212,,,
27mar2020,.0156039,0,.0955237,.3044479,.2230615,.3858343,,,
28mar2020,.0026299,0,.0825497,.2914739,.2100875,.3728603,,,
29mar2020,.0361216,0,.1160414,.3249656,.2435792,.406352,,,
30mar2020,0,0,.0739405,.2828647,.2014783,.3642511,,,
31mar2020,0,0,.0793936,.2883178,.2069314,.3697042,,,
01apr2020,.006879,0,.0867988,.295723,.2143366,.3771094,,,
02apr2020,.0217908,0,.1017106,.3106348,.2292484,.3920212,,,
03apr2020,.0156039,0,.0955237,.3044479,.2230615,.3858343,,,
04apr2020,.0026299,0,.0825497,.2914739,.2100875,.3728603,,,
05apr2020,.0361216,0,.1160414,.3249656,.2435792,.406352,,,
06apr2020,0,0,.0739405,.2828647,.2014783,.3642511,,,
16mar2020,.1558126,.0717532,.239872,.2391887,.1578023,.3205751,,,
17mar2020,.1612657,.0772063,.2453251,.2446418,.1632554,.3260282,,,
18mar2020,.1686709,.0846115,.2527303,.252047,.1706606,.3334334,,,
19mar2020,.1835827,.0995234,.2676421,.2669588,.1855724,.3483452,,,
20mar2020,.1773958,.0933364,.2614552,.2607719,.1793855,.3421583,,,
21mar2020,.1644218,.0803624,.2484812,.2477979,.1664115,.3291843,,,
22mar2020,.0787457,0,.1602446,.2812895,.1999032,.3626759,,,
23mar2020,.0366448,0,.1181437,.2391887,.1578023,.3205751,,,
24mar2020,.0420979,0,.1235968,.2446418,.1632554,.3260282,,,
25mar2020,.0495031,0,.131002,.252047,.1706606,.3334334,,,
26mar2020,.0644149,0,.1459138,.2669588,.1855724,.3483452,,,
27mar2020,.058228,0,.1397269,.2607719,.1793855,.3421583,,,
28mar2020,.045254,0,.1267529,.2477979,.1664115,.3291843,,,
29mar2020,.0787457,0,.1602446,.2812895,.1999032,.3626759,,,
30mar2020,.0366448,0,.1181437,.2391887,.1578023,.3205751,,,
31mar2020,.0420979,0,.1235968,.2446418,.1632554,.3260282,,,
01apr2020,.0495031,0,.131002,.252047,.1706606,.3334334,,,
02apr2020,.0644149,0,.1459138,.2669588,.1855724,.3483452,,,
03apr2020,.058228,0,.1397269,.2607719,.1793855,.3421583,,,
04apr2020,.045254,0,.1267529,.2477979,.1664115,.3291843,,,
05apr2020,.0787457,0,.1602446,.2812895,.1999032,.3626759,,,
06apr2020,.0366448,0,.1181437,.2391887,.1578023,.3205751,,,
10mar2020,.2478325,.1586295,.3370354,.3046551,.2232687,.3860415,,,
11mar2020,.2286842,.1446248,.3127436,.3120603,.2306739,.3934467,,,
12mar2020,.243596,.1595366,.3276554,.3269721,.2455857,.4083585,,,
13mar2020,.2374091,.1533497,.3214685,.3207852,.2393988,.4021716,,,
14mar2020,.2244351,.1403757,.3084945,.3078112,.2264248,.3891976,,,
15mar2020,.2579268,.1738674,.3419861,.3413028,.2599165,.4226892,,,
16mar2020,.2158259,.1317665,.2998853,.299202,.2178156,.3805884,,,
17mar2020,.221279,.1372196,.3053384,.3046551,.2232687,.3860415,,,
18mar2020,.2286842,.1446248,.3127436,.3120603,.2306739,.3934467,,,
19mar2020,.243596,.1595366,.3276554,.3269721,.2455857,.4083585,,,
20mar2020,.2374091,.1533497,.3214685,.3207852,.2393988,.4021716,,,
21mar2020,.2244351,.1403757,.3084945,.3078112,.2264248,.3891976,,,
22mar2020,.1387589,.05726,.2202578,.3413028,.2599165,.4226892,,,
23mar2020,.0966581,.0151592,.178157,.299202,.2178156,.3805884,,,
24mar2020,.1021112,.0206123,.1836101,.3046551,.2232687,.3860415,,,
25mar2020,.1095164,.0280175,.1910153,.3120603,.2306739,.3934467,,,
26mar2020,.1244282,.0429293,.2059271,.3269721,.2455857,.4083585,,,
27mar2020,.1182413,.0367424,.1997402,.3207852,.2393988,.4021716,,,
28mar2020,.1052673,.0237684,.1867662,.3078112,.2264248,.3891976,,,
29mar2020,.1387589,.05726,.2202578,.3413028,.2599165,.4226892,,,
30mar2020,.0966581,.0151592,.178157,.299202,.2178156,.3805884,,,
31mar2020,.1021112,.0206123,.1836101,.3046551,.2232687,.3860415,,,
01apr2020,.1095164,.0280175,.1910153,.3120603,.2306739,.3934467,,,
02apr2020,.1244282,.0429293,.2059271,.3269721,.2455857,.4083585,,,
03apr2020,.1182413,.0367424,.1997402,.3207852,.2393988,.4021716,,,
04apr2020,.1052673,.0237684,.1867662,.3078112,.2264248,.3891976,,,
05apr2020,.1387589,.05726,.2202578,.3413028,.2599165,.4226892,,,
06apr2020,.0966581,.0151592,.178157,.299202,.2178156,.3805884,,,
20mar2020,.2556166,.1715572,.339676,.3389927,.2576063,.4203791,,,
21mar2020,.2426426,.1585833,.326702,.3260187,.2446323,.4074051,,,
22mar2020,.1569665,.0754675,.2384654,.3595104,.278124,.4408967,,,
23mar2020,.1148656,.0333667,.1963645,.3174095,.2360231,.3987959,,,
24mar2020,.1203187,.0388198,.2018176,.3228626,.2414762,.404249,,,
25mar2020,.1277239,.046225,.2092228,.3302678,.2488814,.4116542,,,
26mar2020,.1426357,.0611368,.2241347,.3451796,.2637932,.426566,,,
27mar2020,.1364488,.0549499,.2179477,.3389927,.2576063,.4203791,,,
28mar2020,.1234748,.0419759,.2049737,.3260187,.2446323,.4074051,,,
29mar2020,.1569665,.0754675,.2384654,.3595104,.278124,.4408967,,,
30mar2020,.1148656,.0333667,.1963645,.3174095,.2360231,.3987959,,,
31mar2020,.1203187,.0388198,.2018176,.3228626,.2414762,.404249,,,
01apr2020,.1277239,.046225,.2092228,.3302678,.2488814,.4116542,,,
02apr2020,.1426357,.0611368,.2241347,.3451796,.2637932,.426566,,,
03apr2020,.1364488,.0549499,.2179477,.3389927,.2576063,.4203791,,,
04apr2020,.1234748,.0419759,.2049737,.3260187,.2446323,.4074051,,,
05apr2020,.1569665,.0754675,.2384654,.3595104,.278124,.4408967,,,
06apr2020,.1148656,.0333667,.1963645,.3174095,.2360231,.3987959,,,
13mar2020,.2145582,.1411201,.2879963,.4038947,.3225083,.4852811,,,
14mar2020,.2015842,.1281461,.2750223,.3909207,.3095343,.4723071,,,
15mar2020,.2350759,.1616378,.308514,.4244124,.343026,.5057988,,,
16mar2020,.192975,.1195369,.2664131,.3823115,.3009251,.4636979,,,
17mar2020,.1984281,.12499,.2718662,.3877646,.3063782,.469151,,,
18mar2020,.2058333,.1323952,.2792714,.3951698,.3137834,.4765562,,,
19mar2020,.2207451,.147307,.2941833,.4100816,.3286952,.491468,,,
20mar2020,.2145582,.1411201,.2879963,.4038947,.3225083,.4852811,,,
21mar2020,.2015842,.1281461,.2750223,.3909207,.3095343,.4723071,,,
22mar2020,.1159081,.0413187,.1904974,.4244124,.343026,.5057988,,,
23mar2020,.0738072,0,.1483966,.3823115,.3009251,.4636979,,,
24mar2020,.0792603,.004671,.1538496,.3877646,.3063782,.469151,,,
25mar2020,.0866655,.0120762,.1612549,.3951698,.3137834,.4765562,,,
26mar2020,.1015773,.026988,.1761667,.4100816,.3286952,.491468,,,
27mar2020,.0953904,.0208011,.1699798,.4038947,.3225083,.4852811,,,
28mar2020,.0824164,.0078271,.1570057,.3909207,.3095343,.4723071,,,
29mar2020,.1159081,.0413187,.1904974,.4244124,.343026,.5057988,,,
30mar2020,.0738072,0,.1483966,.3823115,.3009251,.4636979,,,
31mar2020,.0792603,.004671,.1538496,.3877646,.3063782,.469151,,,
01apr2020,.0866655,.0120762,.1612549,.3951698,.3137834,.4765562,,,
02apr2020,.1015773,.026988,.1761667,.4100816,.3286952,.491468,,,
03apr2020,.0953904,.0208011,.1699798,.4038947,.3225083,.4852811,,,
04apr2020,.0824164,.0078271,.1570057,.3909207,.3095343,.4723071,,,
05apr2020,.1159081,.0413187,.1904974,.4244124,.343026,.5057988,,,
06apr2020,.0738072,0,.1483966,.3823115,.3009251,.4636979,,,
12mar2020,.2278086,.1543705,.3012468,.4171451,.3357587,.4985315,,,
13mar2020,.2216217,.1481836,.2950598,.4109582,.3295718,.4923446,,,
14mar2020,.2086477,.1352096,.2820858,.3979842,.3165978,.4793706,,,
15mar2020,.2421394,.1687013,.3155775,.4314758,.3500895,.5128623,,,
16mar2020,.2000385,.1266004,.2734766,.389375,.3079886,.4707614,,,
17mar2020,.2054916,.1320535,.2789297,.3948281,.3134417,.4762145,,,
18mar2020,.2128968,.1394587,.2863349,.4022333,.3208469,.4836197,,,
19mar2020,.2278086,.1543705,.3012468,.4171451,.3357587,.4985315,,,
20mar2020,.2216217,.1481836,.2950598,.4109582,.3295718,.4923446,,,
21mar2020,.2086477,.1352096,.2820858,.3979842,.3165978,.4793706,,,
22mar2020,.1229716,.0483822,.1975609,.4314758,.3500895,.5128623,,,
23mar2020,.0808707,.0062814,.15546,.389375,.3079886,.4707614,,,
24mar2020,.0863238,.0117345,.1609131,.3948281,.3134417,.4762145,,,
25mar2020,.093729,.0191397,.1683183,.4022333,.3208469,.4836197,,,
26mar2020,.1086408,.0340515,.1832302,.4171451,.3357587,.4985315,,,
27mar2020,.1024539,.0278646,.1770432,.4109582,.3295718,.4923446,,,
28mar2020,.0894799,.0148906,.1640693,.3979842,.3165978,.4793706,,,
29mar2020,.1229716,.0483822,.1975609,.4314758,.3500895,.5128623,,,
30mar2020,.0808707,.0062814,.15546,.389375,.3079886,.4707614,,,
31mar2020,.0863238,.0117345,.1609131,.3948281,.3134417,.4762145,,,
01apr2020,.093729,.0191397,.1683183,.4022333,.3208469,.4836197,,,
02apr2020,.1086408,.0340515,.1832302,.4171451,.3357587,.4985315,,,
03apr2020,.1024539,.0278646,.1770432,.4109582,.3295718,.4923446,,,
04apr2020,.0894799,.0148906,.1640693,.3979842,.3165978,.4793706,,,
05apr2020,.1229716,.0483822,.1975609,.4314758,.3500895,.5128623,,,
06apr2020,.0808707,.0062814,.15546,.389375,.3079886,.4707614,,,
05mar2020,.2883925,.2070061,.3697789,.2883925,.2070061,.3697789,,,
06mar2020,.2822056,.2008192,.363592,.2822056,.2008192,.363592,,,
07mar2020,.2692316,.1878452,.3506179,.2692316,.1878452,.3506179,,,
08mar2020,.3196356,.2236489,.4156223,.3027232,.2213368,.3841096,,,
09mar2020,.2775348,.1815481,.3735215,.2606224,.179236,.3420087,,,
10mar2020,.2092528,.1200499,.2984557,.2660755,.1846891,.3474618,,,
11mar2020,.1901046,.1060452,.274164,.2734807,.1920943,.354867,,,
12mar2020,.2050164,.120957,.2890758,.2883925,.2070061,.3697789,,,
13mar2020,.1988295,.1147701,.2828889,.2822056,.2008192,.363592,,,
14mar2020,.1858555,.1017961,.2699149,.2692316,.1878452,.3506179,,,
15mar2020,.2193471,.1352877,.3034065,.3027232,.2213368,.3841096,,,
16mar2020,.1772463,.0931869,.2613057,.2606224,.179236,.3420087,,,
17mar2020,.1826994,.09864,.2667587,.2660755,.1846891,.3474618,,,
18mar2020,.1901046,.1060452,.274164,.2734807,.1920943,.354867,,,
19mar2020,.2050164,.120957,.2890758,.2883925,.2070061,.3697789,,,
20mar2020,.1988295,.1147701,.2828889,.2822056,.2008192,.363592,,,
21mar2020,.1858555,.1017961,.2699149,.2692316,.1878452,.3506179,,,
22mar2020,.1001793,.0186804,.1816782,.3027232,.2213368,.3841096,,,
23mar2020,.0580785,0,.1395774,.2606224,.179236,.3420087,,,
24mar2020,.0635316,0,.1450305,.2660755,.1846891,.3474618,,,
25mar2020,.0709368,0,.1524357,.2734807,.1920943,.354867,,,
26mar2020,.0858486,.0043497,.1673475,.2883925,.2070061,.3697789,,,
27mar2020,.0796617,0,.1611606,.2822056,.2008192,.363592,,,
28mar2020,.0666877,0,.1481866,.2692316,.1878452,.3506179,,,
29mar2020,.1001793,.0186804,.1816782,.3027232,.2213368,.3841096,,,
30mar2020,.0580785,0,.1395774,.2606224,.179236,.3420087,,,
31mar2020,.0635316,0,.1450305,.2660755,.1846891,.3474618,,,
01apr2020,.0709368,0,.1524357,.2734807,.1920943,.354867,,,
02apr2020,.0858486,.0043497,.1673475,.2883925,.2070061,.3697789,,,
03apr2020,.0796617,0,.1611606,.2822056,.2008192,.363592,,,
04apr2020,.0666877,0,.1481866,.2692316,.1878452,.3506179,,,
05apr2020,.1001793,.0186804,.1816782,.3027232,.2213368,.3841096,,,
06apr2020,.0580785,0,.1395774,.2606224,.179236,.3420087,,,
09mar2020,.2692038,.173217,.3651904,.2522914,.1709049,.3336777,,,
10mar2020,.2009218,.1117189,.2901247,.2577444,.176358,.3391308,,,
11mar2020,.1817736,.0977142,.2658329,.2651497,.1837633,.346536,,,
12mar2020,.1966854,.112626,.2807448,.2800615,.1986751,.3614478,,,
13mar2020,.1904985,.1064391,.2745578,.2738746,.1924881,.3552609,,,
14mar2020,.1775244,.0934651,.2615838,.2609005,.1795141,.3422869,,,
15mar2020,.2110161,.1269567,.2950755,.2943922,.2130058,.3757786,,,
18mar2020,.1817736,.0977142,.2658329,.2651497,.1837633,.346536,,,
19mar2020,.1966854,.112626,.2807448,.2800615,.1986751,.3614478,,,
20mar2020,.1904985,.1064391,.2745578,.2738746,.1924881,.3552609,,,
21mar2020,.1775244,.0934651,.2615838,.2609005,.1795141,.3422869,,,
22mar2020,.0918483,.0103494,.1733472,.2943922,.2130058,.3757786,,,
23mar2020,.0497474,0,.1312464,.2522914,.1709049,.3336777,,,
24mar2020,.0552005,0,.1366995,.2577444,.176358,.3391308,,,
25mar2020,.0626057,0,.1441047,.2651497,.1837633,.346536,,,
26mar2020,.0775176,0,.1590165,.2800615,.1986751,.3614478,,,
27mar2020,.0713306,0,.1528296,.2738746,.1924881,.3552609,,,
28mar2020,.0583566,0,.1398555,.2609005,.1795141,.3422869,,,
29mar2020,.0918483,.0103494,.1733472,.2943922,.2130058,.3757786,,,
30mar2020,.0497474,0,.1312464,.2522914,.1709049,.3336777,,,
31mar2020,.0552005,0,.1366995,.2577444,.176358,.3391308,,,
01apr2020,.0626057,0,.1441047,.2651497,.1837633,.346536,,,
02apr2020,.0775176,0,.1590165,.2800615,.1986751,.3614478,,,
03apr2020,.0713306,0,.1528296,.2738746,.1924881,.3552609,,,
04apr2020,.0583566,0,.1398555,.2609005,.1795141,.3422869,,,
05apr2020,.0918483,.0103494,.1733472,.2943922,.2130058,.3757786,,,
06apr2020,.0497474,0,.1312464,.2522914,.1709049,.3336777,,,
09mar2020,.2906657,.2013589,.3799724,.3797137,.2983273,.4611,,,
10mar2020,.2223837,.1409445,.3038229,.3851667,.3037803,.4665531,,,
11mar2020,.2032354,.1297973,.2766736,.392572,.3111856,.4739583,,,
12mar2020,.2181473,.1447092,.2915854,.4074838,.3260974,.4888701,,,
13mar2020,.2119604,.1385222,.2853985,.4012969,.3199105,.4826832,,,
14mar2020,.1989864,.1255482,.2724245,.3883228,.3069364,.4697092,,,
15mar2020,.232478,.1590399,.3059161,.4218145,.3404281,.5032009,,,
16mar2020,.1903771,.116939,.2638153,.3797137,.2983273,.4611,,,
17mar2020,.1958302,.1223921,.2692684,.3851667,.3037803,.4665531,,,
18mar2020,.2032354,.1297973,.2766736,.392572,.3111856,.4739583,,,
19mar2020,.2181473,.1447092,.2915854,.4074838,.3260974,.4888701,,,
20mar2020,.2119604,.1385222,.2853985,.4012969,.3199105,.4826832,,,
21mar2020,.1989864,.1255482,.2724245,.3883228,.3069364,.4697092,,,
22mar2020,.1133102,.0387208,.1878995,.4218145,.3404281,.5032009,,,
23mar2020,.0712093,0,.1457987,.3797137,.2983273,.4611,,,
24mar2020,.0766624,.0020731,.1512518,.3851667,.3037803,.4665531,,,
25mar2020,.0840676,.0094783,.158657,.392572,.3111856,.4739583,,,
26mar2020,.0989795,.0243901,.1735688,.4074838,.3260974,.4888701,,,
27mar2020,.0927925,.0182032,.1673819,.4012969,.3199105,.4826832,,,
28mar2020,.0798185,.0052292,.1544079,.3883228,.3069364,.4697092,,,
29mar2020,.1133102,.0387208,.1878995,.4218145,.3404281,.5032009,,,
30mar2020,.0712093,0,.1457987,.3797137,.2983273,.4611,,,
31mar2020,.0766624,.0020731,.1512518,.3851667,.3037803,.4665531,,,
01apr2020,.0840676,.0094783,.158657,.392572,.3111856,.4739583,,,
02apr2020,.0989795,.0243901,.1735688,.4074838,.3260974,.4888701,,,
03apr2020,.0927925,.0182032,.1673819,.4012969,.3199105,.4826832,,,
04apr2020,.0798185,.0052292,.1544079,.3883228,.3069364,.4697092,,,
05apr2020,.1133102,.0387208,.1878995,.4218145,.3404281,.5032009,,,
06apr2020,.0712093,0,.1457987,.3797137,.2983273,.4611,,,
13mar2020,.224866,.1408066,.3089254,.3082421,.2268557,.3896285,,,
14mar2020,.211892,.1278326,.2959514,.2952681,.2138817,.3766545,,,
15mar2020,.2453837,.1613243,.329443,.3287597,.2473734,.4101461,,,
16mar2020,.2032828,.1192234,.2873422,.2866589,.2052725,.3680453,,,
20mar2020,.224866,.1408066,.3089254,.3082421,.2268557,.3896285,,,
21mar2020,.211892,.1278326,.2959514,.2952681,.2138817,.3766545,,,
22mar2020,.1262158,.0447169,.2077148,.3287597,.2473734,.4101461,,,
23mar2020,.084115,.0026161,.1656139,.2866589,.2052725,.3680453,,,
24mar2020,.0895681,.0080692,.171067,.292112,.2107256,.3734984,,,
25mar2020,.0969733,.0154744,.1784722,.2995172,.2181308,.3809036,,,
26mar2020,.1118851,.0303862,.193384,.314429,.2330426,.3958154,,,
27mar2020,.1056982,.0241993,.1871971,.3082421,.2268557,.3896285,,,
28mar2020,.0927242,.0112253,.1742231,.2952681,.2138817,.3766545,,,
29mar2020,.1262158,.0447169,.2077148,.3287597,.2473734,.4101461,,,
30mar2020,.084115,.0026161,.1656139,.2866589,.2052725,.3680453,,,
31mar2020,.0895681,.0080692,.171067,.292112,.2107256,.3734984,,,
01apr2020,.0969733,.0154744,.1784722,.2995172,.2181308,.3809036,,,
02apr2020,.1118851,.0303862,.193384,.314429,.2330426,.3958154,,,
03apr2020,.1056982,.0241993,.1871971,.3082421,.2268557,.3896285,,,
04apr2020,.0927242,.0112253,.1742231,.2952681,.2138817,.3766545,,,
05apr2020,.1262158,.0447169,.2077148,.3287597,.2473734,.4101461,,,
06apr2020,.084115,.0026161,.1656139,.2866589,.2052725,.3680453,,,
08mar2020,.348443,.2591362,.4377497,.437491,.3561046,.5188774,,,
09mar2020,.3063421,.2170354,.3956489,.3953901,.3140037,.4767765,,,
10mar2020,.2380602,.156621,.3194994,.4008432,.3194568,.4822296,,,
11mar2020,.2189119,.1454738,.2923501,.4082484,.326862,.4896348,,,
12mar2020,.2338238,.1603856,.3072619,.4231603,.3417739,.5045466,,,
13mar2020,.2276368,.1541987,.301075,.4169733,.3355869,.4983597,,,
14mar2020,.2146628,.1412247,.288101,.4039993,.3226129,.4853857,,,
15mar2020,.2481545,.1747164,.3215926,.437491,.3561046,.5188774,,,
16mar2020,.2060536,.1326155,.2794918,.3953901,.3140037,.4767765,,,
17mar2020,.2115067,.1380686,.2849449,.4008432,.3194568,.4822296,,,
18mar2020,.2189119,.1454738,.2923501,.4082484,.326862,.4896348,,,
19mar2020,.2338238,.1603856,.3072619,.4231603,.3417739,.5045466,,,
20mar2020,.2276368,.1541987,.301075,.4169733,.3355869,.4983597,,,
21mar2020,.2146628,.1412247,.288101,.4039993,.3226129,.4853857,,,
22mar2020,.1289867,.0543973,.203576,.437491,.3561046,.5188774,,,
23mar2020,.0868858,.0122965,.1614752,.3953901,.3140037,.4767765,,,
24mar2020,.0923389,.0177496,.1669283,.4008432,.3194568,.4822296,,,
27mar2020,.108469,.0338797,.1830584,.4169733,.3355869,.4983597,,,
28mar2020,.095495,.0209057,.1700844,.4039993,.3226129,.4853857,,,
29mar2020,.1289867,.0543973,.203576,.437491,.3561046,.5188774,,,
30mar2020,.0868858,.0122965,.1614752,.3953901,.3140037,.4767765,,,
31mar2020,.0923389,.0177496,.1669283,.4008432,.3194568,.4822296,,,
01apr2020,.0997441,.0251548,.1743335,.4082484,.326862,.4896348,,,
02apr2020,.1146559,.0400666,.1892453,.4231603,.3417739,.5045466,,,
03apr2020,.108469,.0338797,.1830584,.4169733,.3355869,.4983597,,,
04apr2020,.095495,.0209057,.1700844,.4039993,.3226129,.4853857,,,
05apr2020,.1289867,.0543973,.203576,.437491,.3561046,.5188774,,,
06apr2020,.0868858,.0122965,.1614752,.3953901,.3140037,.4767765,,,
11mar2020,.1737187,.1002806,.2471568,.3630552,.2816688,.4444416,,,
12mar2020,.1886305,.1151924,.2620686,.377967,.2965806,.4593534,,,
17mar2020,.1663135,.0928753,.2397516,.3556499,.2742636,.4370363,,,
18mar2020,.1737187,.1002806,.2471568,.3630552,.2816688,.4444416,,,
19mar2020,.1886305,.1151924,.2620686,.377967,.2965806,.4593534,,,
20mar2020,.1824436,.1090055,.2558817,.3717801,.2903937,.4531665,,,
21mar2020,.1694696,.0960314,.2429077,.358806,.2774197,.4401925,,,
22mar2020,.0837934,.0092041,.1583827,.3922977,.3109113,.4736841,,,
23mar2020,.0416926,0,.1162819,.3501969,.2688105,.4315833,,,
24mar2020,.0471456,0,.121735,.3556499,.2742636,.4370363,,,
25mar2020,.0545509,0,.1291402,.3630552,.2816688,.4444416,,,
26mar2020,.0694627,0,.144052,.377967,.2965806,.4593534,,,
27mar2020,.0632758,0,.1378651,.3717801,.2903937,.4531665,,,
28mar2020,.0503017,0,.1248911,.358806,.2774197,.4401925,,,
29mar2020,.0837934,.0092041,.1583827,.3922977,.3109113,.4736841,,,
30mar2020,.0416926,0,.1162819,.3501969,.2688105,.4315833,,,
31mar2020,.0471456,0,.121735,.3556499,.2742636,.4370363,,,
01apr2020,.0545509,0,.1291402,.3630552,.2816688,.4444416,,,
02apr2020,.0694627,0,.144052,.377967,.2965806,.4593534,,,
03apr2020,.0632758,0,.1378651,.3717801,.2903937,.4531665,,,
04apr2020,.0503017,0,.1248911,.358806,.2774197,.4401925,,,
05apr2020,.0837934,.0092041,.1583827,.3922977,.3109113,.4736841,,,
06apr2020,.0416926,0,.1162819,.3501969,.2688105,.4315833,,,
11mar2020,.1900816,.1060222,.274141,.2734576,.1920713,.354844,,,
12mar2020,.2049934,.120934,.2890528,.2883695,.2069831,.3697559,,,
13mar2020,.1988065,.1147471,.2828659,.2821826,.2007962,.363569,,,
14mar2020,.1858325,.1017731,.2698919,.2692086,.1878222,.3505949,,,
15mar2020,.2193241,.1352647,.3033835,.3027002,.2213138,.3840866,,,
16mar2020,.1772233,.0931639,.2612827,.2605993,.179213,.3419858,,,
17mar2020,.1826764,.098617,.2667358,.2660525,.1846661,.3474388,,,
18mar2020,.1900816,.1060222,.274141,.2734576,.1920713,.354844,,,
19mar2020,.2049934,.120934,.2890528,.2883695,.2069831,.3697559,,,
20mar2020,.1988065,.1147471,.2828659,.2821826,.2007962,.363569,,,
21mar2020,.1858325,.1017731,.2698919,.2692086,.1878222,.3505949,,,
22mar2020,.1001563,.0186574,.1816552,.3027002,.2213138,.3840866,,,
23mar2020,.0580555,0,.1395544,.2605993,.179213,.3419858,,,
24mar2020,.0635086,0,.1450075,.2660525,.1846661,.3474388,,,
25mar2020,.0709138,0,.1524127,.2734576,.1920713,.354844,,,
26mar2020,.0858256,.0043267,.1673245,.2883695,.2069831,.3697559,,,
27mar2020,.0796387,0,.1611376,.2821826,.2007962,.363569,,,
28mar2020,.0666647,0,.1481636,.2692086,.1878222,.3505949,,,
29mar2020,.1001563,.0186574,.1816552,.3027002,.2213138,.3840866,,,
30mar2020,.0580555,0,.1395544,.2605993,.179213,.3419858,,,
31mar2020,.0635086,0,.1450075,.2660525,.1846661,.3474388,,,
01apr2020,.0709138,0,.1524127,.2734576,.1920713,.354844,,,
02apr2020,.0858256,.0043267,.1673245,.2883695,.2069831,.3697559,,,
03apr2020,.0796387,0,.1611376,.2821826,.2007962,.363569,,,
04apr2020,.0666647,0,.1481636,.2692086,.1878222,.3505949,,,
05apr2020,.1001563,.0186574,.1816552,.3027002,.2213138,.3840866,,,
06apr2020,.0580555,0,.1395544,.2605993,.179213,.3419858,,,
09mar2020,.3545459,.2652392,.4438527,.4435939,.3622075,.5249803,,,
10mar2020,.286264,.2048248,.3677032,.449047,.3676606,.5304334,,,
11mar2020,.2671157,.1936776,.3405538,.4564522,.3750658,.5378386,,,
12mar2020,.2820275,.2085894,.3554657,.4713641,.3899777,.5527504,,,
13mar2020,.2758406,.2024025,.3492787,.4651771,.3837907,.5465635,,,
14mar2020,.2628666,.1894285,.3363048,.4522031,.3708167,.5335895,,,
