e
.39905352
.00548853
.01440211
-.03947104
.09190299
-.01360464
-.08767844
-1.026e-11
-.12772713
-.08812408
.15392861
-.0021013
-.12313176
-.04563796
.01735461
-.01766107
-.10251156
-.07058861
-.05608568
.00715411
-.01512981
.08075737
.01941123
.18774736
-.03821433
-.08374036
.22565415
-.07204149
.12705079
-.07625762
-.01163643
.07236298
.03912266
-.0554452
.00175648
-.05801446
-.10889686
-.06504384
-.02454082
.00658949
-.06645251
-.28369796
-.27105249
-.14275949
-.26013451
.15134555
-.15985811
.02086234
.22193767
.10517525
.25872301
.19413589
.22581215
.11484815
-.01173305
-.0022865
-1.349e-11
-.0517591
.00559964
.03402906
-.02234399
-.05444406
-.04593211
-.03949568
.01018073
.03357627
-.03072865
.12692613
.13143072
.04152439
.0650519
.26826027
.25467931
-.03694381
.17065821
-.03931998
-.0403512
.08812507
-.11691259
-.07300855
-.11401226
-.04902937
-.04993259
-.08017283
-.09616248
-.13175034
-.11833397
-.15124446
.01785058
-.06733218
.02841542
.0109476
-.20717252
-.01507438
-.13469549
.11160636
-.25023454
.08391386
-.26678974
-.0982072
-.05067633
.06561844
1.954e-11
.01508243
-.04744272
.03522743
.06108128
.05762087
.10855137
.11152436
.04836424
.05987807
.09485449
.0542401
.04192578
.03925692
.05399109
.0336395
.02260085
-.02894674
-.01556695
-.01211704
.01626288
-.02767967
-.04473003
-.0403371
.41991942
.19787458
-.00843432
.01818321
-.06818449
-.14494782
-.26619272
.14526295
.02295716
.04790003
.0193181
-.04596582
-.01920876
-.09281035
.08612701
.0285552
.03106574
.00733022
-.00207501
-.02018213
-.03699004
-.06786435
-.03795562
-.04111086
-.01207004
-.07543416
-.07289052
.13727786
.14073679
-.03438201
.02286453
-.18165595
-.22039754
.06093304
.03353463
.18232767
.11119546
-.08723232
.02344133
-.03322696
.1129865
.07904793
.00939377
-.06622778
-.136405
.05485604
-.10436324
-.06448296
.0326687
.13534523
-.1664465
-.03453786
-.11795999
-.00451638
.19108404
.01710248
-.04067194
-.19541377
.14405397
.0981603
-.03686328
1.986e-11
.03425099
-.02612267
-.12329738
-.04094071
.12046628
.02386915
.02243807
-.1833227
-.17067723
.24529783
-.09913465
.0718028
.14581919
.01842536
.3679598
-.13738795
.04354743
.00886325
-.01963549
.09237958
.02178253
-.08632749
-.08873434
-.0798318
-.00060864
.02457017
-.0283637
-.13935194
-.05110423
.00107008
.04943376
.01317649
-.01964812
.25906219
.40428053
-.06586881
-.12340591
.1295905
.11028766
-.07689825
-.02360047
.12282633
-.03797343
.11276256
-.12205543
.03669367
-.0646119
-.13486116
.04624172
-.09830915
.00624776
-.01056743
-.002702
-.07664492
-.06288739
-.12942131
-.08858742
-.02803639
-.02092437
-.03271131
-.02792587
-.15502442
.27179503
.28274243
-.23345598
-.12318123
.17277479
-.03661877
-.07759786
.01595432
.051718
.23669002
-.1380296
-.1299887
.05045225
.09741815
.01381639
-.06230024
.07432622
-.09449703
-.07107574
-.0549005
.12082574
-.05658331
-.08315227
-.04431627
-.04755257
-.00741426
.02717541
-.05756124
.21011123
.04840333
.01402922
-.03580027
1.978e-11
.01080607
.04016263
-.11583185
-.0442598
.115988
.04326079
.03806604
-.0246306
-.00071899
-.06251239
-.03669478
-.03290297
-.03522708
-.07468735
.35868669
-.06777383
-.04168584
-.195035
-.30780647
-.00234453
.30918779
.21334298
.00183683
-.06643052
.01667933
.0996346
.04477002
.03651657
.061426
-.08313936
-.12852902
-.1309237
-.11841254
.03514966
-.12474874
-.00941845
.07845046
-.02399041
.07802604
-.17939037
.07551934
.22755994
.00012381
-.01182175
.05964581
.17752233
.0213204
-.0142771
-.01318073
.08270639
-.03867992
-.0505732
.11966387
-.08601326
-.0228821
-.05541372
-.13027579
-.04933746
-.01799258
-.05195054
-.07574194
-.31963502
-.0949035
-.26457958
.14092413
-.28075251
.17796226
-.28989528
-.14976821
.11010554
.48371411
-.30833578
.20755577
-.02517174
.16673957
.10098385
.50105922
-.18779287
.08048525
.07707729
.00823622
.02494298
-.00850559
-.0308078
-.064684
-.02799282
-.01860056
-.00836095
-.21230897
-.0446054
-.10486667
-.16236134
-.19047541
.02837988
.02039542
.04486063
-.09883574
-1.450e-11
.23112637
.14926534
-.00315337
-.01834224
.02893291
.04686287
.12105562
.10726214
.02762747
.11396543
.02708599
-.0440804
-.05007001
-.02148818
-.0142126
.00811768
.00986258
-.03479559
-.00247598
.18741863
-.0239447
-.05608115
-.06886944
-.03624178
-.03639528
.08653219
.067482
-.04014565
.04268525
.02756379
.01940241
.01415416
-.02937475
-.03623126
-.03575897
-.01616192
-.02896023
.00019827
-.05661699
-.15498183
.103336
-.23235005
-.09402743
-.00684097
.02867237
.02263998
.36129989
.00671251
-.0222824
.04633641
.03176974
.04175327
-.02424385
-.02213026
.07131916
.01785964
-.03101338
-.0724422
-.01684061
.01606735
-.01399637
.00871005
.2988259
.4648496
-.16434943
-.14067038
.03885947
.01605057
-.02671559
-.03442917
.02659025
-.15257467
.13401321
-.04404703
.03398225
.00315323
-.05820452
-.02407348
-.10922992
-.07217309
.05131802
-.02136996
.10151902
-.12167918
-.00668657
-.13410461
-.06756398
.38702899
.0704775
-.05905872
-.1470433
.00347273
.05832617
-.02389019
-.06653767
.00672515
-.104398
-.11167384
.06301115
.0545039
-.06991302
-.09259657
.11725006
-.03768203
.02804686
-.03582406
-.02179551
-.01842961
-.25673306
.10421906
.30626047
-.2295668
-.09836991
.14573382
.09917676
-.08386582
.27918726
-.27410979
.01388984
-.05270438
-.0374844
-.05131923
.05202658
.03626733
.0274372
.02950577
-.01841573
.00401165
.00697914
-.0311536
-.01097792
-.03335971
.064789
.00857648
.32621295
.52052535
-.26643178
-.10655454
-.07653452
-.16136865
-.03553986
-.03162941
-.16679252
-.12142563
-.05428131
-.0518001
-.03776727
-.02295957
-.0372694
.20206107
.24981835
.04283567
.07872266
.07832545
-.02619106
-.01271573
-.03719399
-.03571758
-.0447537
-.03084748
-.03784316
-.05758375
-.04530051
.37569173
-.13467427
-.24587987
-.23766765
.96379789
.04428631
-.05470927
-.10305484
-.13754277
.03579049
-.02869302
-.0780095
-.03684059
-.02274386
-.06388775
-.04909813
-.07404071
-.04340475
-.1217134
.02434721
-.01077233
.01665868
-.01783963
.19308884
-.11225411
.30936734
.20591051
-.13346398
-.00940415
-.13404325
-.00993329
-.07028181
.00244254
.12583039
-.11002108
-.04080833
.03235988
.00112869
-.01111506
.0506549
.02836029
-.03023269
-.04407705
-.07527467
-.07949541
-.02782916
-.00827311
-.05263623
-.27272415
-.14788864
.21830662
.12650511
.01032009
.08935554
.19986588
.07400185
-.16824678
.04360917
-.02215847
.03013142
-.20971888
-.18882054
.29499131
-.06593684
-.0852994
-.07128932
-.11875995
.13995142
.01631898
.09403438
.01345119
-.12775661
.73640463
-.03812317
-.05978159
.31591975
.07578733
.05235377
.06494555
.00079686
-.0274372
-.14933342
-.09070191
.00609872
-.09142389
-.14452502
-.13216623
-.17327198
-.17851862
-.03926698
-.09026063
-.03946778
.09643986
.01342108
.0369324
-.09942019
.00395489
.15233195
.14958368
.07456765
.00045381
-.01564954
-.00937693
-.04388789
-.05062757
-.0593344
-.05197347
-.02875055
-.03893636
-.05669078
.02769841
.13203845
-.12843754
-.17502287
.10156015
.03515326
-.17521019
-.0458226
.04868748
-.05144285
-.10344417
-.11787702
-.05560008
.00818827
-.09465814
.10777154
.06402582
.07891696
.0540211
.1003543
.06187729
.01480415
.03713967
.06916358
.06280582
.27468327
-.32839203
-.09866178
.17416112
-.00947392
-.22416829
.17091173
.28804605
-.17847713
.03248469
.05054909
-.06215166
.17583503
.0193973
.22841744
-.08611398
-.08495449
-.02215932
-.05020122
-.10670859
-.02578647
-.06295784
-.074279
.02535226
.17087229
.17408856
-.13075803
-.01559711
-.05078817
.00233482
.08233203
-.11278144
.05388614
-.05127285
-.00002933
-.01912666
.10887312
.01281085
.00565382
-.16752807
.07880118
-.05502343
-.01584364
-.04007364
-.05618271
.04680772
-.39465992
-.11080617
.32809356
-.13267612
-.03783369
.24398713
.08386075
.07545887
.19832587
-.18341925
.14392177
.14859716
.17485244
.03639528
-.0682392
.09464497
.07602136
-.02992566
.01398007
-.00626271
-.11798011
-.07448863
-.12911945
-.10061915
-.05791552
-.10841877
-.11258261
-.01648561
-.21447692
