t,m_y_actual,y_actual,lb_y_actual,ub_y_actual,m_y_counter,y_counter,lb_counter,ub_counter
21mar2020,,.2781976,.250392,.3060033,,.3209736,.2539232,.388024
22mar2020,,.240434,.2126284,.2682396,,.28321,.2161596,.3502604
23mar2020,,.263849,.2368495,.2908486,,.3093937,.2423433,.3764441
24mar2020,,.2751079,.2481084,.3021075,,.3206526,.2536022,.387703
25mar2020,,.2892429,.2622434,.3162425,,.3347876,.2677372,.401838
26mar2020,,.308981,.2819815,.3359806,,.3545257,.2874753,.4215761
27mar2020,,.2644578,.2272836,.3016321,,.3418204,.2747699,.4088708
28mar2020,,.2436111,.2064368,.2807854,,.3209736,.2539232,.388024
29mar2020,,.2058475,.1686732,.2430217,,.28321,.2161596,.3502604
30mar2020,,.2190751,.1820099,.2561403,,.3093937,.2423433,.3764441
31mar2020,,.230334,.1932688,.2673992,,.3206526,.2536022,.387703
01apr2020,,.244469,.2074037,.2815342,,.3347876,.2677372,.401838
02apr2020,,.2642071,.2271419,.3012723,,.3545257,.2874753,.4215761
03apr2020,,.1563932,.1263879,.1863985,,.3418204,.2747699,.4088708
04apr2020,,.1355465,.1055412,.1655517,,.3209736,.2539232,.388024
05apr2020,,.0977829,.0677776,.1277881,,.28321,.2161596,.3502604
06apr2020,,.1239665,.0939613,.1539718,,.3093937,.2423433,.3764441
10mar2020,,.2665907,.1999096,.3332718,,.2769321,.2098817,.3439825
11mar2020,,.2807257,.2140446,.3474068,,.2910671,.2240167,.3581175
12mar2020,,.2478874,.1978893,.2978855,,.3108052,.2437548,.3778556
13mar2020,,.2351821,.185184,.2851802,,.2980999,.2310495,.3651503
14mar2020,,.2889576,.243844,.3340712,,.2772532,.2102028,.3443036
15mar2020,,.2249058,.1983361,.2514755,,.2394896,.1724391,.30654
16mar2020,,.2497455,.2234543,.2760368,,.2656732,.1986228,.3327236
17mar2020,,.2610044,.2347132,.2872957,,.2769321,.2098817,.3439825
18mar2020,,.2939286,.2606607,.3271966,,.2910671,.2240167,.3581175
19mar2020,,.3136667,.2803988,.3469347,,.3108052,.2437548,.3778556
20mar2020,,.3009614,.2676935,.3342294,,.2980999,.2310495,.3651503
21mar2020,,.2801147,.2468467,.3133826,,.2772532,.2102028,.3443036
22mar2020,,.2423511,.2090831,.275619,,.2394896,.1724391,.30654
23mar2020,,.2016403,.1598563,.2434244,,.2656732,.1986228,.3327236
24mar2020,,.2128992,.1711151,.2546833,,.2769321,.2098817,.3439825
25mar2020,,.2124689,.1745881,.2503497,,.2910671,.2240167,.3581175
26mar2020,,.232207,.1943262,.2700878,,.3108052,.2437548,.3778556
27mar2020,,.2195017,.1816209,.2573825,,.2980999,.2310495,.3651503
28mar2020,,.198655,.1607741,.2365358,,.2772532,.2102028,.3443036
29mar2020,,.1608913,.1230105,.1987722,,.2394896,.1724391,.30654
30mar2020,,.1725097,.1362652,.2087542,,.2656732,.1986228,.3327236
31mar2020,,.1837686,.1475241,.2200131,,.2769321,.2098817,.3439825
01apr2020,,.1979036,.1616591,.2341481,,.2910671,.2240167,.3581175
02apr2020,,.2176417,.1813972,.2538862,,.3108052,.2437548,.3778556
03apr2020,,.1353812,.1020228,.1687396,,.2980999,.2310495,.3651503
04apr2020,,.1145345,.0811761,.1478929,,.2772532,.2102028,.3443036
05apr2020,,.0622056,.0277993,.0966118,,.2394896,.1724391,.30654
06apr2020,,.0883892,.053983,.1227955,,.2656732,.1986228,.3327236
18mar2020,,.2784545,.2380303,.3188789,,.3136418,.2465914,.3806922
19mar2020,,.2981927,.2577683,.338617,,.3333799,.2663295,.4004304
