t,m_y_actual,y_actual,lb_y_actual,ub_y_actual,m_y_counter,y_counter,lb_counter,ub_counter
15mar2020,,.0193266,0,.0805219,,.2875652,.1163197,.4588107
16mar2020,,0,0,.0515865,,.2545208,.0832753,.4257663
17mar2020,,.0065877,0,.0657711,,.2687054,.0974599,.4399509
18mar2020,,.0493482,0,.1263253,,.2715321,.1002865,.4427776
19mar2020,,.044692,0,.1216691,,.2668759,.0956303,.4381214
20mar2020,,.0792809,.0023038,.1562579,,.3014647,.1302192,.4727103
21mar2020,,.0530405,0,.1300176,,.2752244,.1039788,.4464699
22mar2020,,.0373498,0,.120787,,.2599246,.096804,.4230452
23mar2020,,.031946,0,.1081887,,.2545208,.0832753,.4257663
24mar2020,,.0461306,0,.1223733,,.2687054,.0974599,.4399509
25mar2020,,.0489572,0,.1252,,.2715321,.1002865,.4427776
26mar2020,,.044301,0,.1205438,,.2668759,.0956303,.4381214
27mar2020,,.0440532,0,.1199874,,.2670191,.0981836,.4358546
28mar2020,,.0522585,0,.1285084,,.2752244,.1039788,.4464699
29mar2020,,.0645993,0,.1408493,,.2875652,.1163197,.4588107
30mar2020,,.0315549,0,.1078049,,.2545208,.0832753,.4257663
31mar2020,,.0457395,0,.1219895,,.2687054,.0974599,.4399509
01apr2020,,.0481752,0,.1251735,,.2715321,.1002865,.4427776
02apr2020,,.043519,0,.1205173,,.2668759,.0956303,.4381214
03apr2020,,.0781078,.0011095,.1551061,,.3014647,.1302192,.4727103
04apr2020,,.0518675,0,.1288658,,.2752244,.1039788,.4464699
05apr2020,,.0638173,0,.142284,,.2875652,.1163197,.4588107
06apr2020,,.0307729,0,.1092396,,.2545208,.0832753,.4257663
21feb2020,,.4120536,.2196315,.6044756,,.3693178,.1980723,.5405633
22feb2020,,.3858132,.1933912,.5782353,,.3430775,.1718319,.5143231
23feb2020,,.3981541,.2057321,.5905761,,.3554183,.1841728,.5266639
24feb2020,,.3651097,.1726876,.5575317,,.3223739,.1511284,.4936195
25feb2020,,.3792943,.1868722,.5717163,,.3365585,.165313,.5078041
26feb2020,,.3821209,.1896989,.5745429,,.3393852,.1681396,.5106307
27feb2020,,.3774647,.1850427,.5698867,,.334729,.1634834,.5059745
28feb2020,,.2460401,.0846141,.4074661,,.3693178,.1980723,.5405633
29feb2020,,.1647563,.1059301,.2235826,,.4079472,.2347355,.5811589
01mar2020,,.1122274,.0581494,.1663055,,.3554183,.1841728,.5266639
02mar2020,,.079183,.025105,.1332611,,.3223739,.1511284,.4936195
03mar2020,,.0933676,.0392896,.1474457,,.3365585,.165313,.5078041
04mar2020,,.0961943,.0421162,.1502724,,.3393852,.1681396,.5106307
05mar2020,,.0915381,.03746,.1456161,,.334729,.1634834,.5059745
06mar2020,,.1261269,.0720489,.180205,,.3693178,.1980723,.5405633
07mar2020,,.0998866,.0458085,.1539647,,.3430775,.1718319,.5143231
08mar2020,,.1122274,.0581494,.1663055,,.3554183,.1841728,.5266639
09mar2020,,.079183,.025105,.1332611,,.3223739,.1511284,.4936195
10mar2020,,.0933676,.0392896,.1474457,,.3365585,.165313,.5078041
11mar2020,,.0711466,.0099513,.1323419,,.3393852,.1681396,.5106307
12mar2020,,.0664904,.0052951,.1276857,,.334729,.1634834,.5059745
13mar2020,,.1010792,.0398839,.1622745,,.3693178,.1980723,.5405633
14mar2020,,.0748389,.0136436,.1360342,,.3430775,.1718319,.5143231
15mar2020,,0,0,.0689817,,.3554183,.1841728,.5266639
16mar2020,,0,0,.0293758,,.3223739,.1511284,.4936195
17mar2020,,0,0,.0435604,,.3365585,.165313,.5078041
18mar2020,,0,0,.046387,,.3393852,.1681396,.5106307
19mar2020,,0,0,.0417308,,.334729,.1634834,.5059745
20mar2020,,.0107215,0,.0763197,,.3693178,.1980723,.5405633
21mar2020,,0,0,.0500794,,.3430775,.1718319,.5143231
22mar2020,,0,0,.0500946,,.3277777,.1646571,.4908984
23mar2020,,0,0,.0291591,,.3223739,.1511284,.4936195
24mar2020,,0,0,.0433437,,.3365585,.165313,.5078041
25mar2020,,0,0,.0461703,,.3393852,.1681396,.5106307
26mar2020,,0,0,.0415141,,.334729,.1634834,.5059745
27mar2020,,0,0,.07455,,.3348722,.1660367,.5037077
28mar2020,,0,0,.0505012,,.3430775,.1718319,.5143231
29mar2020,,0,0,.062842,,.3554183,.1841728,.5266639
30mar2020,,0,0,.0297976,,.3223739,.1511284,.4936195
31mar2020,,0,0,.0439822,,.3365585,.165313,.5078041
01apr2020,,0,0,.0482642,,.3393852,.1681396,.5106307
02apr2020,,0,0,.043608,,.334729,.1634834,.5059745
03apr2020,,.0095484,0,.0781969,,.3693178,.1980723,.5405633
04apr2020,,0,0,.0519565,,.3430775,.1718319,.5143231
05apr2020,,0,0,.066506,,.3554183,.1841728,.5266639
06apr2020,,0,0,.0334616,,.3223739,.1511284,.4936195
24feb2020,,.2583656,.08712,.4296111,,.2583656,.08712,.4296111
25feb2020,,.315286,.1228639,.507708,,.2725502,.1013047,.4437957
26feb2020,,.3181126,.1256906,.5105346,,.2753769,.1041313,.4466224
27feb2020,,.3134564,.1210344,.5058784,,.2707206,.0994751,.4419662
28feb2020,,.1820318,.0206058,.3434578,,.3053095,.1340639,.476555
29feb2020,,.100748,.0419218,.1595742,,.3439389,.1707272,.5171506
01mar2020,,.0482191,0,.1022972,,.29141,.1201645,.4626555
02mar2020,,.0151747,0,.0692528,,.2583656,.08712,.4296111
03mar2020,,.0293593,0,.0834374,,.2725502,.1013047,.4437957
04mar2020,,.032186,0,.086264,,.2753769,.1041313,.4466224
05mar2020,,.0275298,0,.0816078,,.2707206,.0994751,.4419662
06mar2020,,.0621186,.0080405,.1161967,,.3053095,.1340639,.476555
07mar2020,,.0358783,0,.0899563,,.2790692,.1078236,.4503147
08mar2020,,.0482191,0,.1022972,,.29141,.1201645,.4626555
09mar2020,,.0151747,0,.0692528,,.2583656,.08712,.4296111
10mar2020,,.0293593,0,.0834374,,.2725502,.1013047,.4437957
11mar2020,,.0071383,0,.0683335,,.2753769,.1041313,.4466224
12mar2020,,.002482,0,.0636773,,.2707206,.0994751,.4419662
