t,m_y_actual,y_actual,lb_y_actual,ub_y_actual,m_y_counter,y_counter,lb_counter,ub_counter
20mar2020,,.3860295,.3559272,.4161318,,.4040861,.32865,.4795222
21mar2020,,.3652576,.3351552,.3953599,,.3833141,.3078781,.4587502
22mar2020,,.3274396,.2973373,.3575419,,.3454962,.2700601,.4209323
23mar2020,,.2006686,.1312665,.2700707,,.3716615,.2962255,.4470976
24mar2020,,.2119833,.1425812,.2813854,,.3829762,.3075401,.4584123
25mar2020,,.2331595,.1600868,.3062322,,.3970587,.3216226,.4724948
26mar2020,,.2302163,.158959,.3014735,,.4169066,.3414706,.4923427
27mar2020,,.2173958,.1461385,.288653,,.4040861,.32865,.4795222
28mar2020,,.1966238,.1253666,.267881,,.3833141,.3078781,.4587502
29mar2020,,.152905,.0817144,.2240955,,.3454962,.2700601,.4209323
30mar2020,,.1731694,.1018274,.2445114,,.3716615,.2962255,.4470976
31mar2020,,.1844841,.1131421,.2558261,,.3829762,.3075401,.4584123
01apr2020,,.1926657,.1209554,.264376,,.3970587,.3216226,.4724948
02apr2020,,.2066127,.1343207,.2789048,,.4169066,.3414706,.4923427
03apr2020,,.1937922,.1215002,.2660842,,.4040861,.32865,.4795222
04apr2020,,.1730202,.1007282,.2453123,,.3833141,.3078781,.4587502
05apr2020,,.1352023,.0629103,.2074943,,.3454962,.2700601,.4209323
06apr2020,,.1613676,.0890756,.2336597,,.3716615,.2962255,.4470976
18mar2020,,.2885157,.2541537,.3228777,,.3091145,.2336784,.3845505
19mar2020,,.3083636,.2740016,.3427257,,.3289624,.2535263,.4043985
20mar2020,,.2955431,.2611811,.3299051,,.3161418,.2407058,.3915779
21mar2020,,.2600189,.2279413,.2920965,,.2953699,.2199338,.370806
22mar2020,,.222201,.1901234,.2542786,,.2575519,.1821159,.332988
23mar2020,,.2483663,.2162887,.2804439,,.2837173,.2082812,.3591534
24mar2020,,.1603438,.128152,.1925356,,.295032,.2195959,.3704681
25mar2020,,.1744263,.1422345,.2066181,,.3091145,.2336784,.3845505
26mar2020,,.1942742,.1620824,.226466,,.3289624,.2535263,.4043985
27mar2020,,.1814537,.1492619,.2136455,,.3161418,.2407058,.3915779
28mar2020,,.1606817,.1284899,.1928736,,.2953699,.2199338,.370806
29mar2020,,.1191247,.084809,.1534404,,.2575519,.1821159,.332988
30mar2020,,.1292119,.0614052,.1970186,,.2676392,.1730361,.3622423
31mar2020,,.1566047,.122289,.1909204,,.295032,.2195959,.3704681
01apr2020,,.1706872,.1363715,.2050029,,.3091145,.2336784,.3845505
02apr2020,,.1905351,.1562194,.2248508,,.3289624,.2535263,.4043985
03apr2020,,.1777146,.1433989,.2120303,,.3161418,.2407058,.3915779
04apr2020,,.1569426,.1226269,.1912583,,.2953699,.2199338,.370806
05apr2020,,.1043724,.0694746,.1392703,,.2575519,.1821159,.332988
06apr2020,,.1305378,.0956399,.1654357,,.2837173,.2082812,.3591534
12mar2020,,.1820851,.1154002,.2487699,,.235981,.160545,.3114171
13mar2020,,.1692646,.1025797,.2359494,,.2231605,.1477244,.2985966
14mar2020,,.2229945,.1833458,.2626432,,.2023886,.1269525,.2778246
15mar2020,,.1595853,.1257243,.1934463,,.1645706,.0891345,.2400067
16mar2020,,.1857506,.1518897,.2196116,,.1907359,.1152999,.266172
17mar2020,,.1970653,.1632044,.2309263,,.2020506,.1266146,.2774867
18mar2020,,.2111478,.1772868,.2450088,,.2161331,.140697,.2915692
19mar2020,,.2309957,.1971348,.2648567,,.235981,.160545,.3114171
20mar2020,,.2181752,.1843142,.2520362,,.2231605,.1477244,.2985966
21mar2020,,.1974032,.1635423,.2312642,,.2023886,.1269525,.2778246
22mar2020,,.1595853,.1257243,.1934463,,.1645706,.0891345,.2400067
23mar2020,,.1857506,.1518897,.2196116,,.1907359,.1152999,.266172
24mar2020,,.1970653,.1632044,.2309263,,.2020506,.1266146,.2774867
25mar2020,,.2111478,.1772868,.2450088,,.2161331,.140697,.2915692
26mar2020,,.2309957,.1971348,.2648567,,.235981,.160545,.3114171
27mar2020,,.2181752,.1843142,.2520362,,.2231605,.1477244,.2985966
28mar2020,,.1974032,.1635423,.2312642,,.2023886,.1269525,.2778246
29mar2020,,.1595853,.1257243,.1934463,,.1645706,.0891345,.2400067
30mar2020,,.1857506,.1518897,.2196116,,.1907359,.1152999,.266172
31mar2020,,.1970653,.1632044,.2309263,,.2020506,.1266146,.2774867
01apr2020,,.1407644,.099851,.1816778,,.2161331,.140697,.2915692
02apr2020,,.1606123,.1196989,.2015257,,.235981,.160545,.3114171
03apr2020,,.1477918,.1068784,.1887052,,.2231605,.1477244,.2985966
04apr2020,,.1270198,.0861064,.1679332,,.2023886,.1269525,.2778246
05apr2020,,.0892019,.0482885,.1301153,,.1645706,.0891345,.2400067
06apr2020,,.1153672,.0744538,.1562806,,.1907359,.1152999,.266172
10mar2020,,.3166366,.2389673,.3943057,,.3178705,.2424344,.3933065
11mar2020,,.2692225,.1811372,.3573078,,.3319529,.2565168,.407389
12mar2020,,.2351744,.1402641,.3300848,,.3518009,.2763648,.4272369
13mar2020,,.2223539,.1274436,.3172643,,.3389803,.2635443,.4144164
14mar2020,,.2760839,.2299747,.3221931,,.3182084,.2427723,.3936445
15mar2020,,.2382659,.1921567,.2843752,,.2803904,.2049544,.3558265
16mar2020,,.2836217,.2400376,.3272059,,.3065557,.2311197,.3819918
17mar2020,,.2807349,.2452676,.3162022,,.3178705,.2424344,.3933065
18mar2020,,.2948174,.2593501,.3302847,,.3319529,.2565168,.407389
19mar2020,,.312917,.2782493,.3475847,,.3518009,.2763648,.4272369
20mar2020,,.2979477,.2641867,.3317087,,.3389803,.2635443,.4144164
21mar2020,,.2771758,.2434147,.3109367,,.3182084,.2427723,.3936445
22mar2020,,.2393578,.2055968,.2731188,,.2803904,.2049544,.3558265
23mar2020,,.2642518,.2300151,.2984886,,.3065557,.2311197,.3819918
24mar2020,,.2755665,.2413298,.3098033,,.3178705,.2424344,.3933065
25mar2020,,.289649,.2554123,.3238858,,.3319529,.2565168,.407389
26mar2020,,.3094969,.2752602,.3437337,,.3518009,.2763648,.4272369
27mar2020,,.265938,.2206745,.3112016,,.3389803,.2635443,.4144164
28mar2020,,.2451661,.1999026,.2904296,,.3182084,.2427723,.3936445
29mar2020,,.2073482,.1620846,.2526117,,.2803904,.2049544,.3558265
30mar2020,,.2204031,.1753026,.2655036,,.3065557,.2311197,.3819918
31mar2020,,.2317178,.1866173,.2768184,,.3178705,.2424344,.3933065
01apr2020,,.2458003,.2006997,.2909008,,.3319529,.2565168,.407389
02apr2020,,.2656482,.2205477,.3107488,,.3518009,.2763648,.4272369
03apr2020,,.1568471,.1212482,.1924459,,.3389803,.2635443,.4144164
04apr2020,,.1360751,.1004763,.1716739,,.3182084,.2427723,.3936445
05apr2020,,.0982572,.0626583,.133856,,.2803904,.2049544,.3558265
06apr2020,,.1244225,.0888236,.1600213,,.3065557,.2311197,.3819918
10mar2020,,.2670249,.1943136,.3397363,,.2773389,.2019028,.352775
11mar2020,,.2811074,.2083961,.3538187,,.2914214,.2159853,.3668575
12mar2020,,.2470594,.1894201,.3046986,,.3112693,.2358332,.3867054
13mar2020,,.2342388,.1765996,.2918781,,.2984488,.2230127,.3738849
14mar2020,,.2879688,.2543644,.3215732,,.2776768,.2022407,.3531129
15mar2020,,.2245596,.1976687,.2514504,,.2398589,.1644228,.315295
16mar2020,,.249412,.2220711,.2767529,,.2660242,.1905881,.3414603
17mar2020,,.2607267,.2333858,.2880676,,.2773389,.2019028,.352775
18mar2020,,.2939997,.2638327,.3241667,,.2914214,.2159853,.3668575
19mar2020,,.3138476,.2836806,.3440146,,.3112693,.2358332,.3867054
20mar2020,,.3010271,.27086,.3311941,,.2984488,.2230127,.3738849
21mar2020,,.2802551,.2500881,.3104221,,.2776768,.2022407,.3531129
22mar2020,,.2424372,.2122701,.2726042,,.2398589,.1644228,.315295
23mar2020,,.2022702,.1613573,.2431829,,.2660242,.1905881,.3414603
24mar2020,,.2135848,.172672,.2544976,,.2773389,.2019028,.352775
25mar2020,,.2129151,.1746036,.2512266,,.2914214,.2159853,.3668575
26mar2020,,.232763,.1944515,.2710745,,.3112693,.2358332,.3867054
27mar2020,,.2199425,.181631,.258254,,.2984488,.2230127,.3738849
28mar2020,,.1991705,.160859,.237482,,.2776768,.2022407,.3531129
29mar2020,,.1613526,.1230411,.1996641,,.2398589,.1644228,.315295
30mar2020,,.1727657,.1346081,.2109233,,.2660242,.1905881,.3414603
31mar2020,,.1840804,.1459228,.222238,,.2773389,.2019028,.352775
01apr2020,,.1981629,.1600053,.2363205,,.2914214,.2159853,.3668575
02apr2020,,.2180108,.1798532,.2561684,,.3112693,.2358332,.3867054
03apr2020,,.1348068,.1012673,.1683464,,.2984488,.2230127,.3738849
04apr2020,,.1140349,.0804953,.1475744,,.2776768,.2022407,.3531129
05apr2020,,.0614647,.0252664,.0976631,,.2398589,.1644228,.315295
06apr2020,,.08763,.0514317,.1238284,,.2660242,.1905881,.3414603
18mar2020,,.2773958,.2364986,.318293,,.3120181,.236582,.3874542
19mar2020,,.2972437,.2563466,.3381409,,.3318661,.25643,.4073021
20mar2020,,.2844232,.243526,.3253204,,.3190455,.2436094,.3944816
21mar2020,,.2341468,.1966118,.2716818,,.2982736,.2228375,.3737096
22mar2020,,.1963289,.1587939,.2338638,,.2604556,.1850196,.3358917
23mar2020,,.2040956,.1613907,.2468005,,.2311127,.1404814,.321744
24mar2020,,.2425154,.2016865,.2833444,,.2979356,.2224996,.3733717
25mar2020,,.1453062,.1134106,.1772017,,.3120181,.236582,.3874542
26mar2020,,.1651541,.1332585,.1970497,,.3318661,.25643,.4073021
27mar2020,,.1523336,.120438,.1842291,,.3190455,.2436094,.3944816
28mar2020,,.1315616,.099666,.1634572,,.2982736,.2228375,.3737096
29mar2020,,.0937437,.0618481,.1256392,,.2604556,.1850196,.3358917
30mar2020,,.1186751,.0862258,.1511243,,.2866209,.2111849,.362057
31mar2020,,.1299898,.0975405,.162439,,.2979356,.2224996,.3733717
01apr2020,,.1440722,.111623,.1765215,,.3120181,.236582,.3874542
02apr2020,,.1639202,.1314709,.1963695,,.3318661,.25643,.4073021
03apr2020,,.1510997,.1186504,.1835489,,.3190455,.2436094,.3944816
04apr2020,,.1303277,.0978784,.162777,,.2982736,.2228375,.3737096
05apr2020,,.0925098,.0600605,.124959,,.2604556,.1850196,.3358917
06apr2020,,.1186751,.0862258,.1511243,,.2866209,.2111849,.362057
19mar2020,,.3887084,.3478903,.4295265,,.4170123,.3415762,.4924484
20mar2020,,.3758879,.3350698,.416706,,.4041917,.3287556,.4796278
21mar2020,,.3551159,.3142978,.395934,,.3834198,.3079837,.4588559
22mar2020,,.317298,.2764799,.3581161,,.3456018,.2701658,.4210379
23mar2020,,.3818443,.3470592,.4166293,,.3717672,.2963311,.4472032
24mar2020,,.3931589,.3583739,.427944,,.3830819,.3076458,.4585179
25mar2020,,.199672,.1203249,.279019,,.3971643,.3217283,.4726004
26mar2020,,.2195199,.1401728,.298867,,.4170123,.3415762,.4924484
27mar2020,,.2066993,.1273523,.2860464,,.4041917,.3287556,.4796278
28mar2020,,.1859274,.1065803,.2652745,,.3834198,.3079837,.4588559
29mar2020,,.1481095,.0687624,.2274565,,.3456018,.2701658,.4210379
30mar2020,,.1742748,.0949277,.2536218,,.3717672,.2963311,.4472032
31mar2020,,.1855895,.1062424,.2649366,,.3830819,.3076458,.4585179
01apr2020,,.199672,.1203249,.279019,,.3971643,.3217283,.4726004
02apr2020,,.2195199,.1401728,.298867,,.4170123,.3415762,.4924484
03apr2020,,.2066993,.1273523,.2860464,,.4041917,.3287556,.4796278
04apr2020,,.1859274,.1065803,.2652745,,.3834198,.3079837,.4588559
05apr2020,,.1481095,.0687624,.2274565,,.3456018,.2701658,.4210379
06apr2020,,.1742748,.0949277,.2536218,,.3717672,.2963311,.4472032
10mar2020,,.3523933,.2769572,.4278294,,.3523933,.2769572,.4278294
