gamma,policy,sample,sigma,S_min,coefficient,coefficient_true,LHS,pop
0.20000,cum_effect,563,0.33000,0.95777,-0.34574,-0.35000,IR,100000
0.20000,cum_effect,563,0.50000,0.93279,-0.30988,-0.35000,IR,100000
0.20000,cum_effect,563,inf,0.87476,-0.34218,-0.35000,IR,100000
0.20000,cum_effect,564,0.20000,0.96897,-0.33940,-0.35000,IR,100000
0.20000,cum_effect,564,0.33000,0.97720,-0.27920,-0.35000,IR,100000
0.20000,cum_effect,564,0.50000,0.97991,-0.27735,-0.35000,IR,100000
0.20000,cum_effect,564,inf,0.97085,-0.28278,-0.35000,IR,100000
0.20000,cum_effect,565,0.20000,0.77672,-0.32038,-0.35000,IR,100000
0.20000,cum_effect,565,0.33000,0.79051,-0.24946,-0.35000,IR,100000
0.20000,cum_effect,565,0.50000,0.87395,-0.23791,-0.35000,IR,100000
0.20000,cum_effect,565,inf,0.59299,-0.43914,-0.35000,IR,100000
0.20000,cum_effect,566,0.20000,0.95381,-0.30093,-0.35000,IR,100000
0.20000,cum_effect,566,0.33000,0.97013,-0.26177,-0.35000,IR,100000
0.20000,cum_effect,566,0.50000,0.95865,-0.33861,-0.35000,IR,100000
0.20000,cum_effect,566,inf,0.87675,-0.26039,-0.35000,IR,100000
0.20000,cum_effect,567,0.20000,0.97639,-0.28026,-0.35000,IR,100000
0.20000,cum_effect,567,0.33000,0.97751,-0.30134,-0.35000,IR,100000
0.20000,cum_effect,567,0.50000,0.94949,-0.31037,-0.35000,IR,100000
0.20000,cum_effect,567,inf,0.93562,-0.30901,-0.35000,IR,100000
0.20000,cum_effect,568,0.20000,0.98087,-0.18645,-0.35000,IR,100000
0.20000,cum_effect,568,0.33000,0.98790,-0.18966,-0.35000,IR,100000
0.20000,cum_effect,568,0.50000,0.97840,-0.24403,-0.35000,IR,100000
0.20000,cum_effect,568,inf,0.97966,-0.26462,-0.35000,IR,100000
0.20000,cum_effect,569,0.20000,0.95532,-0.24656,-0.35000,IR,100000
0.20000,cum_effect,569,0.33000,0.94012,-0.27112,-0.35000,IR,100000
0.20000,cum_effect,569,0.50000,0.91531,-0.26453,-0.35000,IR,100000
0.20000,cum_effect,569,inf,0.79419,-0.25122,-0.35000,IR,100000
0.20000,cum_effect,570,0.20000,0.97488,-0.35460,-0.35000,IR,100000
0.20000,cum_effect,570,0.33000,0.95850,-0.32254,-0.35000,IR,100000
0.20000,cum_effect,570,0.50000,0.96549,-0.30230,-0.35000,IR,100000
0.20000,cum_effect,570,inf,0.95594,-0.27376,-0.35000,IR,100000
0.20000,cum_effect,571,0.20000,0.95353,-0.30347,-0.35000,IR,100000
0.20000,cum_effect,571,0.33000,0.94556,-0.35274,-0.35000,IR,100000
0.20000,cum_effect,571,0.50000,0.95142,-0.33907,-0.35000,IR,100000
0.20000,cum_effect,571,inf,0.85871,-0.34867,-0.35000,IR,100000
0.20000,cum_effect,572,0.20000,0.85846,-0.28449,-0.35000,IR,100000
0.20000,cum_effect,572,0.33000,0.88901,-0.24358,-0.35000,IR,100000
0.20000,cum_effect,572,0.50000,0.86864,-0.29622,-0.35000,IR,100000
0.20000,cum_effect,572,inf,0.76545,-0.37039,-0.35000,IR,100000
0.20000,cum_effect,573,0.20000,0.94807,-0.25990,-0.35000,IR,100000
0.20000,cum_effect,573,0.33000,0.94238,-0.25986,-0.35000,IR,100000
0.20000,cum_effect,573,0.50000,0.90952,-0.30061,-0.35000,IR,100000
0.20000,cum_effect,573,inf,0.69095,-0.34865,-0.35000,IR,100000
0.20000,cum_effect,574,0.20000,0.98996,-0.21103,-0.35000,IR,100000
0.20000,cum_effect,574,0.33000,0.97656,-0.38860,-0.35000,IR,100000
0.20000,cum_effect,574,0.50000,0.95973,-0.33381,-0.35000,IR,100000
0.20000,cum_effect,574,inf,0.94903,-0.27895,-0.35000,IR,100000
0.20000,cum_effect,575,0.20000,0.92250,-0.31129,-0.35000,IR,100000
0.20000,cum_effect,575,0.33000,0.85501,-0.30792,-0.35000,IR,100000
0.20000,cum_effect,575,0.50000,0.84341,-0.27655,-0.35000,IR,100000
0.20000,cum_effect,575,inf,0.51232,-0.40782,-0.35000,IR,100000
0.20000,cum_effect,576,0.20000,0.86435,-0.32414,-0.35000,IR,100000
0.20000,cum_effect,576,0.33000,0.83626,-0.34484,-0.35000,IR,100000
0.20000,cum_effect,576,0.50000,0.85175,-0.32888,-0.35000,IR,100000
0.20000,cum_effect,576,inf,0.74567,-0.34203,-0.35000,IR,100000
0.20000,cum_effect,577,0.20000,0.94085,-0.30271,-0.35000,IR,100000
0.20000,cum_effect,577,0.33000,0.87983,-0.36709,-0.35000,IR,100000
0.20000,cum_effect,577,0.50000,0.91729,-0.30968,-0.35000,IR,100000
0.20000,cum_effect,577,inf,0.91754,-0.24243,-0.35000,IR,100000
0.20000,cum_effect,578,0.20000,0.92438,-0.35990,-0.35000,IR,100000
0.20000,cum_effect,578,0.33000,0.94330,-0.31939,-0.35000,IR,100000
0.20000,cum_effect,578,0.50000,0.91314,-0.31712,-0.35000,IR,100000
0.20000,cum_effect,578,inf,0.72332,-0.32908,-0.35000,IR,100000
0.20000,cum_effect,579,0.20000,0.97512,-0.25819,-0.35000,IR,100000
0.20000,cum_effect,579,0.33000,0.97005,-0.31220,-0.35000,IR,100000
0.20000,cum_effect,579,0.50000,0.95301,-0.27127,-0.35000,IR,100000
0.20000,cum_effect,579,inf,0.94331,-0.36945,-0.35000,IR,100000
0.20000,cum_effect,580,0.20000,0.76876,-0.23439,-0.35000,IR,100000
0.20000,cum_effect,580,0.33000,0.65985,-0.26087,-0.35000,IR,100000
0.20000,cum_effect,580,0.50000,0.75976,-0.25148,-0.35000,IR,100000
0.20000,cum_effect,580,inf,0.56976,-0.33068,-0.35000,IR,100000
0.20000,cum_effect,581,0.20000,0.89085,-0.21129,-0.35000,IR,100000
0.20000,cum_effect,581,0.33000,0.86502,-0.20222,-0.35000,IR,100000
0.20000,cum_effect,581,0.50000,0.79183,-0.25043,-0.35000,IR,100000
0.20000,cum_effect,581,inf,0.93552,-0.25719,-0.35000,IR,100000
0.20000,cum_effect,582,0.20000,0.93556,-0.31950,-0.35000,IR,100000
0.20000,cum_effect,582,0.33000,0.95643,-0.32551,-0.35000,IR,100000
0.20000,cum_effect,582,0.50000,0.95003,-0.26855,-0.35000,IR,100000
0.20000,cum_effect,582,inf,0.92430,-0.27211,-0.35000,IR,100000
0.20000,cum_effect,583,0.20000,0.75859,-0.35763,-0.35000,IR,100000
0.20000,cum_effect,583,0.33000,0.78713,-0.37316,-0.35000,IR,100000
0.20000,cum_effect,583,0.50000,0.83435,-0.31723,-0.35000,IR,100000
0.20000,cum_effect,583,inf,0.81153,-0.30440,-0.35000,IR,100000
0.20000,cum_effect,584,0.20000,0.94549,-0.27861,-0.35000,IR,100000
0.20000,cum_effect,584,0.33000,0.95202,-0.29560,-0.35000,IR,100000
0.20000,cum_effect,584,0.50000,0.90403,-0.28663,-0.35000,IR,100000
0.20000,cum_effect,584,inf,0.87392,-0.30914,-0.35000,IR,100000
0.20000,cum_effect,585,0.20000,0.97607,-0.33744,-0.35000,IR,100000
0.20000,cum_effect,585,0.33000,0.97276,-0.36512,-0.35000,IR,100000
0.20000,cum_effect,585,0.50000,0.97943,-0.29921,-0.35000,IR,100000
0.20000,cum_effect,585,inf,0.91747,-0.32842,-0.35000,IR,100000
0.20000,cum_effect,586,0.20000,0.98736,-0.22871,-0.35000,IR,100000
0.20000,cum_effect,586,0.33000,0.97838,-0.27315,-0.35000,IR,100000
0.20000,cum_effect,586,0.50000,0.96894,-0.30758,-0.35000,IR,100000
0.20000,cum_effect,586,inf,0.97596,-0.27830,-0.35000,IR,100000
0.20000,cum_effect,587,0.20000,0.91288,-0.37753,-0.35000,IR,100000
0.20000,cum_effect,587,0.33000,0.93954,-0.34983,-0.35000,IR,100000
0.20000,cum_effect,587,0.50000,0.92430,-0.37793,-0.35000,IR,100000
0.20000,cum_effect,587,inf,0.78039,-0.25744,-0.35000,IR,100000
0.20000,cum_effect,588,0.20000,0.87308,-0.27944,-0.35000,IR,100000
0.20000,cum_effect,588,0.33000,0.77287,-0.23634,-0.35000,IR,100000
0.20000,cum_effect,588,0.50000,0.80819,-0.24354,-0.35000,IR,100000
0.20000,cum_effect,588,inf,0.83429,-0.24584,-0.35000,IR,100000
0.20000,cum_effect,589,0.20000,0.89092,-0.32703,-0.35000,IR,100000
0.20000,cum_effect,589,0.33000,0.90763,-0.31414,-0.35000,IR,100000
0.20000,cum_effect,589,0.50000,0.90861,-0.26731,-0.35000,IR,100000
0.20000,cum_effect,589,inf,0.81602,-0.35868,-0.35000,IR,100000
0.20000,cum_effect,590,0.20000,0.98742,-0.26540,-0.35000,IR,100000
0.20000,cum_effect,590,0.33000,0.98083,-0.32439,-0.35000,IR,100000
0.20000,cum_effect,590,0.50000,0.97288,-0.31853,-0.35000,IR,100000
0.20000,cum_effect,590,inf,0.93982,-0.35443,-0.35000,IR,100000
0.20000,cum_effect,591,0.20000,0.96646,-0.29876,-0.35000,IR,100000
0.20000,cum_effect,591,0.33000,0.96383,-0.28339,-0.35000,IR,100000
0.20000,cum_effect,591,0.50000,0.93905,-0.36364,-0.35000,IR,100000
0.20000,cum_effect,591,inf,0.88930,-0.30676,-0.35000,IR,100000
0.20000,cum_effect,592,0.20000,0.91885,-0.24774,-0.35000,IR,100000
0.20000,cum_effect,592,0.33000,0.89248,-0.21695,-0.35000,IR,100000
0.20000,cum_effect,592,0.50000,0.91983,-0.19806,-0.35000,IR,100000
0.20000,cum_effect,592,inf,0.59905,-0.38080,-0.35000,IR,100000
0.20000,cum_effect,593,0.20000,0.88567,-0.34977,-0.35000,IR,100000
0.20000,cum_effect,593,0.33000,0.82465,-0.34014,-0.35000,IR,100000
0.20000,cum_effect,593,0.50000,0.82890,-0.33353,-0.35000,IR,100000
0.20000,cum_effect,593,inf,0.79294,-0.32387,-0.35000,IR,100000
0.20000,cum_effect,594,0.20000,0.96325,-0.33465,-0.35000,IR,100000
0.20000,cum_effect,594,0.33000,0.97006,-0.26146,-0.35000,IR,100000
0.20000,cum_effect,594,0.50000,0.95297,-0.29448,-0.35000,IR,100000
0.20000,cum_effect,594,inf,0.83742,-0.25057,-0.35000,IR,100000
0.20000,cum_effect,595,0.20000,0.96871,-0.23478,-0.35000,IR,100000
0.20000,cum_effect,595,0.33000,0.97321,-0.21096,-0.35000,IR,100000
0.20000,cum_effect,595,0.50000,0.95242,-0.27991,-0.35000,IR,100000
0.20000,cum_effect,595,inf,0.90188,-0.31815,-0.35000,IR,100000
0.20000,cum_effect,596,0.20000,0.95995,-0.28557,-0.35000,IR,100000
0.20000,cum_effect,596,0.33000,0.93339,-0.25939,-0.35000,IR,100000
0.20000,cum_effect,596,0.50000,0.94581,-0.21241,-0.35000,IR,100000
0.20000,cum_effect,596,inf,0.90387,-0.34072,-0.35000,IR,100000
0.20000,cum_effect,597,0.20000,0.99067,-0.26569,-0.35000,IR,100000
0.20000,cum_effect,597,0.33000,0.99062,-0.25517,-0.35000,IR,100000
0.20000,cum_effect,597,0.50000,0.98964,-0.25070,-0.35000,IR,100000
0.20000,cum_effect,597,inf,0.96906,-0.33499,-0.35000,IR,100000
0.20000,cum_effect,598,0.20000,0.98206,-0.37351,-0.35000,IR,100000
0.20000,cum_effect,598,0.33000,0.98411,-0.31189,-0.35000,IR,100000
0.20000,cum_effect,598,0.50000,0.98003,-0.27077,-0.35000,IR,100000
0.20000,cum_effect,598,inf,0.97145,-0.29260,-0.35000,IR,100000
0.20000,cum_effect,599,0.20000,0.93378,-0.35165,-0.35000,IR,100000
0.20000,cum_effect,599,0.33000,0.88974,-0.40049,-0.35000,IR,100000
0.20000,cum_effect,599,0.50000,0.88430,-0.35808,-0.35000,IR,100000
0.20000,cum_effect,599,inf,0.73124,-0.39868,-0.35000,IR,100000
0.20000,cum_effect,600,0.20000,0.98385,-0.29632,-0.35000,IR,100000
0.20000,cum_effect,600,0.33000,0.96657,-0.30819,-0.35000,IR,100000
0.20000,cum_effect,600,0.50000,0.95663,-0.25619,-0.35000,IR,100000
0.20000,cum_effect,600,inf,0.92837,-0.40659,-0.35000,IR,100000
0.20000,cum_effect,601,0.20000,0.97539,-0.35543,-0.35000,IR,100000
0.20000,cum_effect,601,0.33000,0.96328,-0.29268,-0.35000,IR,100000
0.20000,cum_effect,601,0.50000,0.97286,-0.32999,-0.35000,IR,100000
0.20000,cum_effect,601,inf,0.85473,-0.34877,-0.35000,IR,100000
0.20000,cum_effect,602,0.20000,0.91658,-0.20925,-0.35000,IR,100000
0.20000,cum_effect,602,0.33000,0.92811,-0.25617,-0.35000,IR,100000
0.20000,cum_effect,602,0.50000,0.94412,-0.22827,-0.35000,IR,100000
0.20000,cum_effect,602,inf,0.79305,-0.28584,-0.35000,IR,100000
0.20000,cum_effect,603,0.20000,0.81016,-0.27123,-0.35000,IR,100000
0.20000,cum_effect,603,0.33000,0.80114,-0.27911,-0.35000,IR,100000
0.20000,cum_effect,603,0.50000,0.76579,-0.28514,-0.35000,IR,100000
0.20000,cum_effect,603,inf,0.59968,-0.37656,-0.35000,IR,100000
0.20000,cum_effect,604,0.20000,0.96034,-0.33059,-0.35000,IR,100000
0.20000,cum_effect,604,0.33000,0.95565,-0.33964,-0.35000,IR,100000
0.20000,cum_effect,604,0.50000,0.95125,-0.31645,-0.35000,IR,100000
0.20000,cum_effect,604,inf,0.92965,-0.31794,-0.35000,IR,100000
0.20000,cum_effect,605,0.20000,0.97674,-0.25661,-0.35000,IR,100000
0.20000,cum_effect,605,0.33000,0.95956,-0.26526,-0.35000,IR,100000
0.20000,cum_effect,605,0.50000,0.97193,-0.23572,-0.35000,IR,100000
0.20000,cum_effect,605,inf,0.94148,-0.27784,-0.35000,IR,100000
0.20000,cum_effect,606,0.20000,0.91059,-0.27910,-0.35000,IR,100000
0.20000,cum_effect,606,0.33000,0.92549,-0.21980,-0.35000,IR,100000
0.20000,cum_effect,606,0.50000,0.85250,-0.31295,-0.35000,IR,100000
0.20000,cum_effect,606,inf,0.74873,-0.37843,-0.35000,IR,100000
0.20000,cum_effect,607,0.20000,0.86880,-0.30742,-0.35000,IR,100000
0.20000,cum_effect,607,0.33000,0.86299,-0.31510,-0.35000,IR,100000
0.20000,cum_effect,607,0.50000,0.91434,-0.30628,-0.35000,IR,100000
0.20000,cum_effect,607,inf,0.81702,-0.25291,-0.35000,IR,100000
0.20000,cum_effect,608,0.20000,0.87503,-0.32912,-0.35000,IR,100000
0.20000,cum_effect,608,0.33000,0.90219,-0.28033,-0.35000,IR,100000
0.20000,cum_effect,608,0.50000,0.91399,-0.27423,-0.35000,IR,100000
0.20000,cum_effect,608,inf,0.86325,-0.31575,-0.35000,IR,100000
0.20000,cum_effect,609,0.20000,0.97937,-0.31821,-0.35000,IR,100000
0.20000,cum_effect,609,0.33000,0.98379,-0.32689,-0.35000,IR,100000
0.20000,cum_effect,609,0.50000,0.98874,-0.29120,-0.35000,IR,100000
0.20000,cum_effect,609,inf,0.96458,-0.25783,-0.35000,IR,100000
0.20000,cum_effect,610,0.20000,0.87239,-0.41544,-0.35000,IR,100000
0.20000,cum_effect,610,0.33000,0.87403,-0.33408,-0.35000,IR,100000
0.20000,cum_effect,610,0.50000,0.82332,-0.37823,-0.35000,IR,100000
0.20000,cum_effect,610,inf,0.68992,-0.38307,-0.35000,IR,100000
0.20000,cum_effect,611,0.20000,0.92083,-0.32035,-0.35000,IR,100000
0.20000,cum_effect,611,0.33000,0.94882,-0.31019,-0.35000,IR,100000
0.20000,cum_effect,611,0.50000,0.94093,-0.34675,-0.35000,IR,100000
0.20000,cum_effect,611,inf,0.86721,-0.35908,-0.35000,IR,100000
0.20000,cum_effect,612,0.20000,0.87766,-0.28625,-0.35000,IR,100000
0.20000,cum_effect,612,0.33000,0.86459,-0.24106,-0.35000,IR,100000
0.20000,cum_effect,612,0.50000,0.82152,-0.23652,-0.35000,IR,100000
0.20000,cum_effect,612,inf,0.88127,-0.30912,-0.35000,IR,100000
0.20000,cum_effect,613,0.20000,0.95758,-0.29608,-0.35000,IR,100000
0.20000,cum_effect,613,0.33000,0.95652,-0.32821,-0.35000,IR,100000
0.20000,cum_effect,613,0.50000,0.92343,-0.34362,-0.35000,IR,100000
0.20000,cum_effect,613,inf,0.91859,-0.26864,-0.35000,IR,100000
0.20000,cum_effect,614,0.20000,0.97930,-0.22422,-0.35000,IR,100000
0.20000,cum_effect,614,0.33000,0.96065,-0.27661,-0.35000,IR,100000
0.20000,cum_effect,614,0.50000,0.93892,-0.32381,-0.35000,IR,100000
0.20000,cum_effect,614,inf,0.91850,-0.29901,-0.35000,IR,100000
0.20000,cum_effect,615,0.20000,0.95676,-0.30527,-0.35000,IR,100000
0.20000,cum_effect,615,0.33000,0.93465,-0.35177,-0.35000,IR,100000
0.20000,cum_effect,615,0.50000,0.92619,-0.28404,-0.35000,IR,100000
0.20000,cum_effect,615,inf,0.79099,-0.28580,-0.35000,IR,100000
0.20000,cum_effect,616,0.20000,0.90082,-0.28143,-0.35000,IR,100000
0.20000,cum_effect,616,0.33000,0.86426,-0.30844,-0.35000,IR,100000
0.20000,cum_effect,616,0.50000,0.76573,-0.30319,-0.35000,IR,100000
0.20000,cum_effect,616,inf,0.78763,-0.27889,-0.35000,IR,100000
0.20000,cum_effect,617,0.20000,0.97568,-0.27880,-0.35000,IR,100000
0.20000,cum_effect,617,0.33000,0.95259,-0.27654,-0.35000,IR,100000
0.20000,cum_effect,617,0.50000,0.96556,-0.32964,-0.35000,IR,100000
0.20000,cum_effect,617,inf,0.94543,-0.27703,-0.35000,IR,100000
0.20000,cum_effect,618,0.20000,0.83445,-0.18292,-0.35000,IR,100000
0.20000,cum_effect,618,0.33000,0.83107,-0.23818,-0.35000,IR,100000
0.20000,cum_effect,618,0.50000,0.84553,-0.24003,-0.35000,IR,100000
0.20000,cum_effect,618,inf,0.58567,-0.26733,-0.35000,IR,100000
0.20000,cum_effect,619,0.20000,0.97078,-0.23520,-0.35000,IR,100000
0.20000,cum_effect,619,0.33000,0.95635,-0.28543,-0.35000,IR,100000
0.20000,cum_effect,619,0.50000,0.97141,-0.28661,-0.35000,IR,100000
0.20000,cum_effect,619,inf,0.93861,-0.27994,-0.35000,IR,100000
0.20000,cum_effect,620,0.20000,0.93788,-0.36080,-0.35000,IR,100000
0.20000,cum_effect,620,0.33000,0.91793,-0.23544,-0.35000,IR,100000
0.20000,cum_effect,620,0.50000,0.94577,-0.28450,-0.35000,IR,100000
0.20000,cum_effect,620,inf,0.93238,-0.28191,-0.35000,IR,100000
0.20000,cum_effect,621,0.20000,0.94833,-0.27742,-0.35000,IR,100000
0.20000,cum_effect,621,0.33000,0.93986,-0.28027,-0.35000,IR,100000
0.20000,cum_effect,621,0.50000,0.92145,-0.27314,-0.35000,IR,100000
0.20000,cum_effect,621,inf,0.87411,-0.18012,-0.35000,IR,100000
0.20000,cum_effect,622,0.20000,0.96766,-0.36427,-0.35000,IR,100000
0.20000,cum_effect,622,0.33000,0.96623,-0.37331,-0.35000,IR,100000
0.20000,cum_effect,622,0.50000,0.96744,-0.36843,-0.35000,IR,100000
0.20000,cum_effect,622,inf,0.90201,-0.41584,-0.35000,IR,100000
0.20000,cum_effect,623,0.20000,0.98806,-0.34206,-0.35000,IR,100000
0.20000,cum_effect,623,0.33000,0.98598,-0.32760,-0.35000,IR,100000
0.20000,cum_effect,623,0.50000,0.98572,-0.34315,-0.35000,IR,100000
0.20000,cum_effect,623,inf,0.97057,-0.33469,-0.35000,IR,100000
0.20000,cum_effect,624,0.20000,0.96238,-0.34009,-0.35000,IR,100000
0.20000,cum_effect,624,0.33000,0.97414,-0.32966,-0.35000,IR,100000
0.20000,cum_effect,624,0.50000,0.96135,-0.33430,-0.35000,IR,100000
0.20000,cum_effect,624,inf,0.95771,-0.29488,-0.35000,IR,100000
0.20000,cum_effect,625,0.20000,0.95368,-0.28990,-0.35000,IR,100000
0.20000,cum_effect,625,0.33000,0.96321,-0.32161,-0.35000,IR,100000
0.20000,cum_effect,625,0.50000,0.90911,-0.35690,-0.35000,IR,100000
0.20000,cum_effect,625,inf,0.85376,-0.31797,-0.35000,IR,100000
0.20000,cum_effect,626,0.20000,0.93140,-0.29637,-0.35000,IR,100000
0.20000,cum_effect,626,0.33000,0.92957,-0.33425,-0.35000,IR,100000
0.20000,cum_effect,626,0.50000,0.88656,-0.35861,-0.35000,IR,100000
0.20000,cum_effect,626,inf,0.82610,-0.31546,-0.35000,IR,100000
0.20000,cum_effect,627,0.20000,0.93503,-0.27508,-0.35000,IR,100000
0.20000,cum_effect,627,0.33000,0.93078,-0.25510,-0.35000,IR,100000
0.20000,cum_effect,627,0.50000,0.87402,-0.26884,-0.35000,IR,100000
0.20000,cum_effect,627,inf,0.86299,-0.24902,-0.35000,IR,100000
0.20000,cum_effect,628,0.20000,0.98316,-0.37003,-0.35000,IR,100000
0.20000,cum_effect,628,0.33000,0.95824,-0.41175,-0.35000,IR,100000
0.20000,cum_effect,628,0.50000,0.97492,-0.32346,-0.35000,IR,100000
0.20000,cum_effect,628,inf,0.97288,-0.20796,-0.35000,IR,100000
0.20000,cum_effect,629,0.20000,0.86868,-0.28713,-0.35000,IR,100000
0.20000,cum_effect,629,0.33000,0.85100,-0.26814,-0.35000,IR,100000
0.20000,cum_effect,629,0.50000,0.82419,-0.28928,-0.35000,IR,100000
0.20000,cum_effect,629,inf,0.64785,-0.37663,-0.35000,IR,100000
0.20000,cum_effect,630,0.20000,0.86391,-0.19312,-0.35000,IR,100000
0.20000,cum_effect,630,0.33000,0.78067,-0.25272,-0.35000,IR,100000
0.20000,cum_effect,630,0.50000,0.82054,-0.23561,-0.35000,IR,100000
0.20000,cum_effect,630,inf,0.67568,-0.33002,-0.35000,IR,100000
0.20000,cum_effect,631,0.20000,0.97340,-0.28392,-0.35000,IR,100000
0.20000,cum_effect,631,0.33000,0.95617,-0.28187,-0.35000,IR,100000
0.20000,cum_effect,631,0.50000,0.95921,-0.26682,-0.35000,IR,100000
0.20000,cum_effect,631,inf,0.84275,-0.40330,-0.35000,IR,100000
0.20000,cum_effect,632,0.20000,0.98238,-0.28144,-0.35000,IR,100000
0.20000,cum_effect,632,0.33000,0.98460,-0.23507,-0.35000,IR,100000
0.20000,cum_effect,632,0.50000,0.97501,-0.26095,-0.35000,IR,100000
0.20000,cum_effect,632,inf,0.89986,-0.33124,-0.35000,IR,100000
0.20000,cum_effect,633,0.20000,0.97829,-0.26283,-0.35000,IR,100000
0.20000,cum_effect,633,0.33000,0.97368,-0.25900,-0.35000,IR,100000
0.20000,cum_effect,633,0.50000,0.97996,-0.29874,-0.35000,IR,100000
0.20000,cum_effect,633,inf,0.94542,-0.42298,-0.35000,IR,100000
0.20000,cum_effect,634,0.20000,0.73134,-0.28969,-0.35000,IR,100000
0.20000,cum_effect,634,0.33000,0.72705,-0.28126,-0.35000,IR,100000
0.20000,cum_effect,634,0.50000,0.75319,-0.31750,-0.35000,IR,100000
0.20000,cum_effect,634,inf,0.59243,-0.35862,-0.35000,IR,100000
0.20000,cum_effect,635,0.20000,0.87472,-0.29073,-0.35000,IR,100000
0.20000,cum_effect,635,0.33000,0.85654,-0.27245,-0.35000,IR,100000
0.20000,cum_effect,635,0.50000,0.73617,-0.28626,-0.35000,IR,100000
0.20000,cum_effect,635,inf,0.74511,-0.36598,-0.35000,IR,100000
0.20000,cum_effect,636,0.20000,0.95774,-0.32222,-0.35000,IR,100000
0.20000,cum_effect,636,0.33000,0.96001,-0.30412,-0.35000,IR,100000
0.20000,cum_effect,636,0.50000,0.95721,-0.28807,-0.35000,IR,100000
0.20000,cum_effect,636,inf,0.95909,-0.39387,-0.35000,IR,100000
0.20000,cum_effect,637,0.20000,0.82108,-0.26510,-0.35000,IR,100000
0.20000,cum_effect,637,0.33000,0.90215,-0.23442,-0.35000,IR,100000
0.20000,cum_effect,637,0.50000,0.78499,-0.24609,-0.35000,IR,100000
0.20000,cum_effect,637,inf,0.80981,-0.24928,-0.35000,IR,100000
0.20000,cum_effect,638,0.20000,0.98613,-0.36016,-0.35000,IR,100000
0.20000,cum_effect,638,0.33000,0.97680,-0.34548,-0.35000,IR,100000
0.20000,cum_effect,638,0.50000,0.97546,-0.36701,-0.35000,IR,100000
0.20000,cum_effect,638,inf,0.93322,-0.32718,-0.35000,IR,100000
0.20000,cum_effect,639,0.20000,0.89802,-0.23797,-0.35000,IR,100000
0.20000,cum_effect,639,0.33000,0.87421,-0.30151,-0.35000,IR,100000
0.20000,cum_effect,639,0.50000,0.89867,-0.33640,-0.35000,IR,100000
0.20000,cum_effect,639,inf,0.76998,-0.35521,-0.35000,IR,100000
0.20000,cum_effect,640,0.20000,0.97455,-0.24669,-0.35000,IR,100000
0.20000,cum_effect,640,0.33000,0.97295,-0.25365,-0.35000,IR,100000
0.20000,cum_effect,640,0.50000,0.94235,-0.28341,-0.35000,IR,100000
0.20000,cum_effect,640,inf,0.94344,-0.29444,-0.35000,IR,100000
0.20000,cum_effect,641,0.20000,0.82374,-0.26949,-0.35000,IR,100000
0.20000,cum_effect,641,0.33000,0.74073,-0.30812,-0.35000,IR,100000
0.20000,cum_effect,641,0.50000,0.71960,-0.31919,-0.35000,IR,100000
0.20000,cum_effect,641,inf,0.75579,-0.25769,-0.35000,IR,100000
0.20000,cum_effect,642,0.20000,0.92596,-0.33406,-0.35000,IR,100000
0.20000,cum_effect,642,0.33000,0.88681,-0.31863,-0.35000,IR,100000
0.20000,cum_effect,642,0.50000,0.94598,-0.27882,-0.35000,IR,100000
0.20000,cum_effect,642,inf,0.82599,-0.32395,-0.35000,IR,100000
0.20000,cum_effect,643,0.20000,0.98359,-0.22502,-0.35000,IR,100000
0.20000,cum_effect,643,0.33000,0.98287,-0.31333,-0.35000,IR,100000
0.20000,cum_effect,643,0.50000,0.97546,-0.29064,-0.35000,IR,100000
0.20000,cum_effect,643,inf,0.95031,-0.22099,-0.35000,IR,100000
0.20000,cum_effect,644,0.20000,0.95188,-0.29841,-0.35000,IR,100000
0.20000,cum_effect,644,0.33000,0.95882,-0.32179,-0.35000,IR,100000
0.20000,cum_effect,644,0.50000,0.95106,-0.31021,-0.35000,IR,100000
0.20000,cum_effect,644,inf,0.95456,-0.25449,-0.35000,IR,100000
0.20000,cum_effect,645,0.20000,0.89709,-0.28258,-0.35000,IR,100000
0.20000,cum_effect,645,0.33000,0.78733,-0.29737,-0.35000,IR,100000
0.20000,cum_effect,645,0.50000,0.83523,-0.32263,-0.35000,IR,100000
0.20000,cum_effect,645,inf,0.80358,-0.27656,-0.35000,IR,100000
0.20000,cum_effect,646,0.20000,0.98426,-0.23014,-0.35000,IR,100000
0.20000,cum_effect,646,0.33000,0.98621,-0.28607,-0.35000,IR,100000
0.20000,cum_effect,646,0.50000,0.96989,-0.26700,-0.35000,IR,100000
0.20000,cum_effect,646,inf,0.97278,-0.32968,-0.35000,IR,100000
0.20000,cum_effect,647,0.20000,0.85485,-0.31612,-0.35000,IR,100000
0.20000,cum_effect,647,0.33000,0.90888,-0.25326,-0.35000,IR,100000
0.20000,cum_effect,647,0.50000,0.87763,-0.26312,-0.35000,IR,100000
0.20000,cum_effect,647,inf,0.65120,-0.32715,-0.35000,IR,100000
0.20000,cum_effect,648,0.20000,0.84351,-0.30254,-0.35000,IR,100000
0.20000,cum_effect,648,0.33000,0.85012,-0.28203,-0.35000,IR,100000
0.20000,cum_effect,648,0.50000,0.82470,-0.25264,-0.35000,IR,100000
0.20000,cum_effect,648,inf,0.87102,-0.29533,-0.35000,IR,100000
0.20000,cum_effect,649,0.20000,0.95274,-0.35934,-0.35000,IR,100000
