gamma,policy,sample,sigma,S_min,coefficient,coefficient_true,LHS,pop
0.05000,cum_effect,121,0.20000,0.99999,-0.31310,-0.35000,I,100000000
0.05000,cum_effect,121,0.33000,0.99999,-0.14991,-0.35000,I,100000000
0.05000,cum_effect,121,0.50000,0.99998,-0.27906,-0.35000,I,100000000
0.05000,cum_effect,121,inf,0.99997,-0.33465,-0.35000,I,100000000
0.05000,cum_effect,122,0.20000,0.99999,-0.50870,-0.35000,I,100000000
0.05000,cum_effect,122,0.33000,0.99999,-0.31609,-0.35000,I,100000000
0.05000,cum_effect,122,0.50000,0.99999,-0.39869,-0.35000,I,100000000
0.05000,cum_effect,122,inf,0.99997,-0.31144,-0.35000,I,100000000
0.05000,cum_effect,123,0.20000,0.99999,-0.34390,-0.35000,I,100000000
0.05000,cum_effect,123,0.33000,0.99999,-0.35763,-0.35000,I,100000000
0.05000,cum_effect,123,0.50000,0.99999,-0.35872,-0.35000,I,100000000
0.05000,cum_effect,123,inf,0.99999,-0.36996,-0.35000,I,100000000
0.05000,cum_effect,124,0.20000,0.99994,-0.28114,-0.35000,I,100000000
0.05000,cum_effect,124,0.33000,0.99994,-0.25682,-0.35000,I,100000000
0.05000,cum_effect,124,0.50000,0.99988,-0.29414,-0.35000,I,100000000
0.05000,cum_effect,124,inf,0.99989,-0.37514,-0.35000,I,100000000
0.05000,cum_effect,125,0.20000,0.99989,-0.35555,-0.35000,I,100000000
0.05000,cum_effect,125,0.33000,0.99989,-0.40104,-0.35000,I,100000000
0.05000,cum_effect,125,0.50000,0.99989,-0.35002,-0.35000,I,100000000
0.05000,cum_effect,125,inf,0.99990,-0.27149,-0.35000,I,100000000
0.05000,cum_effect,126,0.20000,0.99994,-0.37326,-0.35000,I,100000000
0.05000,cum_effect,126,0.33000,0.99990,-0.29929,-0.35000,I,100000000
0.05000,cum_effect,126,0.50000,0.99990,-0.34632,-0.35000,I,100000000
0.05000,cum_effect,126,inf,0.99976,-0.32784,-0.35000,I,100000000
0.05000,cum_effect,127,0.20000,0.99999,-0.30497,-0.35000,I,100000000
0.05000,cum_effect,127,0.33000,0.99998,-0.31252,-0.35000,I,100000000
0.05000,cum_effect,127,0.50000,0.99998,-0.30466,-0.35000,I,100000000
0.05000,cum_effect,127,inf,0.99997,-0.36790,-0.35000,I,100000000
0.05000,cum_effect,128,0.20000,0.99999,-0.20599,-0.35000,I,100000000
0.05000,cum_effect,128,0.33000,0.99999,-0.27807,-0.35000,I,100000000
0.05000,cum_effect,128,0.50000,0.99999,-0.37090,-0.35000,I,100000000
0.05000,cum_effect,128,inf,0.99999,-0.30487,-0.35000,I,100000000
0.05000,cum_effect,129,0.20000,0.99998,-0.35934,-0.35000,I,100000000
0.05000,cum_effect,129,0.33000,0.99998,-0.29382,-0.35000,I,100000000
0.05000,cum_effect,129,0.50000,0.99997,-0.32560,-0.35000,I,100000000
0.05000,cum_effect,129,inf,0.99996,-0.33761,-0.35000,I,100000000
0.05000,cum_effect,130,0.20000,0.99996,-0.37176,-0.35000,I,100000000
0.05000,cum_effect,130,0.33000,0.99997,-0.33095,-0.35000,I,100000000
0.05000,cum_effect,130,0.50000,0.99995,-0.32880,-0.35000,I,100000000
0.05000,cum_effect,130,inf,0.99996,-0.38548,-0.35000,I,100000000
0.05000,cum_effect,131,0.20000,0.99987,-0.21150,-0.35000,I,100000000
0.05000,cum_effect,131,0.33000,0.99973,-0.22082,-0.35000,I,100000000
0.05000,cum_effect,131,0.50000,0.99970,-0.19967,-0.35000,I,100000000
0.05000,cum_effect,131,inf,0.99939,-0.39228,-0.35000,I,100000000
0.05000,cum_effect,132,0.20000,0.99993,-0.26547,-0.35000,I,100000000
0.05000,cum_effect,132,0.33000,0.99989,-0.25384,-0.35000,I,100000000
0.05000,cum_effect,132,0.50000,0.99986,-0.25731,-0.35000,I,100000000
0.05000,cum_effect,132,inf,0.99967,-0.37779,-0.35000,I,100000000
0.05000,cum_effect,133,0.20000,0.99999,-0.30592,-0.35000,I,100000000
0.05000,cum_effect,133,0.33000,0.99999,-0.35240,-0.35000,I,100000000
0.05000,cum_effect,133,0.50000,0.99999,-0.27566,-0.35000,I,100000000
0.05000,cum_effect,133,inf,0.99999,-0.30586,-0.35000,I,100000000
0.05000,cum_effect,134,0.20000,0.99999,-0.29979,-0.35000,I,100000000
0.05000,cum_effect,134,0.33000,0.99998,-0.27304,-0.35000,I,100000000
0.05000,cum_effect,134,0.50000,0.99997,-0.32829,-0.35000,I,100000000
0.05000,cum_effect,134,inf,0.99995,-0.34710,-0.35000,I,100000000
0.05000,cum_effect,135,0.20000,0.99998,-0.44344,-0.35000,I,100000000
0.05000,cum_effect,135,0.33000,0.99999,-0.42840,-0.35000,I,100000000
0.05000,cum_effect,135,0.50000,0.99998,-0.47093,-0.35000,I,100000000
0.05000,cum_effect,135,inf,0.99996,-0.31752,-0.35000,I,100000000
0.05000,cum_effect,136,0.20000,0.99999,-0.31411,-0.35000,I,100000000
0.05000,cum_effect,136,0.33000,0.99999,-0.34827,-0.35000,I,100000000
0.05000,cum_effect,136,0.50000,0.99999,-0.32883,-0.35000,I,100000000
0.05000,cum_effect,136,inf,0.99996,-0.39443,-0.35000,I,100000000
0.05000,cum_effect,137,0.20000,0.99998,-0.28107,-0.35000,I,100000000
0.05000,cum_effect,137,0.33000,0.99997,-0.35352,-0.35000,I,100000000
0.05000,cum_effect,137,0.50000,0.99996,-0.34279,-0.35000,I,100000000
0.05000,cum_effect,137,inf,0.99989,-0.40139,-0.35000,I,100000000
0.05000,cum_effect,138,0.20000,0.99996,-0.33729,-0.35000,I,100000000
0.05000,cum_effect,138,0.33000,0.99995,-0.31355,-0.35000,I,100000000
0.05000,cum_effect,138,0.50000,0.99993,-0.32627,-0.35000,I,100000000
0.05000,cum_effect,138,inf,0.99989,-0.38382,-0.35000,I,100000000
0.05000,cum_effect,139,0.20000,0.99998,-0.27902,-0.35000,I,100000000
0.05000,cum_effect,139,0.33000,0.99997,-0.27283,-0.35000,I,100000000
0.05000,cum_effect,139,0.50000,0.99996,-0.37904,-0.35000,I,100000000
0.05000,cum_effect,139,inf,0.99994,-0.40093,-0.35000,I,100000000
0.05000,cum_effect,140,0.20000,0.99995,-0.19844,-0.35000,I,100000000
0.05000,cum_effect,140,0.33000,0.99994,-0.23965,-0.35000,I,100000000
0.05000,cum_effect,140,0.50000,0.99994,-0.26013,-0.35000,I,100000000
0.05000,cum_effect,140,inf,0.99986,-0.38604,-0.35000,I,100000000
0.05000,cum_effect,141,0.20000,0.99999,-0.43757,-0.35000,I,100000000
0.05000,cum_effect,141,0.33000,0.99999,-0.34936,-0.35000,I,100000000
0.05000,cum_effect,141,0.50000,0.99999,-0.39991,-0.35000,I,100000000
0.05000,cum_effect,141,inf,0.99998,-0.32504,-0.35000,I,100000000
0.05000,cum_effect,142,0.20000,0.99992,-0.33287,-0.35000,I,100000000
0.05000,cum_effect,142,0.33000,0.99987,-0.34464,-0.35000,I,100000000
0.05000,cum_effect,142,0.50000,0.99988,-0.30840,-0.35000,I,100000000
0.05000,cum_effect,142,inf,0.99982,-0.33717,-0.35000,I,100000000
0.05000,cum_effect,143,0.20000,0.99999,-0.42042,-0.35000,I,100000000
0.05000,cum_effect,143,0.33000,0.99999,-0.33212,-0.35000,I,100000000
0.05000,cum_effect,143,0.50000,0.99999,-0.28627,-0.35000,I,100000000
0.05000,cum_effect,143,inf,0.99997,-0.38372,-0.35000,I,100000000
0.05000,cum_effect,144,0.20000,0.99998,-0.37338,-0.35000,I,100000000
0.05000,cum_effect,144,0.33000,0.99999,-0.34820,-0.35000,I,100000000
0.05000,cum_effect,144,0.50000,0.99999,-0.28606,-0.35000,I,100000000
0.05000,cum_effect,144,inf,0.99998,-0.35626,-0.35000,I,100000000
0.05000,cum_effect,145,0.20000,0.99999,-0.36783,-0.35000,I,100000000
0.05000,cum_effect,145,0.33000,0.99999,-0.29765,-0.35000,I,100000000
0.05000,cum_effect,145,0.50000,0.99999,-0.21105,-0.35000,I,100000000
0.05000,cum_effect,145,inf,0.99999,-0.26303,-0.35000,I,100000000
0.05000,cum_effect,146,0.20000,0.99999,-0.33030,-0.35000,I,100000000
0.05000,cum_effect,146,0.33000,0.99999,-0.32517,-0.35000,I,100000000
0.05000,cum_effect,146,0.50000,0.99999,-0.30393,-0.35000,I,100000000
0.05000,cum_effect,146,inf,0.99999,-0.31965,-0.35000,I,100000000
0.05000,cum_effect,147,0.20000,1.00000,-0.41133,-0.35000,I,100000000
0.05000,cum_effect,147,0.33000,0.99999,-0.31542,-0.35000,I,100000000
0.05000,cum_effect,147,0.50000,0.99999,-0.34510,-0.35000,I,100000000
0.05000,cum_effect,147,inf,0.99999,-0.37576,-0.35000,I,100000000
0.05000,cum_effect,148,0.20000,0.99990,-0.29577,-0.35000,I,100000000
0.05000,cum_effect,148,0.33000,0.99994,-0.25895,-0.35000,I,100000000
0.05000,cum_effect,148,0.50000,0.99987,-0.36635,-0.35000,I,100000000
0.05000,cum_effect,148,inf,0.99962,-0.31186,-0.35000,I,100000000
0.05000,cum_effect,149,0.20000,0.99993,-0.34615,-0.35000,I,100000000
0.05000,cum_effect,149,0.33000,0.99988,-0.37302,-0.35000,I,100000000
0.05000,cum_effect,149,0.50000,0.99991,-0.33434,-0.35000,I,100000000
0.05000,cum_effect,149,inf,0.99978,-0.39028,-0.35000,I,100000000
0.05000,cum_effect,150,0.20000,0.99998,-0.31537,-0.35000,I,100000000
0.05000,cum_effect,150,0.33000,0.99997,-0.38052,-0.35000,I,100000000
0.05000,cum_effect,150,0.50000,0.99997,-0.29247,-0.35000,I,100000000
0.05000,cum_effect,150,inf,0.99991,-0.39883,-0.35000,I,100000000
0.05000,cum_effect,151,0.20000,0.99998,-0.36346,-0.35000,I,100000000
0.05000,cum_effect,151,0.33000,0.99996,-0.32706,-0.35000,I,100000000
0.05000,cum_effect,151,0.50000,0.99997,-0.31703,-0.35000,I,100000000
0.05000,cum_effect,151,inf,0.99994,-0.31630,-0.35000,I,100000000
0.05000,cum_effect,152,0.20000,0.99999,-0.30848,-0.35000,I,100000000
0.05000,cum_effect,152,0.33000,0.99998,-0.40136,-0.35000,I,100000000
0.05000,cum_effect,152,0.50000,0.99998,-0.38991,-0.35000,I,100000000
0.05000,cum_effect,152,inf,0.99996,-0.36792,-0.35000,I,100000000
0.05000,cum_effect,153,0.20000,0.99999,-0.28138,-0.35000,I,100000000
0.05000,cum_effect,153,0.33000,0.99999,-0.33871,-0.35000,I,100000000
0.05000,cum_effect,153,0.50000,0.99998,-0.33202,-0.35000,I,100000000
0.05000,cum_effect,153,inf,0.99998,-0.34618,-0.35000,I,100000000
0.05000,cum_effect,154,0.20000,0.99999,-0.39129,-0.35000,I,100000000
0.05000,cum_effect,154,0.33000,0.99998,-0.33601,-0.35000,I,100000000
0.05000,cum_effect,154,0.50000,0.99998,-0.33886,-0.35000,I,100000000
0.05000,cum_effect,154,inf,0.99998,-0.29900,-0.35000,I,100000000
0.05000,cum_effect,155,0.20000,0.99994,-0.31661,-0.35000,I,100000000
0.05000,cum_effect,155,0.33000,0.99994,-0.32622,-0.35000,I,100000000
0.05000,cum_effect,155,0.50000,0.99990,-0.33482,-0.35000,I,100000000
0.05000,cum_effect,155,inf,0.99988,-0.36867,-0.35000,I,100000000
0.05000,cum_effect,156,0.20000,0.99996,-0.21998,-0.35000,I,100000000
0.05000,cum_effect,156,0.33000,0.99997,-0.21999,-0.35000,I,100000000
0.05000,cum_effect,156,0.50000,0.99994,-0.26016,-0.35000,I,100000000
0.05000,cum_effect,156,inf,0.99987,-0.34550,-0.35000,I,100000000
0.05000,cum_effect,157,0.20000,0.99999,-0.22945,-0.35000,I,100000000
0.05000,cum_effect,157,0.33000,0.99999,-0.26490,-0.35000,I,100000000
0.05000,cum_effect,157,0.50000,0.99998,-0.27123,-0.35000,I,100000000
0.05000,cum_effect,157,inf,0.99996,-0.35675,-0.35000,I,100000000
0.05000,cum_effect,158,0.20000,0.99999,-0.35114,-0.35000,I,100000000
0.05000,cum_effect,158,0.33000,0.99999,-0.32913,-0.35000,I,100000000
0.05000,cum_effect,158,0.50000,0.99999,-0.35313,-0.35000,I,100000000
0.05000,cum_effect,158,inf,0.99999,-0.33842,-0.35000,I,100000000
0.05000,cum_effect,159,0.20000,0.99992,-0.31848,-0.35000,I,100000000
0.05000,cum_effect,159,0.33000,0.99991,-0.29379,-0.35000,I,100000000
0.05000,cum_effect,159,0.50000,0.99984,-0.35393,-0.35000,I,100000000
0.05000,cum_effect,159,inf,0.99974,-0.36093,-0.35000,I,100000000
0.05000,cum_effect,160,0.20000,0.99999,-0.29253,-0.35000,I,100000000
0.05000,cum_effect,160,0.33000,0.99998,-0.37693,-0.35000,I,100000000
0.05000,cum_effect,160,0.50000,0.99997,-0.38612,-0.35000,I,100000000
0.05000,cum_effect,160,inf,0.99996,-0.35716,-0.35000,I,100000000
0.05000,cum_effect,161,0.20000,0.99998,-0.30261,-0.35000,I,100000000
0.05000,cum_effect,161,0.33000,0.99997,-0.28613,-0.35000,I,100000000
0.05000,cum_effect,161,0.50000,0.99998,-0.25109,-0.35000,I,100000000
0.05000,cum_effect,161,inf,0.99994,-0.36184,-0.35000,I,100000000
0.05000,cum_effect,162,0.20000,0.99997,-0.26200,-0.35000,I,100000000
0.05000,cum_effect,162,0.33000,0.99995,-0.30423,-0.35000,I,100000000
0.05000,cum_effect,162,0.50000,0.99994,-0.32326,-0.35000,I,100000000
0.05000,cum_effect,162,inf,0.99992,-0.34049,-0.35000,I,100000000
0.05000,cum_effect,163,0.20000,0.99983,-0.19157,-0.35000,I,100000000
0.05000,cum_effect,163,0.33000,0.99984,-0.20400,-0.35000,I,100000000
0.05000,cum_effect,163,0.50000,0.99970,-0.21506,-0.35000,I,100000000
0.05000,cum_effect,163,inf,0.99965,-0.33738,-0.35000,I,100000000
0.05000,cum_effect,164,0.20000,0.99999,-0.30195,-0.35000,I,100000000
0.05000,cum_effect,164,0.33000,0.99998,-0.31955,-0.35000,I,100000000
0.05000,cum_effect,164,0.50000,0.99998,-0.32966,-0.35000,I,100000000
0.05000,cum_effect,164,inf,0.99996,-0.35604,-0.35000,I,100000000
0.05000,cum_effect,165,0.20000,0.99999,-0.34910,-0.35000,I,100000000
0.05000,cum_effect,165,0.33000,0.99999,-0.36376,-0.35000,I,100000000
0.05000,cum_effect,165,0.50000,0.99998,-0.31932,-0.35000,I,100000000
0.05000,cum_effect,165,inf,0.99997,-0.36544,-0.35000,I,100000000
0.05000,cum_effect,166,0.20000,0.99998,-0.27384,-0.35000,I,100000000
0.05000,cum_effect,166,0.33000,0.99997,-0.32519,-0.35000,I,100000000
0.05000,cum_effect,166,0.50000,0.99997,-0.32885,-0.35000,I,100000000
0.05000,cum_effect,166,inf,0.99996,-0.33378,-0.35000,I,100000000
0.05000,cum_effect,167,0.20000,0.99998,-0.22530,-0.35000,I,100000000
0.05000,cum_effect,167,0.33000,0.99998,-0.28799,-0.35000,I,100000000
0.05000,cum_effect,167,0.50000,0.99998,-0.26906,-0.35000,I,100000000
0.05000,cum_effect,167,inf,0.99990,-0.32860,-0.35000,I,100000000
0.05000,cum_effect,168,0.20000,0.99999,-0.23350,-0.35000,I,100000000
0.05000,cum_effect,168,0.33000,0.99999,-0.25885,-0.35000,I,100000000
0.05000,cum_effect,168,0.50000,0.99999,-0.26362,-0.35000,I,100000000
0.05000,cum_effect,168,inf,0.99998,-0.31553,-0.35000,I,100000000
0.05000,cum_effect,169,0.20000,0.99998,-0.27833,-0.35000,I,100000000
0.05000,cum_effect,169,0.33000,0.99995,-0.30760,-0.35000,I,100000000
0.05000,cum_effect,169,0.50000,0.99997,-0.25328,-0.35000,I,100000000
0.05000,cum_effect,169,inf,0.99995,-0.35342,-0.35000,I,100000000
0.05000,cum_effect,170,0.20000,0.99987,-0.24275,-0.35000,I,100000000
0.05000,cum_effect,170,0.33000,0.99983,-0.24904,-0.35000,I,100000000
0.05000,cum_effect,170,0.50000,0.99977,-0.28510,-0.35000,I,100000000
0.05000,cum_effect,170,inf,0.99977,-0.37375,-0.35000,I,100000000
0.05000,cum_effect,171,0.20000,0.99999,-0.32225,-0.35000,I,100000000
0.05000,cum_effect,171,0.33000,0.99999,-0.32813,-0.35000,I,100000000
0.05000,cum_effect,171,0.50000,0.99998,-0.32442,-0.35000,I,100000000
0.05000,cum_effect,171,inf,0.99997,-0.34995,-0.35000,I,100000000
0.05000,cum_effect,172,0.20000,0.99994,-0.29562,-0.35000,I,100000000
0.05000,cum_effect,172,0.33000,0.99994,-0.31154,-0.35000,I,100000000
0.05000,cum_effect,172,0.50000,0.99992,-0.33007,-0.35000,I,100000000
0.05000,cum_effect,172,inf,0.99994,-0.32802,-0.35000,I,100000000
0.05000,cum_effect,173,0.20000,0.99997,-0.27522,-0.35000,I,100000000
0.05000,cum_effect,173,0.33000,0.99995,-0.35584,-0.35000,I,100000000
0.05000,cum_effect,173,0.50000,0.99997,-0.29759,-0.35000,I,100000000
0.05000,cum_effect,173,inf,0.99981,-0.39417,-0.35000,I,100000000
0.05000,cum_effect,174,0.20000,0.99999,-0.36831,-0.35000,I,100000000
0.05000,cum_effect,174,0.33000,0.99999,-0.31411,-0.35000,I,100000000
0.05000,cum_effect,174,0.50000,0.99999,-0.35867,-0.35000,I,100000000
0.05000,cum_effect,174,inf,0.99998,-0.41506,-0.35000,I,100000000
0.05000,cum_effect,175,0.20000,0.99998,-0.30044,-0.35000,I,100000000
0.05000,cum_effect,175,0.33000,0.99998,-0.36993,-0.35000,I,100000000
0.05000,cum_effect,175,0.50000,0.99998,-0.34542,-0.35000,I,100000000
0.05000,cum_effect,175,inf,0.99994,-0.36727,-0.35000,I,100000000
0.05000,cum_effect,176,0.20000,0.99999,-0.31985,-0.35000,I,100000000
0.05000,cum_effect,176,0.33000,0.99999,-0.26231,-0.35000,I,100000000
0.05000,cum_effect,176,0.50000,0.99999,-0.37730,-0.35000,I,100000000
0.05000,cum_effect,176,inf,0.99997,-0.40838,-0.35000,I,100000000
0.05000,cum_effect,177,0.20000,0.99993,-0.32765,-0.35000,I,100000000
0.05000,cum_effect,177,0.33000,0.99990,-0.32491,-0.35000,I,100000000
0.05000,cum_effect,177,0.50000,0.99985,-0.34575,-0.35000,I,100000000
0.05000,cum_effect,177,inf,0.99960,-0.36399,-0.35000,I,100000000
0.05000,cum_effect,178,0.20000,0.99996,-0.32057,-0.35000,I,100000000
0.05000,cum_effect,178,0.33000,0.99995,-0.30654,-0.35000,I,100000000
0.05000,cum_effect,178,0.50000,0.99995,-0.28612,-0.35000,I,100000000
0.05000,cum_effect,178,inf,0.99990,-0.40369,-0.35000,I,100000000
0.05000,cum_effect,179,0.20000,0.99993,-0.28506,-0.35000,I,100000000
0.05000,cum_effect,179,0.33000,0.99989,-0.32909,-0.35000,I,100000000
0.05000,cum_effect,179,0.50000,0.99991,-0.35678,-0.35000,I,100000000
0.05000,cum_effect,179,inf,0.99964,-0.35628,-0.35000,I,100000000
0.05000,cum_effect,180,0.20000,0.99999,-0.31678,-0.35000,I,100000000
0.05000,cum_effect,180,0.33000,0.99999,-0.28573,-0.35000,I,100000000
0.05000,cum_effect,180,0.50000,0.99999,-0.28799,-0.35000,I,100000000
0.05000,cum_effect,180,inf,0.99998,-0.40602,-0.35000,I,100000000
0.05000,cum_effect,181,0.20000,0.99996,-0.32938,-0.35000,I,100000000
0.05000,cum_effect,181,0.33000,0.99995,-0.32637,-0.35000,I,100000000
0.05000,cum_effect,181,0.50000,0.99990,-0.33827,-0.35000,I,100000000
0.05000,cum_effect,181,inf,0.99985,-0.31719,-0.35000,I,100000000
0.05000,cum_effect,182,0.20000,0.99999,-0.30573,-0.35000,I,100000000
0.05000,cum_effect,182,0.33000,0.99998,-0.33567,-0.35000,I,100000000
0.05000,cum_effect,182,0.50000,0.99997,-0.34981,-0.35000,I,100000000
0.05000,cum_effect,182,inf,0.99995,-0.29274,-0.35000,I,100000000
0.05000,cum_effect,183,0.20000,0.99997,-0.35974,-0.35000,I,100000000
0.05000,cum_effect,183,0.33000,0.99996,-0.32680,-0.35000,I,100000000
0.05000,cum_effect,183,0.50000,0.99995,-0.33570,-0.35000,I,100000000
0.05000,cum_effect,183,inf,0.99994,-0.30494,-0.35000,I,100000000
0.05000,cum_effect,184,0.20000,0.99996,-0.34531,-0.35000,I,100000000
0.05000,cum_effect,184,0.33000,0.99995,-0.40171,-0.35000,I,100000000
0.05000,cum_effect,184,0.50000,0.99995,-0.36788,-0.35000,I,100000000
0.05000,cum_effect,184,inf,0.99991,-0.30844,-0.35000,I,100000000
0.05000,cum_effect,185,0.20000,0.99994,-0.26489,-0.35000,I,100000000
0.05000,cum_effect,185,0.33000,0.99993,-0.24747,-0.35000,I,100000000
0.05000,cum_effect,185,0.50000,0.99993,-0.26300,-0.35000,I,100000000
0.05000,cum_effect,185,inf,0.99965,-0.39200,-0.35000,I,100000000
0.05000,cum_effect,186,0.20000,0.99998,-0.40353,-0.35000,I,100000000
0.05000,cum_effect,186,0.33000,0.99998,-0.31152,-0.35000,I,100000000
0.05000,cum_effect,186,0.50000,0.99997,-0.37505,-0.35000,I,100000000
0.05000,cum_effect,186,inf,0.99996,-0.32354,-0.35000,I,100000000
0.05000,cum_effect,187,0.20000,0.99999,-0.24230,-0.35000,I,100000000
0.05000,cum_effect,187,0.33000,0.99998,-0.34859,-0.35000,I,100000000
0.05000,cum_effect,187,0.50000,0.99998,-0.34488,-0.35000,I,100000000
0.05000,cum_effect,187,inf,0.99996,-0.35950,-0.35000,I,100000000
0.05000,cum_effect,188,0.20000,0.99999,-0.31896,-0.35000,I,100000000
0.05000,cum_effect,188,0.33000,0.99999,-0.36789,-0.35000,I,100000000
0.05000,cum_effect,188,0.50000,0.99999,-0.26240,-0.35000,I,100000000
0.05000,cum_effect,188,inf,0.99996,-0.32536,-0.35000,I,100000000
0.05000,cum_effect,189,0.20000,0.99992,-0.33228,-0.35000,I,100000000
0.05000,cum_effect,189,0.33000,0.99987,-0.34751,-0.35000,I,100000000
0.05000,cum_effect,189,0.50000,0.99990,-0.33930,-0.35000,I,100000000
0.05000,cum_effect,189,inf,0.99982,-0.28647,-0.35000,I,100000000
0.05000,cum_effect,190,0.20000,0.99997,-0.33374,-0.35000,I,100000000
0.05000,cum_effect,190,0.33000,0.99998,-0.29675,-0.35000,I,100000000
0.05000,cum_effect,190,0.50000,0.99997,-0.25809,-0.35000,I,100000000
0.05000,cum_effect,190,inf,0.99995,-0.29162,-0.35000,I,100000000
0.05000,cum_effect,191,0.20000,0.99995,-0.32042,-0.35000,I,100000000
0.05000,cum_effect,191,0.33000,0.99989,-0.37643,-0.35000,I,100000000
0.05000,cum_effect,191,0.50000,0.99992,-0.37588,-0.35000,I,100000000
0.05000,cum_effect,191,inf,0.99966,-0.39395,-0.35000,I,100000000
0.05000,cum_effect,192,0.20000,0.99983,-0.27618,-0.35000,I,100000000
0.05000,cum_effect,192,0.33000,0.99986,-0.30055,-0.35000,I,100000000
0.05000,cum_effect,192,0.50000,0.99990,-0.29610,-0.35000,I,100000000
0.05000,cum_effect,192,inf,0.99967,-0.33383,-0.35000,I,100000000
0.05000,cum_effect,193,0.20000,0.99990,-0.31624,-0.35000,I,100000000
0.05000,cum_effect,193,0.33000,0.99993,-0.29816,-0.35000,I,100000000
0.05000,cum_effect,193,0.50000,0.99987,-0.32531,-0.35000,I,100000000
0.05000,cum_effect,193,inf,0.99979,-0.41187,-0.35000,I,100000000
0.05000,cum_effect,194,0.20000,0.99995,-0.37715,-0.35000,I,100000000
0.05000,cum_effect,194,0.33000,0.99996,-0.35906,-0.35000,I,100000000
0.05000,cum_effect,194,0.50000,0.99993,-0.39534,-0.35000,I,100000000
0.05000,cum_effect,194,inf,0.99984,-0.33929,-0.35000,I,100000000
0.05000,cum_effect,195,0.20000,0.99994,-0.34430,-0.35000,I,100000000
0.05000,cum_effect,195,0.33000,0.99992,-0.32155,-0.35000,I,100000000
0.05000,cum_effect,195,0.50000,0.99991,-0.32863,-0.35000,I,100000000
0.05000,cum_effect,195,inf,0.99988,-0.31099,-0.35000,I,100000000
0.05000,cum_effect,196,0.20000,0.99999,-0.26280,-0.35000,I,100000000
0.05000,cum_effect,196,0.33000,0.99999,-0.31866,-0.35000,I,100000000
0.05000,cum_effect,196,0.50000,0.99998,-0.31092,-0.35000,I,100000000
0.05000,cum_effect,196,inf,0.99998,-0.30378,-0.35000,I,100000000
0.05000,cum_effect,197,0.20000,0.99989,-0.31253,-0.35000,I,100000000
0.05000,cum_effect,197,0.33000,0.99983,-0.28198,-0.35000,I,100000000
0.05000,cum_effect,197,0.50000,0.99985,-0.29512,-0.35000,I,100000000
0.05000,cum_effect,197,inf,0.99979,-0.31379,-0.35000,I,100000000
0.05000,cum_effect,198,0.20000,0.99997,-0.31858,-0.35000,I,100000000
0.05000,cum_effect,198,0.33000,0.99995,-0.36668,-0.35000,I,100000000
0.05000,cum_effect,198,0.50000,0.99994,-0.33411,-0.35000,I,100000000
0.05000,cum_effect,198,inf,0.99992,-0.36447,-0.35000,I,100000000
0.05000,cum_effect,199,0.20000,0.99999,-0.25556,-0.35000,I,100000000
0.05000,cum_effect,199,0.33000,0.99999,-0.29674,-0.35000,I,100000000
0.05000,cum_effect,199,0.50000,0.99998,-0.29509,-0.35000,I,100000000
0.05000,cum_effect,199,inf,0.99997,-0.25674,-0.35000,I,100000000
0.05000,cum_effect,200,0.20000,0.99983,-0.26712,-0.35000,I,100000000
0.05000,cum_effect,200,0.33000,0.99977,-0.29193,-0.35000,I,100000000
0.05000,cum_effect,200,0.50000,0.99952,-0.31705,-0.35000,I,100000000
0.05000,cum_effect,200,inf,0.99871,-0.39671,-0.35000,I,100000000
0.05000,cum_effect,201,0.20000,0.99997,-0.15405,-0.35000,I,100000000
0.05000,cum_effect,201,0.33000,0.99996,-0.27497,-0.35000,I,100000000
0.05000,cum_effect,201,0.50000,0.99994,-0.32372,-0.35000,I,100000000
0.05000,cum_effect,201,inf,0.99992,-0.35179,-0.35000,I,100000000
0.05000,cum_effect,202,0.20000,0.99999,-0.21791,-0.35000,I,100000000
0.05000,cum_effect,202,0.33000,0.99999,-0.28181,-0.35000,I,100000000
0.05000,cum_effect,202,0.50000,0.99999,-0.31669,-0.35000,I,100000000
0.05000,cum_effect,202,inf,0.99998,-0.33889,-0.35000,I,100000000
0.05000,cum_effect,203,0.20000,0.99999,-0.30018,-0.35000,I,100000000
0.05000,cum_effect,203,0.33000,0.99998,-0.31252,-0.35000,I,100000000
0.05000,cum_effect,203,0.50000,0.99999,-0.29849,-0.35000,I,100000000
0.05000,cum_effect,203,inf,0.99997,-0.37801,-0.35000,I,100000000
0.05000,cum_effect,204,0.20000,0.99994,-0.31961,-0.35000,I,100000000
0.05000,cum_effect,204,0.33000,0.99994,-0.30885,-0.35000,I,100000000
0.05000,cum_effect,204,0.50000,0.99993,-0.31335,-0.35000,I,100000000
0.05000,cum_effect,204,inf,0.99990,-0.33284,-0.35000,I,100000000
0.05000,cum_effect,205,0.20000,1.00000,-0.28668,-0.35000,I,100000000
0.05000,cum_effect,205,0.33000,1.00000,-0.36382,-0.35000,I,100000000
0.05000,cum_effect,205,0.50000,1.00000,-0.29068,-0.35000,I,100000000
0.05000,cum_effect,205,inf,0.99999,-0.45507,-0.35000,I,100000000
0.05000,cum_effect,206,0.20000,0.99999,-0.26353,-0.35000,I,100000000
0.05000,cum_effect,206,0.33000,0.99998,-0.30069,-0.35000,I,100000000
0.05000,cum_effect,206,0.50000,0.99999,-0.37196,-0.35000,I,100000000
0.05000,cum_effect,206,inf,0.99997,-0.39175,-0.35000,I,100000000
