t,y_actual_hosp,lb_y_actual_hosp,ub_y_actual_hosp,y_counter_hosp,lb_counter_hosp,ub_counter_hosp,m_y_actual_hosp,m_y_counter_hosp,day_avg_hosp
21991,.0960848,.0605486,.1316209,.3205486,.250011,.3910863,,,
21992,.057293,.0217569,.0928292,.2817568,.2112192,.3522945,,,
21993,.0724993,.0369632,.1080355,.2969632,.2264255,.3675008,,,
21994,.1240105,.0884743,.1595466,.3484743,.2779366,.4190119,,,
21995,.0792725,.0437363,.1148086,.3037363,.2331986,.3742739,,,
21996,.0544641,.018928,.0900003,.278928,.2083903,.3494656,,,
21997,.095391,.0611986,.1295834,.3264761,.2559385,.3970138,,,
21998,.0894635,.0552711,.1236559,.3205486,.250011,.3910863,,,
21999,.0506717,.0164793,.0848641,.2817568,.2112192,.3522945,,,
22000,.065878,.0316856,.1000704,.2969632,.2264255,.3675008,,,
22001,.1173891,.0831967,.1515816,.3484743,.2779366,.4190119,,,
22002,.0726511,.0384587,.1068436,.3037363,.2331986,.3742739,,,
22003,.0478428,.0136504,.0820352,.278928,.2083903,.3494656,,,
22004,.095391,.0611986,.1295834,.3264761,.2559385,.3970138,,,
22005,.0894635,.0552711,.1236559,.3205486,.250011,.3910863,,,
22006,.0506717,.0164793,.0848641,.2817568,.2112192,.3522945,,,
22007,.065878,.0316856,.1000704,.2969632,.2264255,.3675008,,,
22008,.0239837,0,.068049,.3484743,.2779366,.4190119,,,
22009,0,0,.023311,.3037363,.2331986,.3742739,,,
22010,0,0,0,.278928,.2083903,.3494656,,,
22011,0,0,.0277906,.3033254,.2230714,.3835793,,,
