t,y_actual,lb_y_actual,ub_y_actual,y_counter,lb_counter2,ub_counter2,m_y_actual,m_y_counter,day_avg
12feb2020,.0689881,.0465266,.0914495,.1634769,.1283881,.1985658,,,
13feb2020,.0668464,.0452463,.0884464,.1613352,.1256612,.1970092,,,
14feb2020,.0283588,.008013,.0487046,.1634769,.1283881,.1985658,,,
15feb2020,.0283588,.008013,.0487046,.1634769,.1283881,.1985658,,,
16feb2020,.0283588,.008013,.0487046,.1634769,.1283881,.1985658,,,
17feb2020,.0283588,.008013,.0487046,.1634769,.1283881,.1985658,,,
18feb2020,.0283588,.008013,.0487046,.1634769,.1283881,.1985658,,,
19feb2020,.0283588,.008013,.0487046,.1634769,.1283881,.1985658,,,
20feb2020,.0203387,.0005023,.040175,.1554568,.1203836,.19053,,,
21feb2020,.0105873,0,.0303091,.1634769,.1283881,.1985658,,,
22feb2020,.0105873,0,.0303091,.1634769,.1283881,.1985658,,,
23feb2020,.0105873,0,.0303091,.1634769,.1283881,.1985658,,,
24feb2020,.0105873,0,.0303091,.1634769,.1283881,.1985658,,,
25feb2020,.0105873,0,.0303091,.1634769,.1283881,.1985658,,,
26feb2020,.0105873,0,.0303091,.1634769,.1283881,.1985658,,,
27feb2020,.0105873,0,.0303091,.1634769,.1283881,.1985658,,,
28feb2020,.0039866,0,.0231633,.1634769,.1283881,.1985658,,,
29feb2020,.0039866,0,.0231633,.1634769,.1283881,.1985658,,,
01mar2020,.0039866,0,.0231633,.1634769,.1283881,.1985658,,,
02mar2020,.0039866,0,.0231633,.1634769,.1283881,.1985658,,,
03mar2020,.0039866,0,.0231633,.1634769,.1283881,.1985658,,,
04mar2020,.0039866,0,.0231633,.1634769,.1283881,.1985658,,,
05mar2020,.0069693,0,.027439,.1664596,.1294438,.2034754,,,
05feb2020,.068509,.0460475,.0909704,.1629978,.127909,.1980867,,,
06feb2020,.0450509,.020769,.0693328,.1395398,.1108794,.1682002,,,
07feb2020,.068509,.0460475,.0909704,.1629978,.127909,.1980867,,,
08feb2020,.068509,.0460475,.0909704,.1629978,.127909,.1980867,,,
09feb2020,.068509,.0460475,.0909704,.1629978,.127909,.1980867,,,
10feb2020,.0278797,.0075339,.0482255,.1629978,.127909,.1980867,,,
11feb2020,.0278797,.0075339,.0482255,.1629978,.127909,.1980867,,,
12feb2020,.0278797,.0075339,.0482255,.1629978,.127909,.1980867,,,
13feb2020,.025738,.0040076,.0474685,.1608562,.1251822,.1965301,,,
14feb2020,.0278797,.0075339,.0482255,.1629978,.127909,.1980867,,,
15feb2020,.0278797,.0075339,.0482255,.1629978,.127909,.1980867,,,
16feb2020,.0278797,.0075339,.0482255,.1629978,.127909,.1980867,,,
17feb2020,.0101082,0,.0298301,.1629978,.127909,.1980867,,,
18feb2020,.0101082,0,.0298301,.1629978,.127909,.1980867,,,
19feb2020,.0101082,0,.0298301,.1629978,.127909,.1980867,,,
20feb2020,.0020881,0,.0215118,.1549777,.1199045,.190051,,,
21feb2020,.0101082,0,.0298301,.1629978,.127909,.1980867,,,
22feb2020,.0101082,0,.0298301,.1629978,.127909,.1980867,,,
23feb2020,.0101082,0,.0298301,.1629978,.127909,.1980867,,,
24feb2020,.0035075,0,.0226842,.1629978,.127909,.1980867,,,
25feb2020,.0035075,0,.0226842,.1629978,.127909,.1980867,,,
26feb2020,.0035075,0,.0226842,.1629978,.127909,.1980867,,,
27feb2020,.0035075,0,.0226842,.1629978,.127909,.1980867,,,
28feb2020,.0035075,0,.0226842,.1629978,.127909,.1980867,,,
29feb2020,.0035075,0,.0226842,.1629978,.127909,.1980867,,,
01mar2020,.0035075,0,.0226842,.1629978,.127909,.1980867,,,
02mar2020,.0020737,0,.0289222,.1629978,.127909,.1980867,,,
03mar2020,.0020737,0,.0289222,.1629978,.127909,.1980867,,,
04mar2020,.0020737,0,.0289222,.1629978,.127909,.1980867,,,
05mar2020,.0050564,0,.0276763,.1659805,.1289648,.2029963,,,
27jan2020,.133824,.0987352,.1689128,.133824,.0987352,.1689128,,,
28jan2020,.2780578,.2590794,.2970363,.2780578,.2590794,.2970363,,,
29jan2020,.133824,.0987352,.1689128,.133824,.0987352,.1689128,,,
30jan2020,.133824,.0987352,.1689128,.133824,.0987352,.1689128,,,
01feb2020,.133824,.0987352,.1689128,.133824,.0987352,.1689128,,,
02feb2020,.133824,.0987352,.1689128,.133824,.0987352,.1689128,,,
03feb2020,.133824,.0987352,.1689128,.133824,.0987352,.1689128,,,
04feb2020,.133824,.0987352,.1689128,.133824,.0987352,.1689128,,,
05feb2020,.0393351,.0168737,.0617966,.133824,.0987352,.1689128,,,
06feb2020,.0158771,0,.040159,.1103659,.0817055,.1390263,,,
07feb2020,.0393351,.0168737,.0617966,.133824,.0987352,.1689128,,,
08feb2020,.0393351,.0168737,.0617966,.133824,.0987352,.1689128,,,
09feb2020,.0393351,.0168737,.0617966,.133824,.0987352,.1689128,,,
10feb2020,.0393351,.0168737,.0617966,.133824,.0987352,.1689128,,,
11feb2020,.0393351,.0168737,.0617966,.133824,.0987352,.1689128,,,
12feb2020,.0393351,.0168737,.0617966,.133824,.0987352,.1689128,,,
13feb2020,0,0,.0182946,.1316823,.0960083,.1673563,,,
14feb2020,0,0,.0190516,.133824,.0987352,.1689128,,,
15feb2020,0,0,.0190516,.133824,.0987352,.1689128,,,
16feb2020,0,0,.0190516,.133824,.0987352,.1689128,,,
17feb2020,0,0,.0190516,.133824,.0987352,.1689128,,,
20feb2020,0,0,0,.1258039,.0907307,.1608771,,,
21feb2020,0,0,.0006562,.133824,.0987352,.1689128,,,
22feb2020,0,0,.0006562,.133824,.0987352,.1689128,,,
23feb2020,0,0,.0006562,.133824,.0987352,.1689128,,,
24feb2020,0,0,.0006562,.133824,.0987352,.1689128,,,
25feb2020,0,0,.0006562,.133824,.0987352,.1689128,,,
26feb2020,0,0,.0006562,.133824,.0987352,.1689128,,,
27feb2020,0,0,0,.133824,.0987352,.1689128,,,
28feb2020,0,0,0,.133824,.0987352,.1689128,,,
29feb2020,0,0,0,.133824,.0987352,.1689128,,,
01mar2020,0,0,0,.133824,.0987352,.1689128,,,
02mar2020,0,0,0,.133824,.0987352,.1689128,,,
03mar2020,0,0,0,.133824,.0987352,.1689128,,,
04mar2020,0,0,0,.133824,.0987352,.1689128,,,
05mar2020,0,0,0,.1368067,.0997909,.1738225,,,
07feb2020,.0772217,.0547602,.0996831,.1717105,.1366217,.2067994,,,
08feb2020,.0772217,.0547602,.0996831,.1717105,.1366217,.2067994,,,
09feb2020,.0772217,.0547602,.0996831,.1717105,.1366217,.2067994,,,
10feb2020,.0772217,.0547602,.0996831,.1717105,.1366217,.2067994,,,
11feb2020,.0772217,.0547602,.0996831,.1717105,.1366217,.2067994,,,
12feb2020,.0772217,.0547602,.0996831,.1717105,.1366217,.2067994,,,
13feb2020,.0344507,.0127203,.0561811,.1695688,.1338948,.2052428,,,
14feb2020,.0365924,.0162466,.0569382,.1717105,.1366217,.2067994,,,
15feb2020,.0365924,.0162466,.0569382,.1717105,.1366217,.2067994,,,
16feb2020,.0365924,.0162466,.0569382,.1717105,.1366217,.2067994,,,
17feb2020,.0365924,.0162466,.0569382,.1717105,.1366217,.2067994,,,
18feb2020,.0365924,.0162466,.0569382,.1717105,.1366217,.2067994,,,
19feb2020,.0365924,.0162466,.0569382,.1717105,.1366217,.2067994,,,
20feb2020,.0108008,0,.0302245,.1636904,.1286172,.1987637,,,
21feb2020,.0188209,0,.0385428,.1717105,.1366217,.2067994,,,
22feb2020,.0188209,0,.0385428,.1717105,.1366217,.2067994,,,
23feb2020,.0188209,0,.0385428,.1717105,.1366217,.2067994,,,
24feb2020,.0188209,0,.0385428,.1717105,.1366217,.2067994,,,
25feb2020,.0188209,0,.0385428,.1717105,.1366217,.2067994,,,
26feb2020,.0188209,0,.0385428,.1717105,.1366217,.2067994,,,
27feb2020,.0122202,0,.0313969,.1717105,.1366217,.2067994,,,
28feb2020,.0122202,0,.0313969,.1717105,.1366217,.2067994,,,
29feb2020,.0122202,0,.0313969,.1717105,.1366217,.2067994,,,
01mar2020,.0122202,0,.0313969,.1717105,.1366217,.2067994,,,
02mar2020,.0122202,0,.0313969,.1717105,.1366217,.2067994,,,
03mar2020,.0122202,0,.0313969,.1717105,.1366217,.2067994,,,
04mar2020,.0122202,0,.0313969,.1717105,.1366217,.2067994,,,
05mar2020,.0137691,0,.036389,.1746932,.1376774,.211709,,,
31jan2020,.1428753,.1077865,.1779642,.1428753,.1077865,.1779642,,,
01feb2020,.1428753,.1077865,.1779642,.1428753,.1077865,.1779642,,,
02feb2020,.1428753,.1077865,.1779642,.1428753,.1077865,.1779642,,,
03feb2020,.1428753,.1077865,.1779642,.1428753,.1077865,.1779642,,,
04feb2020,.1428753,.1077865,.1779642,.1428753,.1077865,.1779642,,,
05feb2020,.0483865,.025925,.0708479,.1428753,.1077865,.1779642,,,
06feb2020,.0249284,.0006465,.0492103,.1194173,.0907569,.1480777,,,
07feb2020,.0483865,.025925,.0708479,.1428753,.1077865,.1779642,,,
08feb2020,.0483865,.025925,.0708479,.1428753,.1077865,.1779642,,,
09feb2020,.0483865,.025925,.0708479,.1428753,.1077865,.1779642,,,
10feb2020,.0483865,.025925,.0708479,.1428753,.1077865,.1779642,,,
11feb2020,.0483865,.025925,.0708479,.1428753,.1077865,.1779642,,,
12feb2020,.0483865,.025925,.0708479,.1428753,.1077865,.1779642,,,
13feb2020,.0056155,0,.0273459,.1407336,.1050597,.1764076,,,
14feb2020,.0077572,0,.028103,.1428753,.1077865,.1779642,,,
15feb2020,.0077572,0,.028103,.1428753,.1077865,.1779642,,,
16feb2020,.0077572,0,.028103,.1428753,.1077865,.1779642,,,
17feb2020,.0077572,0,.028103,.1428753,.1077865,.1779642,,,
18feb2020,.0077572,0,.028103,.1428753,.1077865,.1779642,,,
19feb2020,.0077572,0,.028103,.1428753,.1077865,.1779642,,,
20feb2020,0,0,.0013893,.1348552,.099782,.1699285,,,
21feb2020,0,0,.0097076,.1428753,.1077865,.1779642,,,
22feb2020,0,0,.0097076,.1428753,.1077865,.1779642,,,
23feb2020,0,0,.0097076,.1428753,.1077865,.1779642,,,
24feb2020,0,0,.0097076,.1428753,.1077865,.1779642,,,
25feb2020,0,0,.0097076,.1428753,.1077865,.1779642,,,
26feb2020,0,0,.0097076,.1428753,.1077865,.1779642,,,
27feb2020,0,0,.0025617,.1428753,.1077865,.1779642,,,
28feb2020,0,0,.0025617,.1428753,.1077865,.1779642,,,
29feb2020,0,0,.0025617,.1428753,.1077865,.1779642,,,
01mar2020,0,0,.0025617,.1428753,.1077865,.1779642,,,
02mar2020,0,0,.0025617,.1428753,.1077865,.1779642,,,
03mar2020,0,0,.0025617,.1428753,.1077865,.1779642,,,
04mar2020,0,0,.0025617,.1428753,.1077865,.1779642,,,
05mar2020,0,0,.0075538,.145858,.1088423,.1828738,,,
31jan2020,.1571246,.1220357,.1922134,.1571246,.1220357,.1922134,,,
01feb2020,.1571246,.1220357,.1922134,.1571246,.1220357,.1922134,,,
02feb2020,.1571246,.1220357,.1922134,.1571246,.1220357,.1922134,,,
03feb2020,.1571246,.1220357,.1922134,.1571246,.1220357,.1922134,,,
04feb2020,.1571246,.1220357,.1922134,.1571246,.1220357,.1922134,,,
05feb2020,.0626357,.0401743,.0850972,.1571246,.1220357,.1922134,,,
06feb2020,.0391777,.0148958,.0634596,.1336665,.1050061,.1623269,,,
07feb2020,.0626357,.0401743,.0850972,.1571246,.1220357,.1922134,,,
08feb2020,.0626357,.0401743,.0850972,.1571246,.1220357,.1922134,,,
09feb2020,.0626357,.0401743,.0850972,.1571246,.1220357,.1922134,,,
10feb2020,.0626357,.0401743,.0850972,.1571246,.1220357,.1922134,,,
11feb2020,.0626357,.0401743,.0850972,.1571246,.1220357,.1922134,,,
12feb2020,.0626357,.0401743,.0850972,.1571246,.1220357,.1922134,,,
13feb2020,.0198647,0,.0415952,.1549829,.1193089,.1906569,,,
14feb2020,.0220064,.0016607,.0423522,.1571246,.1220357,.1922134,,,
15feb2020,.0220064,.0016607,.0423522,.1571246,.1220357,.1922134,,,
16feb2020,.0220064,.0016607,.0423522,.1571246,.1220357,.1922134,,,
17feb2020,.0220064,.0016607,.0423522,.1571246,.1220357,.1922134,,,
18feb2020,.0220064,.0016607,.0423522,.1571246,.1220357,.1922134,,,
19feb2020,.0220064,.0016607,.0423522,.1571246,.1220357,.1922134,,,
20feb2020,0,0,.0156386,.1491045,.1140312,.1841777,,,
21feb2020,.0042349,0,.0239568,.1571246,.1220357,.1922134,,,
22feb2020,.0042349,0,.0239568,.1571246,.1220357,.1922134,,,
23feb2020,.0042349,0,.0239568,.1571246,.1220357,.1922134,,,
24feb2020,.0042349,0,.0239568,.1571246,.1220357,.1922134,,,
25feb2020,.0042349,0,.0239568,.1571246,.1220357,.1922134,,,
26feb2020,.0042349,0,.0239568,.1571246,.1220357,.1922134,,,
27feb2020,0,0,.016811,.1571246,.1220357,.1922134,,,
28feb2020,0,0,.016811,.1571246,.1220357,.1922134,,,
29feb2020,0,0,.016811,.1571246,.1220357,.1922134,,,
01mar2020,0,0,.016811,.1571246,.1220357,.1922134,,,
02mar2020,0,0,.016811,.1571246,.1220357,.1922134,,,
03mar2020,0,0,.016811,.1571246,.1220357,.1922134,,,
04mar2020,0,0,.016811,.1571246,.1220357,.1922134,,,
05mar2020,0,0,.021803,.1601073,.1230915,.197123,,,
16feb2020,.0301864,.0098406,.0505322,.1653045,.1302157,.2003934,,,
17feb2020,.0124149,0,.0321368,.1653045,.1302157,.2003934,,,
18feb2020,.0124149,0,.0321368,.1653045,.1302157,.2003934,,,
19feb2020,.0124149,0,.0321368,.1653045,.1302157,.2003934,,,
20feb2020,.0043948,0,.0238185,.1572844,.1222112,.1923577,,,
21feb2020,.0124149,0,.0321368,.1653045,.1302157,.2003934,,,
22feb2020,.0124149,0,.0321368,.1653045,.1302157,.2003934,,,
23feb2020,.0124149,0,.0321368,.1653045,.1302157,.2003934,,,
24feb2020,.0058142,0,.0249909,.1653045,.1302157,.2003934,,,
25feb2020,.0058142,0,.0249909,.1653045,.1302157,.2003934,,,
26feb2020,.0058142,0,.0249909,.1653045,.1302157,.2003934,,,
27feb2020,.0058142,0,.0249909,.1653045,.1302157,.2003934,,,
28feb2020,.0058142,0,.0249909,.1653045,.1302157,.2003934,,,
29feb2020,.0058142,0,.0249909,.1653045,.1302157,.2003934,,,
01mar2020,.0058142,0,.0249909,.1653045,.1302157,.2003934,,,
02mar2020,.0043804,0,.0312289,.1653045,.1302157,.2003934,,,
07feb2020,.0716846,.0492231,.094146,.1661734,.1310846,.2012623,,,
08feb2020,.0716846,.0492231,.094146,.1661734,.1310846,.2012623,,,
09feb2020,.0716846,.0492231,.094146,.1661734,.1310846,.2012623,,,
10feb2020,.0716846,.0492231,.094146,.1661734,.1310846,.2012623,,,
11feb2020,.0716846,.0492231,.094146,.1661734,.1310846,.2012623,,,
12feb2020,.0716846,.0492231,.094146,.1661734,.1310846,.2012623,,,
13feb2020,.0695429,.0479428,.0911429,.1640317,.1283578,.1997057,,,
14feb2020,.0716846,.0492231,.094146,.1661734,.1310846,.2012623,,,
15feb2020,.0310553,.0107095,.0514011,.1661734,.1310846,.2012623,,,
16feb2020,.0310553,.0107095,.0514011,.1661734,.1310846,.2012623,,,
17feb2020,.0310553,.0107095,.0514011,.1661734,.1310846,.2012623,,,
18feb2020,.0310553,.0107095,.0514011,.1661734,.1310846,.2012623,,,
19feb2020,.0310553,.0107095,.0514011,.1661734,.1310846,.2012623,,,
20feb2020,.0230352,.0031988,.0428715,.1581533,.1230801,.1932266,,,
21feb2020,.0310553,.0107095,.0514011,.1661734,.1310846,.2012623,,,
22feb2020,.0132838,0,.0330057,.1661734,.1310846,.2012623,,,
23feb2020,.0132838,0,.0330057,.1661734,.1310846,.2012623,,,
24feb2020,.0132838,0,.0330057,.1661734,.1310846,.2012623,,,
25feb2020,.0132838,0,.0330057,.1661734,.1310846,.2012623,,,
26feb2020,.0132838,0,.0330057,.1661734,.1310846,.2012623,,,
27feb2020,.0132838,0,.0330057,.1661734,.1310846,.2012623,,,
28feb2020,.0132838,0,.0330057,.1661734,.1310846,.2012623,,,
29feb2020,.0066831,0,.0258598,.1661734,.1310846,.2012623,,,
01mar2020,.0066831,0,.0258598,.1661734,.1310846,.2012623,,,
02mar2020,.0066831,0,.0258598,.1661734,.1310846,.2012623,,,
03mar2020,.0066831,0,.0258598,.1661734,.1310846,.2012623,,,
04mar2020,.0066831,0,.0258598,.1661734,.1310846,.2012623,,,
05mar2020,.0096658,0,.0301355,.1691561,.1321404,.2061719,,,
02feb2020,.1600337,.1249449,.1951226,.1600337,.1249449,.1951226,,,
03feb2020,.1600337,.1249449,.1951226,.1600337,.1249449,.1951226,,,
04feb2020,.1600337,.1249449,.1951226,.1600337,.1249449,.1951226,,,
05feb2020,.0655449,.0430834,.0880063,.1600337,.1249449,.1951226,,,
06feb2020,.0420868,.0178049,.0663687,.1365757,.1079153,.1652361,,,
07feb2020,.0655449,.0430834,.0880063,.1600337,.1249449,.1951226,,,
08feb2020,.0655449,.0430834,.0880063,.1600337,.1249449,.1951226,,,
11feb2020,.0655449,.0430834,.0880063,.1600337,.1249449,.1951226,,,
17feb2020,.0249156,.0045698,.0452614,.1600337,.1249449,.1951226,,,
18feb2020,.0249156,.0045698,.0452614,.1600337,.1249449,.1951226,,,
21feb2020,.0071441,0,.026866,.1600337,.1249449,.1951226,,,
24feb2020,.0071441,0,.026866,.1600337,.1249449,.1951226,,,
25feb2020,.0071441,0,.026866,.1600337,.1249449,.1951226,,,
26feb2020,.0071441,0,.026866,.1600337,.1249449,.1951226,,,
27feb2020,.0005434,0,.0197201,.1600337,.1249449,.1951226,,,
28feb2020,.0005434,0,.0197201,.1600337,.1249449,.1951226,,,
29feb2020,.0005434,0,.0197201,.1600337,.1249449,.1951226,,,
01mar2020,.0005434,0,.0197201,.1600337,.1249449,.1951226,,,
02mar2020,.0005434,0,.0197201,.1600337,.1249449,.1951226,,,
03mar2020,.0005434,0,.0197201,.1600337,.1249449,.1951226,,,
04mar2020,.0005434,0,.0197201,.1600337,.1249449,.1951226,,,
05mar2020,.0020923,0,.0247122,.1630164,.1260007,.2000322,,,
28jan2020,.3086703,.2896918,.3276487,.3086703,.2896918,.3276487,,,
01feb2020,.1644364,.1293476,.1995253,.1644364,.1293476,.1995253,,,
02feb2020,.1644364,.1293476,.1995253,.1644364,.1293476,.1995253,,,
03feb2020,.1644364,.1293476,.1995253,.1644364,.1293476,.1995253,,,
04feb2020,.1644364,.1293476,.1995253,.1644364,.1293476,.1995253,,,
05feb2020,.0699476,.0474861,.092409,.1644364,.1293476,.1995253,,,
06feb2020,.0464895,.0222076,.0707714,.1409784,.1123179,.1696388,,,
07feb2020,.0699476,.0474861,.092409,.1644364,.1293476,.1995253,,,
08feb2020,.0699476,.0474861,.092409,.1644364,.1293476,.1995253,,,
09feb2020,.0699476,.0474861,.092409,.1644364,.1293476,.1995253,,,
10feb2020,.0699476,.0474861,.092409,.1644364,.1293476,.1995253,,,
11feb2020,.0699476,.0474861,.092409,.1644364,.1293476,.1995253,,,
12feb2020,.0699476,.0474861,.092409,.1644364,.1293476,.1995253,,,
13feb2020,.0271766,.0054462,.048907,.1622947,.1266207,.1979687,,,
18feb2020,.0293183,.0089725,.0496641,.1644364,.1293476,.1995253,,,
19feb2020,.0293183,.0089725,.0496641,.1644364,.1293476,.1995253,,,
20feb2020,.0035267,0,.0229504,.1564163,.1213431,.1914895,,,
21feb2020,.0115468,0,.0312686,.1644364,.1293476,.1995253,,,
22feb2020,.0115468,0,.0312686,.1644364,.1293476,.1995253,,,
23feb2020,.0115468,0,.0312686,.1644364,.1293476,.1995253,,,
24feb2020,.0115468,0,.0312686,.1644364,.1293476,.1995253,,,
25feb2020,.0115468,0,.0312686,.1644364,.1293476,.1995253,,,
26feb2020,.0115468,0,.0312686,.1644364,.1293476,.1995253,,,
27feb2020,.0049461,0,.0241228,.1644364,.1293476,.1995253,,,
28feb2020,.0049461,0,.0241228,.1644364,.1293476,.1995253,,,
29feb2020,.0049461,0,.0241228,.1644364,.1293476,.1995253,,,
01mar2020,.0049461,0,.0241228,.1644364,.1293476,.1995253,,,
02mar2020,.0049461,0,.0241228,.1644364,.1293476,.1995253,,,
03mar2020,.0049461,0,.0241228,.1644364,.1293476,.1995253,,,
04mar2020,.0049461,0,.0241228,.1644364,.1293476,.1995253,,,
05mar2020,.006495,0,.0291149,.1674191,.1304033,.2044349,,,
30jan2020,.1451755,.1100866,.1802643,.1451755,.1100866,.1802643,,,
01feb2020,.1451755,.1100866,.1802643,.1451755,.1100866,.1802643,,,
02feb2020,.1451755,.1100866,.1802643,.1451755,.1100866,.1802643,,,
03feb2020,.1451755,.1100866,.1802643,.1451755,.1100866,.1802643,,,
04feb2020,.1451755,.1100866,.1802643,.1451755,.1100866,.1802643,,,
05feb2020,.0506866,.0282252,.073148,.1451755,.1100866,.1802643,,,
06feb2020,.0272285,.0029466,.0515104,.1217174,.093057,.1503778,,,
07feb2020,.0506866,.0282252,.073148,.1451755,.1100866,.1802643,,,
08feb2020,.0506866,.0282252,.073148,.1451755,.1100866,.1802643,,,
09feb2020,.0506866,.0282252,.073148,.1451755,.1100866,.1802643,,,
10feb2020,.0506866,.0282252,.073148,.1451755,.1100866,.1802643,,,
11feb2020,.0506866,.0282252,.073148,.1451755,.1100866,.1802643,,,
12feb2020,.0506866,.0282252,.073148,.1451755,.1100866,.1802643,,,
13feb2020,.0079156,0,.0296461,.1430338,.1073598,.1787077,,,
14feb2020,.0100573,0,.0304031,.1451755,.1100866,.1802643,,,
15feb2020,.0100573,0,.0304031,.1451755,.1100866,.1802643,,,
16feb2020,.0100573,0,.0304031,.1451755,.1100866,.1802643,,,
17feb2020,.0100573,0,.0304031,.1451755,.1100866,.1802643,,,
18feb2020,.0100573,0,.0304031,.1451755,.1100866,.1802643,,,
19feb2020,.0100573,0,.0304031,.1451755,.1100866,.1802643,,,
20feb2020,0,0,.0036894,.1371553,.1020821,.1722286,,,
21feb2020,0,0,.0120077,.1451755,.1100866,.1802643,,,
22feb2020,0,0,.0120077,.1451755,.1100866,.1802643,,,
23feb2020,0,0,.0120077,.1451755,.1100866,.1802643,,,
24feb2020,0,0,.0120077,.1451755,.1100866,.1802643,,,
25feb2020,0,0,.0120077,.1451755,.1100866,.1802643,,,
26feb2020,0,0,.0120077,.1451755,.1100866,.1802643,,,
27feb2020,0,0,.0048618,.1451755,.1100866,.1802643,,,
28feb2020,0,0,.0048618,.1451755,.1100866,.1802643,,,
29feb2020,0,0,.0048618,.1451755,.1100866,.1802643,,,
01mar2020,0,0,.0048618,.1451755,.1100866,.1802643,,,
02mar2020,0,0,.0048618,.1451755,.1100866,.1802643,,,
03mar2020,0,0,.0048618,.1451755,.1100866,.1802643,,,
04mar2020,0,0,.0048618,.1451755,.1100866,.1802643,,,
05mar2020,0,0,.0098539,.1481581,.1111424,.1851739,,,
03feb2020,.1729683,.1378794,.2080571,.1729683,.1378794,.2080571,,,
04feb2020,.1729683,.1378794,.2080571,.1729683,.1378794,.2080571,,,
05feb2020,.1729683,.1378794,.2080571,.1729683,.1378794,.2080571,,,
06feb2020,.1495102,.1208498,.1781706,.1495102,.1208498,.1781706,,,
07feb2020,.0784794,.056018,.1009408,.1729683,.1378794,.2080571,,,
08feb2020,.0784794,.056018,.1009408,.1729683,.1378794,.2080571,,,
09feb2020,.0784794,.056018,.1009408,.1729683,.1378794,.2080571,,,
10feb2020,.0784794,.056018,.1009408,.1729683,.1378794,.2080571,,,
11feb2020,.0784794,.056018,.1009408,.1729683,.1378794,.2080571,,,
12feb2020,.0784794,.056018,.1009408,.1729683,.1378794,.2080571,,,
13feb2020,.0763377,.0547376,.0979378,.1708266,.1351526,.2065005,,,
14feb2020,.0784794,.056018,.1009408,.1729683,.1378794,.2080571,,,
15feb2020,.0378501,.0175043,.0581959,.1729683,.1378794,.2080571,,,
16feb2020,.0378501,.0175043,.0581959,.1729683,.1378794,.2080571,,,
17feb2020,.0378501,.0175043,.0581959,.1729683,.1378794,.2080571,,,
18feb2020,.0378501,.0175043,.0581959,.1729683,.1378794,.2080571,,,
19feb2020,.0378501,.0175043,.0581959,.1729683,.1378794,.2080571,,,
20feb2020,.02983,.0099936,.0496664,.1649481,.1298749,.2000214,,,
21feb2020,.0378501,.0175043,.0581959,.1729683,.1378794,.2080571,,,
22feb2020,.0200786,.0003568,.0398005,.1729683,.1378794,.2080571,,,
23feb2020,.0200786,.0003568,.0398005,.1729683,.1378794,.2080571,,,
24feb2020,.0200786,.0003568,.0398005,.1729683,.1378794,.2080571,,,
25feb2020,.0200786,.0003568,.0398005,.1729683,.1378794,.2080571,,,
26feb2020,.0200786,.0003568,.0398005,.1729683,.1378794,.2080571,,,
27feb2020,.0200786,.0003568,.0398005,.1729683,.1378794,.2080571,,,
28feb2020,.0200786,.0003568,.0398005,.1729683,.1378794,.2080571,,,
29feb2020,.0134779,0,.0326546,.1729683,.1378794,.2080571,,,
01mar2020,.0134779,0,.0326546,.1729683,.1378794,.2080571,,,
02mar2020,.0134779,0,.0326546,.1729683,.1378794,.2080571,,,
03mar2020,.0134779,0,.0326546,.1729683,.1378794,.2080571,,,
04mar2020,.0134779,0,.0326546,.1729683,.1378794,.2080571,,,
05mar2020,.0164606,0,.0369304,.1759509,.1389352,.2129667,,,
29jan2020,.225912,.1908231,.2610008,.225912,.1908231,.2610008,,,
30jan2020,.225912,.1908231,.2610008,.225912,.1908231,.2610008,,,
31jan2020,.225912,.1908231,.2610008,.225912,.1908231,.2610008,,,
01feb2020,.225912,.1908231,.2610008,.225912,.1908231,.2610008,,,
02feb2020,.225912,.1908231,.2610008,.225912,.1908231,.2610008,,,
03feb2020,.225912,.1908231,.2610008,.225912,.1908231,.2610008,,,
04feb2020,.1314231,.1089617,.1538846,.225912,.1908231,.2610008,,,
05feb2020,.1314231,.1089617,.1538846,.225912,.1908231,.2610008,,,
06feb2020,.1079651,.0836832,.132247,.2024539,.1737935,.2311143,,,
07feb2020,.1314231,.1089617,.1538846,.225912,.1908231,.2610008,,,
08feb2020,.1314231,.1089617,.1538846,.225912,.1908231,.2610008,,,
09feb2020,.1314231,.1089617,.1538846,.225912,.1908231,.2610008,,,
10feb2020,.1314231,.1089617,.1538846,.225912,.1908231,.2610008,,,
11feb2020,.1314231,.1089617,.1538846,.225912,.1908231,.2610008,,,
12feb2020,.0907938,.0704481,.1111396,.225912,.1908231,.2610008,,,
13feb2020,.0886521,.0669217,.1103826,.2237703,.1880963,.2594443,,,
14feb2020,.0907938,.0704481,.1111396,.225912,.1908231,.2610008,,,
15feb2020,.0907938,.0704481,.1111396,.225912,.1908231,.2610008,,,
18feb2020,.0907938,.0704481,.1111396,.225912,.1908231,.2610008,,,
19feb2020,.0730223,.0533005,.0927442,.225912,.1908231,.2610008,,,
20feb2020,.0650022,.0455785,.084426,.2178919,.1828186,.2529651,,,
21feb2020,.0730223,.0533005,.0927442,.225912,.1908231,.2610008,,,
22feb2020,.0318266,0,.0741497,.225912,.1908231,.2610008,,,
23feb2020,.0318266,0,.0741497,.225912,.1908231,.2610008,,,
24feb2020,.0318266,0,.0741497,.225912,.1908231,.2610008,,,
25feb2020,.0318266,0,.0741497,.225912,.1908231,.2610008,,,
26feb2020,.0252259,0,.0689411,.225912,.1908231,.2610008,,,
27feb2020,.0252259,0,.0689411,.225912,.1908231,.2610008,,,
28feb2020,.0252259,0,.0689411,.225912,.1908231,.2610008,,,
29feb2020,.0252259,0,.0689411,.225912,.1908231,.2610008,,,
01mar2020,0,0,0,.225912,.1908231,.2610008,,,
