adm3_affected,adm2_pop_weight_perc_affected,adm2_affected,adm1_pop_weight_perc_affected,adm1_affected,adm0_name,Date,Policy,Opt,Source,AccessDate,Notes
Fombio,0.01011903467,Lodi,0.0002316590775,Lombardy,Italy,02/23/2020,travel_ban_local,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-italy-lockdown-coronavirus-12298246/
Maleo,0.01363567123,Lodi,0.0003121668344,Lombardy,Italy,02/23/2020,travel_ban_local,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-italy-lockdown-coronavirus-12298246/
San Fiorano,0.008012534546,Lodi,0.0001834341341,Lombardy,Italy,02/23/2020,travel_ban_local,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-italy-lockdown-coronavirus-12298246/
Somaglia,0.01652558048,Lodi,0.0003783266742,Lombardy,Italy,02/23/2020,travel_ban_local,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-italy-lockdown-coronavirus-12298246/
Terranova dei Passerini,0.003995386591,Lodi,0.00009146797126,Lombardy,Italy,02/23/2020,travel_ban_local,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-italy-lockdown-coronavirus-12298246/
Vo'Eugane,0.003566624677,Padua,0.0006811416922,Veneto,Italy,02/23/2020,travel_ban_local,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-italy-lockdown-coronavirus-12298246/
All,1,All,1,Liguria,Italy,02/25/2020,school_closure,N,https://www.repubblica.it/cronaca/2020/02/23/news/coronavirus_scuole_chiuse_e_niente_carnevale_tutti_i_provvedimenti-249355737/,03/17/2020,
All,1,All,1,All,Italy,02/26/2020,testing_regime,N,https://tg24.sky.it/cronaca/2020/02/26/coronavirus-tamponi-solo-su-sintomatici.html,03/17/2020,Found on Wikipedia
All,1,Napoli,0.5321869262,Campania,Italy,02/26/2020,school_closure,N,https://napoli.repubblica.it/cronaca/2020/02/26/news/coronavirus_a_napoli_scuole_chiuse_fino_a_sabato-249615433/,03/17/2020,
All,1,Palermo,0.250686294,Sicilia,Italy,02/26/2020,school_closure,N,https://www.blogsicilia.it/palermo/coronavirus-scuole-chiuse-palermo-ordinanza-regione/520347/,03/17/2020,
All,1,All,1,P.A. Trento,Italy,02/26/2020,school_closure,N,https://www.repubblica.it/cronaca/2020/02/23/news/coronavirus_scuole_chiuse_e_niente_carnevale_tutti_i_provvedimenti-249355737/,03/17/2020,
All,1,All,1,P.A. Bolzano,Italy,02/26/2020,school_closure,N,https://www.repubblica.it/cronaca/2020/02/23/news/coronavirus_scuole_chiuse_e_niente_carnevale_tutti_i_provvedimenti-249355737/,03/17/2020,
All,1,All,1,Friuli Venezia Giulia,Italy,02/26/2020,school_closure,N,https://www.repubblica.it/cronaca/2020/02/23/news/coronavirus_scuole_chiuse_e_niente_carnevale_tutti_i_provvedimenti-249355737/,03/17/2020,
All,1,All,1,Abruzzo,Italy,02/26/2020,school_closure,N,https://www.repubblica.it/cronaca/2020/02/23/news/coronavirus_scuole_chiuse_e_niente_carnevale_tutti_i_provvedimenti-249355737/,03/17/2020,
All,1,All,1,Marche,Italy,02/26/2020,school_closure,N,https://www.repubblica.it/cronaca/2020/02/23/news/coronavirus_scuole_chiuse_e_niente_carnevale_tutti_i_provvedimenti-249355737/,03/17/2020,
All,1,Taranto,0.04898053456,Apulia,Italy,02/27/2020,school_closure,N,http://www.primocircolotaranto.gov.it/wordpress/ordinanza-n-13-comune-di-taranto-chiusura-scuole-per-le-giornate-del-27-28-e-29-febbraio-2020/,03/17/2020,
All,1,Messina,0.04660692262,Sicilia,Italy,02/29/2020,school_closure,N,http://www.strettoweb.com/2020/02/coronavirus-messina-scuole/976298/,03/17/2020,
All,1,All,1,Emilia-Romagna,Italy,03/01/2020,no_gathering,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,All,1,Lombardy,Italy,03/01/2020,no_gathering,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,All,1,Veneto,Italy,03/01/2020,no_gathering,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,Pesaro and Urbino,0.2350992297,Marche,Italy,03/01/2020,no_gathering,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,Savona,0.1784264611,Liguria,Italy,03/01/2020,no_gathering,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,All,1,Emilia-Romagna,Italy,03/01/2020,school_closure,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,All,1,Lombardy,Italy,03/01/2020,school_closure,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,All,1,Veneto,Italy,03/01/2020,school_closure,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,Pesaro and Urbino,0.2350992297,Marche,Italy,03/01/2020,school_closure,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,Savona,0.1784264611,Liguria,Italy,03/01/2020,school_closure,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,All,1,Emilia-Romagna,Italy,03/01/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,All,1,Lombardy,Italy,03/01/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,All,1,Veneto,Italy,03/01/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,Pesaro and Urbino,0.2350992297,Marche,Italy,03/01/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,Savona,0.1784264611,Liguria,Italy,03/01/2020,social_distance,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,All,1,Emilia-Romagna,Italy,03/01/2020,work_from_home,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,All,1,Lombardy,Italy,03/01/2020,work_from_home,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,All,1,Veneto,Italy,03/01/2020,work_from_home,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,Pesaro and Urbino,0.2350992297,Marche,Italy,03/01/2020,work_from_home,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,Savona,0.1784264611,Liguria,Italy,03/01/2020,work_from_home,Y,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
All,1,All,1,All,Italy,03/05/2020,school_closure,N,https://www.businessinsider.com/italy-closing-schools-nationwide-amid-coronavirus-outbreak-2020-3,0317/2020,
All,1,All,1,All,Italy,03/08/2020,home_isolation_partial,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Alessandria,0.09693411641,Piedmont,Italy,03/08/2020,home_isolation_partial ,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,Lombardy,Italy,03/08/2020,home_isolation_partial ,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Asti,0.04933476542,Piedmont,Italy,03/08/2020,home_isolation_partial ,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Modena,0.1576373355,Emilia-Romagna,Italy,03/08/2020,home_isolation_partial ,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Novara,0.08446148221,Piedmont,Italy,03/08/2020,home_isolation_partial ,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Parma,0.1011220411,Emilia-Romagna,Italy,03/08/2020,home_isolation_partial ,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Pesaro and Urbino,0.2350992297,Marche,Italy,03/08/2020,home_isolation_partial ,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Piacenza,0.06440753717,Emilia-Romagna,Italy,03/08/2020,home_isolation_partial ,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Reggio nell'Emilia,0.1196098909,Emilia-Romagna,Italy,03/08/2020,home_isolation_partial ,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Rimini,0.07575910704,Emilia-Romagna,Italy,03/08/2020,home_isolation_partial ,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Verbano-Cusio-Ossola,0.03637171782,Piedmont,Italy,03/08/2020,home_isolation_partial ,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Vercelli,0.03937635686,Piedmont,Italy,03/08/2020,home_isolation_partial ,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Alessandria,0.09693411641,Piedmont,Italy,03/08/2020,no_gathering,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,All,Italy,03/08/2020,no_gathering,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,Lombardy,Italy,03/08/2020,no_gathering,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Asti,0.04933476542,Piedmont,Italy,03/08/2020,no_gathering,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Modena,0.1576373355,Emilia-Romagna,Italy,03/08/2020,no_gathering,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Novara,0.08446148221,Piedmont,Italy,03/08/2020,no_gathering,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Padua,0.1909765545,Veneto,Italy,03/08/2020,no_gathering,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Parma,0.1011220411,Emilia-Romagna,Italy,03/08/2020,no_gathering,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Pesaro and Urbino,0.2350992297,Marche,Italy,03/08/2020,no_gathering,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Piacenza,0.06440753717,Emilia-Romagna,Italy,03/08/2020,no_gathering,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Reggio nell'Emilia,0.1196098909,Emilia-Romagna,Italy,03/08/2020,no_gathering,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Rimini,0.07575910704,Emilia-Romagna,Italy,03/08/2020,no_gathering,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Verbano-Cusio-Ossola,0.03637171782,Piedmont,Italy,03/08/2020,no_gathering,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Vercelli,0.03937635686,Piedmont,Italy,03/08/2020,no_gathering,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Alessandria,0.09693411641,Piedmont,Italy,03/08/2020,pos_cases_quarantine,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,All,Italy,03/08/2020,pos_cases_quarantine,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,Lombardy,Italy,03/08/2020,pos_cases_quarantine,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Asti,0.04933476542,Piedmont,Italy,03/08/2020,pos_cases_quarantine,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Modena,0.1576373355,Emilia-Romagna,Italy,03/08/2020,pos_cases_quarantine,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Novara,0.08446148221,Piedmont,Italy,03/08/2020,pos_cases_quarantine,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Parma,0.1011220411,Emilia-Romagna,Italy,03/08/2020,pos_cases_quarantine,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Pesaro and Urbino,0.2350992297,Marche,Italy,03/08/2020,pos_cases_quarantine,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Piacenza,0.06440753717,Emilia-Romagna,Italy,03/08/2020,pos_cases_quarantine,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Reggio nell'Emilia,0.1196098909,Emilia-Romagna,Italy,03/08/2020,pos_cases_quarantine,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Rimini,0.07575910704,Emilia-Romagna,Italy,03/08/2020,pos_cases_quarantine,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Verbano-Cusio-Ossola,0.03637171782,Piedmont,Italy,03/08/2020,pos_cases_quarantine,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Vercelli,0.03937635686,Piedmont,Italy,03/08/2020,pos_cases_quarantine,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Alessandria,0.09693411641,Piedmont,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,All,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,Lombardy,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Asti,0.04933476542,Piedmont,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Modena,0.1576373355,Emilia-Romagna,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Novara,0.08446148221,Piedmont,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Padua,0.1909765545,Veneto,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Parma,0.1011220411,Emilia-Romagna,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Pesaro and Urbino,0.2350992297,Marche,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Piacenza,0.06440753717,Emilia-Romagna,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Reggio nell'Emilia,0.1196098909,Emilia-Romagna,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Rimini,0.07575910704,Emilia-Romagna,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Verbano-Cusio-Ossola,0.03637171782,Piedmont,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Vercelli,0.03937635686,Piedmont,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Alessandria,0.09693411641,Piedmont,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,All,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,All,1,Lombardy,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Asti,0.04933476542,Piedmont,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Modena,0.1576373355,Emilia-Romagna,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Novara,0.08446148221,Piedmont,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Padua,0.1909765545,Veneto,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
All,1,Parma,0.1011220411,Emilia-Romagna,Italy,03/08/2020,social_distance,N,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
