adm1_code,date_real,daily_count,cumul_count,daily_count_mortality,cumul_count_mortality,adm1_name,adm0_name
38,2020-02-09,0,0,0,0,경상남도,South Korea
38,2020-02-10,0,0,0,0,경상남도,South Korea
38,2020-02-11,0,0,0,0,경상남도,South Korea
38,2020-02-12,0,0,0,0,경상남도,South Korea
38,2020-02-13,0,0,0,0,경상남도,South Korea
38,2020-02-14,0,0,0,0,경상남도,South Korea
38,2020-02-15,0,0,0,0,경상남도,South Korea
38,2020-02-16,0,0,0,0,경상남도,South Korea
38,2020-02-17,0,0,0,0,경상남도,South Korea
38,2020-02-18,0,0,0,0,경상남도,South Korea
38,2020-02-19,0,0,0,0,경상남도,South Korea
38,2020-02-20,2,2,0,0,경상남도,South Korea
38,2020-02-21,2,4,0,0,경상남도,South Korea
38,2020-02-22,3,7,0,0,경상남도,South Korea
38,2020-02-23,10,17,0,0,경상남도,South Korea
38,2020-02-24,6,23,0,0,경상남도,South Korea
38,2020-02-25,5,28,0,0,경상남도,South Korea
38,2020-02-26,12,40,0,0,경상남도,South Korea
38,2020-02-27,5,45,0,0,경상남도,South Korea
38,2020-02-28,12,57,0,0,경상남도,South Korea
38,2020-02-29,1,58,0,0,경상남도,South Korea
38,2020-03-01,2,60,0,0,경상남도,South Korea
38,2020-03-02,1,61,0,0,경상남도,South Korea
38,2020-03-03,2,63,0,0,경상남도,South Korea
38,2020-03-04,8,71,0,0,경상남도,South Korea
38,2020-03-05,4,75,0,0,경상남도,South Korea
38,2020-03-06,3,78,0,0,경상남도,South Korea
38,2020-03-07,1,79,0,0,경상남도,South Korea
38,2020-03-08,0,79,0,0,경상남도,South Korea
38,2020-03-09,0,79,0,0,경상남도,South Korea
38,2020-03-10,1,80,0,0,경상남도,South Korea
38,2020-03-11,1,81,0,0,경상남도,South Korea
38,2020-03-12,0,81,0,0,경상남도,South Korea
38,2020-03-13,0,81,0,0,경상남도,South Korea
38,2020-03-14,0,81,0,0,경상남도,South Korea
39,2020-01-20,0,0,0,0,제주특별자치도,South Korea
39,2020-01-21,0,0,0,0,제주특별자치도,South Korea
39,2020-01-22,0,0,0,0,제주특별자치도,South Korea
39,2020-01-23,0,0,0,0,제주특별자치도,South Korea
39,2020-01-24,0,0,0,0,제주특별자치도,South Korea
39,2020-01-25,0,0,0,0,제주특별자치도,South Korea
39,2020-01-26,0,0,0,0,제주특별자치도,South Korea
39,2020-01-27,0,0,0,0,제주특별자치도,South Korea
39,2020-01-28,0,0,0,0,제주특별자치도,South Korea
39,2020-01-29,0,0,0,0,제주특별자치도,South Korea
39,2020-01-30,0,0,0,0,제주특별자치도,South Korea
39,2020-01-31,0,0,0,0,제주특별자치도,South Korea
39,2020-02-01,0,0,0,0,제주특별자치도,South Korea
39,2020-02-02,0,0,0,0,제주특별자치도,South Korea
39,2020-02-03,0,0,0,0,제주특별자치도,South Korea
39,2020-02-04,0,0,0,0,제주특별자치도,South Korea
39,2020-02-05,0,0,0,0,제주특별자치도,South Korea
39,2020-02-06,0,0,0,0,제주특별자치도,South Korea
39,2020-02-07,0,0,0,0,제주특별자치도,South Korea
39,2020-02-08,0,0,0,0,제주특별자치도,South Korea
39,2020-02-09,0,0,0,0,제주특별자치도,South Korea
39,2020-02-10,0,0,0,0,제주특별자치도,South Korea
39,2020-02-11,0,0,0,0,제주특별자치도,South Korea
39,2020-02-12,0,0,0,0,제주특별자치도,South Korea
39,2020-02-13,0,0,0,0,제주특별자치도,South Korea
39,2020-02-14,0,0,0,0,제주특별자치도,South Korea
39,2020-02-15,0,0,0,0,제주특별자치도,South Korea
39,2020-02-16,0,0,0,0,제주특별자치도,South Korea
39,2020-02-17,0,0,0,0,제주특별자치도,South Korea
39,2020-02-18,0,0,0,0,제주특별자치도,South Korea
39,2020-02-19,0,0,0,0,제주특별자치도,South Korea
39,2020-02-20,1,1,0,0,제주특별자치도,South Korea
39,2020-02-21,0,1,0,0,제주특별자치도,South Korea
39,2020-02-22,1,2,0,0,제주특별자치도,South Korea
39,2020-02-23,0,2,0,0,제주특별자치도,South Korea
39,2020-02-24,0,2,0,0,제주특별자치도,South Korea
39,2020-02-25,0,2,0,0,제주특별자치도,South Korea
39,2020-02-26,0,2,0,0,제주특별자치도,South Korea
39,2020-02-27,0,2,0,0,제주특별자치도,South Korea
39,2020-02-28,0,2,0,0,제주특별자치도,South Korea
39,2020-02-29,0,2,0,0,제주특별자치도,South Korea
39,2020-03-01,0,2,0,0,제주특별자치도,South Korea
39,2020-03-02,1,3,0,0,제주특별자치도,South Korea
39,2020-03-03,0,3,0,0,제주특별자치도,South Korea
39,2020-03-04,1,4,0,0,제주특별자치도,South Korea
39,2020-03-05,0,4,0,0,제주특별자치도,South Korea
39,2020-03-06,0,4,0,0,제주특별자치도,South Korea
39,2020-03-07,0,4,0,0,제주특별자치도,South Korea
39,2020-03-08,0,4,0,0,제주특별자치도,South Korea
39,2020-03-09,0,4,0,0,제주특별자치도,South Korea
39,2020-03-10,0,4,0,0,제주특별자치도,South Korea
39,2020-03-11,0,4,0,0,제주특별자치도,South Korea
39,2020-03-12,0,4,0,0,제주특별자치도,South Korea
39,2020-03-13,0,4,0,0,제주특별자치도,South Korea
39,2020-03-14,0,4,0,0,제주특별자치도,South Korea
