"adm1_name","date","adm0_name","cumulative_confirmed_cases","cumulative_deaths","cumulative_recoveries","active_cases","travel_ban_intl_in_opt","travel_ban_intl_in_opt_country_list","travel_ban_intl_out_opt","travel_ban_intl_out_opt_country_list","emergency_declaration","school_closure","business_closure","travel_advisory_outbound_optional","social_distance_optional","work_from_home_optional","testing_regime","no_demonstration","shutdown_religious_places","business_closure_optional","population"
"Chungcheongnam-do","2020-02-17","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,3,0,0,0,2120995
"Chungcheongnam-do","2020-02-18","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,3,0,0,0,2120995
"Chungcheongnam-do","2020-02-19","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,3,0,0,0,2120995
"Chungcheongnam-do","2020-02-20","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,4,0,0,0,2120995
"Chungcheongnam-do","2020-02-21","KOR",1,0,0,1,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,4,0,0,0,2120995
"Chungcheongnam-do","2020-02-22","KOR",1,0,0,1,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,4,0,0,0,2120995
"Chungcheongnam-do","2020-02-23","KOR",1,0,0,1,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,4,0,0,0,2120995
"Chungcheongnam-do","2020-02-24","KOR",1,0,0,1,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,4,0,0,0,2120995
"Chungcheongnam-do","2020-02-25","KOR",4,0,0,4,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,4,0,0,0,2120995
"Chungcheongnam-do","2020-02-26","KOR",9,0,0,9,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,4,0,0,0,2120995
"Chungcheongnam-do","2020-02-27","KOR",19,0,0,19,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,4,0,0,0,2120995
"Chungcheongnam-do","2020-02-28","KOR",46,0,0,46,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,4,0,0,0,2120995
"Chungcheongnam-do","2020-02-29","KOR",63,0,0,63,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,0,5,0,0,0,2120995
"Chungcheongnam-do","2020-03-01","KOR",77,0,0,77,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,0,5,0,0,0,2120995
"Chungcheongnam-do","2020-03-02","KOR",80,0,0,80,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,0,5,0,0,0,2120995
"Chungcheongnam-do","2020-03-03","KOR",82,0,0,82,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,0,5,0,0,0,2120995
"Chungcheongnam-do","2020-03-04","KOR",85,0,0,85,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,0,5,0,0,0,2120995
"Chungcheongnam-do","2020-03-05","KOR",90,0,0,90,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,0,5,0,0,0,2120995
"Chungcheongnam-do","2020-03-06","KOR",94,0,1,93,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,0,5,0,0,0,2120995
"Chungcheongnam-do","2020-03-07","KOR",98,0,1,97,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,0,5,0,0,0,2120995
"Chungcheongnam-do","2020-03-08","KOR",102,0,1,101,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,0,5,0,0,0,2120995
"Chungcheongnam-do","2020-03-09","KOR",104,0,1,103,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,0,5,0,0,0,2120995
"Chungcheongnam-do","2020-03-10","KOR",114,0,1,113,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,0,5,0,0,0,2120995
"Chungcheongnam-do","2020-03-11","KOR",114,0,5,109,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,1,5,0,0,0,2120995
"Chungcheongnam-do","2020-03-12","KOR",115,0,8,107,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,1,5,0,0,0,2120995
"Chungcheongnam-do","2020-03-13","KOR",115,0,9,106,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,1,5,0,0,0,2120995
"Chungcheongnam-do","2020-03-14","KOR",115,0,10,105,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,1,5,0,0,0,2120995
"Chungcheongnam-do","2020-03-15","KOR",115,0,14,101,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'France', 'Germany', 'Spain', 'UK', 'Netherlands']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,1,5,0,0,0,2120995
"Chungcheongnam-do","2020-03-16","KOR",115,0,17,98,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'All Europe']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,1,5,0,0,0,2120995
"Chungcheongnam-do","2020-03-17","KOR",118,0,21,97,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'All Europe']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,1,5,0,0,0,2120995
"Chungcheongnam-do","2020-03-18","KOR",118,0,33,85,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'All Europe']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,1,5,0,0,0,2120995
"Chungcheongnam-do","2020-03-19","KOR",119,0,34,85,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'All Europe']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,1,5,0,0,0,2120995
"Daegu","2020-01-20","KOR",0,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,2432883
"Daegu","2020-01-21","KOR",0,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,2432883
"Daegu","2020-01-22","KOR",0,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,2432883
"Daegu","2020-01-23","KOR",0,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,2432883
"Daegu","2020-01-24","KOR",0,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,2432883
"Daegu","2020-01-25","KOR",0,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,2432883
"Daegu","2020-01-26","KOR",0,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,2432883
"Daegu","2020-01-27","KOR",0,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,2432883
"Daegu","2020-01-28","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,1,0,0,0,2432883
"Daegu","2020-01-29","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,1,0,0,0,2432883
"Daegu","2020-01-30","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,1,0,0,0,2432883
"Daegu","2020-01-31","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,1,0,0,0,2432883
"Daegu","2020-02-01","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,1,0,0,0,2432883
"Daegu","2020-02-02","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,1,0,0,0,2432883
"Daegu","2020-02-03","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,1,0,0,0,2432883
"Daegu","2020-02-04","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,2,0,0,0,2432883
"Daegu","2020-02-05","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,2,0,0,0,2432883
"Daegu","2020-02-06","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,2,0,0,0,2432883
"Daegu","2020-02-07","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,3,0,0,0,2432883
"Daegu","2020-02-08","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,3,0,0,0,2432883
"Daegu","2020-02-09","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,3,0,0,0,2432883
"Daegu","2020-02-10","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,3,0,0,0,2432883
"Daegu","2020-02-11","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,3,0,0,0,2432883
"Daegu","2020-02-12","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,3,0,0,0,2432883
"Daegu","2020-02-13","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,3,0,0,0,2432883
"Daegu","2020-02-14","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,3,0,0,0,2432883
"Daegu","2020-02-15","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,3,0,0,0,2432883
"Daegu","2020-02-16","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,3,0,0,0,2432883
"Daegu","2020-02-17","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,3,0,0,0,2432883
"Daegu","2020-02-18","KOR",1,0,0,1,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,3,0,1,0,2432883
"Daegu","2020-02-19","KOR",11,0,0,11,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,3,0,1,0,2432883
"Daegu","2020-02-20","KOR",34,0,0,34,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,4,0,1,0,2432883
"Daegu","2020-02-21","KOR",84,0,0,84,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,4,0,1,0,2432883
"Daegu","2020-02-22","KOR",154,0,0,154,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,0,4,0,1,0,2432883
"Daegu","2020-02-23","KOR",302,1,0,301,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,0,4,0,1,0,2432883
"Daegu","2020-02-24","KOR",443,2,0,441,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,0,4,0,1,0,2432883
"Daegu","2020-02-25","KOR",499,2,0,497,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,0,4,0,1,0,2432883
"Daegu","2020-02-26","KOR",677,3,1,673,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,0,4,0,1,0,2432883
"Daegu","2020-02-27","KOR",1017,5,2,1010,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,1,0,4,0,1,0,2432883
"Daegu","2020-02-28","KOR",1314,7,3,1304,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,4,0,1,0,2432883
"Daegu","2020-02-29","KOR",2055,8,3,2044,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,0,1,0,2432883
"Daegu","2020-03-01","KOR",2569,15,6,2548,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,0,1,0,2432883
"Daegu","2020-03-02","KOR",3081,18,7,3056,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,0,1,0,2432883
"Daegu","2020-03-03","KOR",3601,22,9,3570,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,0,1,0,2432883
"Daegu","2020-03-04","KOR",4006,25,11,3970,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,0,1,0,2432883
"Daegu","2020-03-05","KOR",4327,28,12,4287,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,0,1,0,2432883
"Daegu","2020-03-06","KOR",4694,29,18,4647,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,1,1,0,2432883
"Daegu","2020-03-07","KOR",5084,33,27,5024,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,1,1,0,2432883
"Daegu","2020-03-08","KOR",5381,33,36,5312,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,1,1,0,2432883
"Daegu","2020-03-09","KOR",5571,39,93,5439,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,1,1,0,2432883
"Daegu","2020-03-10","KOR",5663,43,117,5503,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,1,1,0,2432883
"Daegu","2020-03-11","KOR",5794,46,155,5593,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,1,5,1,1,0,2432883
"Daegu","2020-03-12","KOR",5867,46,254,5567,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,1,5,1,1,0,2432883
"Daegu","2020-03-13","KOR",5928,49,304,5575,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,1,5,1,1,0,2432883
"Daegu","2020-03-14","KOR",5990,51,407,5532,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,1,5,1,1,0,2432883
"Daegu","2020-03-15","KOR",6031,51,474,5506,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'France', 'Germany', 'Spain', 'UK', 'Netherlands']",1,"['China', 'Hongkong', 'Macau']",1,1,1,1,1,1,5,1,1,0,2432883
"Daegu","2020-03-16","KOR",6066,51,744,5271,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'All Europe']",1,"['China', 'Hongkong', 'Macau']",1,1,1,1,1,1,5,1,1,0,2432883
"Daegu","2020-03-17","KOR",6098,54,958,5086,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'All Europe']",1,"['China', 'Hongkong', 'Macau']",1,1,1,1,1,1,5,1,1,0,2432883
"Daegu","2020-03-18","KOR",6144,57,1059,5028,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'All Europe']",1,"['China', 'Hongkong', 'Macau']",1,1,1,1,1,1,5,1,1,0,2432883
"Daegu","2020-03-19","KOR",6241,62,1402,4777,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'All Europe']",1,"['China', 'Hongkong', 'Macau']",1,1,1,1,1,1,5,1,1,0,2432883
"Daejeon","2020-01-20","KOR",0,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,1473125
"Daejeon","2020-01-21","KOR",0,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,1473125
"Daejeon","2020-01-22","KOR",0,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,1473125
"Daejeon","2020-01-23","KOR",0,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,1473125
"Daejeon","2020-01-24","KOR",0,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,1473125
"Daejeon","2020-01-25","KOR",0,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,1473125
"Daejeon","2020-01-26","KOR",0,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,1473125
"Daejeon","2020-01-27","KOR",0,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,1473125
"Daejeon","2020-01-28","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,1,0,0,0,1473125
"Daejeon","2020-01-29","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,1,0,0,0,1473125
"Daejeon","2020-01-30","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,1,0,0,0,1473125
"Daejeon","2020-01-31","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,1,0,0,0,1473125
"Daejeon","2020-02-01","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,1,0,0,0,1473125
"Daejeon","2020-02-02","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,1,0,0,0,1473125
"Daejeon","2020-02-03","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,1,0,0,0,1473125
"Daejeon","2020-02-04","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,2,0,0,0,1473125
"Daejeon","2020-02-05","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,2,0,0,0,1473125
"Daejeon","2020-02-06","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,2,0,0,0,1473125
"Daejeon","2020-02-07","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,3,0,0,0,1473125
"Daejeon","2020-02-08","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,3,0,0,0,1473125
"Daejeon","2020-02-09","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,3,0,0,0,1473125
"Daejeon","2020-02-10","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,3,0,0,0,1473125
"Daejeon","2020-02-11","KOR",0,0,0,0,1,"['China']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,3,0,0,0,1473125
"Daejeon","2020-02-12","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,0,0,0,3,0,0,0,1473125
"Daejeon","2020-02-13","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,3,0,0,0,1473125
"Daejeon","2020-02-14","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,3,0,0,0,1473125
"Daejeon","2020-02-15","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,3,0,0,0,1473125
"Daejeon","2020-02-16","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,3,0,0,0,1473125
"Daejeon","2020-02-17","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,3,0,0,0,1473125
"Daejeon","2020-02-18","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,3,0,0,0,1473125
"Daejeon","2020-02-19","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,3,0,0,0,1473125
"Daejeon","2020-02-20","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,4,0,0,0,1473125
"Daejeon","2020-02-21","KOR",0,0,0,0,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,4,0,0,0,1473125
"Daejeon","2020-02-22","KOR",1,0,0,1,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,4,0,0,0,1473125
"Daejeon","2020-02-23","KOR",2,0,0,2,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,4,0,0,0,1473125
"Daejeon","2020-02-24","KOR",2,0,0,2,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,4,0,0,0,1473125
"Daejeon","2020-02-25","KOR",2,0,0,2,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,4,0,0,0,1473125
"Daejeon","2020-02-26","KOR",7,0,0,7,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,4,0,0,0,1473125
"Daejeon","2020-02-27","KOR",8,0,0,8,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,0,1,0,0,4,0,0,0,1473125
"Daejeon","2020-02-28","KOR",11,0,0,11,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,0,0,4,0,1,0,1473125
"Daejeon","2020-02-29","KOR",11,0,0,11,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,0,1,0,1473125
"Daejeon","2020-03-01","KOR",12,0,0,12,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,0,1,0,1473125
"Daejeon","2020-03-02","KOR",12,0,0,12,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,0,1,0,1473125
"Daejeon","2020-03-03","KOR",13,0,0,13,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,0,1,0,1473125
"Daejeon","2020-03-04","KOR",16,0,0,16,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,0,1,0,1473125
"Daejeon","2020-03-05","KOR",16,0,0,16,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,0,1,0,1473125
"Daejeon","2020-03-06","KOR",16,0,0,16,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,0,1,0,1473125
"Daejeon","2020-03-07","KOR",16,0,0,16,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,0,1,0,1473125
"Daejeon","2020-03-08","KOR",16,0,1,15,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,0,1,0,1473125
"Daejeon","2020-03-09","KOR",16,0,1,15,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,0,1,0,1473125
"Daejeon","2020-03-10","KOR",16,0,1,15,1,"['China', 'Hongkong', 'Macau']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,0,5,0,1,0,1473125
"Daejeon","2020-03-11","KOR",18,0,2,16,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,1,5,0,1,0,1473125
"Daejeon","2020-03-12","KOR",20,0,2,18,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,1,5,0,1,0,1473125
"Daejeon","2020-03-13","KOR",20,0,4,16,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,1,5,0,1,0,1473125
"Daejeon","2020-03-14","KOR",20,0,4,16,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,1,5,0,1,0,1473125
"Daejeon","2020-03-15","KOR",20,0,4,16,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'France', 'Germany', 'Spain', 'UK', 'Netherlands']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,1,5,0,1,0,1473125
"Daejeon","2020-03-16","KOR",20,0,4,16,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'All Europe']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,1,5,0,1,0,1473125
"Daejeon","2020-03-17","KOR",20,0,4,16,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'All Europe']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,1,5,0,1,0,1473125
"Daejeon","2020-03-18","KOR",20,0,4,16,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'All Europe']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,1,5,0,1,0,1473125
"Daejeon","2020-03-19","KOR",20,0,4,16,1,"['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'All Europe']",1,"['China', 'Hongkong', 'Macau']",0,1,1,1,1,1,5,0,1,0,1473125
"Gangwon-do","2020-01-20","KOR",0,0,0,0,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,1539521
