adm1_code,adm2_code,date_real,daily_count,cumul_count,adm1_name,adm2_name,adm0_name
11,11010,2020-02-22,0,9,서울특별시,종로구,South Korea
11,11010,2020-02-23,1,10,서울특별시,종로구,South Korea
11,11010,2020-02-24,0,10,서울특별시,종로구,South Korea
11,11010,2020-02-25,0,10,서울특별시,종로구,South Korea
11,11010,2020-02-26,1,11,서울특별시,종로구,South Korea
11,11010,2020-02-27,0,11,서울특별시,종로구,South Korea
11,11010,2020-02-28,0,11,서울특별시,종로구,South Korea
11,11010,2020-02-29,0,11,서울특별시,종로구,South Korea
11,11010,2020-01-24,0,0,서울특별시,종로구,South Korea
11,11010,2020-01-25,0,0,서울특별시,종로구,South Korea
11,11020,2020-01-20,0,0,서울특별시,중구,South Korea
11,11020,2020-01-23,0,0,서울특별시,중구,South Korea
11,11020,2020-01-24,0,0,서울특별시,중구,South Korea
11,11020,2020-01-21,0,0,서울특별시,중구,South Korea
11,11020,2020-01-22,0,0,서울특별시,중구,South Korea
11,11020,2020-01-27,0,0,서울특별시,중구,South Korea
11,11020,2020-01-28,0,0,서울특별시,중구,South Korea
11,11020,2020-01-29,0,0,서울특별시,중구,South Korea
11,11020,2020-01-30,0,0,서울특별시,중구,South Korea
11,11020,2020-01-31,0,0,서울특별시,중구,South Korea
11,11020,2020-02-01,0,0,서울특별시,중구,South Korea
11,11020,2020-02-02,0,0,서울특별시,중구,South Korea
11,11020,2020-02-03,0,0,서울특별시,중구,South Korea
11,11020,2020-02-04,0,0,서울특별시,중구,South Korea
11,11020,2020-02-05,0,0,서울특별시,중구,South Korea
11,11020,2020-02-06,0,0,서울특별시,중구,South Korea
11,11020,2020-01-25,0,0,서울특별시,중구,South Korea
11,11020,2020-01-26,0,0,서울특별시,중구,South Korea
11,11020,2020-02-21,0,0,서울특별시,중구,South Korea
11,11020,2020-02-22,0,0,서울특별시,중구,South Korea
11,11020,2020-02-23,0,0,서울특별시,중구,South Korea
11,11020,2020-02-24,0,0,서울특별시,중구,South Korea
11,11020,2020-02-25,0,0,서울특별시,중구,South Korea
11,11020,2020-02-26,0,0,서울특별시,중구,South Korea
11,11020,2020-02-27,0,0,서울특별시,중구,South Korea
11,11020,2020-02-28,0,0,서울특별시,중구,South Korea
11,11020,2020-02-29,0,0,서울특별시,중구,South Korea
11,11020,2020-03-01,0,0,서울특별시,중구,South Korea
11,11020,2020-03-02,0,0,서울특별시,중구,South Korea
11,11020,2020-03-03,0,0,서울특별시,중구,South Korea
11,11020,2020-03-04,0,0,서울특별시,중구,South Korea
11,11020,2020-03-05,0,0,서울특별시,중구,South Korea
11,11020,2020-03-06,0,0,서울특별시,중구,South Korea
11,11020,2020-03-07,0,0,서울특별시,중구,South Korea
11,11020,2020-03-08,0,0,서울특별시,중구,South Korea
11,11020,2020-03-09,1,1,서울특별시,중구,South Korea
11,11020,2020-03-10,0,1,서울특별시,중구,South Korea
11,11020,2020-03-11,0,1,서울특별시,중구,South Korea
11,11020,2020-03-12,0,1,서울특별시,중구,South Korea
11,11020,2020-03-13,0,1,서울특별시,중구,South Korea
11,11020,2020-03-14,0,1,서울특별시,중구,South Korea
11,11020,2020-02-17,0,0,서울특별시,중구,South Korea
11,11020,2020-02-18,0,0,서울특별시,중구,South Korea
11,11020,2020-02-19,0,0,서울특별시,중구,South Korea
11,11020,2020-02-07,0,0,서울특별시,중구,South Korea
11,11020,2020-02-08,0,0,서울특별시,중구,South Korea
11,11020,2020-02-09,0,0,서울특별시,중구,South Korea
11,11020,2020-02-10,0,0,서울특별시,중구,South Korea
11,11020,2020-02-11,0,0,서울특별시,중구,South Korea
11,11020,2020-02-12,0,0,서울특별시,중구,South Korea
11,11020,2020-02-13,0,0,서울특별시,중구,South Korea
11,11020,2020-02-14,0,0,서울특별시,중구,South Korea
11,11020,2020-02-15,0,0,서울특별시,중구,South Korea
11,11020,2020-02-16,0,0,서울특별시,중구,South Korea
11,11020,2020-02-20,0,0,서울특별시,중구,South Korea
11,11030,2020-03-01,0,0,서울특별시,용산구,South Korea
11,11030,2020-03-02,0,0,서울특별시,용산구,South Korea
11,11030,2020-03-03,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-07,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-08,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-09,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-10,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-11,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-12,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-13,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-14,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-15,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-16,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-17,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-18,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-19,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-20,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-21,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-22,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-23,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-24,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-25,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-26,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-27,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-28,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-29,0,0,서울특별시,용산구,South Korea
11,11030,2020-01-20,0,0,서울특별시,용산구,South Korea
11,11030,2020-01-21,0,0,서울특별시,용산구,South Korea
11,11030,2020-01-22,0,0,서울특별시,용산구,South Korea
11,11030,2020-03-04,1,1,서울특별시,용산구,South Korea
11,11030,2020-03-05,0,1,서울특별시,용산구,South Korea
11,11030,2020-03-06,0,1,서울특별시,용산구,South Korea
11,11030,2020-03-07,0,1,서울특별시,용산구,South Korea
11,11030,2020-03-08,0,1,서울특별시,용산구,South Korea
11,11030,2020-03-09,0,1,서울특별시,용산구,South Korea
11,11030,2020-03-10,0,1,서울특별시,용산구,South Korea
11,11030,2020-03-11,0,1,서울특별시,용산구,South Korea
11,11030,2020-03-12,1,2,서울특별시,용산구,South Korea
11,11030,2020-03-13,0,2,서울특별시,용산구,South Korea
11,11030,2020-03-14,0,2,서울특별시,용산구,South Korea
11,11030,2020-02-03,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-04,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-05,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-06,0,0,서울특별시,용산구,South Korea
11,11030,2020-01-24,0,0,서울특별시,용산구,South Korea
11,11030,2020-01-25,0,0,서울특별시,용산구,South Korea
11,11030,2020-01-26,0,0,서울특별시,용산구,South Korea
11,11030,2020-01-27,0,0,서울특별시,용산구,South Korea
11,11030,2020-01-28,0,0,서울특별시,용산구,South Korea
11,11030,2020-01-29,0,0,서울특별시,용산구,South Korea
11,11030,2020-01-30,0,0,서울특별시,용산구,South Korea
11,11030,2020-01-31,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-01,0,0,서울특별시,용산구,South Korea
11,11030,2020-02-02,0,0,서울특별시,용산구,South Korea
11,11030,2020-01-23,0,0,서울특별시,용산구,South Korea
11,11040,2020-02-03,0,0,서울특별시,성동구,South Korea
11,11040,2020-02-04,0,0,서울특별시,성동구,South Korea
11,11040,2020-01-24,0,0,서울특별시,성동구,South Korea
11,11040,2020-01-25,0,0,서울특별시,성동구,South Korea
11,11040,2020-01-26,0,0,서울특별시,성동구,South Korea
11,11040,2020-01-27,0,0,서울특별시,성동구,South Korea
11,11040,2020-01-28,0,0,서울특별시,성동구,South Korea
11,11040,2020-01-29,0,0,서울특별시,성동구,South Korea
11,11040,2020-01-30,0,0,서울특별시,성동구,South Korea
11,11040,2020-01-31,0,0,서울특별시,성동구,South Korea
11,11040,2020-02-01,0,0,서울특별시,성동구,South Korea
11,11040,2020-02-02,0,0,서울특별시,성동구,South Korea
11,11040,2020-02-16,0,0,서울특별시,성동구,South Korea
11,11040,2020-02-17,0,0,서울특별시,성동구,South Korea
11,11040,2020-02-05,0,0,서울특별시,성동구,South Korea
11,11040,2020-02-06,0,0,서울특별시,성동구,South Korea
11,11040,2020-02-07,0,0,서울특별시,성동구,South Korea
11,11040,2020-02-08,0,0,서울특별시,성동구,South Korea
11,11040,2020-02-09,0,0,서울특별시,성동구,South Korea
11,11040,2020-02-10,0,0,서울특별시,성동구,South Korea
11,11040,2020-02-11,0,0,서울특별시,성동구,South Korea
11,11040,2020-02-12,0,0,서울특별시,성동구,South Korea
11,11040,2020-02-13,0,0,서울특별시,성동구,South Korea
11,11040,2020-02-14,0,0,서울특별시,성동구,South Korea
11,11040,2020-02-15,0,0,서울특별시,성동구,South Korea
11,11040,2020-01-20,0,0,서울특별시,성동구,South Korea
11,11040,2020-01-21,0,0,서울특별시,성동구,South Korea
11,11040,2020-01-22,0,0,서울특별시,성동구,South Korea
11,11040,2020-01-23,0,0,서울특별시,성동구,South Korea
11,11040,2020-03-03,0,3,서울특별시,성동구,South Korea
11,11040,2020-03-04,0,3,서울특별시,성동구,South Korea
11,11040,2020-03-05,0,3,서울특별시,성동구,South Korea
11,11040,2020-03-06,0,3,서울특별시,성동구,South Korea
11,11040,2020-03-07,0,3,서울특별시,성동구,South Korea
11,11040,2020-03-08,0,3,서울특별시,성동구,South Korea
11,11040,2020-03-09,0,3,서울특별시,성동구,South Korea
11,11040,2020-03-10,0,3,서울특별시,성동구,South Korea
11,11040,2020-03-11,0,3,서울특별시,성동구,South Korea
11,11040,2020-03-12,0,3,서울특별시,성동구,South Korea
11,11040,2020-03-13,0,3,서울특별시,성동구,South Korea
11,11040,2020-03-14,0,3,서울특별시,성동구,South Korea
11,11040,2020-03-01,0,3,서울특별시,성동구,South Korea
11,11040,2020-02-18,0,0,서울특별시,성동구,South Korea
11,11040,2020-02-19,1,1,서울특별시,성동구,South Korea
11,11040,2020-02-20,1,2,서울특별시,성동구,South Korea
11,11040,2020-02-21,0,2,서울특별시,성동구,South Korea
11,11040,2020-02-22,0,2,서울특별시,성동구,South Korea
11,11040,2020-02-23,0,2,서울특별시,성동구,South Korea
11,11040,2020-02-24,0,2,서울특별시,성동구,South Korea
11,11040,2020-02-25,0,2,서울특별시,성동구,South Korea
11,11040,2020-02-26,0,2,서울특별시,성동구,South Korea
11,11040,2020-02-27,0,2,서울특별시,성동구,South Korea
11,11040,2020-02-28,1,3,서울특별시,성동구,South Korea
11,11040,2020-02-29,0,3,서울특별시,성동구,South Korea
11,11040,2020-03-02,0,3,서울특별시,성동구,South Korea
11,11050,2020-03-01,1,2,서울특별시,광진구,South Korea
11,11050,2020-03-03,0,2,서울특별시,광진구,South Korea
11,11050,2020-03-04,0,2,서울특별시,광진구,South Korea
11,11050,2020-03-05,0,2,서울특별시,광진구,South Korea
11,11050,2020-03-06,0,2,서울특별시,광진구,South Korea
11,11050,2020-03-07,0,2,서울특별시,광진구,South Korea
11,11050,2020-03-08,0,2,서울특별시,광진구,South Korea
11,11050,2020-03-09,0,2,서울특별시,광진구,South Korea
11,11050,2020-03-10,0,2,서울특별시,광진구,South Korea
11,11050,2020-03-11,0,2,서울특별시,광진구,South Korea
11,11050,2020-03-12,0,2,서울특별시,광진구,South Korea
11,11050,2020-03-13,0,2,서울특별시,광진구,South Korea
11,11050,2020-03-14,0,2,서울특별시,광진구,South Korea
11,11050,2020-03-02,0,2,서울특별시,광진구,South Korea
11,11050,2020-02-18,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-19,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-20,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-21,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-22,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-23,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-24,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-25,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-26,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-27,1,1,서울특별시,광진구,South Korea
11,11050,2020-02-28,0,1,서울특별시,광진구,South Korea
11,11050,2020-02-29,0,1,서울특별시,광진구,South Korea
11,11050,2020-01-20,0,0,서울특별시,광진구,South Korea
11,11050,2020-01-21,0,0,서울특별시,광진구,South Korea
11,11050,2020-01-22,0,0,서울특별시,광진구,South Korea
11,11050,2020-01-23,0,0,서울특별시,광진구,South Korea
11,11050,2020-01-24,0,0,서울특별시,광진구,South Korea
11,11050,2020-01-25,0,0,서울특별시,광진구,South Korea
11,11050,2020-01-26,0,0,서울특별시,광진구,South Korea
11,11050,2020-01-27,0,0,서울특별시,광진구,South Korea
11,11050,2020-01-28,0,0,서울특별시,광진구,South Korea
11,11050,2020-01-29,0,0,서울특별시,광진구,South Korea
11,11050,2020-01-30,0,0,서울특별시,광진구,South Korea
11,11050,2020-01-31,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-01,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-02,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-03,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-04,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-05,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-06,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-07,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-08,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-09,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-10,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-11,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-12,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-13,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-14,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-15,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-16,0,0,서울특별시,광진구,South Korea
11,11050,2020-02-17,0,0,서울특별시,광진구,South Korea
11,11060,2020-02-04,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-05,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-06,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-07,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-08,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-09,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-10,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-11,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-12,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-13,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-14,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-15,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-16,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-17,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-18,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-19,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-20,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-21,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-22,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-23,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-24,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-25,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-26,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-27,1,1,서울특별시,동대문구,South Korea
11,11060,2020-02-28,0,1,서울특별시,동대문구,South Korea
11,11060,2020-01-20,0,0,서울특별시,동대문구,South Korea
11,11060,2020-01-21,0,0,서울특별시,동대문구,South Korea
11,11060,2020-01-22,0,0,서울특별시,동대문구,South Korea
11,11060,2020-01-23,0,0,서울특별시,동대문구,South Korea
11,11060,2020-01-24,0,0,서울특별시,동대문구,South Korea
11,11060,2020-01-25,0,0,서울특별시,동대문구,South Korea
11,11060,2020-01-26,0,0,서울특별시,동대문구,South Korea
11,11060,2020-01-27,0,0,서울특별시,동대문구,South Korea
11,11060,2020-01-28,0,0,서울특별시,동대문구,South Korea
11,11060,2020-01-29,0,0,서울특별시,동대문구,South Korea
11,11060,2020-01-30,0,0,서울특별시,동대문구,South Korea
11,11060,2020-01-31,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-01,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-02,0,0,서울특별시,동대문구,South Korea
11,11060,2020-02-03,0,0,서울특별시,동대문구,South Korea
11,11060,2020-03-13,0,19,서울특별시,동대문구,South Korea
11,11060,2020-03-14,0,19,서울특별시,동대문구,South Korea
11,11060,2020-03-01,1,2,서울특별시,동대문구,South Korea
11,11060,2020-03-02,0,2,서울특별시,동대문구,South Korea
11,11060,2020-03-03,1,3,서울특별시,동대문구,South Korea
11,11060,2020-03-04,1,4,서울특별시,동대문구,South Korea
11,11060,2020-03-05,0,4,서울특별시,동대문구,South Korea
11,11060,2020-03-06,0,4,서울특별시,동대문구,South Korea
11,11060,2020-03-07,0,4,서울특별시,동대문구,South Korea
11,11060,2020-03-08,7,11,서울특별시,동대문구,South Korea
11,11060,2020-03-09,0,11,서울특별시,동대문구,South Korea
11,11060,2020-03-10,4,15,서울특별시,동대문구,South Korea
11,11060,2020-03-11,3,18,서울특별시,동대문구,South Korea
11,11060,2020-03-12,1,19,서울특별시,동대문구,South Korea
11,11060,2020-02-29,0,1,서울특별시,동대문구,South Korea
11,11070,2020-03-02,0,1,서울특별시,중랑구,South Korea
11,11070,2020-03-03,0,1,서울특별시,중랑구,South Korea
11,11070,2020-03-04,1,2,서울특별시,중랑구,South Korea
11,11070,2020-03-05,0,2,서울특별시,중랑구,South Korea
11,11070,2020-03-06,0,2,서울특별시,중랑구,South Korea
11,11070,2020-03-07,0,2,서울특별시,중랑구,South Korea
11,11070,2020-03-08,0,2,서울특별시,중랑구,South Korea
11,11070,2020-03-09,0,2,서울특별시,중랑구,South Korea
11,11070,2020-03-10,0,2,서울특별시,중랑구,South Korea
11,11070,2020-03-11,1,3,서울특별시,중랑구,South Korea
11,11070,2020-03-12,1,4,서울특별시,중랑구,South Korea
11,11070,2020-03-13,0,4,서울특별시,중랑구,South Korea
11,11070,2020-03-14,0,4,서울특별시,중랑구,South Korea
11,11070,2020-02-02,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-03,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-04,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-05,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-06,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-07,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-08,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-09,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-10,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-11,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-12,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-13,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-29,0,1,서울특별시,중랑구,South Korea
11,11070,2020-03-01,0,1,서울특별시,중랑구,South Korea
11,11070,2020-01-20,0,0,서울특별시,중랑구,South Korea
11,11070,2020-01-21,0,0,서울특별시,중랑구,South Korea
11,11070,2020-01-22,0,0,서울특별시,중랑구,South Korea
11,11070,2020-01-23,0,0,서울특별시,중랑구,South Korea
11,11070,2020-01-24,0,0,서울특별시,중랑구,South Korea
11,11070,2020-01-25,0,0,서울특별시,중랑구,South Korea
11,11070,2020-01-26,0,0,서울특별시,중랑구,South Korea
11,11070,2020-01-27,0,0,서울특별시,중랑구,South Korea
11,11070,2020-01-28,0,0,서울특별시,중랑구,South Korea
11,11070,2020-01-29,0,0,서울특별시,중랑구,South Korea
11,11070,2020-01-30,1,1,서울특별시,중랑구,South Korea
11,11070,2020-01-31,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-01,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-15,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-16,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-17,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-18,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-19,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-20,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-21,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-22,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-23,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-24,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-25,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-26,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-14,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-28,0,1,서울특별시,중랑구,South Korea
11,11070,2020-02-27,0,1,서울특별시,중랑구,South Korea
11,11080,2020-01-21,0,0,서울특별시,성북구,South Korea
11,11080,2020-01-22,0,0,서울특별시,성북구,South Korea
11,11080,2020-01-23,0,0,서울특별시,성북구,South Korea
11,11080,2020-01-25,0,0,서울특별시,성북구,South Korea
11,11080,2020-01-26,0,0,서울특별시,성북구,South Korea
11,11080,2020-01-27,0,0,서울특별시,성북구,South Korea
11,11080,2020-01-24,0,0,서울특별시,성북구,South Korea
11,11080,2020-01-29,0,0,서울특별시,성북구,South Korea
11,11080,2020-01-30,0,0,서울특별시,성북구,South Korea
11,11080,2020-01-31,1,1,서울특별시,성북구,South Korea
11,11080,2020-01-28,0,0,서울특별시,성북구,South Korea
11,11080,2020-01-20,0,0,서울특별시,성북구,South Korea
11,11080,2020-02-16,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-17,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-18,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-19,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-20,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-21,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-22,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-23,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-24,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-25,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-26,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-27,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-28,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-29,0,2,서울특별시,성북구,South Korea
11,11080,2020-03-01,1,3,서울특별시,성북구,South Korea
11,11080,2020-03-02,2,5,서울특별시,성북구,South Korea
11,11080,2020-03-03,0,5,서울특별시,성북구,South Korea
11,11080,2020-03-04,0,5,서울특별시,성북구,South Korea
11,11080,2020-03-05,0,5,서울특별시,성북구,South Korea
11,11080,2020-03-06,1,6,서울특별시,성북구,South Korea
11,11080,2020-03-07,0,6,서울특별시,성북구,South Korea
11,11080,2020-03-08,0,6,서울특별시,성북구,South Korea
11,11080,2020-03-09,0,6,서울특별시,성북구,South Korea
11,11080,2020-03-10,0,6,서울특별시,성북구,South Korea
11,11080,2020-03-11,2,8,서울특별시,성북구,South Korea
11,11080,2020-02-01,0,1,서울특별시,성북구,South Korea
11,11080,2020-02-02,0,1,서울특별시,성북구,South Korea
11,11080,2020-02-03,0,1,서울특별시,성북구,South Korea
11,11080,2020-02-04,0,1,서울특별시,성북구,South Korea
11,11080,2020-02-05,1,2,서울특별시,성북구,South Korea
11,11080,2020-02-06,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-07,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-08,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-09,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-10,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-11,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-12,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-13,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-14,0,2,서울특별시,성북구,South Korea
11,11080,2020-02-15,0,2,서울특별시,성북구,South Korea
11,11080,2020-03-12,1,9,서울특별시,성북구,South Korea
11,11080,2020-03-13,0,9,서울특별시,성북구,South Korea
11,11080,2020-03-14,0,9,서울특별시,성북구,South Korea
11,11090,2020-02-03,0,0,서울특별시,강북구,South Korea
11,11090,2020-02-04,0,0,서울특별시,강북구,South Korea
11,11090,2020-02-05,0,0,서울특별시,강북구,South Korea
11,11090,2020-02-06,0,0,서울특별시,강북구,South Korea
11,11090,2020-02-07,0,0,서울특별시,강북구,South Korea
11,11090,2020-02-08,0,0,서울특별시,강북구,South Korea
