adm1_name,date,adm0_name,cum_confirmed_cases,cum_deaths,cum_recoveries,active_cases
Ulsan,2/27/20,KOR,11,0,0,11
Ulsan,2/28/20,KOR,17,0,0,17
Ulsan,2/29/20,KOR,17,0,0,17
Ulsan,3/1/20,KOR,20,0,0,20
Ulsan,3/2/20,KOR,20,0,0,20
Ulsan,3/3/20,KOR,23,0,0,23
Ulsan,3/4/20,KOR,23,0,0,23
Ulsan,3/5/20,KOR,23,0,1,22
Ulsan,3/6/20,KOR,23,0,1,22
Ulsan,3/7/20,KOR,24,0,1,23
Ulsan,3/8/20,KOR,24,0,1,23
Ulsan,3/9/20,KOR,24,0,1,23
Ulsan,3/10/20,KOR,25,0,2,23
Ulsan,3/11/20,KOR,25,0,3,22
Ulsan,3/12/20,KOR,27,0,3,24
Ulsan,3/13/20,KOR,27,0,5,22
Ulsan,3/14/20,KOR,28,0,7,21
Ulsan,3/15/20,KOR,28,0,8,20
Ulsan,3/16/20,KOR,28,0,9,19
Ulsan,3/17/20,KOR,30,0,10,20
Ulsan,3/18/20,KOR,36,0,10,26
Ulsan,3/19/20,KOR,36,0,12,24
Ulsan,3/20/20,KOR,36,0,12,24
Ulsan,3/21/20,KOR,36,0,13,23
Ulsan,3/22/20,KOR,36,0,16,20
Ulsan,3/23/20,KOR,36,0,17,19
Ulsan,3/24/20,KOR,37,0,18,19
Ulsan,3/25/20,KOR,37,0,19,18
Ulsan,3/26/20,KOR,39,0,19,20
Ulsan,3/27/20,KOR,39,0,19,20
Ulsan,3/28/20,KOR,39,0,19,20
Ulsan,3/29/20,KOR,39,0,19,20
