adm0_name,adm1_name,adm2_name,policy,policy_description,date_start,date_end,optional,source,access_date,notes,implied_policy
CHN,Shandong,Jinan,travel_ban_local,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Hebei,Shijiazhuang,travel_ban_local,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Guangxi,Hechi,home_isolation,"1 district, Jinchengjiang",02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Hainan,Haikou,travel_ban_local,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Guangxi,Nanning,travel_ban_local,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Guangxi,Liuzhou,travel_ban_local,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Guangxi,Hechi,travel_ban_local,"1 district, Jinchengjiang",02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Guangxi,Guilin,travel_ban_local,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Guangxi,Nanning,home_isolation,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Guangxi,Liuzhou,home_isolation,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Sichuan,Ngawa Tibetan and Qiang Autonomous Prefecture,travel_ban_local,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Guangxi,Guilin,home_isolation,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Anhui,Hefei,home_isolation,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Anhui,Fuyang,home_isolation,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Hainan,Sanya,travel_ban_local,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Yunnan,Kunming,travel_ban_local,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Hainan,Sanya,home_isolation,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Shandong,Tai'an,home_isolation,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Zhejiang,Ningbo,travel_ban_local,,02/05/2020,,N,https://www.scmp.com/news/china/society/article/3049298/coronavirus-zhejiang-adopts-draconian-quarantine-measures-fight,3/16/2020,,False
CHN,Zhejiang,Ningbo,home_isolation,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Yunnan,Kunming,home_isolation,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Sichuan,Ngawa Tibetan and Qiang Autonomous Prefecture,home_isolation,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Sichuan,Garz̻ Tibetan Autonomous Prefecture,home_isolation,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Shandong,Rizhao,home_isolation,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Shandong,Qingdao,home_isolation,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Hainan,Haikou,home_isolation,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Liaoning,All,home_isolation,,02/05/2020,,N,https://github.com/Pratitya/wuhan2020-timeline/blob/master/%E6%97%B6%E9%97%B4%E7%BA%BFTIMELINE.md,3/16/2020,,False
CHN,Jiangxi,Nanchang,home_isolation,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Jiangsu,Yangzhou,home_isolation,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Jiangsu,Yancheng,home_isolation,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Jiangsu,Taizhou,home_isolation,"1 district, Hailing",02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Jiangsu,Suqian,home_isolation,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Shandong,Jinan,home_isolation,,02/05/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Jilin,Changchun,home_isolation,"1 district, Kuancheng",02/06/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Anhui,Ma'anshan,home_isolation,,02/06/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Guangdong,Zhuhai,home_isolation,,02/06/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Jiangsu,Suzhou,home_isolation,,02/06/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Jiangxi,All,home_isolation,,02/06/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Jiangsu,Suzhou,travel_ban_local,,02/06/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Jilin,Jilin,home_isolation,,02/06/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Shaanxi,Xianyang,home_isolation,,02/06/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Jiangxi,All,travel_ban_local,,02/06/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Jilin,Changchun,travel_ban_local,"1 district, Kuancheng",02/06/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Jilin,Jilin,travel_ban_local,,02/06/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Liaoning,Jinzhou,travel_ban_local,,02/06/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Shaanxi,Xianyang,travel_ban_local,,02/06/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Sichuan,Neijiang,travel_ban_local,,02/06/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Sichuan,Ya'an,travel_ban_local,,02/06/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Liaoning,Jinzhou,home_isolation,,02/06/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Guangdong,Zhuhai,travel_ban_local,,02/06/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Sichuan,Ya'an,home_isolation,,02/06/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Sichuan,Neijiang,home_isolation,,02/06/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Hebei,Tangshan,travel_ban_local,,02/07/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Guangdong,Guangzhou,travel_ban_local,,02/07/2020,03/13/2020,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Gansu,Lanzhou,travel_ban_local,,02/07/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Jiangsu,Lianyungang,travel_ban_local,,02/07/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Sichuan,Chengdu,travel_ban_local,,02/07/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Sichuan,Guangyuan,travel_ban_local,,02/07/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Sichuan,Suining,travel_ban_local,,02/07/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Tianjin,Tianjin,travel_ban_local,"1 district, Baodi",02/07/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Guizhou,Guiyang,travel_ban_local,,02/07/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Guangdong,Shenzhen,travel_ban_local,maybe ends 3/10/2020?,02/07/2020,03/13/2020,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns; http://news.stcn.com/2020/0210/15633808.shtml,3/15/2020,,True
CHN,Sichuan,Suining,home_isolation,,02/07/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Guizhou,Guiyang,home_isolation,,02/07/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Tianjin,Tianjin,home_isolation,"1 district, Baodi",02/07/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Sichuan,Guangyuan,home_isolation,,02/07/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Sichuan,Chengdu,home_isolation,,02/07/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Jiangsu,Lianyungang,home_isolation,,02/07/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Hebei,Tangshan,home_isolation,,02/07/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Anhui,All,home_isolation,,02/07/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,4/2/2020,,False
CHN,Anhui,Lu'an,home_isolation,,02/07/2020,,N,http://www.bozhou.gov.cn/News/show/372139.html,3/17/2020,,False
CHN,Gansu,Lanzhou,home_isolation,,02/07/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Guangdong,Guangzhou,home_isolation,,02/07/2020,03/13/2020,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Guangdong,Shenzhen,home_isolation,maybe ends 3/10/2020?,02/07/2020,03/13/2020,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns; http://news.stcn.com/2020/0210/15633808.shtml,3/15/2020,,False
CHN,Sichuan,Ziyang,home_isolation,,02/08/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Chongqing,Chongqing,home_isolation,,02/08/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Guangdong,Foshan,home_isolation,,02/08/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Chongqing,Chongqing,travel_ban_local,,02/08/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Guangdong,Foshan,travel_ban_local,,02/08/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Sichuan,Ziyang,travel_ban_local,,02/08/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Guangdong,Dongguan,travel_ban_local,,02/09/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Guangdong,Huizhou,travel_ban_local,,02/09/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Jiangsu,Wuxi,travel_ban_local,all of Wuxi,02/09/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Shaanxi,Hanzhong,travel_ban_local,,02/09/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Guangdong,Dongguan,home_isolation,,02/09/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Guangdong,Huizhou,home_isolation,,02/09/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Jiangsu,Wuxi,home_isolation,all of Wuxi,02/09/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Shaanxi,Hanzhong,home_isolation,,02/09/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Sichuan,Deyang,home_isolation,,02/09/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Sichuan,Deyang,travel_ban_local,,02/09/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Sichuan,Mianyang,home_isolation,,02/09/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Sichuan,Mianyang,travel_ban_local,,02/09/2020,,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Shanghai,Shanghai,home_isolation,"entry restrictions, temp checks, masks required",02/10/2020,03/13/2020,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Hubei,Yichang,home_isolation,,02/10/2020,,N,https://github.com/Pratitya/wuhan2020-timeline/blob/master/%E6%97%B6%E9%97%B4%E7%BA%BFTIMELINE.md,4/2/2020,,False
CHN,Hubei,Xiaogan,home_isolation,,02/10/2020,,N,https://github.com/Pratitya/wuhan2020-timeline/blob/master/%E6%97%B6%E9%97%B4%E7%BA%BFTIMELINE.md,4/2/2020,,False
CHN,Hubei,Enshi Tujia and Miao Autonomous Prefecture,home_isolation,,02/10/2020,,N,https://github.com/Pratitya/wuhan2020-timeline/blob/master/%E6%97%B6%E9%97%B4%E7%BA%BFTIMELINE.md,4/2/2020,,False
CHN,Hubei,Xianning,home_isolation,,02/10/2020,,N,https://github.com/Pratitya/wuhan2020-timeline/blob/master/%E6%97%B6%E9%97%B4%E7%BA%BFTIMELINE.md,4/2/2020,,False
CHN,Hubei,Xiangyang,home_isolation,,02/10/2020,,N,https://github.com/Pratitya/wuhan2020-timeline/blob/master/%E6%97%B6%E9%97%B4%E7%BA%BFTIMELINE.md,4/2/2020,,False
CHN,Hubei,Wuhan,home_isolation,"residents required to stay in area, all nonessential manufacturing shut down until feb 20th, then march 10th",02/10/2020,,N,http://www.caixin.com/2020-02-11/101513995.html,4/2/2020,,False
CHN,Beijing,Beijing,travel_ban_local,"maybe ends 3/10/2020? entry restrictions, citywide registration system, controls on movements of residents, masks required",02/10/2020,03/13/2020,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Hubei,Tianmen,home_isolation,,02/10/2020,,N,https://github.com/Pratitya/wuhan2020-timeline/blob/master/%E6%97%B6%E9%97%B4%E7%BA%BFTIMELINE.md,4/2/2020,,False
CHN,Beijing,Beijing,home_isolation,"maybe ends 3/10/2020? entry restrictions, citywide registration system, controls on movements of residents, masks required",02/10/2020,03/13/2020,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,False
CHN,Shanghai,Shanghai,travel_ban_local,"entry restrictions, temp checks, masks required",02/10/2020,03/13/2020,N,https://en.wikipedia.org/wiki/2020_Hubei_lockdowns,3/15/2020,,True
CHN,Hubei,Suizhou,home_isolation,,02/10/2020,,N,https://github.com/Pratitya/wuhan2020-timeline/blob/master/%E6%97%B6%E9%97%B4%E7%BA%BFTIMELINE.md,4/2/2020,,False
CHN,Hubei,Ezhou,home_isolation,,02/10/2020,,N,https://github.com/Pratitya/wuhan2020-timeline/blob/master/%E6%97%B6%E9%97%B4%E7%BA%BFTIMELINE.md,4/2/2020,,False
CHN,Hubei,Huangshi,home_isolation,,02/10/2020,,N,https://github.com/Pratitya/wuhan2020-timeline/blob/master/%E6%97%B6%E9%97%B4%E7%BA%BFTIMELINE.md,4/2/2020,,False
CHN,Hubei,Jingmen,home_isolation,,02/10/2020,,N,https://github.com/Pratitya/wuhan2020-timeline/blob/master/%E6%97%B6%E9%97%B4%E7%BA%BFTIMELINE.md,4/2/2020,,False
CHN,Hubei,Xiantao,home_isolation,,02/10/2020,,N,https://github.com/Pratitya/wuhan2020-timeline/blob/master/%E6%97%B6%E9%97%B4%E7%BA%BFTIMELINE.md,4/2/2020,,False
CHN,Hubei,Qianjiang,home_isolation,,02/10/2020,,N,https://github.com/Pratitya/wuhan2020-timeline/blob/master/%E6%97%B6%E9%97%B4%E7%BA%BFTIMELINE.md,4/2/2020,,False
CHN,Hubei,Shennongjia,home_isolation,,02/10/2020,,N,https://github.com/Pratitya/wuhan2020-timeline/blob/master/%E6%97%B6%E9%97%B4%E7%BA%BFTIMELINE.md,4/2/2020,,False
CHN,Hubei,Shiyan,home_isolation,,02/10/2020,,N,https://github.com/Pratitya/wuhan2020-timeline/blob/master/%E6%97%B6%E9%97%B4%E7%BA%BFTIMELINE.md,4/2/2020,,False
CHN,Hubei,Jingzhou,home_isolation,,02/10/2020,,N,https://github.com/Pratitya/wuhan2020-timeline/blob/master/%E6%97%B6%E9%97%B4%E7%BA%BFTIMELINE.md,4/2/2020,,False
CHN,Hunan,Yueyang,travel_ban_local,,02/12/2020,,N,https://xw.qq.com/cmsid/20200213A0J61000,3/17/2020,,True
CHN,Neimenggu,Bayannur,travel_ban_local,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,True
CHN,Neimenggu,Chifeng,travel_ban_local,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,True
CHN,Neimenggu,Hohhot,travel_ban_local,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,True
CHN,Neimenggu,Hulunbuir,travel_ban_local,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,True
CHN,Neimenggu,Ordos,travel_ban_local,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,True
CHN,Neimenggu,Tongliao,travel_ban_local,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,True
CHN,Neimenggu,Ulanqab,travel_ban_local,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,True
CHN,Neimenggu,Wuhai,travel_ban_local,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,True
CHN,Neimenggu,Baotou,travel_ban_local,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,True
CHN,Neimenggu,Xilingol League,home_isolation,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,False
CHN,Neimenggu,Xinganmeng,home_isolation,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,False
CHN,Hunan,Yueyang,home_isolation,,02/12/2020,,N,https://xw.qq.com/cmsid/20200213A0J61000,3/17/2020,,False
CHN,Neimenggu,Baotou,home_isolation,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,False
CHN,Neimenggu,Bayannur,home_isolation,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,False
CHN,Neimenggu,Chifeng,home_isolation,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,False
CHN,Neimenggu,Hohhot,home_isolation,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,False
CHN,Neimenggu,Hulunbuir,home_isolation,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,False
CHN,Neimenggu,Ordos,home_isolation,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,False
CHN,Neimenggu,Tongliao,home_isolation,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,False
CHN,Neimenggu,Ulanqab,home_isolation,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,False
CHN,Neimenggu,Wuhai,home_isolation,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,False
CHN,Neimenggu,Xilingol League,travel_ban_local,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,True
CHN,Neimenggu,Xinganmeng,travel_ban_local,,02/12/2020,,N,https://www.nber.org/papers/w26906.pdf,3/30/2020,,True
