id,date,predicted_cum_confirmed_cases_true,predicted_cum_confirmed_cases_no_policy
1,2020-02-26,310,310
1,2020-02-27,467.2568923846779,473.00008103852196
1,2020-02-28,569.0242129139122,582.6438272465223
1,2020-02-29,715.0075850168346,738.7391610401472
1,2020-03-01,954.9533491164533,900.1282246869314
1,2020-03-02,1279.8889061509428,1105.0452015423566
1,2020-03-03,1735.2950463109999,1381.5059735419823
1,2020-03-04,2380.0141934618255,1755.414926458313
1,2020-03-05,3169.3469638162874,2153.410345562146
1,2020-03-06,4229.073925386842,2656.530673896781
1,2020-03-07,5561.4012156756735,3247.0335089734235
1,2020-03-08,7084.7970445673745,4052.066346764258
1,2020-03-09,8805.41638380929,4898.7727078775715
1,2020-03-10,10665.115961169156,6016.749970507764
1,2020-03-11,12921.965680364165,7411.056174475035
1,2020-03-12,15515.735073347125,9051.499375933025
1,2020-03-13,18542.420525515387,11004.517573890651
1,2020-03-14,21830.525561589013,13203.035247482301
1,2020-03-15,26194.24747908433,16222.349662321969
1,2020-03-16,30754.267556885647,19496.850984669203
1,2020-03-17,36358.522683396484,23655.652635001945
1,2020-03-18,43166.55695615008,28882.561607933687
1,2020-03-19,51098.80970348204,35246.61294896205
1,2020-03-20,60460.27514051314,43079.399248940674
1,2020-03-21,70708.1988113419,52129.86840509673
1,2020-03-22,77331.17590101813,64167.01276380637
1,2020-03-23,83118.0634346421,77772.36318375707
1,2020-03-24,89769.07548969658,95020.84522101689
1,2020-03-25,97260.9635186398,116780.22470105652
1,2020-03-26,104927.68804548967,143005.73809991244
1,2020-03-27,113100.83310926448,174993.0578476814
1,2020-03-28,120659.77811184904,211288.3722187954
1,2020-03-29,130111.4053816675,258008.15298909385
1,2020-03-30,138485.68480074455,309105.911024412
1,2020-03-31,148019.14839625265,370709.2178155575
1,2020-04-01,158695.0278919255,443751.16545753175
1,2020-04-02,169620.6084220651,525624.1356157982
1,2020-04-03,181220.1660978239,617237.8626435801
1,2020-04-04,191968.24716067585,711729.8363360951
1,2020-04-05,205262.8430435898,820888.172199554
1,2020-04-06,217065.6356922251,927145.0747987475
2,2020-02-26,310,310
2,2020-02-27,520.3413078179366,532.5835551260183
2,2020-02-28,728.4212691235306,761.4182853653273
2,2020-02-29,1039.1499832481193,1104.873613722614
2,2020-03-01,1407.9159541501897,1592.326229535096
2,2020-03-02,1812.805193344315,2170.059290014693
2,2020-03-03,2374.1926332404914,2995.562105438009
2,2020-03-04,3155.003880201002,4177.371384484217
2,2020-03-05,4097.791001548751,5698.3247378511505
2,2020-03-06,5384.603283066879,7833.924978727941
2,2020-03-07,7035.876002273825,10663.957342790824
2,2020-03-08,9015.934222138216,14921.871949521726
