id,date,predicted_cum_confirmed_cases_true,predicted_cum_confirmed_cases_no_policy
1,2020-01-16,45,45
1,2020-01-17,65.93363134777077,65.93363134777077
1,2020-01-18,152.6180091564708,152.6180091564708
1,2020-01-19,219.58069249656347,219.58069249656347
1,2020-01-20,325.01189172428343,325.01189172428343
1,2020-01-21,472.5961981939034,472.5961981939034
1,2020-01-22,678.5506689785215,678.5506689785215
1,2020-01-23,954.167034049503,993.9928259348079
1,2020-01-24,1331.2039405168882,1444.1940285650064
1,2020-01-25,1945.6466304889248,2183.1971152984574
1,2020-01-26,2891.7779755584415,3339.6355051109886
1,2020-01-27,4007.8999206127737,4804.013120721514
1,2020-01-28,6079.573313108124,7571.981042098753
1,2020-01-29,8311.59771965058,10775.966166417247
1,2020-01-30,11324.609718698865,15293.196316560216
1,2020-01-31,14193.03011922677,21603.638675387694
1,2020-02-01,17363.380858880257,30496.20014664777
1,2020-02-02,21060.20741375416,42972.06874362607
1,2020-02-03,25470.456319562578,60508.093426564825
1,2020-02-04,30542.225298970552,85309.69816236831
1,2020-02-05,36233.30679670083,120223.5120932164
1,2020-02-06,41543.79346173609,163863.9183344305
1,2020-02-07,48560.84818021168,230411.21601971696
1,2020-02-08,56593.08340702063,323671.8321403507
1,2020-02-09,65789.45099792481,453654.3012822896
1,2020-02-10,71266.41736920238,633556.6454396948
1,2020-02-11,77139.38899594996,880149.8042336544
1,2020-02-12,79120.90258585285,1196485.2845329798
1,2020-02-13,83999.83123028082,1626427.7172935407
1,2020-02-14,89899.15320200854,2192933.403467525
1,2020-02-15,96302.26496620184,2914437.263099503
1,2020-02-16,102971.28045811167,3809580.822910951
1,2020-02-17,109934.63671310965,4890496.693411605
1,2020-02-18,114867.77995535012,6163008.844329531
1,2020-02-19,119934.95015018253,7628927.934683414
1,2020-02-20,124424.88240102968,9249672.858485479
1,2020-02-21,126221.3603854685,10519515.084916178
1,2020-02-22,131303.6241081995,12331315.876579516
1,2020-02-23,136485.12597022328,14252551.014035793
1,2020-02-24,141806.1880813413,16259137.852810387
1,2020-02-25,146341.18592489426,18330803.337510653
1,2020-02-26,150980.64858033595,20454007.275791477
1,2020-02-27,155712.17368516914,22621360.284252185
1,2020-02-28,160544.5424211159,24828570.510169763
1,2020-02-29,165471.08719899345,27069689.80007899
1,2020-03-01,170410.04005823983,29331538.76452114
1,2020-03-02,175459.06116509854,31590079.312321663
1,2020-03-03,180290.0201824965,33812387.37807572
1,2020-03-04,185205.31513979446,35965027.31782356
1,2020-03-05,190641.4531187115,38056965.553800896
2,2020-01-16,45,45
2,2020-01-17,68.15075048040194,68.15075048040194
2,2020-01-18,157.82969826788815,157.82969826788815
2,2020-01-19,234.44251336889815,234.44251336889815
2,2020-01-20,357.0302803644867,357.0302803644867
2,2020-01-21,532.8278451107182,532.8278451107182
2,2020-01-22,784.4915283294425,784.4915283294425
2,2020-01-23,1147.519030809877,1172.897890442957
2,2020-01-24,1661.6808377645796,1736.3386477006136
2,2020-01-25,2486.0586722417634,2648.818606394506
2,2020-01-26,3743.4121656997436,4060.1656685039916
2,2020-01-27,5318.468747539828,5897.096298480218
2,2020-01-28,8591.118929535343,9749.793013249067
2,2020-01-29,12083.48986930415,14045.297426774796
2,2020-01-30,16938.572906118094,20172.07805300608
2,2020-01-31,21186.801295083824,28846.98584885875
2,2020-02-01,26029.1927535766,41192.71241181182
2,2020-02-02,31766.292185572256,58668.422750121696
2,2020-02-03,38600.64196818874,83367.43302781024
2,2020-02-04,46702.223224379384,118274.39821822188
2,2020-02-05,56151.0591106435,167127.24446035898
2,2020-02-06,66591.49187376394,232186.44996211163
2,2020-02-07,78482.2358281556,323836.0402844372
2,2020-02-08,92191.93345093697,447136.9927971946
2,2020-02-09,108021.05770004683,609046.1088282763
2,2020-02-10,119852.41270858508,815393.2740248891
2,2020-02-11,132602.63373310905,1069231.328516835
2,2020-02-12,145972.00210810718,1369339.341105401
2,2020-02-13,160480.66322541513,1712875.8568095278
2,2020-02-14,177215.69706899076,2094346.278357015
2,2020-02-15,195453.88598731993,2513377.3464624076
2,2020-02-16,215190.20751817457,2976561.497605479
2,2020-02-17,236525.8242818794,3498783.9658069815
2,2020-02-18,253433.88777144,4101048.364877649
2,2020-02-19,271065.71973219974,4805997.203485512
2,2020-02-20,288153.5318962962,5615713.052104024
2,2020-02-21,304884.4844782951,6494828.407951124
2,2020-02-22,323455.7867365129,7556971.55614902
2,2020-02-23,342651.0856479432,8738365.099882139
2,2020-02-24,362487.1797348949,10027560.72587943
2,2020-02-25,380268.607511312,11413293.352372563
2,2020-02-26,398395.1515388054,12886232.35676817
2,2020-02-27,416866.2801981945,14438430.53170425
2,2020-02-28,435680.87692760944,16061413.075023517
2,2020-02-29,454828.7752700395,17744203.925563432
2,2020-03-01,474266.03549183224,19472426.174878642
2,2020-03-02,494038.63899326435,21228982.02325749
2,2020-03-03,512904.94474192784,22995889.35812263
2,2020-03-04,531981.7987531314,24756136.97166214
2,2020-03-05,551059.0688157337,26490076.06226623
