adm3_name,adm_1_name,pop,state,place
Circleville town,Utah,801.0,49,12970
Murray city,Utah,49038.0,49,53230
Taylorsville city,Utah,60377.0,49,75360
Erda CDP,Utah,2208.0,49,23640
Ballard town,Utah,915.0,49,03345
Santa Clara city,Utah,6835.0,49,67660
American Fork city,Utah,28507.0,49,01310
Genola town,Utah,1292.0,49,28810
Lehi city,Utah,58351.0,49,44320
Orem city,Utah,94420.0,49,57300
Provo city,Utah,116199.0,49,62470
Ophir town,Utah,24.0,49,56750
Bicknell town,Utah,230.0,49,05490
Enterprise city,Utah,1663.0,49,23420
Alpine city,Utah,10197.0,49,00540
Elberta CDP,Utah,136.0,49,22210
Mapleton city,Utah,9255.0,49,47950
Springville city,Utah,32319.0,49,72280
Vineyard town,Utah,2958.0,49,80420
Farr West city,Utah,6671.0,49,24850
Harrisville city,Utah,6182.0,49,33540
Huntsville town,Utah,732.0,49,37060
Marriott-Slaterville city,Utah,1978.0,49,48300
Uintah town,Utah,1520.0,49,77890
Francis town,Utah,1171.0,49,26940
Woodland CDP,Utah,187.0,49,85040
Charleston town,Utah,603.0,49,12420
Wendover city,Utah,1243.0,49,82730
Maeser CDP,Utah,4267.0,49,47180
Randlett CDP,Utah,144.0,49,62910
Whiterocks CDP,Utah,217.0,49,84160
Hildale city,Utah,2916.0,49,35300
Leeds town,Utah,707.0,49,44100
St. George city,Utah,79995.0,49,65330
Cache CDP,Utah,0.0,49,09725
Paradise town,Utah,1147.0,49,57850
Peter CDP,Utah,516.0,49,59555
Howell town,Utah,250.0,49,36620
Clearfield city,Utah,30683.0,49,13850
Paragonah town,Utah,511.0,49,57960
Delta city,Utah,3478.0,49,18910
Meadow town,Utah,280.0,49,48830
Oak City town,Utah,716.0,49,55430
Price city,Utah,8337.0,49,62030
Boulder town,Utah,152.0,49,07470
Garden City town,Utah,678.0,49,27930
Laketown town,Utah,173.0,49,42560
Redmond town,Utah,648.0,49,63240
Salina city,Utah,2512.0,49,65880
Cove CDP,Utah,387.0,49,16490
Hyde Park city,Utah,4359.0,49,37390
Richmond city,Utah,2580.0,49,63680
Portage town,Utah,280.0,49,61590
Parowan city,Utah,2913.0,49,58510
Hinckley town,Utah,608.0,49,35740
Holden town,Utah,404.0,49,35960
Brigham City city,Utah,18736.0,49,08460
Mantua town,Utah,673.0,49,47840
Farmington city,Utah,22616.0,49,24740
West Point city,Utah,10258.0,49,83390
Enoch city,Utah,6331.0,49,23200
Beaver city,Utah,3020.0,49,04060
Ephraim city,Utah,6858.0,49,23530
Fayette town,Utah,291.0,49,25070
Glendale town,Utah,266.0,49,29360
Kanab city,Utah,4448.0,49,39920
Clarkston town,Utah,712.0,49,13190
Cornish town,Utah,220.0,49,15940
Fairview city,Utah,1477.0,49,24630
Moroni city,Utah,1640.0,49,52130
North Logan city,Utah,10140.0,49,54990
Deweyville town,Utah,470.0,49,19680
North Salt Lake city,Utah,19413.0,49,55210
Altamont town,Utah,186.0,49,00760
Neola CDP,Utah,410.0,49,54110
Brian Head town,Utah,82.0,49,08020
Kanarraville town,Utah,299.0,49,40030
Cannonville town,Utah,272.0,49,10330
Panguitch city,Utah,1911.0,49,57740
Halls Crossing CDP,Utah,0.0,49,33027
La Sal CDP,Utah,272.0,49,43110
Mexican Hat CDP,Utah,0.0,49,49380
Orderville town,Utah,750.0,49,57080
Amalga town,Utah,577.0,49,01090
Newton town,Utah,706.0,49,54550
Trenton town,Utah,413.0,49,77230
Corinne city,Utah,760.0,49,15830
Garland city,Utah,2468.0,49,28150
Honeyville city,Utah,1372.0,49,36290
Perry city,Utah,4717.0,49,59390
South Willard CDP,Utah,1650.0,49,71255
Willard city,Utah,1875.0,49,84710
Bountiful city,Utah,43568.0,49,07690
South Weber city,Utah,6921.0,49,71180
Sunset city,Utah,5207.0,49,74480
Fillmore city,Utah,2484.0,49,25510
Kanosh town,Utah,548.0,49,40250
Escalante city,Utah,770.0,49,23750
Woodruff town,Utah,224.0,49,85260
Montezuma Creek CDP,Utah,389.0,49,51470
Cleveland town,Utah,527.0,49,14070
Emery town,Utah,357.0,49,22870
Big Water town,Utah,653.0,49,05534
Joseph town,Utah,338.0,49,39370
Monroe city,Utah,2537.0,49,51360
Millville city,Utah,1912.0,49,50370
Nibley city,Utah,6438.0,49,54660
River Heights city,Utah,2028.0,49,64120
Snowville town,Utah,133.0,49,69970
Fruit Heights city,Utah,5992.0,49,27490
Layton city,Utah,73963.0,49,43660
Clinton city,Utah,21353.0,49,14290
West Jordan city,Utah,111937.0,49,82950
White City CDP,Utah,5270.0,49,84050
Plymouth town,Utah,382.0,49,61260
Woods Cross city,Utah,11152.0,49,85370
Myton city,Utah,566.0,49,53340
Green River city,Utah,978.0,49,31670
Leamington town,Utah,315.0,49,43880
Lynndyl town,Utah,89.0,49,46740
Scipio town,Utah,378.0,49,67880
Alta town,Utah,351.0,49,00650
Kearns CDP,Utah,37194.0,49,40470
Levan town,Utah,717.0,49,44650
Rocky Ridge town,Utah,1235.0,49,64590
Gunnison city,Utah,3323.0,49,32660
Mount Pleasant city,Utah,3309.0,49,53010
Minersville town,Utah,888.0,49,50590
Samak CDP,Utah,300.0,49,67400
Midvale city,Utah,32249.0,49,49710
Milford city,Utah,1594.0,49,50040
Magna CDP,Utah,28257.0,49,47290
Sandy city,Utah,94556.0,49,67440
Grantsville city,Utah,10170.0,49,31120
Tooele city,Utah,33236.0,49,76680
Loa town,Utah,587.0,49,45530
La Verkin city,Utah,4225.0,49,43440
Syracuse city,Utah,27444.0,49,74810
Duchesne city,Utah,1826.0,49,20340
Granite CDP,Utah,802.0,49,30900
Salt Lake City city,Utah,194188.0,49,67000
Payson city,Utah,19647.0,49,58730
Heber city,Utah,14414.0,49,34200
Centerfield town,Utah,1416.0,49,11870
Vernon town,Utah,371.0,49,80200
Midway city,Utah,4683.0,49,49820
Wallsburg town,Utah,285.0,49,80970
Salem city,Utah,7504.0,49,65770
Fountain Green city,Utah,994.0,49,26720
Millcreek CDP,Utah,60297.0,49,50150
Tabiona town,Utah,141.0,49,74920
Spanish Fork city,Utah,38171.0,49,71290
Logan city,Utah,49957.0,49,45860
Spanish Valley CDP,Utah,594.0,49,71455
Nephi city,Utah,5631.0,49,54220
Fielding town,Utah,465.0,49,25290
Castle Valley town,Utah,435.0,49,11000
Garden CDP,Utah,191.0,49,27902
Riverside CDP,Utah,619.0,49,64230
Cedar City city,Utah,30232.0,49,11320
Halchita CDP,Utah,489.0,49,33002
Tropic town,Utah,589.0,49,77560
Morgan city,Utah,4058.0,49,51910
Bluff CDP,Utah,136.0,49,06700
Navajo Mountain CDP,Utah,462.0,49,53890
White Mesa CDP,Utah,132.0,49,84095
Clawson town,Utah,215.0,49,13300
Ferron city,Utah,1560.0,49,25180
Huntington city,Utah,1849.0,49,36950
Orangeville city,Utah,1540.0,49,56860
Alton town,Utah,143.0,49,00870
Annabella town,Utah,922.0,49,01750
Aurora city,Utah,903.0,49,02740
Glenwood town,Utah,618.0,49,29580
Koosharem town,Utah,276.0,49,41680
Richfield city,Utah,7589.0,49,63570
Benson CDP,Utah,1274.0,49,05050
Hyrum city,Utah,7926.0,49,37500
Mendon city,Utah,1173.0,49,49160
Providence city,Utah,7173.0,49,62360
Wellsville city,Utah,3641.0,49,82620
Antimony town,Utah,125.0,49,01860
Henrieville town,Utah,205.0,49,34750
Blanding city,Utah,3641.0,49,06370
Monticello city,Utah,2599.0,49,51580
Eagle Mountain city,Utah,27773.0,49,20810
Woodland Hills city,Utah,1465.0,49,85050
Hooper city,Utah,8236.0,49,36400
Bear River City city,Utah,839.0,49,03950
Cedar Hills city,Utah,10266.0,49,11440
Saratoga Springs city,Utah,25671.0,49,67825
Elk Ridge city,Utah,3231.0,49,22370
Mona city,Utah,1450.0,49,51140
Hanksville town,Utah,210.0,49,33100
Herriman city,Utah,31970.0,49,34970
Ivins city,Utah,7908.0,49,38710
Fairfield town,Utah,156.0,49,24410
Central Valley town,Utah,669.0,49,12260
Cottonwood Heights city,Utah,34214.0,49,16270
Apple Valley town,Utah,946.0,49,01905
Daniel town,Utah,1087.0,49,18140
Bryce Canyon City town,Utah,200.0,49,08787
Hideout town,Utah,833.0,49,35120
Independence town,Utah,183.0,49,37690
Cambridge village,Vermont,206.0,50,11425
Montpelier city,Vermont,7584.0,50,46000
Newbury village,Vermont,342.0,50,48100
Lyndonville village,Vermont,1390.0,50,41950
Jeffersonville village,Vermont,793.0,50,36475
Westminster village,Vermont,261.0,50,81325
Springfield CDP,Vermont,3864.0,50,69475
Island Pond CDP,Vermont,754.0,50,35725
Rutland city,Vermont,15740.0,50,61225
Newport city,Vermont,4372.0,50,48850
Marshfield village,Vermont,307.0,50,43525
Wells River village,Vermont,382.0,50,78025
Bellows Falls village,Vermont,3013.0,50,04225
Newfane village,Vermont,95.0,50,48325
Woodstock village,Vermont,1156.0,50,85900
Manchester village,Vermont,603.0,50,42700
Brandon CDP,Vermont,1416.0,50,07675
Fair Haven CDP,Vermont,2325.0,50,25450
Poultney village,Vermont,1510.0,50,56800
Arlington CDP,Vermont,1316.0,50,01375
Bennington CDP,Vermont,8813.0,50,04750
Manchester Center CDP,Vermont,2444.0,50,42925
Jericho village,Vermont,1420.0,50,36625
North Troy village,Vermont,617.0,50,52075
Morrisville village,Vermont,2128.0,50,46825
West Brattleboro CDP,Vermont,2555.0,50,78850
Ludlow village,Vermont,866.0,50,41200
Middlebury CDP,Vermont,7024.0,50,44275
Barre city,Vermont,8778.0,50,03175
West Burke village,Vermont,320.0,50,79150
Saxtons River village,Vermont,464.0,50,62950
White River Junction CDP,Vermont,2494.0,50,83575
Albany village,Vermont,159.0,50,00400
Derby Line village,Vermont,815.0,50,17500
Wallingford CDP,Vermont,899.0,50,75850
West Rutland CDP,Vermont,2143.0,50,82375
Orleans village,Vermont,926.0,50,53575
Old Bennington village,Vermont,179.0,50,53125
Johnson village,Vermont,1462.0,50,37000
Burlington city,Vermont,42453.0,50,10675
Barton village,Vermont,559.0,50,03475
South Barre CDP,Vermont,1271.0,50,66025
Enosburg Falls village,Vermont,1306.0,50,24025
Swanton village,Vermont,2632.0,50,71650
Jacksonville village,Vermont,203.0,50,36025
Wilder CDP,Vermont,1451.0,50,84025
Essex Junction village,Vermont,10132.0,50,24400
Vergennes city,Vermont,2606.0,50,74650
Brattleboro CDP,Vermont,6934.0,50,07975
North Bennington village,Vermont,1685.0,50,49075
Winooski city,Vermont,7203.0,50,85150
South Shaftsbury CDP,Vermont,543.0,50,68200
South Burlington city,Vermont,18773.0,50,66175
Waterbury village,Vermont,1832.0,50,76900
Perkinsville village,Vermont,128.0,50,54850
Hyde Park village,Vermont,493.0,50,34975
St. Johnsbury CDP,Vermont,5789.0,50,62125
St. Albans city,Vermont,6847.0,50,61675
Derby Center village,Vermont,563.0,50,17425
Danville CDP,Vermont,368.0,50,17050
Milton CDP,Vermont,2202.0,50,45175
Bradford CDP,Vermont,595.0,50,07225
Bristol CDP,Vermont,1839.0,50,08950
Richford CDP,Vermont,1587.0,50,59050
Hardwick CDP,Vermont,1450.0,50,31750
Groton CDP,Vermont,453.0,50,30475
Troy CDP,Vermont,56.0,50,73450
Newport Center CDP,Vermont,345.0,50,49000
Coventry CDP,Vermont,47.0,50,16075
South Royalton CDP,Vermont,624.0,50,68050
Wells CDP,Vermont,441.0,50,77875
Castleton CDP,Vermont,1357.0,50,11875
Pittsford CDP,Vermont,634.0,50,55525
Benson CDP,Vermont,311.0,50,05125
Wilmington CDP,Vermont,419.0,50,84625
Putney CDP,Vermont,456.0,50,57625
Bethel CDP,Vermont,787.0,50,05725
Rochester CDP,Vermont,270.0,50,60025
Quechee CDP,Vermont,339.0,50,57775
North Hartland CDP,Vermont,131.0,50,50500
Hartland CDP,Vermont,288.0,50,32350
Ascutney CDP,Vermont,479.0,50,01750
Cavendish CDP,Vermont,196.0,50,12175
Proctorsville CDP,Vermont,409.0,50,57400
North Springfield CDP,Vermont,655.0,50,51925
Windsor CDP,Vermont,2113.0,50,85000
Chester CDP,Vermont,728.0,50,13600
Dorset CDP,Vermont,259.0,50,17650
Richmond CDP,Vermont,420.0,50,59200
Readsboro CDP,Vermont,295.0,50,58525
Williamstown CDP,Vermont,1195.0,50,84100
Fairlee CDP,Vermont,265.0,50,25600
Randolph CDP,Vermont,2160.0,50,58000
Shelburne CDP,Vermont,545.0,50,64225
Greensboro Bend CDP,Vermont,214.0,50,30325
Greensboro CDP,Vermont,114.0,50,30100
Glover CDP,Vermont,271.0,50,28000
Irasburg CDP,Vermont,127.0,50,35500
Lowell CDP,Vermont,161.0,50,40450
Fairfax CDP,Vermont,895.0,50,24850
Northfield CDP,Vermont,2012.0,50,50200
Hinesburg CDP,Vermont,807.0,50,33400
North Westminster CDP,Vermont,231.0,50,52375
Alburgh village,Vermont,545.0,50,00850
Cabot CDP,Vermont,192.0,50,11050
Chelsea CDP,Vermont,286.0,50,13450
Barnet CDP,Vermont,195.0,50,02800
East Burke CDP,Vermont,67.0,50,19600
East Middlebury CDP,Vermont,299.0,50,21700
Concord CDP,Vermont,256.0,50,15175
Canaan CDP,Vermont,333.0,50,11725
Beecher Falls CDP,Vermont,207.0,50,04150
Waitsfield CDP,Vermont,168.0,50,75250
East Barre CDP,Vermont,787.0,50,19075
Graniteville CDP,Vermont,922.0,50,29425
Websterville CDP,Vermont,425.0,50,77800
East Montpelier CDP,Vermont,52.0,50,21850
Plainfield CDP,Vermont,314.0,50,55750
Worcester CDP,Vermont,39.0,50,86050
Stowe CDP,Vermont,396.0,50,70450
Norwich CDP,Vermont,783.0,50,52825
Deerfield CDP,Virginia,152.0,51,21872
Motley CDP,Virginia,1001.0,51,53480
Mount Hermon CDP,Virginia,4209.0,51,53944
Churchville CDP,Virginia,171.0,51,16736
Mount Sidney CDP,Virginia,504.0,51,54120
New Hope CDP,Virginia,692.0,51,55720
Augusta Springs CDP,Virginia,211.0,51,03608
Callaghan CDP,Virginia,202.0,51,12136
Concord CDP,Virginia,1446.0,51,18880
Ruckersville CDP,Virginia,1122.0,51,69360
Twin Lakes CDP,Virginia,1684.0,51,79768
Central Garage CDP,Virginia,1304.0,51,14312
King William CDP,Virginia,276.0,51,42792
Belspring CDP,Virginia,203.0,51,06424
Snowville CDP,Virginia,51.0,51,73376
Catlett CDP,Virginia,251.0,51,13624
Marshall CDP,Virginia,1865.0,51,49656
New Baltimore CDP,Virginia,9546.0,51,55528
Opal CDP,Virginia,666.0,51,59416
Charles City CDP,Virginia,105.0,51,14904
King and Queen Court House CDP,Virginia,108.0,51,42536
Bethel Manor CDP,Virginia,4361.0,51,07160
Nottoway Court House CDP,Virginia,137.0,51,57870
Yogaville CDP,Virginia,163.0,51,88145
Buckingham Courthouse CDP,Virginia,110.0,51,10856
Brightwood CDP,Virginia,1470.0,51,09752
Hanover CDP,Virginia,246.0,51,35160
St. Charles town,Virginia,129.0,51,69792
Clinchport town,Virginia,70.0,51,17536
Cana CDP,Virginia,1442.0,51,12600
Dale City CDP,Virginia,73279.0,51,21088
Dumfries town,Virginia,5216.0,51,23760
Lake Ridge CDP,Virginia,44552.0,51,43432
Montclair CDP,Virginia,20241.0,51,52658
Colonial Heights city,Virginia,17582.0,51,18448
Triangle CDP,Virginia,8972.0,51,79360
Norfolk city,Virginia,245752.0,51,57000
Bellwood CDP,Virginia,6504.0,51,06216
Chester CDP,Virginia,21957.0,51,16096
Halifax town,Virginia,1441.0,51,34064
Chantilly CDP,Virginia,24802.0,51,14744
Lincolnia CDP,Virginia,24344.0,51,45784
McLean CDP,Virginia,47305.0,51,48376
Mount Vernon CDP,Virginia,12648.0,51,54144
Seven Corners CDP,Virginia,8498.0,51,71216
Ivor town,Virginia,512.0,51,40232
Claypool Hill CDP,Virginia,1547.0,51,17120
Amherst town,Virginia,2748.0,51,01672
Boyce town,Virginia,809.0,51,08984
Belle Haven town,Virginia,614.0,51,05912
Jonesville town,Virginia,1351.0,51,41272
Occoquan town,Virginia,1070.0,51,58696
Luray town,Virginia,4803.0,51,47528
Buena Vista city,Virginia,6495.0,51,11032
Boones Mill town,Virginia,152.0,51,08584
Ashland town,Virginia,7554.0,51,03368
Mechanicsville CDP,Virginia,37674.0,51,50856
Falmouth CDP,Virginia,4880.0,51,27264
White Stone town,Virginia,409.0,51,85600
Franklin city,Virginia,8334.0,51,29600
Huntington CDP,Virginia,12992.0,51,39064
Lake Barcroft CDP,Virginia,9918.0,51,43352
North Springfield CDP,Virginia,7891.0,51,57560
Fairview Beach CDP,Virginia,614.0,51,27040
Farmville town,Virginia,8452.0,51,27440
Nickelsville town,Virginia,408.0,51,56304
Galax city,Virginia,6788.0,51,30208
Keokee CDP,Virginia,386.0,51,42104
Rose Hill CDP (Lee County),Virginia,843.0,51,68885
Clarksville town,Virginia,1311.0,51,16992
Gainesville CDP,Virginia,15283.0,51,30176
Nokesville CDP,Virginia,1761.0,51,56464
Quantico town,Virginia,522.0,51,65120
Yorkshire CDP,Virginia,9402.0,51,88176
Irvington town,Virginia,345.0,51,40088
Portsmouth city,Virginia,95536.0,51,64000
Bensley CDP,Virginia,6363.0,51,06728
Scottsburg town,Virginia,112.0,51,70752
Belle Haven CDP,Virginia,6918.0,51,05928
Burke CDP,Virginia,42710.0,51,11464
Dunn Loring CDP,Virginia,9473.0,51,23984
Hybla Valley CDP,Virginia,16768.0,51,39304
Rural Retreat town,Virginia,1644.0,51,69456
Bridgewater town,Virginia,5930.0,51,09656
Sugar Grove CDP,Virginia,719.0,51,76448
Elkton town,Virginia,2795.0,51,25408
Roanoke city,Virginia,99572.0,51,68000
Chilhowie town,Virginia,1853.0,51,16480
Yorktown CDP,Virginia,211.0,51,88240
Clinchco town,Virginia,309.0,51,17504
Haysi town,Virginia,523.0,51,36008
Brookneal town,Virginia,986.0,51,10296
Horse Pasture CDP,Virginia,2151.0,51,38552
Sandy Level CDP,Virginia,402.0,51,70296
Parksley town,Virginia,740.0,51,60680
Front Royal town,Virginia,15027.0,51,29968
Chesapeake city,Virginia,235410.0,51,16000
Wyndham CDP,Virginia,10334.0,51,87960
Matoaca CDP,Virginia,2387.0,51,50136
Virgilina town,Virginia,110.0,51,81312
Herndon town,Virginia,24545.0,51,36648
Lorton CDP,Virginia,20268.0,51,47064
Newington CDP,Virginia,13373.0,51,55752
Pimmit Hills CDP,Virginia,6303.0,51,62264
West Springfield CDP,Virginia,23106.0,51,84976
Windsor town,Virginia,2674.0,51,86784
Mineral town,Virginia,594.0,51,52120
Cheriton town,Virginia,470.0,51,15112
Exmore town,Virginia,1446.0,51,26416
Ewing CDP,Virginia,202.0,51,26384
Chase City town,Virginia,2344.0,51,14984
South Hill town,Virginia,4438.0,51,73904
Eastville town,Virginia,220.0,51,24752
Ferrum CDP,Virginia,2235.0,51,27712
Union Hall CDP,Virginia,1264.0,51,80000
Highland Springs CDP,Virginia,16109.0,51,37032
Hillsville town,Virginia,2679.0,51,37336
Columbia town,Virginia,78.0,51,18624
Dryden CDP,Virginia,1328.0,51,23584
La Crosse town,Virginia,644.0,51,43176
Castlewood CDP,Virginia,1901.0,51,13512
Lake Monticello CDP,Virginia,9794.0,51,43424
Shenandoah town,Virginia,2455.0,51,71776
Dublin town,Virginia,2672.0,51,23648
McKenney town,Virginia,431.0,51,48344
Collinsville CDP,Virginia,7102.0,51,18352
Williamsburg city,Virginia,14817.0,51,86160
Selma CDP,Virginia,419.0,51,71072
Dumbarton CDP,Virginia,8584.0,51,23744
Laurel CDP,Virginia,17176.0,51,44280
Waverly town,Virginia,1620.0,51,83600
Rose Hill CDP (Fairfax County),Virginia,21865.0,51,68880
Kilmarnock town,Virginia,1493.0,51,42424
Franconia CDP,Virginia,20145.0,51,29552
Groveton CDP,Virginia,16704.0,51,33584
Waynesboro city,Virginia,21620.0,51,83680
Montross town,Virginia,356.0,51,52952
Christiansburg town,Virginia,21892.0,51,16608
Merrimac CDP,Virginia,2017.0,51,51208
Capron town,Virginia,114.0,51,12904
Dooms CDP,Virginia,1036.0,51,22976
Sherando CDP,Virginia,740.0,51,71904
Rocky Mount town,Virginia,4746.0,51,68496
Claremont town,Virginia,306.0,51,16880
Warsaw town,Virginia,1640.0,51,83168
Dillwyn town,Virginia,519.0,51,22560
Spotsylvania Courthouse CDP,Virginia,4220.0,51,74470
Wise town,Virginia,3084.0,51,87072
Low Moor CDP,Virginia,161.0,51,47352
Gloucester Courthouse CDP,Virginia,2364.0,51,31608
Fries town,Virginia,458.0,51,29920
Fredericksburg city,Virginia,28135.0,51,29744
Glasgow town,Virginia,1298.0,51,31136
Massanutten CDP,Virginia,2273.0,51,50030
Suffolk city,Virginia,88057.0,51,76432
Emporia city,Virginia,5495.0,51,25808
Remington town,Virginia,729.0,51,66512
Villa Heights CDP,Virginia,607.0,51,81152
Dendron town,Virginia,358.0,51,22160
Big Stone Gap town,Virginia,5395.0,51,07480
Charlottesville city,Virginia,46487.0,51,14968
Fort Lee CDP,Virginia,4901.0,51,29152
Merrifield CDP,Virginia,17243.0,51,51192
Iron Gate town,Virginia,276.0,51,40024
Idylwood CDP,Virginia,18678.0,51,39448
Oakton CDP,Virginia,37166.0,51,58472
Springfield CDP,Virginia,30556.0,51,74592
Rushmere CDP,Virginia,1024.0,51,69472
Madison town,Virginia,215.0,51,48488
Shawsville CDP,Virginia,1834.0,51,71632
Boykins town,Virginia,909.0,51,09032
Lyndhurst CDP,Virginia,1731.0,51,47720
Accomac town,Virginia,404.0,51,00180
Keller town,Virginia,225.0,51,41656
Melfa town,Virginia,408.0,51,50984
Penhook CDP,Virginia,811.0,51,61464
Chamberlayne CDP,Virginia,6193.0,51,14544
Tuckahoe CDP,Virginia,48691.0,51,79560
Dahlgren CDP,Virginia,3124.0,51,21008
Nassawadox town,Virginia,603.0,51,54984
Cleveland town,Virginia,135.0,51,17296
Honaker town,Virginia,1453.0,51,38280
Martinsville city,Virginia,13256.0,51,49784
Strasburg town,Virginia,6570.0,51,76000
Fairlawn CDP,Virginia,2575.0,51,26736
Gordonsville town,Virginia,1545.0,51,31936
Wakefield town,Virginia,877.0,51,82384
Damascus town,Virginia,709.0,51,21184
Glade Spring town,Virginia,1443.0,51,31056
Gretna town,Virginia,1326.0,51,33232
Pocahontas town,Virginia,334.0,51,63288
Madison Heights CDP,Virginia,11180.0,51,48520
Jolivue CDP,Virginia,1177.0,51,41144
Reston CDP,Virginia,60352.0,51,66672
West Point town,Virginia,3316.0,51,84960
Richlands town,Virginia,5513.0,51,66928
Tazewell town,Virginia,4395.0,51,77792
Berryville town,Virginia,4284.0,51,06968
Bloxom town,Virginia,394.0,51,08120
Chincoteague town,Virginia,2903.0,51,16512
Painter town,Virginia,367.0,51,60296
Petersburg city,Virginia,32037.0,51,61832
Linton Hall CDP,Virginia,40832.0,51,45957
Loch Lomond CDP,Virginia,4614.0,51,46328
Mount Jackson town,Virginia,2417.0,51,53992
Richmond city,Virginia,220892.0,51,67000
Washington town,Virginia,117.0,51,83248
Hurt town,Virginia,1541.0,51,39224
Bluefield town,Virginia,5058.0,51,08152
Hallwood town,Virginia,273.0,51,34176
Victoria town,Virginia,1889.0,51,81024
Urbanna town,Virginia,473.0,51,80272
Gloucester Point CDP,Virginia,9291.0,51,31616
Grottoes town,Virginia,2734.0,51,33488
Mount Crawford town,Virginia,403.0,51,53864
Saxis town,Virginia,228.0,51,70576
Troutville town,Virginia,527.0,51,79472
Kenbridge town,Virginia,1023.0,51,41832
Newsoms town,Virginia,317.0,51,56096
Fishersville CDP,Virginia,8022.0,51,27968
Tangier town,Virginia,439.0,51,77520
Wachapreague town,Virginia,174.0,51,82320
Max Meadows CDP,Virginia,329.0,51,50312
Vansant CDP,Virginia,447.0,51,80608
Montrose CDP,Virginia,8074.0,51,52904
Short Pump CDP,Virginia,26624.0,51,72272
Stony Creek town,Virginia,123.0,51,75840
Covington city,Virginia,5675.0,51,19728
Keysville town,Virginia,1055.0,51,42264
Narrows town,Virginia,2008.0,51,54904
Marion town,Virginia,5814.0,51,49464
Cave Spring CDP,Virginia,25542.0,51,13720
Timberlake CDP,Virginia,13413.0,51,78688
