date,adm0_name,adm1_name,cum_confirmed_cases,cum_confirmed_cases_imputed,cum_deaths,cum_deaths_imputed
2020-02-18,USA,Idaho,0,0,0,0
2020-02-19,USA,Idaho,0,0,0,0
2020-02-20,USA,Idaho,0,0,0,0
2020-02-21,USA,Idaho,0,0,0,0
2020-02-22,USA,Idaho,0,0,0,0
2020-02-23,USA,Idaho,0,0,0,0
2020-02-24,USA,Idaho,0,0,0,0
2020-02-25,USA,Idaho,0,0,0,0
2020-02-26,USA,Idaho,0,0,0,0
2020-02-27,USA,Idaho,0,0,0,0
2020-02-28,USA,Idaho,0,0,0,0
2020-02-29,USA,Idaho,0,0,0,0
2020-03-01,USA,Idaho,0,0,0,0
2020-03-02,USA,Idaho,0,0,0,0
2020-03-03,USA,Idaho,0,0,0,0
2020-03-04,USA,Idaho,0,0,0,0
2020-03-05,USA,Idaho,0,0,0,0
2020-03-06,USA,Idaho,0,0,0,0
2020-03-07,USA,Idaho,0,0,0,0
2020-03-08,USA,Idaho,0,0,0,0
2020-03-09,USA,Idaho,0,0,0,0
2020-03-10,USA,Idaho,0,0,0,0
2020-03-11,USA,Idaho,0,0,0,0
2020-03-12,USA,Idaho,0,0,0,0
2020-03-13,USA,Idaho,0,0,0,0
2020-03-14,USA,Idaho,4,4,0,0
2020-03-15,USA,Idaho,4,4,0,0
2020-03-16,USA,Idaho,4,4,0,0
2020-03-17,USA,Idaho,7,7,0,0
2020-03-18,USA,Idaho,11,11,0,0
2020-03-19,USA,Idaho,23,23,0,0
2020-03-20,USA,Idaho,31,31,0,0
2020-03-21,USA,Idaho,42,42,0,0
2020-03-22,USA,Idaho,47,47,0,0
2020-03-23,USA,Idaho,50,50,0,0
2020-03-24,USA,Idaho,73,73,0,0
2020-03-25,USA,Idaho,122,122,0,0
2020-03-26,USA,Idaho,189,189,3,3
2020-03-27,USA,Idaho,234,234,4,4
2020-03-28,USA,Idaho,265,265,5,5
2020-03-29,USA,Idaho,314,314,6,6
2020-03-30,USA,Idaho,415,415,7,7
2020-03-31,USA,Idaho,525,525,9,9
2020-04-01,USA,Idaho,668,668,9,9
2020-04-02,USA,Idaho,889,889,9,9
2020-04-03,USA,Idaho,1011,1011,10,10
2020-04-04,USA,Idaho,1076,1076,10,10
2020-04-05,USA,Idaho,1100,1100,10,10
2020-04-06,USA,Idaho,1169,1169,12,12
2020-04-07,USA,Idaho,1210,1210,14,14
2020-04-08,USA,Idaho,1232,1232,17,17
2020-04-09,USA,Idaho,1353,1353,23,23
2020-04-10,USA,Idaho,1396,1396,25,25
2020-04-11,USA,Idaho,1407,1407,27,27
2020-04-12,USA,Idaho,1425,1425,27,27
2020-04-13,USA,Idaho,1453,1453,33,33
2020-04-14,USA,Idaho,1464,1464,39,39
2020-04-15,USA,Idaho,1587,1587,41,41
2020-04-16,USA,Idaho,1609,1609,41,41
2020-04-17,USA,Idaho,1655,1655,43,43
2020-04-18,USA,Idaho,1668,1668,44,44
2020-04-19,USA,Idaho,1672,1672,45,45
2020-04-20,USA,Idaho,1736,1736,48,48
2020-04-21,USA,Idaho,1766,1766,51,51
2020-04-22,USA,Idaho,1800,1800,54,54
2020-04-23,USA,Idaho,1831,1831,54,54
2020-04-24,USA,Idaho,1864,1864,54,54
2020-04-25,USA,Idaho,1885,1885,56,56
2020-04-26,USA,Idaho,1893,1893,56,56
2020-04-27,USA,Idaho,1917,1917,58,58
2020-04-28,USA,Idaho,1951,1951,58,58
2020-04-29,USA,Idaho,1982,1982,60,60
2020-04-30,USA,Idaho,2013,2013,62,62
2020-05-01,USA,Idaho,2034,2034,62,62
2020-05-02,USA,Idaho,2061,2061,63,63
2020-05-03,USA,Idaho,2061,2061,63,63
2020-05-04,USA,Idaho,2106,2106,63,63
2020-05-05,USA,Idaho,2127,2127,65,65
2020-05-06,USA,Idaho,2158,2158,66,66
2020-05-07,USA,Idaho,2178,2178,67,67
2020-05-08,USA,Idaho,2205,2205,67,67
2020-05-09,USA,Idaho,2230,2230,67,67
2020-05-10,USA,Idaho,2230,2230,67,67
2020-05-11,USA,Idaho,2260,2260,69,69
2020-01-22,USA,Illinois,0,0,0,0
2020-01-23,USA,Illinois,0,0,0,0
2020-01-24,USA,Illinois,1,1,0,0
2020-01-25,USA,Illinois,1,1,0,0
2020-01-26,USA,Illinois,1,1,0,0
2020-01-27,USA,Illinois,1,1,0,0
2020-01-28,USA,Illinois,1,1,0,0
2020-01-29,USA,Illinois,1,1,0,0
2020-01-30,USA,Illinois,1,1,0,0
2020-01-31,USA,Illinois,2,2,0,0
2020-02-01,USA,Illinois,2,2,0,0
2020-02-02,USA,Illinois,2,2,0,0
2020-02-03,USA,Illinois,2,2,0,0
2020-02-04,USA,Illinois,2,2,0,0
2020-02-05,USA,Illinois,2,2,0,0
2020-02-06,USA,Illinois,2,2,0,0
2020-02-07,USA,Illinois,2,2,0,0
2020-02-08,USA,Illinois,2,2,0,0
2020-02-09,USA,Illinois,2,2,0,0
2020-02-10,USA,Illinois,2,2,0,0
2020-02-11,USA,Illinois,2,2,0,0
2020-02-12,USA,Illinois,2,2,0,0
2020-02-13,USA,Illinois,2,2,0,0
2020-02-14,USA,Illinois,2,2,0,0
2020-02-15,USA,Illinois,2,2,0,0
2020-02-16,USA,Illinois,2,2,0,0
2020-02-17,USA,Illinois,2,2,0,0
2020-02-18,USA,Illinois,2,2,0,0
2020-02-19,USA,Illinois,2,2,0,0
2020-02-20,USA,Illinois,2,2,0,0
2020-02-21,USA,Illinois,2,2,0,0
2020-02-22,USA,Illinois,2,2,0,0
2020-02-23,USA,Illinois,2,2,0,0
2020-02-24,USA,Illinois,2,2,0,0
2020-02-25,USA,Illinois,2,2,0,0
2020-02-26,USA,Illinois,2,2,0,0
2020-02-27,USA,Illinois,2,2,0,0
2020-02-28,USA,Illinois,2,2,0,0
2020-02-29,USA,Illinois,2,2,0,0
2020-03-01,USA,Illinois,3,3,0,0
2020-03-02,USA,Illinois,4,4,0,0
2020-03-03,USA,Illinois,4,4,0,0
2020-03-04,USA,Illinois,4,4,0,0
2020-03-05,USA,Illinois,5,5,0,0
2020-03-06,USA,Illinois,5,5,0,0
2020-03-07,USA,Illinois,6,6,0,0
2020-03-08,USA,Illinois,7,7,0,0
2020-03-09,USA,Illinois,13,13,0,0
2020-03-10,USA,Illinois,19,19,0,0
2020-03-11,USA,Illinois,24,24,0,0
2020-03-12,USA,Illinois,32,32,0,0
2020-03-13,USA,Illinois,46,46,0,0
2020-03-14,USA,Illinois,63,63,0,0
2020-03-15,USA,Illinois,92,92,0,0
2020-03-16,USA,Illinois,104,104,0,0
2020-03-17,USA,Illinois,159,159,1,1
2020-03-18,USA,Illinois,287,287,1,1
2020-03-19,USA,Illinois,421,421,4,4
2020-03-20,USA,Illinois,584,584,5,5
2020-03-21,USA,Illinois,752,752,6,6
2020-03-22,USA,Illinois,1049,1049,8,8
2020-03-23,USA,Illinois,1285,1285,11,11
2020-03-24,USA,Illinois,1536,1536,16,16
2020-03-25,USA,Illinois,1864,1864,18,18
2020-03-26,USA,Illinois,2540,2540,26,26
2020-03-27,USA,Illinois,3027,3027,29,29
2020-03-28,USA,Illinois,3491,3491,47,47
2020-03-29,USA,Illinois,4596,4596,65,65
2020-03-30,USA,Illinois,5057,5057,72,72
2020-03-31,USA,Illinois,5993,5993,99,99
2020-04-01,USA,Illinois,6972,6972,139,139
2020-04-02,USA,Illinois,7678,7678,157,157
2020-04-03,USA,Illinois,8871,8871,209,209
2020-04-04,USA,Illinois,10357,10357,244,244
2020-04-05,USA,Illinois,11254,11254,274,274
2020-04-06,USA,Illinois,12259,12259,307,307
2020-04-07,USA,Illinois,13553,13553,380,380
2020-04-08,USA,Illinois,15078,15078,462,462
2020-04-09,USA,Illinois,16422,16422,528,528
2020-04-10,USA,Illinois,17884,17884,596,596
2020-04-11,USA,Illinois,19179,19179,677,677
2020-04-12,USA,Illinois,20851,20851,720,720
2020-04-13,USA,Illinois,22022,22022,720,720
2020-04-14,USA,Illinois,23246,23246,868,868
2020-04-15,USA,Illinois,24591,24591,948,948
2020-04-16,USA,Illinois,25729,25729,1072,1072
2020-04-17,USA,Illinois,27573,27573,1132,1132
2020-04-18,USA,Illinois,29135,29135,1259,1259
2020-04-19,USA,Illinois,30346,30346,1290,1290
2020-04-20,USA,Illinois,31503,31503,1349,1349
2020-04-21,USA,Illinois,33053,33053,1468,1468
2020-04-22,USA,Illinois,35107,35107,1565,1565
2020-04-23,USA,Illinois,36932,36932,1688,1688
2020-04-24,USA,Illinois,39650,39650,1795,1795
2020-04-25,USA,Illinois,41773,41773,1875,1875
2020-04-26,USA,Illinois,43896,43896,1933,1933
2020-04-27,USA,Illinois,45879,45879,1983,1983
2020-04-28,USA,Illinois,48097,48097,2125,2125
2020-04-29,USA,Illinois,50349,50349,2214,2214
2020-04-30,USA,Illinois,52908,52908,2354,2354
2020-05-01,USA,Illinois,56049,56049,2456,2456
2020-05-02,USA,Illinois,58500,58500,2554,2554
2020-05-03,USA,Illinois,61485,61485,2616,2616
2020-05-04,USA,Illinois,63830,63830,2660,2660
2020-05-05,USA,Illinois,65958,65958,2838,2838
2020-05-06,USA,Illinois,68228,68228,2974,2974
2020-05-07,USA,Illinois,70869,70869,3110,3110
2020-05-08,USA,Illinois,73757,73757,3239,3239
2020-05-09,USA,Illinois,76082,76082,3347,3347
2020-05-10,USA,Illinois,77734,77734,3405,3405
2020-05-11,USA,Illinois,79003,79003,3458,3458
2020-01-22,USA,Indiana,0,0,0,0
2020-01-23,USA,Indiana,0,0,0,0
2020-01-24,USA,Indiana,0,0,0,0
2020-01-25,USA,Indiana,0,0,0,0
2020-01-26,USA,Indiana,0,0,0,0
2020-01-27,USA,Indiana,0,0,0,0
2020-01-28,USA,Indiana,0,0,0,0
2020-01-29,USA,Indiana,0,0,0,0
2020-01-30,USA,Indiana,0,0,0,0
2020-01-31,USA,Indiana,0,0,0,0
2020-02-01,USA,Indiana,0,0,0,0
2020-02-02,USA,Indiana,0,0,0,0
2020-02-03,USA,Indiana,0,0,0,0
2020-02-04,USA,Indiana,0,0,0,0
2020-02-05,USA,Indiana,0,0,0,0
2020-02-06,USA,Indiana,0,0,0,0
2020-02-07,USA,Indiana,0,0,0,0
2020-02-08,USA,Indiana,0,0,0,0
2020-02-09,USA,Indiana,0,0,0,0
2020-02-10,USA,Indiana,0,0,0,0
2020-02-11,USA,Indiana,0,0,0,0
2020-02-12,USA,Indiana,0,0,0,0
2020-02-13,USA,Indiana,0,0,0,0
2020-02-14,USA,Indiana,0,0,0,0
2020-02-15,USA,Indiana,0,0,0,0
2020-02-16,USA,Indiana,0,0,0,0
2020-02-17,USA,Indiana,0,0,0,0
2020-02-18,USA,Indiana,0,0,0,0
2020-02-19,USA,Indiana,0,0,0,0
2020-02-20,USA,Indiana,0,0,0,0
2020-02-21,USA,Indiana,0,0,0,0
2020-02-22,USA,Indiana,0,0,0,0
2020-02-23,USA,Indiana,0,0,0,0
2020-02-24,USA,Indiana,0,0,0,0
2020-02-25,USA,Indiana,0,0,0,0
2020-02-26,USA,Indiana,0,0,0,0
2020-02-27,USA,Indiana,0,0,0,0
2020-02-28,USA,Indiana,0,0,0,0
2020-02-29,USA,Indiana,0,0,0,0
2020-03-01,USA,Indiana,0,0,0,0
2020-03-02,USA,Indiana,0,0,0,0
2020-03-03,USA,Indiana,0,0,0,0
2020-03-04,USA,Indiana,0,0,0,0
2020-03-05,USA,Indiana,0,0,0,0
2020-03-06,USA,Indiana,1,1,0,0
2020-03-07,USA,Indiana,1,1,0,0
2020-03-08,USA,Indiana,2,2,0,0
2020-03-09,USA,Indiana,6,6,0,0
2020-03-10,USA,Indiana,10,10,0,0
2020-03-11,USA,Indiana,10,10,0,0
2020-03-12,USA,Indiana,12,12,0,0
2020-03-13,USA,Indiana,12,12,0,0
2020-03-14,USA,Indiana,19,19,0,0
2020-03-15,USA,Indiana,19,19,0,0
2020-03-16,USA,Indiana,30,30,2,2
2020-03-17,USA,Indiana,30,30,2,2
2020-03-18,USA,Indiana,35,35,4,4
2020-03-19,USA,Indiana,55,55,5,5
2020-03-20,USA,Indiana,124,124,5,5
2020-03-21,USA,Indiana,124,124,9,9
2020-03-22,USA,Indiana,200,200,14,14
2020-03-23,USA,Indiana,258,258,19,19
2020-03-24,USA,Indiana,360,360,24,24
2020-03-25,USA,Indiana,477,477,29,29
2020-03-26,USA,Indiana,962,962,35,35
2020-03-27,USA,Indiana,962,962,44,44
2020-03-28,USA,Indiana,1232,1232,47,47
2020-03-29,USA,Indiana,1514,1514,57,57
2020-03-30,USA,Indiana,1783,1783,75,75
2020-03-31,USA,Indiana,2159,2159,90,90
2020-04-01,USA,Indiana,2564,2564,111,111
2020-04-02,USA,Indiana,3038,3038,133,133
2020-04-03,USA,Indiana,3436,3436,154,154
2020-04-04,USA,Indiana,3948,3948,185,185
2020-04-05,USA,Indiana,4409,4409,210,210
2020-04-06,USA,Indiana,4942,4942,244,244
2020-04-07,USA,Indiana,5507,5507,269,269
2020-04-08,USA,Indiana,5943,5943,304,304
2020-04-09,USA,Indiana,6351,6351,332,332
2020-04-10,USA,Indiana,6905,6905,367,367
2020-04-11,USA,Indiana,7431,7431,392,392
2020-04-12,USA,Indiana,7920,7920,412,412
2020-04-13,USA,Indiana,8221,8221,440,440
2020-04-14,USA,Indiana,8514,8514,473,473
2020-04-15,USA,Indiana,8941,8941,515,515
2020-04-16,USA,Indiana,9527,9527,552,552
2020-04-17,USA,Indiana,10149,10149,582,582
2020-04-18,USA,Indiana,10639,10639,616,616
2020-04-19,USA,Indiana,11206,11206,641,641
2020-04-20,USA,Indiana,11677,11677,673,673
2020-04-21,USA,Indiana,12090,12090,708,708
2020-04-22,USA,Indiana,12436,12436,750,750
2020-04-23,USA,Indiana,12436,12436,789,789
2020-04-24,USA,Indiana,13621,13621,817,817
2020-04-25,USA,Indiana,14311,14311,843,843
2020-04-26,USA,Indiana,15012,15012,879,879
2020-04-27,USA,Indiana,15960,15960,910,910
2020-04-28,USA,Indiana,16579,16579,943,943
2020-04-29,USA,Indiana,17226,17226,963,963
2020-04-30,USA,Indiana,17818,17818,1007,1007
2020-05-01,USA,Indiana,18629,18629,1062,1062
2020-05-02,USA,Indiana,19293,19293,1115,1115
2020-05-03,USA,Indiana,19930,19930,1132,1132
2020-05-04,USA,Indiana,20502,20502,1151,1151
2020-05-05,USA,Indiana,21028,21028,1213,1213
2020-05-06,USA,Indiana,21865,21865,1264,1264
2020-05-07,USA,Indiana,22499,22499,1295,1295
2020-05-08,USA,Indiana,23144,23144,1328,1328
2020-05-09,USA,Indiana,23730,23730,1362,1362
2020-05-10,USA,Indiana,24123,24123,1379,1379
2020-05-11,USA,Indiana,24622,24622,1411,1411
2020-01-22,USA,Kansas,0,0,0,0
2020-01-23,USA,Kansas,0,0,0,0
2020-01-24,USA,Kansas,0,0,0,0
2020-01-25,USA,Kansas,0,0,0,0
2020-01-26,USA,Kansas,0,0,0,0
2020-01-27,USA,Kansas,0,0,0,0
2020-01-28,USA,Kansas,0,0,0,0
2020-01-29,USA,Kansas,0,0,0,0
2020-01-30,USA,Kansas,0,0,0,0
2020-01-31,USA,Kansas,0,0,0,0
2020-02-01,USA,Kansas,0,0,0,0
2020-02-02,USA,Kansas,0,0,0,0
2020-02-03,USA,Kansas,0,0,0,0
2020-02-04,USA,Kansas,0,0,0,0
2020-02-05,USA,Kansas,0,0,0,0
2020-02-06,USA,Kansas,0,0,0,0
2020-02-07,USA,Kansas,0,0,0,0
2020-02-08,USA,Kansas,0,0,0,0
2020-02-09,USA,Kansas,0,0,0,0
2020-02-10,USA,Kansas,0,0,0,0
2020-02-11,USA,Kansas,0,0,0,0
2020-02-12,USA,Kansas,0,0,0,0
2020-02-13,USA,Kansas,0,0,0,0
2020-02-14,USA,Kansas,0,0,0,0
2020-02-15,USA,Kansas,0,0,0,0
2020-02-16,USA,Kansas,0,0,0,0
2020-02-17,USA,Kansas,0,0,0,0
2020-02-18,USA,Kansas,0,0,0,0
2020-02-19,USA,Kansas,0,0,0,0
2020-02-20,USA,Kansas,0,0,0,0
2020-02-21,USA,Kansas,0,0,0,0
2020-02-22,USA,Kansas,0,0,0,0
2020-02-23,USA,Kansas,0,0,0,0
2020-02-24,USA,Kansas,0,0,0,0
2020-02-25,USA,Kansas,0,0,0,0
2020-02-26,USA,Kansas,0,0,0,0
2020-02-27,USA,Kansas,0,0,0,0
2020-02-28,USA,Kansas,0,0,0,0
2020-02-29,USA,Kansas,0,0,0,0
2020-03-01,USA,Kansas,0,0,0,0
2020-03-02,USA,Kansas,0,0,0,0
2020-03-03,USA,Kansas,0,0,0,0
2020-03-04,USA,Kansas,0,0,0,0
2020-03-05,USA,Kansas,0,0,0,0
2020-03-06,USA,Kansas,0,0,0,0
2020-03-07,USA,Kansas,0,0,0,0
2020-03-08,USA,Kansas,1,1,0,0
2020-03-09,USA,Kansas,1,1,0,0
2020-03-10,USA,Kansas,1,1,0,0
2020-03-11,USA,Kansas,1,1,0,0
2020-03-12,USA,Kansas,5,5,1,1
2020-03-13,USA,Kansas,6,6,1,1
2020-03-14,USA,Kansas,6,6,1,1
2020-03-15,USA,Kansas,8,8,1,1
2020-03-16,USA,Kansas,13,13,1,1
2020-03-17,USA,Kansas,16,16,1,1
2020-03-18,USA,Kansas,21,21,1,1
2020-03-19,USA,Kansas,34,34,1,1
2020-03-20,USA,Kansas,44,44,1,1
2020-03-21,USA,Kansas,54,54,2,2
2020-03-22,USA,Kansas,63,63,2,2
2020-03-23,USA,Kansas,79,79,2,2
2020-03-24,USA,Kansas,92,92,2,2
2020-03-25,USA,Kansas,125,125,3,3
2020-03-26,USA,Kansas,170,170,3,3
2020-03-27,USA,Kansas,205,205,4,4
2020-03-28,USA,Kansas,263,263,5,5
2020-03-29,USA,Kansas,320,320,5,5
2020-03-30,USA,Kansas,369,369,9,9
2020-03-31,USA,Kansas,428,428,10,10
2020-04-01,USA,Kansas,482,482,10,10
2020-04-02,USA,Kansas,550,550,13,13
2020-04-03,USA,Kansas,620,620,16,16
2020-04-04,USA,Kansas,698,698,21,21
2020-04-05,USA,Kansas,747,747,22,22
2020-04-06,USA,Kansas,845,845,25,25
2020-04-07,USA,Kansas,900,900,30,30
2020-04-08,USA,Kansas,1044,1044,38,38
2020-04-09,USA,Kansas,1105,1105,42,42
2020-04-10,USA,Kansas,1163,1163,48,48
2020-04-11,USA,Kansas,1263,1263,55,55
2020-04-12,USA,Kansas,1334,1334,56,56
2020-04-13,USA,Kansas,1375,1375,62,62
2020-04-14,USA,Kansas,1425,1425,69,69
2020-04-15,USA,Kansas,1493,1493,76,76
2020-04-16,USA,Kansas,1587,1587,80,80
2020-04-17,USA,Kansas,1703,1703,84,84
2020-04-18,USA,Kansas,1789,1789,86,86
2020-04-19,USA,Kansas,1847,1847,93,93
2020-04-20,USA,Kansas,1984,1984,101,101
2020-04-21,USA,Kansas,2024,2024,101,101
2020-04-22,USA,Kansas,2210,2210,111,111
2020-04-23,USA,Kansas,2481,2481,113,113
2020-04-24,USA,Kansas,2773,2773,113,113
2020-04-25,USA,Kansas,3055,3055,119,119
2020-04-26,USA,Kansas,3173,3173,121,121
2020-04-27,USA,Kansas,3327,3327,125,125
2020-04-28,USA,Kansas,3490,3490,127,127
2020-04-29,USA,Kansas,3734,3734,133,133
2020-04-30,USA,Kansas,4235,4235,134,134
2020-05-01,USA,Kansas,4446,4446,140,140
2020-05-02,USA,Kansas,4745,4745,141,141
2020-05-03,USA,Kansas,5029,5029,144,144
2020-05-04,USA,Kansas,5244,5244,155,155
2020-05-05,USA,Kansas,5456,5456,160,160
2020-05-06,USA,Kansas,5734,5734,163,163
2020-05-07,USA,Kansas,6144,6144,163,163
2020-05-08,USA,Kansas,6498,6498,169,169
2020-05-09,USA,Kansas,6748,6748,174,174
2020-05-10,USA,Kansas,6979,6979,174,174
2020-05-11,USA,Kansas,7113,7113,180,180
2020-01-22,USA,Kentucky,0,0,0,0
2020-01-23,USA,Kentucky,0,0,0,0
2020-01-24,USA,Kentucky,0,0,0,0
2020-01-25,USA,Kentucky,0,0,0,0
2020-01-26,USA,Kentucky,0,0,0,0
2020-01-27,USA,Kentucky,0,0,0,0
2020-01-28,USA,Kentucky,0,0,0,0
2020-01-29,USA,Kentucky,0,0,0,0
2020-01-30,USA,Kentucky,0,0,0,0
2020-01-31,USA,Kentucky,0,0,0,0
2020-02-01,USA,Kentucky,0,0,0,0
2020-02-02,USA,Kentucky,0,0,0,0
2020-02-03,USA,Kentucky,0,0,0,0
2020-02-04,USA,Kentucky,0,0,0,0
2020-02-05,USA,Kentucky,0,0,0,0
2020-02-06,USA,Kentucky,0,0,0,0
2020-02-07,USA,Kentucky,0,0,0,0
2020-02-08,USA,Kentucky,0,0,0,0
2020-02-09,USA,Kentucky,0,0,0,0
2020-02-10,USA,Kentucky,0,0,0,0
2020-02-11,USA,Kentucky,0,0,0,0
2020-02-12,USA,Kentucky,0,0,0,0
2020-02-13,USA,Kentucky,0,0,0,0
2020-02-14,USA,Kentucky,0,0,0,0
2020-02-15,USA,Kentucky,0,0,0,0
2020-02-16,USA,Kentucky,0,0,0,0
2020-02-17,USA,Kentucky,0,0,0,0
2020-02-18,USA,Kentucky,0,0,0,0
2020-02-19,USA,Kentucky,0,0,0,0
2020-02-20,USA,Kentucky,0,0,0,0
2020-02-21,USA,Kentucky,0,0,0,0
2020-02-22,USA,Kentucky,0,0,0,0
2020-02-23,USA,Kentucky,0,0,0,0
2020-02-24,USA,Kentucky,0,0,0,0
2020-02-25,USA,Kentucky,0,0,0,0
2020-02-26,USA,Kentucky,0,0,0,0
2020-02-27,USA,Kentucky,0,0,0,0
2020-02-28,USA,Kentucky,0,0,0,0
2020-02-29,USA,Kentucky,0,0,0,0
2020-03-01,USA,Kentucky,0,0,0,0
2020-03-02,USA,Kentucky,0,0,0,0
2020-03-03,USA,Kentucky,0,0,0,0
2020-03-04,USA,Kentucky,0,0,0,0
2020-03-05,USA,Kentucky,0,0,0,0
2020-03-06,USA,Kentucky,0,0,0,0
2020-03-07,USA,Kentucky,0,0,0,0
2020-03-08,USA,Kentucky,0,0,0,0
2020-03-09,USA,Kentucky,3,3,0,0
2020-03-10,USA,Kentucky,4,4,0,0
2020-03-11,USA,Kentucky,6,6,0,0
2020-03-12,USA,Kentucky,10,10,0,0
2020-03-13,USA,Kentucky,13,13,0,0
2020-03-14,USA,Kentucky,15,15,0,0
2020-03-15,USA,Kentucky,21,21,1,1
2020-03-16,USA,Kentucky,22,22,1,1
2020-03-17,USA,Kentucky,26,26,1,1
2020-03-18,USA,Kentucky,34,34,1,1
2020-03-19,USA,Kentucky,47,47,2,2
2020-03-20,USA,Kentucky,NA,50,2,2
2020-03-21,USA,Kentucky,53,53,3,3
2020-03-22,USA,Kentucky,66,66,3,3
2020-03-23,USA,Kentucky,121,121,4,4
2020-03-24,USA,Kentucky,153,153,4,4
2020-03-25,USA,Kentucky,192,192,5,5
2020-03-26,USA,Kentucky,242,242,5,5
2020-03-27,USA,Kentucky,296,296,9,9
2020-03-28,USA,Kentucky,357,357,10,10
2020-03-29,USA,Kentucky,389,389,10,10
2020-03-30,USA,Kentucky,430,430,11,11
2020-03-31,USA,Kentucky,529,529,18,18
2020-04-01,USA,Kentucky,623,623,20,20
2020-04-02,USA,Kentucky,714,714,31,31
2020-04-03,USA,Kentucky,775,775,37,37
2020-04-04,USA,Kentucky,871,871,40,40
2020-04-05,USA,Kentucky,970,970,45,45
2020-04-06,USA,Kentucky,1081,1081,59,59
2020-04-07,USA,Kentucky,1140,1140,62,62
2020-04-08,USA,Kentucky,1338,1338,66,66
2020-04-09,USA,Kentucky,1509,1509,79,79
2020-04-10,USA,Kentucky,1692,1692,90,90
2020-04-11,USA,Kentucky,1841,1841,94,94
2020-04-12,USA,Kentucky,1951,1951,96,96
2020-04-13,USA,Kentucky,2036,2036,105,105
2020-04-14,USA,Kentucky,2193,2193,115,115
2020-04-15,USA,Kentucky,2278,2278,121,121
2020-04-16,USA,Kentucky,2305,2305,129,129
2020-04-17,USA,Kentucky,2512,2512,137,137
2020-04-18,USA,Kentucky,2679,2679,144,144
2020-04-19,USA,Kentucky,2942,2942,148,148
2020-04-20,USA,Kentucky,3027,3027,154,154
2020-04-21,USA,Kentucky,3177,3177,171,171
2020-04-22,USA,Kentucky,3353,3353,185,185
2020-04-23,USA,Kentucky,3467,3467,191,191
2020-04-24,USA,Kentucky,3753,3753,200,200
2020-04-25,USA,Kentucky,3882,3882,205,205
2020-04-26,USA,Kentucky,4054,4054,208,208
2020-04-27,USA,Kentucky,4133,4133,213,213
2020-04-28,USA,Kentucky,4360,4360,225,225
2020-04-29,USA,Kentucky,4523,4523,235,235
2020-04-30,USA,Kentucky,4695,4695,240,240
2020-05-01,USA,Kentucky,4864,4864,248,248
2020-05-02,USA,Kentucky,4864,4864,248,248
2020-05-03,USA,Kentucky,5112,5112,253,253
2020-05-04,USA,Kentucky,5236,5236,261,261
2020-05-05,USA,Kentucky,5808,5808,275,275
2020-05-06,USA,Kentucky,5928,5928,283,283
2020-05-07,USA,Kentucky,6121,6121,294,294
2020-05-08,USA,Kentucky,6286,6286,298,298
2020-05-09,USA,Kentucky,6438,6438,304,304
2020-05-10,USA,Kentucky,6438,6438,304,304
2020-05-11,USA,Kentucky,6674,6674,311,311
2020-01-22,USA,Louisiana,0,0,0,0
2020-01-23,USA,Louisiana,0,0,0,0
2020-01-24,USA,Louisiana,0,0,0,0
2020-01-25,USA,Louisiana,0,0,0,0
2020-01-26,USA,Louisiana,0,0,0,0
2020-01-27,USA,Louisiana,0,0,0,0
2020-01-28,USA,Louisiana,0,0,0,0
2020-01-29,USA,Louisiana,0,0,0,0
2020-01-30,USA,Louisiana,0,0,0,0
2020-01-31,USA,Louisiana,0,0,0,0
2020-02-01,USA,Louisiana,0,0,0,0
2020-02-02,USA,Louisiana,0,0,0,0
2020-02-03,USA,Louisiana,0,0,0,0
2020-02-04,USA,Louisiana,0,0,0,0
2020-02-05,USA,Louisiana,0,0,0,0
2020-02-06,USA,Louisiana,0,0,0,0
2020-02-07,USA,Louisiana,0,0,0,0
2020-02-08,USA,Louisiana,0,0,0,0
2020-02-09,USA,Louisiana,0,0,0,0
2020-02-10,USA,Louisiana,0,0,0,0
2020-02-11,USA,Louisiana,0,0,0,0
2020-02-12,USA,Louisiana,0,0,0,0
2020-02-13,USA,Louisiana,0,0,0,0
2020-02-14,USA,Louisiana,0,0,0,0
2020-02-15,USA,Louisiana,0,0,0,0
2020-02-16,USA,Louisiana,0,0,0,0
2020-02-17,USA,Louisiana,0,0,0,0
2020-02-18,USA,Louisiana,0,0,0,0
2020-02-19,USA,Louisiana,0,0,0,0
2020-02-20,USA,Louisiana,0,0,0,0
2020-02-21,USA,Louisiana,0,0,0,0
2020-02-22,USA,Louisiana,0,0,0,0
2020-02-23,USA,Louisiana,0,0,0,0
2020-02-24,USA,Louisiana,0,0,0,0
2020-02-25,USA,Louisiana,0,0,0,0
2020-02-26,USA,Louisiana,0,0,0,0
2020-02-27,USA,Louisiana,0,0,0,0
2020-02-28,USA,Louisiana,0,0,0,0
2020-02-29,USA,Louisiana,0,0,0,0
2020-03-01,USA,Louisiana,0,0,0,0
2020-03-02,USA,Louisiana,0,0,0,0
2020-03-03,USA,Louisiana,0,0,0,0
2020-03-04,USA,Louisiana,0,0,0,0
2020-03-05,USA,Louisiana,0,0,0,0
2020-03-06,USA,Louisiana,0,0,0,0
2020-03-07,USA,Louisiana,0,0,0,0
2020-03-08,USA,Louisiana,0,0,0,0
2020-03-09,USA,Louisiana,1,1,0,0
2020-03-10,USA,Louisiana,5,5,0,0
2020-03-11,USA,Louisiana,13,13,0,0
