"","adm0_name","adm1_id","adm1_name","adm1_pop_weight","adm2_name","adm3_name","date","policy","travel_ban_country_list","no_gathering_size","Optional","Notes","source","access_date"
"114","USA","FL","Florida",1,"all","all",2020-03-11,"no_gathering","NA","1000","N","limit gathering size to 1000","http://www.fldoe.org/core/fileparse.php/19861/urlt/FCSUpdate-31320.pdf",2020-03-14
"115","USA","FL","Florida",1,"all","all",2020-03-11,"home_isolation","NA","NA","N","self-quarantining for travelers and cruise ship goers","http://www.fldoe.org/core/fileparse.php/19861/urlt/FCSUpdate-31320.pdf",2020-03-14
"116","USA","FL","Florida",1,"all","all",2020-03-09,"emergency_declaration","NA","NA","N","local state of emergency","https://www.hillsboroughcounty.org/residents/public-safety/emergency-management/stay-safe",2020-03-14
"117","USA","FL","Florida",0.0653798059816045,"Hillsborough","all",2020-03-13,"event_cancel","NA","NA","N","cancelled all county govt events and meetings for 30 days","https://www.hillsboroughcounty.org/residents/public-safety/emergency-management/stay-safe",2020-03-14
"118","USA","GA","Georgia",1,"all","all",2020-03-04,"social_distance","NA","NA","Y","Governor Kemp ordered most state employees to work from home, but has not shut down the state capitol. He also initiated a “call to order” for schools and daycare, which allows them to shutdown if local administrators are in agreement to do so.","https://www.ajc.com/blog/politics/kemp-urges-elderly-georgians-avoid-big-crowds-amid-coronavirus-outbreak/KUqP1enSjUvUbp7MxEQFHO/",2020-03-17
"119","USA","GA","Georgia",1,"all","all",2020-03-13,"emergency_declaration","NA","NA","NA","Governor Kemp issued a public health emergency for the state.","https://41nbc.com/2020/03/13/public-health-emergency-georgia-effective-tomorrow/",2020-03-17
"120","USA","HI","Hawaii",1,"all","all",2020-03-04,"emergency_declaration","NA","NA","NA","Governor Ige declared a state of emergency for responding to the spread of coronavirus.","https://governor.hawaii.gov/wp-content/uploads/2020/03/2003020-GOV-Emergency-Proclamation_COVID-19.pdf",2020-03-17
"121","USA","ID","Idaho",1,"all","all",2020-03-13,"emergency_declaration","NA","NA","NA","Governor Little declared a state of emergency.","https://www.idahostatesman.com/news/local/community/boise/article241166821.html",2020-03-17
"122","USA","IL","Illinois",1,"all","all",2020-03-16,"business_closure","NA","NA","N","all bars and restaurants closed, but can deliver","https://www.chicagotribune.com/coronavirus/ct-coronavirus-pandemic-chicago-illinois-news-20200315-tn4rchjbazb73h6x2i4vz7v3xq-story.html",2020-03-15
"123","USA","IL","Illinois",1,"all","all",2020-03-12,"no_gathering","NA","1000","N","Governor Pritzker ordered the closure of public events of more than 1000 people for 30 days.","https://www.chicagotribune.com/coronavirus/ct-coronavirus-illinois-state-briefing-thursday-20200312-pq3wcmlc6zetxmptk7l4iwsqey-story.html",2020-03-17
"124","USA","IL","Illinois",1,"all","all",2020-03-12,"business_closure","NA","NA","N","The Governor announced all restaurants and bars will close for on-site consumption starting at 9 PM on Monday March 16.","https://twitter.com/GovPritzker/status/1239387572884905988",2020-03-17
"125","USA","IN","Indiana",1,"all","all",2020-03-06,"emergency_declaration","NA","NA","NA","Governor Holcomb signed an executive order declaring a public health emergency to increase coordination across all levels of government in the state’s response","https://calendar.in.gov/site/gov/event/gov-holcomb-announces-first-coronavirus-case-declares-public-health-emergency/",2020-03-17
"126","USA","IN","Indiana",1,"all","all",2020-03-12,"no_gathering","NA","250","N","Governor Holcomb initiated several actions on March 12, including requiring that that non-essential gatherings be limited to 250 people, schools provide a 20-day waiver of the required 180 days of instructions, nursing homes restrict and screen visitors, and daycare facilities implement social distancing practices. The Indiana Department of Corrections has suspended visitation at all facilities. Those who run senior centers and congregate meal services are advised to consider suspending congregate meals and services and arrange for home delivery. The Governor is also encouraging businesses to utilize telework policies, if available.","https://calendar.in.gov/site/gov/event/gov-holcomb-announces-new-steps-to-protect-public-from-covid-19/",2020-03-17
"127","USA","IN","Indiana",1,"all","all",2020-03-16,"no_gathering","NA","50","N","Indiana will adhere to CDC guidance for large events and mass gatherings. The guidance recommends canceling or postponing in-person events of more than 50 people during the next eight weeks.","https://calendar.in.gov/site/gov/event/gov-holcomb-announces-more-steps-to-slow-the-spread-of-covid-19/",2020-03-17
"128","USA","IN","Indiana",1,"all","all",2020-03-16,"business_closure","NA","NA","N","Bars, nightclubs and restaurants are required to close to in-person patrons and may provide take-out and delivery services through the end of March.","https://calendar.in.gov/site/gov/event/gov-holcomb-announces-more-steps-to-slow-the-spread-of-covid-19/",2020-03-17
"129","USA","IN","Indiana",1,"all","all",2020-03-16,"social_distance","NA","NA","Y","Communities are encouraged to work together to provide child care options for all who need assistance and delivery services of meals and other necessities for senior citizens.","https://calendar.in.gov/site/gov/event/gov-holcomb-announces-more-steps-to-slow-the-spread-of-covid-19/",2020-03-17
"130","USA","KS","Kansas",0.19073133322912,"Johnson","all",2020-03-12,"no_gathering","NA","1000","N","forcing all events with more than 1,000 people to cancel and halting nonessential travel for city employees.","https://www.mycouriertribune.com/covid--timeline/article_9d799948-671d-11ea-bb57-dfe928dcdeab.html",2020-03-17
"131","USA","KS","Kansas",0.19073133322912,"Johnson","all",2020-03-12,"travel_ban_local","NA","NA","N","halting nonessential travel for city employees within the county","https://www.mycouriertribune.com/covid--timeline/article_9d799948-671d-11ea-bb57-dfe928dcdeab.html",2020-03-17
"132","USA","KS","Kansas",1,"all","all",2020-03-12,"emergency_declaration","NA","NA","N","The Governor declared a state of emergency","https://governor.kansas.gov/wp-content/uploads/2020/03/2020-03-12-Proclamation.pdf",2020-03-17
"133","USA","KS","Kansas",1,"all","all",2020-03-12,"no_gathering","NA","50","N","The Governor declared a state of emergency","https://www.kansas.com/news/coronavirus/article241239381.html",2020-03-17
"134","USA","KY","Kentucky",1,"all","all",2020-03-06,"emergency_declaration","NA","NA","NA","Governor Beshear declared a state of emergency to ensure all state entities have the necessary resources to respond.","https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=77",2020-03-17
"135","USA","KY","Kentucky",1,"all","all",2020-03-07,"social_distance","NA","NA","Y","stay home as much as possible, keep away from others that are sick, avoid crowds.","https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=78",2020-03-17
"136","USA","KY","Kentucky",1,"all","all",2020-03-11,"travel_ban_local","NA","NA","N","suspended out-of-state travel for state employees","https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=85",2020-03-17
"137","USA","KY","Kentucky",1,"all","all",2020-03-11,"business_closure","NA","NA","N","closed all state prisons to visitors","https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=85",2020-03-17
"138","USA","KY","Kentucky",1,"all","all",2020-03-11,"paid_sick_leave","NA","NA","N","urged more businesses to allow employees to tele-commute and to provide paid sick leave, and asked places of worship to temporarily cancel services.","https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=85",2020-03-17
"139","USA","KY","Kentucky",1,"all","all",2020-03-11,"social_distance","NA","NA","N","asked places of worship to temporarily cancel services","https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=85",2020-03-17
"140","USA","KY","Kentucky",1,"all","all",2020-03-16,"business_closure","NA","NA","N","he Governor ordered all bars and restaurant and dining rooms to close.","https://www.courier-journal.com/story/news/2020/03/16/coronavirus-kentucky-beshear-orders-restaurants-bars-close/5057062002/",2020-03-17
"141","USA","LA","Louisiana",1,"all","all",2020-03-13,"event_cancel","NA","NA","N","election postponement","https://www.ncsl.org/research/elections-and-campaigns/state-action-on-covid-19-and-elections.aspx",2020-03-14
"142","USA","LA","Louisiana",1,"all","all",2020-03-11,"emergency_declaration","NA","NA","NA","Governor Edwards declared a public health emergency to allow state agencies to thoroughly prepare for any eventuality related to public health needs and deploy additional resources to assist local authorities. The declaration also addresses efforts to prevent price gouging and limits state employee travel.","https://gov.louisiana.gov/index.cfm/newsroom/detail/2400",2020-03-17
"143","USA","LA","Louisiana",1,"all","all",2020-03-13,"no_gathering","NA","250","N","The Governor signed a proclamation that immediately halts any gathering of more than 250 people until April 13 and closes all K-12 public schools statewide effective March 16 until April 13.","https://gov.louisiana.gov/index.cfm/newsroom/detail/2403",2020-03-17
"144","USA","LA","Louisiana",1,"all","all",2020-03-17,"business_closure","NA","NA","N","The Governor ordered bars, gyms and movie theaters to close and limited restaurants to delivery and takeout.","https://www.usnews.com/news/best-states/louisiana/articles/2020-03-16/virus-cases-top-100-in-louisiana-as-more-businesses-close",2020-03-17
"145","USA","MA","Massachusetts",1,"all","all",2020-03-10,"emergency_declaration","NA","NA","NA","state of emergency","https://www.cdc.gov/coronavirus/2019-ncov/downloads/MA_Community_Mitigation.pdf",2020-03-14
"146","USA","MA","Massachusetts",1,"all","all",2020-03-10,"business_closure","NA","NA","N","cancel work-sponsored events","https://www.cdc.gov/coronavirus/2019-ncov/downloads/MA_Community_Mitigation.pdf",2020-03-14
"147","USA","MA","Massachusetts",1,"all","all",2020-03-11,"travel_ban_local","no school trips","NA","Y","cancel school trips","https://www.mass.gov/info-details/covid-19-guidance-and-recommendations#for-elementary-and-secondary-schools-",2020-03-14
"148","USA","MA","Massachusetts",1,"all","all",2020-03-12,"social_distance","NA","NA","N","restriction of visitation at Assisted Living Residences.","https://www.mass.gov/news/massachusetts-issues-guidelines-to-assisted-living-facilities-community-based-providers-and",2020-03-14
"149","USA","MA","Massachusetts",1,"all","all",2020-03-13,"no_gathering","NA","250","N","Cancel large gatherings (e.g., >250 people), and smaller gatherings that may bring persons together from multiple parts of the country.","https://www.cdc.gov/coronavirus/2019-ncov/downloads/MA_Community_Mitigation.pdf",2020-03-14
"150","USA","MA","Massachusetts",1,"all","all",2020-03-15,"no_gathering","NA","25","N","Gatherings of more than 25 people are prohibited.","https://www.mass.gov/news/baker-polito-administration-announces-emergency-actions-to-address-covid-19",2020-03-14
"151","USA","MA","Massachusetts",1,"all","all",2020-03-15,"social_distance","NA","NA","N","Visitors are prohibited from entering long-term care facilities and nursing homes.","https://www.mass.gov/news/baker-polito-administration-announces-emergency-actions-to-address-covid-19",2020-03-14
"152","USA","MA","Massachusetts",1,"all","all",2020-03-15,"no_gathering","NA","25","N","limited gathering size","https://www.mass.gov/doc/march-15-2020-large-gatherings-25-and-restaurants-order",2020-03-16
"153","USA","MA","Massachusetts",1,"all","all",2020-03-15,"restaurant_limited","NA","NA","N","mandatory shut down of restaurants and bars","https://www.washingtonpost.com/health/states-begin-imposing-harsher-measures-to-contain-coronavirus-as-us-cases-rise-sharply/2020/03/15/267577a6-65b3-11ea-acca-80c22bbee96f_story.html",2020-03-16
"154","USA","MD","Maryland",0.124978992750964,"Baltimore","all",2020-03-14,"social_distance","NA","NA","N","all libraries closed","https://www.usatoday.com/story/news/health/2020/03/13/coronavirus-updates-us-testing-death-toll-stocks-school-closures/5032550002/",2020-03-15
"155","USA","MD","Maryland",0.108212440598544,"Anne Arundel","all",2020-03-14,"social_distance","NA","NA","N","all libraries closed","https://www.usatoday.com/story/news/health/2020/03/13/coronavirus-updates-us-testing-death-toll-stocks-school-closures/5032550002/",2020-03-15
"156","USA","MD","Maryland",0.0577807529521349,"Howard","all",2020-03-14,"social_distance","NA","NA","N","all libraries closed","https://www.usatoday.com/story/news/health/2020/03/13/coronavirus-updates-us-testing-death-toll-stocks-school-closures/5032550002/",2020-03-15
"157","USA","MD","Maryland",1,"all","all",2020-03-16,"business_closure","NA","NA","N","mandatory closure","https://www.nbcwashington.com/news/local/all-maryland-casinos-racetracks-and-betting-facilities-ordered-to-close/2241768/",2020-03-16
