country,adm0_name,adm1_name,adm2_name,date,susceptible_individuals_no_policy,infectious_individuals_no_policy,recovered_individuals_no_policy,share_of_susceptible_individuals_no_policy,cum_confirmed_cases_no_policy,cum_infections_no_policy,susceptible_individuals_with_policy,infectious_individuals_with_policy,recovered_individuals_with_policy,share_of_susceptible_individuals_with_policy,cum_confirmed_cases_with_policy,cum_infections_with_policy,cases_saved,infections_saved
china,CHN,Anhui,Anqing,2020-02-26,5134447.191415507,792180.8398096793,232171.96877481323,0.833676558975045,129297.6022392349,994596.9403018069,6156513.349890606,885.5487789703659,1401.1013304237276,0.999628718239041,294.8970213779528,2268.438625984252,129002.70521785694,992328.5016758227
china,CHN,Anhui,Anqing,2020-02-27,4831487.605574945,1019500.1770561769,307812.2173688784,0.7844852252995624,167678.85623033857,1289837.3556179889,6156457.808000206,873.5516827667649,1468.640317027457,0.9996196999415805,302.13567405349477,2324.1205696422676,167376.7205562851,1287513.2350483467
china,CHN,Anhui,Anqing,2020-02-28,4471665.625779797,1284189.6770854257,402944.697134777,0.7260611849353441,213349.52685968904,1641150.2066129926,6156403.019080977,861.7166302015588,1535.2642888212577,0.9996108039035164,309.27619448492055,2379.0476498840044,213040.2506652041,1638771.1589631087
china,CHN,Anhui,Anqing,2020-02-29,4061509.7449621875,1577570.5356327188,519719.71940509416,0.6594644646623024,265524.0409109018,2042492.6223915522,6156339.511901249,859.1076676740422,1601.3804310765117,0.9996004922876615,317.5363869230993,2442.5875917161484,265206.5045239787,2040050.034799836
china,CHN,Anhui,Anqing,2020-03-01,3615091.350679387,1884435.0953188157,659273.5540017975,0.5869798257256912,322453.70477888745,2480413.1136837495,6156276.197678417,856.5059526455534,1667.2963689379394,0.9995902120020811,325.7714831120672,2505.93448547744,322127.9332957754,2477907.179198272
china,CHN,Anhui,Anqing,2020-03-02,3152643.757364794,2184750.5265067057,821405.7161285002,0.51189253707943,381588.22616541875,2935294.047426298,6156213.075872168,853.91146909335,1733.0126587385312,0.9995799629590453,333.98155331876615,2569.0888716828163,381254.24461209995,2932724.958554615
china,CHN,Anhui,Anqing,2020-03-03,2696994.80738766,2457333.8164797924,1004471.3761325479,0.4379091393433233,440019.3124584512,3384763.941988086,6156150.145943413,851.3242010032936,1798.5298555837944,0.9995697450710224,342.1666676511945,2632.0512896245727,439677.1457908,3382131.8906984613
china,CHN,Anhui,Anqing,2020-03-04,2269039.7401137496,2684229.5292674997,1205530.7306187507,0.368422377754392,495056.6752919662,3808128.2714766627,6156087.407354281,848.7441323700516,1863.8485133489594,0.9995595582506789,350.32689605851886,2694.822277373222,494706.34839590767,3805433.4491992895
china,CHN,Anhui,Anqing,2020-03-05,1889642.7365606327,2848743.9218572536,1420413.3415821136,0.30681995462762757,543996.8357740632,4184591.044415871,6156030.019144327,841.2287225180186,1928.7521331543103,0.9995502401676183,357.79915498862863,2752.30119222022,543639.0366190746,4181838.743223651
china,CHN,Anhui,Bengbu,2020-01-31,3606284.6153846155,115.38461538461539,0,0.9999680055968876,15,115.38461538461539,3606284.6153846155,115.38461538461539,0,0.9999680055968876,15,115.38461538461539,0,0
china,CHN,Anhui,Bengbu,2020-02-01,3606223.0222504474,164.54511544689703,12.43263410590589,0.999950926755337,22.734358863633513,174.87968356641164,3606249.1447176333,140.47856021037973,10.376722156535834,0.9999581701191308,19.515608850367236,150.12006807974797,3.218750013266277,24.759615486663677
china,CHN,Anhui,Bengbu,2020-02-02,3606135.1890960964,234.64880704134524,30.16209686221555,0.9999265719543302,33.763731638346876,259.7210126026683,3606211.2161546526,166.126520475485,22.657324871979654,0.9999476531041073,24.35679835159504,187.35998731996182,9.406933286751837,72.36102528270646
china,CHN,Anhui,Bengbu,2020-02-03,3606009.939517017,334.61575433644515,55.44472864642739,0.9998918421464665,49.4915710993759,380.70439307212234,3606166.363340646,196.45663049970526,37.180028854403645,0.9999352160993362,30.081798455005725,231.39844965389017,19.40977264437018,149.30594341823218
china,CHN,Anhui,Bengbu,2020-02-04,3605831.3392437156,477.163075811511,91.49768047267571,0.9998423190005866,71.91879729215097,553.2215176319305,3606119.2609641366,226.76358227117998,53.975453592371196,0.9999221553250157,36.107345183224005,277.7488091017231,35.811452108926964,275.4727085302074
china,CHN,Anhui,Bengbu,2020-02-05,3605576.6732702833,680.4190321734249,142.90769754350185,0.9997717039902072,103.8978279119437,799.2140608611053,3606064.893055702,261.74512351194005,73.36182078579441,0.9999070799289325,43.06233324123271,331.2487172402516,60.835494670710986,467.9653436208537
china,CHN,Anhui,Bengbu,2020-02-06,3605254.102067841,933.1468868693739,212.7510452894494,0.9996822598901511,144.5388545551039,1111.8373427315685,3606014.4194994215,290.5750341248852,95.00546645373106,0.9998930843776125,49.54315476284849,381.1011904834499,94.99569979225542,730.7361522481185
china,CHN,Anhui,Bengbu,2020-02-07,3604756.19077406,1330.5301259975174,313.27909994265065,0.9995441966432065,207.0632280221239,1592.7940617086454,3605944.754843034,335.39813341354017,119.8470235527493,0.9998737674254198,58.45497744415026,449.6536726473097,148.60825057797365,1143.1403890613356
china,CHN,Anhui,Bengbu,2020-02-08,3604046.386758296,1897.008372117965,456.6048695864156,0.9993473787595097,296.19620530461964,2278.432348497074,3605888.630207319,364.26518539686657,147.10460728453472,0.9998582049155166,65.67722798067624,505.2094460052018,230.5189773239434,1773.2229024918724
china,CHN,Anhui,Bengbu,2020-02-09,3603034.674051356,2704.3990995763415,660.9268490676768,0.9990668461766182,423.2421649208741,3255.7089609298005,3605827.67610965,395.6157509711399,176.70813937857747,0.9998413032690912,73.52094714059783,565.5457472353679,349.7212177802762,2690.1632136944327
china,CHN,Anhui,Bengbu,2020-02-10,3601592.9589936193,3854.881511338617,952.1594950421713,0.9986670804662875,604.2879212198031,4648.368624767716,3605757.9081234518,433.0369633976807,209.05491315061226,0.9998219576651097,82.49173531886807,634.5518101451389,521.796185900935,4013.816814622577
china,CHN,Anhui,Bengbu,2020-02-11,3599539.1307329196,5493.68766254739,1367.1816045329906,0.9980975850523846,862.2052592201236,6632.348147847104,3605692.4470341513,463.67863676231815,243.87432908639312,0.9998038062982895,90.9279104454638,699.4454649651061,771.2773487746598,5932.902682881998
