D_l_cum_confirmed_cases,p_1,p_2,p_1_x_Tehran,p_2_x_Tehran,p_3,ATE,sd,pval,LB,UB,adm0
.1647312,.9093674,.5656934,.0304136,.0182482,.0109489,-.3718671,.0413927,2.61e-19,-.4529953,-.2907389,"IRN"
