D_l_active_cases,p_1,p_2,p_3,p_4,ATE,sd,pval,LB,UB,adm0
.066091,.5609244,.6453782,.0773109,.2336134,-.2478631,.0891875,.0054506,-.4226674,-.0730588,"KOR"
