D_l_active_cases,home_isolation_L0_to_L7,home_isolation_L8_to_L14,home_isolation_L15_to_L21,home_isolation_L22_to_L28,home_isolation_L29_to_L70,travel_ban_local_L0_to_L7,travel_ban_local_L8_to_L14,travel_ban_local_L15_to_L21,travel_ban_local_L22_to_L28,travel_ban_local_L29_to_L70,ATE,sd,pval,LB,UB,adm0
.0598308,.2077922,.1986063,.2030409,.1628128,.097561,.0395946,.0490972,.0471967,.0332594,.071587,-.1630154,.0149847,1.45e-27,-.1923849,-.1336459,"CHN"
