D_l_cum_confirmed_cases,school_closure,social_distance,pck_no_gathering,national_lockdown,ATE,sd,pval,LB,UB,adm0
.2057971,.866667,.4537037,.5111111,.4548148,-.1504525,.0412324,.0002634,-.2312664,-.0696385,"FRA"
