adm0_name,adm1_name,adm1_pop_weight,adm2_name,adm3_name,date,policy,travel_ban_country_list,no_gathering_size,Optional,Notes,source,access_date
USA,FL,0.06533392,Hillsborough,all,3/13/20,event_cancel,NA,NA,N,cancelled all county govt events and meetings for 30 days,https://www.hillsboroughcounty.org/residents/public-safety/emergency-management/stay-safe,3/14/20
USA,FL,0.03943589,Duval,Jacksonville,3/13/20,school_closure,NA,NA,N,university school closure: Florida State College at Jacksonville,http://www.fldoe.org/em-response,3/14/20
USA,FL,0.02014311,Miami-Dade,Miami,3/13/20,school_closure,NA,NA,N,university school closure: Miami Dade College,https://www.lssc.edu/news/2020/03/coronavirus-covid-19-update-courses-moving-to-online-delivery-3-23-4-05-and-other-updates/,3/14/20
USA,FL,0.01225,Orange,Orlando,3/13/20,school_closure,NA,NA,N,university school closure: Valencia College,http://www.fldoe.org/em-response,3/14/20
USA,FL,0.00856923,Leon,Tallahassee,3/13/20,school_closure,NA,NA,N,university school closure: Tallahassee Community College,http://www.fldoe.org/em-response,3/14/20
USA,FL,0.00588342,Alachua,Gainesville,3/13/20,school_closure,NA,NA,N,university school closure: Santa Fe College,http://www.fldoe.org/em-response,3/14/20
USA,FL,0.0029709,Volusia,Daytona Beach,3/13/20,school_closure,NA,NA,N,university school closure: Daytona State College,http://www.fldoe.org/em-response,3/14/20
USA,FL,0.00263625,Seminole,Sanford,3/13/20,school_closure,NA,NA,N,university school closure: Seminole State College,http://www.fldoe.org/em-response,3/14/20
USA,FL,0.0024396,Manatee,Bradenton,3/13/20,school_closure,NA,NA,N,university school closure: State College of Florida,http://www.fldoe.org/em-response,3/14/20
USA,FL,0.00175797,Pasco,Winter Haven,3/13/20,school_closure,NA,NA,N,university school closure: Polk State College,http://www.fldoe.org/em-response,3/14/20
USA,FL,0.00170323,Hillsborough,Plant City,3/13/20,school_closure,NA,NA,N,university school closure: Hillsborough Community College,http://www.fldoe.org/em-response,3/14/20
USA,FL,0.00115109,Monroe,Key West,3/12/20,school_closure,NA,NA,N,university school closure: College of the Florida Keys,http://www.fldoe.org/em-response,3/14/20
USA,FL,0.00099364,Lake,Leesburg,3/10/20,school_closure,NA,NA,N,university school closure: Lake Sumter State College,https://www.hillsboroughcounty.org/en/newsroom/2020/03/10/hillsborough-county-emergency-operations-center-partially-activated,3/14/20
USA,FL,0.00071268,Pasco,New Port Richey,3/13/20,school_closure,NA,NA,N,university school closure: Pasco-Hernando State College,http://www.fldoe.org/em-response,3/14/20
USA,FL,0.00054713,Columbia,Lake City,3/13/20,school_closure,NA,NA,N,university school closure: Florida Gateway College,http://www.fldoe.org/em-response,3/14/20
USA,FL,0.00046792,Putnam,Palatka,3/13/20,school_closure,NA,NA,N,university school closure: St. Johns River State College,http://www.fldoe.org/em-response,3/14/20
USA,FL,0.0004616,Highlands,Avon Park,3/13/20,school_closure,NA,NA,N,university school closure: South Florida State College,http://www.fldoe.org/em-response,3/14/20
USA,FL,0.00033465,Jackson,Marianna,3/14/20,school_closure,NA,NA,N,university school closure: Chipola College,http://www.fldoe.org/em-response,3/14/20
USA,FL,0.00012981,Madison,Madison,3/13/20,school_closure,NA,NA,N,university school closure: North Florida College,http://www.fldoe.org/em-response,3/14/20
USA,FL,0.00066826,Okaloosa,Niceville,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,GA,0.04333341,Cass,Atlanta,3/10/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,GA,0.00560755,Cass,Marietta,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,GA,0.00329544,Cullman,East Point,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,GA,0.00272791,Mercer,Lawrenceville,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,GA,0.00272232,Shenandoah,Woodstock,3/3/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,GA,0.0014347,Barrow,Winder,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,GA,0.00136568,Gwinnett,Buford,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,GA,0.00132796,Fulton,Fairburn,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,GA,0.00100679,Wake,Holly Springs,3/6/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,GA,1,all,all,3/4/20,social_distance,NA,NA,Y,"Governor Kemp ordered most state employees to work from home, but has not shut down the state capitol. He also initiated a “call to order” for schools and daycare, which allows them to shutdown if local administrators are in agreement to do so.",https://www.ajc.com/blog/politics/kemp-urges-elderly-georgians-avoid-big-crowds-amid-coronavirus-outbreak/KUqP1enSjUvUbp7MxEQFHO/,3/17/20
USA,GA,1,all,all,3/13/20,emergency_declaration,NA,NA,NA,Governor Kemp issued a public health emergency for the state.,https://41nbc.com/2020/03/13/public-health-emergency-georgia-effective-tomorrow/,3/17/20
USA,GA,1,all,all,3/18/20,school_closure,NA,NA,N,"The Governor ordered all public elementary, secondary, and post-secondary schools to be closed by March 18 through at least March 31.",https://madmimi.com/s/a809601,3/17/20
USA,HI,1,all,all,3/4/20,emergency_declaration,NA,NA,NA,Governor Ige declared a state of emergency for responding to the spread of coronavirus.,https://governor.hawaii.gov/wp-content/uploads/2020/03/2003020-GOV-Emergency-Proclamation_COVID-19.pdf,3/17/20
USA,IA,0.06754346,King,Des Moines,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,IA,1,all,all,3/15/20,school_closure,NA,NA,Y,The Governor recommended Iowa schools close for four weeks.,https://governor.iowa.gov/press-release/gov-reynolds-recommends-iowa-schools-close-for-four-weeks-will-hold-a-press-0,3/17/20
USA,ID,0.00054431,Jefferson,Genesee,3/2/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,ID,0.00048682,Bell,Troy,3/2/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,ID,1,all,all,3/13/20,emergency_declaration,NA,NA,NA,Governor Little declared a state of emergency.,https://www.idahostatesman.com/news/local/community/boise/article241166821.html,3/17/20
USA,IL,1,all,all,3/16/20,business_closure,NA,NA,N,"all bars and restaurants closed, but can deliver",https://www.chicagotribune.com/coronavirus/ct-coronavirus-pandemic-chicago-illinois-news-20200315-tn4rchjbazb73h6x2i4vz7v3xq-story.html,3/15/20
USA,IL,0.21505959,Cook,Chicago,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,IL,0.00345791,DuPage,Lombard,3/11/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,IL,0.0021638,Cook,Wilmette,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,IL,1,all,all,3/12/20,no_gathering,NA,1000,N,Governor Pritzker ordered the closure of public events of more than 1000 people for 30 days.,https://www.chicagotribune.com/coronavirus/ct-coronavirus-illinois-state-briefing-thursday-20200312-pq3wcmlc6zetxmptk7l4iwsqey-story.html,3/17/20
USA,IL,1,all,all,3/12/20,school_closure,NA,NA,N,"Governor Pritzker announces two-week statewide school closure to minimize covid-19 spread, additional economic measures to reduce burden on Illinois families.",https://www2.illinois.gov/Pages/news-item.aspx?ReleaseID=21247,3/17/20
USA,IL,1,all,all,3/12/20,business_closure,NA,NA,N,The Governor announced all restaurants and bars will close for on-site consumption starting at 9 PM on Monday March 16.,https://twitter.com/GovPritzker/status/1239387572884905988,3/17/20
USA,IN,0.12652131,Marion,Indianapolis,3/13/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,IN,0.01511085,Pacific,South Bend,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,IN,0.00244302,Dare,Avon,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,IN,1,all,all,3/6/20,emergency_declaration,NA,NA,NA,Governor Holcomb signed an executive order declaring a public health emergency to increase coordination across all levels of government in the state’s response,https://calendar.in.gov/site/gov/event/gov-holcomb-announces-first-coronavirus-case-declares-public-health-emergency/,3/17/20
USA,IN,1,all,all,3/12/20,no_gathering,NA,250,N,"Governor Holcomb initiated several actions on March 12, including requiring that that non-essential gatherings be limited to 250 people, schools provide a 20-day waiver of the required 180 days of instructions, nursing homes restrict and screen visitors, and daycare facilities implement social distancing practices. The Indiana Department of Corrections has suspended visitation at all facilities. Those who run senior centers and congregate meal services are advised to consider suspending congregate meals and services and arrange for home delivery. The Governor is also encouraging businesses to utilize telework policies, if available.",https://calendar.in.gov/site/gov/event/gov-holcomb-announces-new-steps-to-protect-public-from-covid-19/,3/17/20
USA,IN,1,all,all,3/16/20,no_gathering,NA,50,N,Indiana will adhere to CDC guidance for large events and mass gatherings. The guidance recommends canceling or postponing in-person events of more than 50 people during the next eight weeks.,https://calendar.in.gov/site/gov/event/gov-holcomb-announces-more-steps-to-slow-the-spread-of-covid-19/,3/17/20
USA,IN,1,all,all,3/16/20,business_closure,NA,NA,N,"Bars, nightclubs and restaurants are required to close to in-person patrons and may provide take-out and delivery services through the end of March.",https://calendar.in.gov/site/gov/event/gov-holcomb-announces-more-steps-to-slow-the-spread-of-covid-19/,3/17/20
USA,IN,1,all,all,3/16/20,social_distance,NA,NA,Y,Communities are encouraged to work together to provide child care options for all who need assistance and delivery services of meals and other necessities for senior citizens.,https://calendar.in.gov/site/gov/event/gov-holcomb-announces-more-steps-to-slow-the-spread-of-covid-19/,3/17/20
USA,KS,0.203014423,Johnson,all,3/12/20,no_gathering,NA,1000,N,"forcing all events with more than 1,000 people to cancel and halting nonessential travel for city employees.",https://www.mycouriertribune.com/covid--timeline/article_9d799948-671d-11ea-bb57-dfe928dcdeab.html,3/17/20
USA,KS,0.203014423,Johnson,all,3/12/20,travel_ban_local,NA,NA,N,halting nonessential travel for city employees within the county,https://www.mycouriertribune.com/covid--timeline/article_9d799948-671d-11ea-bb57-dfe928dcdeab.html,3/17/20
USA,KS,1,all,all,3/15/20,school_closure,NA,NA,N,"The Governor recommended K-12 school in Kansas close for the week of March 15. To address the long-term discussion of the status of schools, the Kansas State Board of Education will build a comprehensive plan to address the challenges that schools are facing in light of the COVID-19 pandemic.",https://governor.kansas.gov/governor-kelly-recommends-the-kansas-state-department-of-education-temporarily-close-schools-to-implement-comprehensive-education-plan-amidst-covid-19-pandemic/,3/17/20
USA,KS,1,all,all,3/12/20,emergency_declaration,NA,NA,N,The Governor declared a state of emergency,https://governor.kansas.gov/wp-content/uploads/2020/03/2020-03-12-Proclamation.pdf,3/17/20
USA,KS,1,all,all,3/12/20,no_gathering,NA,50,N,The Governor declared a state of emergency,https://www.kansas.com/news/coronavirus/article241239381.html,3/17/20
USA,KY,0.00702337,Florence,Florence,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,KY,0.00140632,Posey,Cynthiana,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,KY,1,all,all,3/6/20,emergency_declaration,NA,NA,NA,Governor Beshear declared a state of emergency to ensure all state entities have the necessary resources to respond.,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=77,3/17/20
USA,KY,1,all,all,3/7/20,social_distance,NA,NA,Y,"stay home as much as possible, keep away from others that are sick, avoid crowds.",https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=78,3/17/20
USA,KY,1,all,all,3/11/20,travel_ban_local,NA,NA,N,suspended out-of-state travel for state employees,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=85,3/17/20
USA,KY,1,all,all,3/11/20,business_closure,NA,NA,N,closed all state prisons to visitors,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=85,3/17/20
USA,KY,1,all,all,3/11/20,paid_sick_leave,NA,NA,N,"urged more businesses to allow employees to tele-commute and to provide paid sick leave, and asked places of worship to temporarily cancel services.",https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=85,3/17/20
USA,KY,1,all,all,3/11/20,social_distance,NA,NA,N,asked places of worship to temporarily cancel services,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=85,3/17/20
USA,KY,1,all,all,3/16/20,business_closure,NA,NA,N,he Governor ordered all bars and restaurant and dining rooms to close.,https://www.courier-journal.com/story/news/2020/03/16/coronavirus-kentucky-beshear-orders-restaurants-bars-close/5057062002/,3/17/20
USA,LA,1,all,all,3/13/20,event_cancel,NA,NA,N,election postponement,https://www.ncsl.org/research/elections-and-campaigns/state-action-on-covid-19-and-elections.aspx,3/14/20
USA,LA,1,all,all,3/11/20,emergency_declaration,NA,NA,NA,Governor Edwards declared a public health emergency to allow state agencies to thoroughly prepare for any eventuality related to public health needs and deploy additional resources to assist local authorities. The declaration also addresses efforts to prevent price gouging and limits state employee travel.,https://gov.louisiana.gov/index.cfm/newsroom/detail/2400,3/17/20
USA,LA,1,all,all,3/13/20,no_gathering,NA,250,N,The Governor signed a proclamation that immediately halts any gathering of more than 250 people until April 13 and closes all K-12 public schools statewide effective March 16 until April 13.,https://gov.louisiana.gov/index.cfm/newsroom/detail/2403,3/17/20
USA,LA,1,all,all,3/17/20,business_closure,NA,NA,N,"The Governor ordered bars, gyms and movie theaters to close and limited restaurants to delivery and takeout.",https://www.usnews.com/news/best-states/louisiana/articles/2020-03-16/virus-cases-top-100-in-louisiana-as-more-businesses-close,3/17/20
USA,MA,1,all,all,3/10/20,emergency_declaration,NA,NA,NA,state of emergency,https://www.cdc.gov/coronavirus/2019-ncov/downloads/MA_Community_Mitigation.pdf,3/14/20
USA,MA,1,all,all,3/10/20,business_closure,NA,NA,N,cancel work-sponsored events,https://www.cdc.gov/coronavirus/2019-ncov/downloads/MA_Community_Mitigation.pdf,3/14/20
USA,MA,1,all,all,3/11/20,travel_ban_local,no school trips,NA,Y,cancel school trips,https://www.mass.gov/info-details/covid-19-guidance-and-recommendations#for-elementary-and-secondary-schools-,3/14/20
USA,MA,1,all,all,3/12/20,social_distance,NA,NA,N,restriction of visitation at Assisted Living Residences.,https://www.mass.gov/news/massachusetts-issues-guidelines-to-assisted-living-facilities-community-based-providers-and,3/14/20
USA,MA,1,all,all,3/13/20,no_gathering,NA,250,N,"Cancel large gatherings (e.g., >250 people), and smaller gatherings that may bring persons together from multiple parts of the country.",https://www.cdc.gov/coronavirus/2019-ncov/downloads/MA_Community_Mitigation.pdf,3/14/20
USA,MA,1,all,all,3/15/20,no_gathering,NA,25,N,Gatherings of more than 25 people are prohibited.,https://www.mass.gov/news/baker-polito-administration-announces-emergency-actions-to-address-covid-19,3/14/20
USA,MA,1,all,all,3/15/20,social_distance,NA,NA,N,Visitors are prohibited from entering long-term care facilities and nursing homes.,https://www.mass.gov/news/baker-polito-administration-announces-emergency-actions-to-address-covid-19,3/14/20
USA,MA,0.09591467,Allegheny,Boston,3/12/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MA,0.02648039,Worcester,Worcester,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MA,0.01146447,Somerset,Somerville,3/12/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MA,0.01021014,Middlesex,Framingham,3/12/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MA,0.00877391,Whitman,Malden,3/11/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MA,0.00849211,Norfolk,Brookline,3/12/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MA,0.00644899,Snohomish,Arlington,3/9/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MA,0.00618439,Harrison,Salem,3/13/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MA,0.00570063,Middlesex,Marlborough,3/12/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MA,0.00562911,Taylor,Chelsea,3/11/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MA,0.00415733,Norfolk,Wellesley,3/6/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MA,0.00368919,Sussex,Milford,3/12/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MA,0.00337385,New Castle,Wilmington,3/12/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MA,0.00182496,Essex,Lynnfield,3/12/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MA,0.00100579,Sheboygan,Plymouth,3/6/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MA,0.00048433,Worcester,Winchendon,3/12/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MA,0.00042084,Delaware,Hopkinton,3/11/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MA,1,all,all,3/15/20,no_gathering,NA,25,N,limited gathering size,https://www.mass.gov/doc/march-15-2020-large-gatherings-25-and-restaurants-order,3/16/20
USA,MA,1,all,all,3/15/20,restaurant_limited,NA,NA,N,mandatory shut down of restaurants and bars,https://www.washingtonpost.com/health/states-begin-imposing-harsher-measures-to-contain-coronavirus-as-us-cases-rise-sharply/2020/03/15/267577a6-65b3-11ea-acca-80c22bbee96f_story.html,3/16/20
USA,MD,0.14,Baltimore,all,3/14/20,social_distance,NA,NA,N,all libraries closed,https://www.usatoday.com/story/news/health/2020/03/13/coronavirus-updates-us-testing-death-toll-stocks-school-closures/5032550002/,3/15/20
USA,MD,0.09,Anne Arundel,all,3/14/20,social_distance,NA,NA,N,all libraries closed,https://www.usatoday.com/story/news/health/2020/03/13/coronavirus-updates-us-testing-death-toll-stocks-school-closures/5032550002/,3/15/20
USA,MD,0.05,Howard,all,3/14/20,social_distance,NA,NA,N,all libraries closed,https://www.usatoday.com/story/news/health/2020/03/13/coronavirus-updates-us-testing-death-toll-stocks-school-closures/5032550002/,3/15/20
USA,MD,1,all,all,3/16/20,business_closure,NA,NA,N,mandatory closure,https://www.nbcwashington.com/news/local/all-maryland-casinos-racetracks-and-betting-facilities-ordered-to-close/2241768/,3/16/20
USA,MD,1,all,all,3/11/20,social_distance,NA,NA,Y,"For long-term care communities, access is restricted to essential visits only; staff are prohibited from international travel; and it is recommended that facilities screen all individuals entering the facilities.",https://www.youtube.com/watch?v=GAnBmnSTzYA&feature=youtu.be,3/17/20
USA,ME,1,all,all,3/12/20,no_gathering,NA,250,Y,Governor Janet Mills recommended in a press conference that gatherings with more than 250 people be postponed. The Governor also announced that she is suspending all non-essential travel by state employees.,https://wgme.com/news/coronavirus/gov-mills-advises-postponing-gatherings-presumptive-positive-coronavirus-case,3/17/20
USA,ME,1,all,all,3/12/20,emergency_declaration,NA,NA,NA,Governor Janet Mills signed a proclamation of civil emergency.,https://www.maine.gov/governor/mills/news/governor-announces-significant-recommendations-signs-civil-emergency-proclamation-respond,3/17/20
USA,MI,0.01187682,Washtenaw,Ann Arbor,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MI,1,all,all,3/13/20,emergency_declaration,NA,NA,NA,"Missouri Gov. Mike Parson declared a state of emergency in Missouri in response to the novel coronavirus, COVID-19. The order enables Parson to waive state laws and regulations where necessary and direct state agencies to report any unfair market practices such as price gouging. State of emergency also provides access to approximately $7 million in state funds beyond federal funds Missouri expects to receive.",https://www.mycouriertribune.com/covid--timeline/article_9d799948-671d-11ea-bb57-dfe928dcdeab.html,3/17/20
USA,MI,1,all,all,3/16/20,paid_sick_leave,NA,NA,N,Provides paid leave for state and local employees who miss work due to COVID-19.,https://www.nga.org/coronavirus/#states,3/17/20
USA,MI,1,all,all,3/14/20,emergency_declaration,NA,NA,N,declared state of emergency,https://www.nga.org/coronavirus/#states,3/17/20
USA,MI,1,all,all,3/10/20,emergency_declaration,NA,NA,N,Governor Whitmer declared a state of emergency .,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-521341--,00.html",3/17/20
USA,MI,1,all,all,3/12/20,school_closure,NA,NA,N,"Governor Whitmer ordered closure of all K-12 school buildings, public, private, and boarding schools in the state until April 6, 2020.","https://www.michigan.gov/coronavirus/0,9753,7-406-98163-521561--,00.html",3/17/20
USA,MI,1,all,all,3/12/20,no_gathering,NA,50,N,The Governor issued guidance that limits mass gatherings of more than 50 people.,https://www.cdc.gov/coronavirus/2019-ncov/community/large-events/mass-gatherings-ready-for-covid-19.html,3/17/20
USA,MI,1,all,all,3/16/20,business_closure,NA,NA,NA,"The Governor signed Executive Order 2020-9, temporarily closing bars, casinos, theatres, and limiting restaurants to only serve carry-out and delivery orders.","https://www.michigan.gov/coronavirus/0,9753,7-406-98158-521763--,00.html",3/17/20
USA,MN,0.00366781,Collin,New Hope,3/13/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MN,1,all,all,3/12/20,travel_ban_local,NA,NA,N,Governor Walz restricted all state business travel for state employees.,https://www.nga.org/coronavirus/#states,3/17/20
USA,MN,1,all,all,3/12/20,school_closure,NA,NA,N,"authorizing the closure of all prekindergarten through grade 12 schools. This order also requires schools to provide care for elementary-age children of health care professionals, first responders, and other emergency workers during previously planned school days. Additionally, the order makes provisions for the continuity of mental health services and requires schools to continue providing meals to students in need. The Department of Health also issued comprehensive guidance for public school districts and charter schools on actions to take during these closures.",https://mn.gov/governor/assets/EO%2020-02%20Final_tcm1055-423073.pdf,3/17/20
USA,MO,0.039646425,Clay,all,3/13/20,social_distance,,NA,N,suspends visitation of inmates in Clay County Detention Center in Liberty as well as volunteer programs until further notice.,https://www.mycouriertribune.com/covid--timeline/article_9d799948-671d-11ea-bb57-dfe928dcdeab.html,3/17/20
USA,MO,1,all,all,3/14/20,business_closure,NA,NA,N,"World War I Monument and Museum closes through Friday, April 3 amid COVID-19 concerns. Missouri State Parks announces closures of state parks and suspension of historic site programs and events as well as state Capitol tours through April 30.",https://www.mycouriertribune.com/covid--timeline/article_9d799948-671d-11ea-bb57-dfe928dcdeab.html,3/17/20
USA,MO,1,all,all,3/15/20,no_gathering,NA,50,N,The Governor issued guidance limiting mass gatherings of 50 or more individuals.,https://governor.mo.gov/press-releases/archive/governor-parsons-statement-regarding-cdc-recommendations-mass-gatherings-and,3/17/20
USA,MS,0.05700173,Washington,Jackson,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,MT,1,all,all,3/12/20,emergency_declaration,NA,NA,NA,"Governor Bullock declared a state of emergency, which gives him the authority to use $16 million dollars in state funds and additional personnel from the National Guard to respond to COVID-19.",https://www.mtpr.org/post/montana-gov-declares-state-emergency-over-coronavirus,3/17/20
USA,MT,1,all,all,3/15/20,school_closure,NA,NA,N,"The Governor issued guidance closing all public elementary and secondary education schools, limiting mass gatherings of more than 50 people and suspending visitors from all nursing homes. Additionally, the guidance increases the legal weight limit for commercial vehicles by 10%, in an effort to provide more supplies and resources for the state, as well as mobilizing the National Guard to respond when necessary.",http://governor.mt.gov/Portals/16/2020-03-15_Governor%20Directive%20re%20COVID-19.pdf?ver=2020-03-15-170323-930,3/17/20
USA,MT,1,all,all,3/15/20,no_gathering,NA,50,N,"The Governor issued guidance closing all public elementary and secondary education schools, limiting mass gatherings of more than 50 people and suspending visitors from all nursing homes. Additionally, the guidance increases the legal weight limit for commercial vehicles by 10%, in an effort to provide more supplies and resources for the state, as well as mobilizing the National Guard to respond when necessary.",http://governor.mt.gov/Portals/16/2020-03-15_Governor%20Directive%20re%20COVID-19.pdf?ver=2020-03-15-170323-930,3/17/20
USA,NC,0.02424004,Durham,Durham,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NC,0.00558187,Orange,Chapel Hill,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NC,0.00066275,Orange,Hillsborough,3/16/20,school_closure,NA,NA,N,school-level closure (aggregated to city level),https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html,3/15/20
USA,NC,1,all,all,3/13/20,testing_regime,NA,NA,N,Eliminated the Member Cost-share for COVID-19 testing to ensure there are no cost barriers to testing.,https://www.nctreasurer.com/news/press-releases/2020/03/13/state-health-plan-board-approves-emergency-authority-respond-covid-19,3/16/20
